8390,"SEVILLA",ESP,1.0,37.2,-5.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code)
07/01/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,944,,,230,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,944,,,240,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,944,,,240,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,944,,,180,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,945,,,200,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,945,,,160,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,8,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,946,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,9,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,946,,,30,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,10,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,946,,,360,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,11,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,945,,,90,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,12,,,,,,858,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,945,,,280,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,13,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,944,,,360,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,14,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,943,,,270,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,15,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,942,,,330,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,16,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,942,,,270,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,17,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,941,,,310,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,18,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,942,,,270,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,19,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,,,,,942,,,230,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,20,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,,942,,,999,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,944,,,260,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,944,,,270,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,945,,,290,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,945,,,310,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,945,,,310,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,945,,,330,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,320,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,945,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,946,,,360,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,8,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,946,,,330,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,9,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,946,,,20,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,10,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,946,,,20,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,11,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,946,,,999,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,12,,,,,,858,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,945,,,30,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,13,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,945,,,20,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,14,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,944,,,270,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,15,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,943,,,250,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,16,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,942,,,290,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,17,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,942,,,270,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,18,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,942,,,330,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,19,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,,,,,942,,,310,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,20,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,28.9,,,,,,,,,944,,,330,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,945,,,999,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,945,,,310,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,945,,,290,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,945,,,280,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,945,,,300,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,290,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,945,,,300,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,945,,,280,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,946,,,290,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,946,,,290,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,946,,,290,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,8,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,947,,,290,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,9,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,946,,,300,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,10,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,946,,,300,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,11,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,946,,,280,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,12,,,,,,854,,,,,,,,,,,,,,,,,,,,,,,,26.7,,,,,,,,,945,,,280,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,13,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,,945,,,290,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,14,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,944,,,280,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,15,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,944,,,300,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,16,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,943,,,290,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,17,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,942,,,230,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,18,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,942,,,220,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,19,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,942,,,230,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,20,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,944,,,230,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,945,,,250,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,945,,,230,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,945,,,230,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,200,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,945,,,190,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,945,,,190,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,945,,,200,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,945,,,210,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,945,,,200,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,945,,,240,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,946,,,230,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,8,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,946,,,230,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,9,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,946,,,220,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,10,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,946,,,240,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,11,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,945,,,220,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,12,,,,,,854,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,945,,,240,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,13,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,944,,,240,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,14,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,944,,,999,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,15,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,943,,,240,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,16,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,942,,,240,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,17,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,942,,,220,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,18,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,,,,,942,,,999,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,19,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,,942,,,230,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,20,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,944,,,230,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,944,,,240,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,945,,,240,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,945,,,250,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,250,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,945,,,270,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,944,,,270,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,944,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,945,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,946,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,946,,,150,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,8,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,9,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,947,,,100,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,10,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,946,,,180,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,11,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,946,,,210,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,12,,,,,,854,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,945,,,230,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,13,,,,,,892,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,945,,,210,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,14,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,944,,,230,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,15,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,944,,,240,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,16,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,943,,,230,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,17,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,943,,,240,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,18,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,943,,,230,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,19,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,943,,,240,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,20,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,28.9,,,,,,,,,944,,,999,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,26.7,,,,,,,,,944,,,230,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,945,,,230,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,945,,,240,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,945,,,230,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,945,,,190,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,946,,,160,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,946,,,160,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,946,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,8,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,947,,,80,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,9,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,947,,,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,10,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,11,,,,,,757,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,946,,,30,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,12,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,946,,,240,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,13,,,,,,744,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,945,,,260,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,14,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,945,,,220,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,15,,,,,,744,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,944,,,310,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,16,,,,,,769,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,943,,,270,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,17,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,943,,,240,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,18,,,,,,511,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,943,,,260,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,19,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,943,,,230,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,20,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,944,,,210,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,945,,,260,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,945,,,270,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,945,,,280,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/06/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,945,,,210,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,946,,,190,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,946,,,180,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,946,,,180,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,946,,,180,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,947,,,180,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,947,,,190,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,948,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,8,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,948,,,999,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
07/07/1989,9,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,948,,,20,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
