8390,"SEVILLA",ESP,1.0,37.2,-5.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code)
07/30/1989,16,,,,,,848,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,,,,,940,,,230,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,17,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,940,,,260,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,18,,,,,,706,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,939,,,250,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,19,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,940,,,280,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,20,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,942,,,250,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,28.9,,,,,,,,,942,,,260,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,942,,,230,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,943,,,210,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,943,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,943,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,943,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,943,,,190,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,944,,,999,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,944,,,190,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,945,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,8,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,945,,,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,9,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,945,,,40,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,10,,,,,,451,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,945,,,30,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,11,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,944,,,40,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,12,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,943,,,350,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,13,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,942,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,14,,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,942,,,340,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,15,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,,,,940,,,330,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,16,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,,,940,,,350,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,17,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,,,940,,,280,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,18,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,36.1,,,,,,,,,940,,,290,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,19,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,941,,,220,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,20,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,942,,,220,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,942,,,220,,,1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,942,,,300,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,943,,,290,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1989,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,942,,,210,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
