8390,"SEVILLA",ESP,1.0,37.2,-5.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code),PresWth source,PresWth uncert (code)
01/01/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,959,,,999,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,959,,,220,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,959,,,230,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,959,,,230,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,959,,,999,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,959,,,999,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,959,,,230,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,960,,,220,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,960,,,999,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,10,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,961,,,250,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,11,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,961,,,999,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,12,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,960,,,999,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,13,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,959,,,330,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,14,,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,957,,,999,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,15,,,,,,709,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,957,,,310,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,16,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,957,,,320,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,17,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,957,,,999,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,957,,,999,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,957,,,30,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,958,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,958,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,957,,,310,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,958,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,957,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,957,,,20,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,957,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,957,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,956,,,50,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,957,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,957,,,999,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,957,,,50,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,958,,,999,,,4,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,958,,,999,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,10,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,958,,,999,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,11,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,958,,,999,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,12,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,957,,,999,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,13,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,956,,,60,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,14,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,955,,,70,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,15,,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,955,,,999,,,8,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,16,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,954,,,70,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,17,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,955,,,999,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,18,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,955,,,999,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,955,,,80,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,955,,,999,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,955,,,999,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,956,,,40,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,956,,,999,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,956,,,999,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,956,,,50,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,955,,,999,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,955,,,999,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,955,,,30,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,955,,,999,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,955,,,30,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,955,,,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,955,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,956,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,10,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,956,,,50,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,11,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,956,,,999,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,12,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,954,,,999,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,13,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,954,,,50,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,14,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,953,,,999,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,15,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,954,,,70,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,16,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,954,,,70,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,17,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,954,,,999,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,18,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,954,,,999,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,954,,,350,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,955,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,955,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,954,,,40,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,953,,,999,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,954,,,999,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,954,,,50,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,954,,,999,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,954,,,40,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,953,,,999,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,953,,,999,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,953,,,999,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,953,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,954,,,999,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,955,,,999,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,10,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,954,,,999,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,11,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,953,,,60,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,12,,,,,,687,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,953,,,999,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,13,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,952,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,14,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,951,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,15,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,951,,,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,16,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,950,,,230,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,17,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,950,,,250,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,18,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,951,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,952,,,210,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,951,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,951,,,999,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,950,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,950,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,950,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,948,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,950,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,950,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,949,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,948,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,949,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,10,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,11,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,947,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,12,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,948,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,13,,,,,,785,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,14,,,,,,817,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,947,,,999,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,15,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,946,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,16,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,946,,,160,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,17,,,,,,548,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,946,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,18,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,947,,,999,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,947,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,947,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,947,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,948,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,948,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,948,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,949,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,950,,,999,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,950,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,950,,,999,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,951,,,999,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,952,,,150,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,952,,,999,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,953,,,999,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,10,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,953,,,190,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,11,,,,,,656,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,953,,,999,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,12,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,952,,,999,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,13,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,953,,,200,,,1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,14,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,952,,,999,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,15,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,951,,,999,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,16,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,951,,,20,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,17,,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,951,,,999,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,18,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,952,,,999,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,952,,,330,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,952,,,999,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,952,,,999,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,953,,,330,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,953,,,999,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1988,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,952,,,320,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,953,,,999,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,952,,,310,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,953,,,320,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,952,,,40,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,952,,,999,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,952,,,999,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,952,,,60,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,953,,,40,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,954,,,999,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1988,10,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,954,,,50,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
