83910,Caceres,ESP,2,39.47,-6.33,1,405,SWEC,,,,,,,,,1.047197551,
Año,mes,día,hora,GHI,DNI,DHI,T seca,T humeda,Presión,Wdir,Wspd,Alb,Topocentric sun declination,Topocentric local hour angle,Azimut,Elevacion,Topocentric zenith angle,Top. azimuth angle (westward from S)
1989,5,17,21,22,0,0,16.7,5.6,96512,260,3.1,0.15,19.503017,114.573258,120.61748,-5.046498,95.046498,120.61748
1989,5,17,22,0,0,0,15.6,6,96512,230,3.1,0.15,19.512075,129.572604,131.408451,-14.369171,104.369171,131.408451
1989,5,17,23,0,0,0,13.9,6.5,96512,230,3.1,0.15,19.521149,144.571842,143.853012,-22.141402,112.141402,143.853012
1989,5,17,24,0,0,0,13.3,6.7,96512,240,2.1,0.15,19.530249,159.570999,158.181901,-27.733904,117.733904,158.181901
1989,5,18,1,0,0,0,12.2,7.2,96512,230,2.1,0.15,19.539378,174.570103,174.059196,-30.501153,120.501153,174.059196
1989,5,18,2,0,0,0,11.7,7.4,96512,230,2.1,0.15,19.54854,189.569191,190.4258,-30.038876,120.038876,190.4258
1989,5,18,3,0,0,0,10.6,7.4,96512,220,2.1,0.15,19.557734,204.568298,205.94309,-26.419186,116.419186,205.94309
1989,5,18,4,0,0,0,9.4,7.4,96512,190,2.1,0.15,19.566958,219.567455,219.740327,-20.144503,110.144503,219.740327
1989,5,18,5,0,0,0,9.4,7.4,96512,200,2.1,0.15,19.576204,234.566695,231.673132,-11.876224,101.876224,231.673132
1989,5,18,6,0,0,0,8.9,7.2,96512,220,3.1,0.15,19.585466,249.56604,242.069565,-2.212322,92.212322,242.069565
1989,5,18,7,44,0,44,8.9,6.7,96512,190,2.1,0.15,19.594733,264.565506,251.438948,8.478184,81.521816,251.438948
1989,5,18,8,176,328,67,10,6.5,96512,210,1,0.15,19.603994,279.565103,260.352795,19.606597,70.393403,260.352795
1989,5,18,9,331,394,128,11.1,6,96512,230,1.5,0.15,19.613239,294.564828,269.482796,31.070431,58.929569,269.482796
1989,5,18,10,526,618,109,12.8,5.6,96512,220,2.1,0.15,19.622457,309.564671,279.795072,42.55022,47.44978,279.795072
1989,5,18,11,684,690,129,15,5.1,96512,300,3.1,0.15,19.631638,324.564614,293.044916,53.609567,36.390433,293.044916
1989,5,18,12,772,665,178,17.2,4.6,96512,330,2.6,0.15,19.640775,339.564631,312.921247,63.324687,26.675313,312.921247
1989,5,18,13,883,788,145,19.4,4.3,96512,190,2.1,0.15,19.649862,354.56469,345.333344,69.376364,20.623636,345.333344
1989,5,18,14,864,703,211,21.1,4,96512,270,2.1,0.15,19.658898,9.564759,25.035149,68.304568,21.695432,25.035149
1989,5,18,15,766,542,293,22.2,4,96512,260,2.6,0.15,19.667881,24.564801,53.586143,60.901037,29.098963,53.586143
1989,5,18,16,709,567,271,22.8,4,96512,30,1,0.15,19.676817,39.564783,71.113271,50.675007,39.324993,71.113271
1989,5,18,17,586,511,263,22.8,4.3,96512,999,2.3,0.15,19.685709,54.564675,83.308919,39.447296,50.552704,83.308919
1989,5,18,18,410,343,251,21.7,4.8,96512,250,3.6,0.15,19.694567,69.564453,93.176306,27.947633,62.052367,93.176306
1989,5,18,19,268,283,189,20.6,5.1,96512,220,6.2,0.15,19.7034,84.564101,102.175963,16.556598,73.443402,102.175963
1989,5,18,20,123,208,104,18.3,5.6,96512,240,4.1,0.15,19.71222,99.563611,111.161452,5.607523,84.392477,111.161452
1989,5,18,21,22,0,0,16.1,6.3,96512,210,4.1,0.15,19.721036,114.562985,120.764174,-4.884424,94.884424,120.764174
1989,5,18,22,0,0,0,15,6.7,96512,240,4.1,0.15,19.729861,129.562231,131.537928,-14.190896,104.190896,131.537928
1989,5,18,23,0,0,0,13.3,7.2,96512,210,3.1,0.15,19.738703,144.56137,143.956565,-21.945917,111.945917,143.956565
1989,5,18,24,0,0,0,12.2,7.6,96512,210,3.1,0.15,19.74757,159.560427,158.245517,-27.523782,117.523782,158.245517
1989,5,19,1,0,0,0,11.7,7.8,96512,210,2.1,0.15,19.756468,174.559432,174.068837,-30.28399,120.28399,174.068837
1989,5,19,2,0,0,0,11.1,8.2,96512,230,1.5,0.15,19.765398,189.55842,190.377334,-29.825883,119.825883,190.377334
1989,5,19,3,0,0,0,11.7,8.2,96512,210,1.5,0.15,19.774361,204.557427,205.846237,-26.220451,116.220451,205.846237
1989,5,19,4,0,0,0,11.7,8.2,96512,190,3.1,0.15,19.783353,219.556486,219.610844,-19.965229,109.965229,219.610844
1989,5,19,5,0,0,0,11.7,8.2,96512,200,2.6,0.15,19.792369,234.555626,231.523624,-11.716795,101.716795,231.523624
1989,5,19,6,0,0,0,11.7,8,96512,0,0,0.15,19.8014,249.554872,241.906474,-2.070278,92.070278,241.906474
1989,5,19,7,0,0,0,12.2,7.8,96512,0,0,0.15,19.810436,264.554239,251.263402,8.605342,81.394658,251.263402
1989,5,19,8,3,0,3,12.8,7.4,96512,0,0,0.15,19.819467,279.553737,260.161903,19.725554,70.274446,260.161903
1989,5,19,9,9,0,9,13.3,7,96512,0,0,0.15,19.828481,294.553364,269.270201,31.185688,58.814312,269.270201
1989,5,19,10,82,0,82,15,6.5,96512,250,3.1,0.15,19.837467,309.553109,279.551119,42.668873,47.331127,279.551119
1989,5,19,11,179,0,179,16.1,6.3,96512,260,2.1,0.15,19.846417,324.552953,292.759932,53.742699,36.257301,292.759932
1989,5,19,12,271,0,271,17.8,5.8,96512,220,2.6,0.15,19.855322,339.552872,312.614099,63.489673,26.510327,312.614099
1989,5,19,13,258,0,258,19.4,5.6,96512,260,4.1,0.15,19.864177,354.552834,345.175106,69.58361,20.41639,345.175106
1989,5,19,14,233,0,233,20.6,5.3,96512,190,3.1,0.15,19.872979,9.552804,25.208218,68.509197,21.490803,25.208218
1989,5,19,15,195,0,195,21.7,5.3,96512,240,1.5,0.15,19.881729,24.552749,53.858901,61.069346,28.930654,53.858901
1989,5,19,16,182,0,182,21.7,5.6,96512,360,2.1,0.15,19.890429,39.552633,71.362968,50.819117,39.180883,71.362968
1989,5,19,17,107,0,107,21.7,5.8,96512,350,2.1,0.15,19.899087,54.552427,83.524676,39.581162,50.418838,83.524676
1989,5,19,18,69,0,69,21.1,6,96512,260,4.1,0.15,19.90771,69.552108,93.365635,28.080191,61.919809,93.365635
1989,5,19,19,82,0,82,20,6.5,96512,240,4.1,0.15,19.916308,84.551658,102.346022,16.693664,73.306336,102.346022
1989,5,19,20,53,0,53,18.9,7,96512,250,5.1,0.15,19.924892,99.55107,111.316552,5.751537,84.248463,111.316552
1989,5,19,21,12,0,0,17.2,7.4,96512,260,5.1,0.15,19.933473,114.550345,120.905296,-4.724753,94.724753,120.905296
1989,5,19,22,0,0,0,16.1,8,96512,270,3.1,0.15,19.942062,129.549493,131.661893,-14.01563,104.01563,131.661893
1989,5,19,23,0,0,0,15.6,8.4,96512,270,2.1,0.15,19.950668,144.548534,144.054872,-21.754216,111.754216,144.054872
1989,5,19,24,0,0,0,14.4,8.8,96512,170,1.5,0.15,19.9593,159.547492,158.304633,-27.318297,117.318297,158.304633
1989,5,20,1,0,0,0,13.9,9.2,96512,180,2.1,0.15,19.967963,174.546399,174.075365,-30.072215,120.072215,174.075365
1989,5,20,2,0,0,0,13.3,9.4,96512,190,2.1,0.15,19.976658,189.545289,190.327527,-29.61873,119.61873,190.327527
1989,5,20,3,0,0,0,13.3,9.6,96512,0,0,0.15,19.985387,204.544197,205.749652,-26.027665,116.027665,205.749652
1989,5,20,4,0,0,0,13.3,9.6,96512,120,2.1,0.15,19.994145,219.543157,219.482767,-19.791783,109.791783,219.482767
1989,5,20,5,0,0,0,13.3,9.6,96512,120,1.5,0.15,20.002927,234.542199,231.376231,-11.562998,101.562998,231.376231
1989,5,20,6,0,0,0,12.8,9.4,96512,60,1.5,0.15,20.011724,249.541347,241.745942,-1.93368,91.93368,241.745942
1989,5,20,7,59,0,59,13.3,9,96512,40,2.1,0.15,20.020527,264.540617,251.090735,8.72726,81.27274,251.090735
1989,5,20,8,208,457,54,13.9,8.8,96512,60,4.1,0.15,20.029324,279.540017,259.974163,19.83924,70.16076,259.974163
1989,5,20,9,388,570,93,15,8.4,96512,40,4.1,0.15,20.038104,294.539546,269.061001,31.295587,58.704413,269.061001
1989,5,20,10,533,542,165,16.1,8,96512,60,4.1,0.15,20.046856,309.539194,279.310669,42.781933,47.218067,279.310669
1989,5,20,11,690,637,176,17.2,7.8,96512,60,6.2,0.15,20.055571,324.538941,292.477938,53.869828,36.130172,292.477938
1989,5,20,12,851,820,116,19.4,7.4,96512,999,5.1,0.15,20.064241,339.538763,312.307162,63.6482,26.3518,312.307162
1989,5,20,13,946,905,97,21.1,7.2,96512,80,4.1,0.15,20.07286,354.538628,345.011057,69.784749,20.215251,345.011057
1989,5,20,14,968,914,116,21.7,7,96512,80,4.1,0.15,20.081426,9.538502,25.373404,68.709135,21.290865,25.373404
1989,5,20,15,917,864,160,23.3,7,96512,60,5.1,0.15,20.089939,24.53835,54.123422,61.234326,28.765674,54.123422
1989,5,20,16,829,829,186,23.3,7.2,96512,120,5.1,0.15,20.098402,39.538137,71.605083,50.96083,39.03917,71.605083
1989,5,20,17,697,779,201,22.8,7.4,96512,60,6.2,0.15,20.106822,54.537835,83.733659,39.713118,50.286882,83.733659
1989,5,20,18,514,637,215,22.2,7.6,96512,130,6.2,0.15,20.115207,69.537419,93.548779,28.211011,61.788989,93.548779
1989,5,20,19,331,507,187,21.1,8,96512,60,4.1,0.15,20.123567,84.536872,102.510249,16.828941,73.171059,102.510249
1989,5,20,20,157,372,122,19.4,8.4,96512,120,4.1,0.15,20.131912,99.536187,111.465992,5.893641,84.106359,111.465992
1989,5,20,21,34,0,0,18.3,8.8,96512,220,5.1,0.15,20.140254,114.535366,121.040826,-4.567562,94.567562,121.040826
1989,5,20,22,0,0,0,17.2,9.4,96512,270,4.1,0.15,20.148605,129.534417,131.780346,-13.84346,103.84346,131.780346
1989,5,20,23,0,0,0,16.7,9.8,96512,240,3.1,0.15,20.156973,144.53336,144.147958,-21.566385,111.566385,144.147958
1989,5,20,24,0,0,0,15.6,10.2,96512,210,1,0.15,20.165367,159.532222,158.359296,-27.117533,117.117533,158.359296
1989,5,21,1,0,0,0,15,10.5,96512,0,0,0.15,20.173791,174.531031,174.078833,-29.865903,119.865903,174.078833
1989,5,21,2,0,0,0,15,10.7,96512,0,0,0.15,20.182249,189.529824,190.276425,-29.417481,119.417481,190.276425
1989,5,21,3,0,0,0,15,10.9,96512,0,0,0.15,20.190741,204.528636,205.653379,-25.840881,115.840881,205.653379
1989,5,21,4,0,0,0,15,10.9,96512,50,2.1,0.15,20.199262,219.527499,219.356145,-19.624215,109.624215,219.356145
1989,5,21,5,0,0,0,14.4,10.9,96512,30,1.5,0.15,20.207807,234.526444,231.23101,-11.414869,101.414869,231.23101
1989,5,21,6,0,0,0,13.9,10.7,96512,999,1.8,0.15,20.216367,249.525495,241.58804,-1.802555,91.802555,241.58804
1989,5,21,7,59,0,59,14.4,10.3,96512,60,2.1,0.15,20.224933,264.524668,250.921032,8.843917,81.156083,250.921032
1989,5,21,8,189,359,68,14.4,10.2,96512,70,3.1,0.15,20.233493,279.523972,259.789682,19.947649,70.052351,259.789682
1989,5,21,9,318,296,164,15.6,9.8,96512,80,4.1,0.15,20.242036,294.523405,268.855334,31.400133,58.599867,268.855334
1989,5,21,10,498,473,176,16.7,9.4,96512,80,5.1,0.15,20.250551,309.522957,279.073909,42.889415,47.110585,279.073909
1989,5,21,11,659,596,177,17.8,9,96512,110,3.1,0.15,20.259028,324.522609,292.199206,53.990959,36.009041,292.199206
1989,5,21,12,785,675,179,19.4,8.6,96512,140,3.1,0.15,20.26746,339.522335,312.0008,63.800244,26.199756,312.0008
1989,5,21,13,798,561,271,20.6,8.4,96512,230,3.1,0.15,20.275841,354.522105,344.84132,69.979708,20.020292,344.84132
1989,5,21,14,889,741,198,21.7,8.2,96512,230,2.1,0.15,20.284167,9.521883,25.53042,68.904328,21.095672,25.53042
1989,5,21,15,858,731,217,22.2,8.2,96512,230,6.2,0.15,20.292441,24.521636,54.379461,61.395955,28.604045,54.379461
1989,5,21,16,719,555,288,22.8,8.2,96512,230,3.1,0.15,20.300664,39.521328,71.839466,51.100122,38.899878,71.839466
1989,5,21,17,649,671,221,22.8,8.4,96512,230,4.1,0.15,20.308844,54.520931,83.935771,39.84313,50.15687,83.935771
1989,5,21,18,482,564,216,21.7,8.8,96512,230,5.1,0.15,20.316987,69.52042,93.725669,28.340048,61.659952,93.725669
1989,5,21,19,274,271,196,20.6,9,96512,210,4.1,0.15,20.325106,84.519778,102.668594,16.962372,73.037628,102.668594
1989,5,21,20,113,94,104,19.4,9.6,96512,240,5.1,0.15,20.333209,99.518998,111.60974,6.033753,83.966247,111.60974
1989,5,21,21,22,0,0,18.3,10,96512,999,5.1,0.15,20.34131,114.518081,121.17075,-4.412934,94.412934,121.17075
1989,5,21,22,0,0,0,17.2,10.3,96512,260,5.1,0.15,20.349419,129.517037,131.893296,-13.674473,103.674473,131.893296
1989,5,21,23,0,0,0,16.7,10.9,96512,250,4.1,0.15,20.357546,144.515885,144.235855,-21.382516,111.382516,144.235855
1989,5,21,24,0,0,0,16.1,11,96512,260,5.1,0.15,20.365699,159.51465,158.409557,-26.921574,116.921574,158.409557
1989,5,22,1,0,0,0,16.1,11.4,96512,260,3.1,0.15,20.373883,174.513365,174.079302,-29.665126,119.665126,174.079302
1989,5,22,2,0,0,0,15.6,11.6,96512,260,2.1,0.15,20.3821,189.512062,190.224085,-29.222198,119.222198,190.224085
1989,5,22,3,0,0,0,15,11.7,96512,250,2.1,0.15,20.390351,204.510778,205.557472,-25.660152,115.660152,205.557472
1989,5,22,4,0,0,0,13.9,11.7,96512,250,4.1,0.15,20.398632,219.509546,219.231034,-19.462564,109.462564,219.231034
1989,5,22,5,0,0,0,13.3,11.6,96512,250,3.1,0.15,20.406937,234.508396,231.088027,-11.272439,101.272439,231.088027
1989,5,22,6,0,0,0,12.8,11.4,96512,190,2.1,0.15,20.415258,249.507352,241.432844,-1.676922,91.676922,241.432844
1989,5,22,7,28,0,28,13.3,11,96512,190,3.1,0.15,20.423584,264.50643,250.754386,8.9553,81.0447,250.754386
1989,5,22,8,107,56,88,13.9,10.9,96512,180,3.1,0.15,20.431905,279.50564,259.60857,20.050786,69.949214,259.60857
1989,5,22,9,167,50,141,15,10.5,96512,190,5.1,0.15,20.440208,294.504978,268.653338,31.499337,58.500663,268.653338
1989,5,22,10,261,56,223,15.6,10,96512,210,5.1,0.15,20.448483,309.504436,278.841031,42.991335,47.008665,278.841031
1989,5,22,11,444,170,306,16.7,9.6,96512,220,5.1,0.15,20.456719,324.503994,291.924019,54.106109,35.893891,291.924019
1989,5,22,12,498,138,374,18.3,9.4,96512,10,7.2,0.15,20.46491,339.503626,311.6954,63.945792,26.054208,311.6954
1989,5,22,13,492,91,406,19.4,9,96512,220,6.2,0.15,20.473049,354.503303,344.666051,70.168416,19.831584,344.666051
1989,5,22,14,283,47,239,21.1,8.8,96512,240,5.1,0.15,20.481134,9.502988,25.678999,69.094725,20.905275,25.678999
1989,5,22,15,372,72,309,21.7,8.8,96512,230,8.2,0.15,20.489165,24.502647,54.626783,61.554207,28.445793,54.626783
1989,5,22,16,542,230,363,21.7,8.8,96512,220,7.2,0.15,20.497145,39.502246,72.065973,51.236966,38.763034,72.065973
1989,5,22,17,482,246,325,21.7,9,96512,220,7.2,0.15,20.505081,54.501756,84.130918,39.971158,50.028842,84.130918
1989,5,22,18,334,145,265,21.1,9.2,96512,210,6.2,0.15,20.512981,69.501151,93.89624,28.467247,61.532753,93.89624
1989,5,22,19,179,75,157,20,9.6,96512,230,9.3,0.15,20.520855,84.500416,102.821013,17.09389,72.90611,102.821013
1989,5,22,20,69,47,64,18.9,10,96512,190,6.2,0.15,20.528715,99.499543,111.747768,6.171792,83.828208,111.747768
1989,5,22,21,15,0,0,17.8,10.3,96512,220,4.1,0.15,20.536571,114.498532,121.295059,-4.260954,94.260954,121.295059
1989,5,22,22,0,0,0,16.7,10.7,96512,220,4.1,0.15,20.544436,129.497395,132.000754,-13.508761,103.508761,132.000754
1989,5,22,23,0,0,0,15.6,11,96512,190,3.1,0.15,20.552319,144.496149,144.3186,-21.202698,111.202698,144.3186
1989,5,22,24,0,0,0,15.6,11.4,96512,210,4.1,0.15,20.560228,159.494821,158.455474,-26.730504,116.730504,158.455474
1989,5,23,1,0,0,0,15,11.6,96512,190,2.1,0.15,20.568168,174.493442,174.076835,-29.469959,119.469959,174.076835
1989,5,23,2,0,0,0,15,11.7,96512,220,3.1,0.15,20.576142,189.492046,190.170568,-29.032941,119.032941,190.170568
1989,5,23,3,0,0,0,15,11.9,96512,210,3.1,0.15,20.58415,204.490669,205.461988,-25.485526,115.485526,205.461988
1989,5,23,4,0,0,0,14.4,11.9,96512,180,4.1,0.15,20.592188,219.489343,219.107495,-19.306868,109.306868,219.107495
1989,5,23,5,0,0,0,14.4,11.7,96512,210,3.1,0.15,20.60025,234.4881,230.947349,-11.135734,101.135734,230.947349
1989,5,23,6,0,0,0,13.9,11.4,96512,180,3.1,0.15,20.608328,249.486963,241.280434,-1.556796,91.556796,241.280434
1989,5,23,7,63,0,63,13.9,11.2,96512,190,3.1,0.15,20.616412,264.485949,250.590888,9.061405,80.938595,250.590888
1989,5,23,8,214,441,63,15,10.9,96512,230,5.1,0.15,20.62449,279.485065,259.43094,20.148657,69.851343,259.43094
1989,5,23,9,397,593,87,16.1,10.3,96512,190,3.1,0.15,20.63255,294.484311,268.455159,31.593221,58.406779,268.455159
1989,5,23,10,580,706,98,17.2,10,96512,240,3.1,0.15,20.640582,309.483677,278.612231,43.08772,46.91228,278.612231
1989,5,23,11,744,794,100,18.9,9.6,96512,240,5.1,0.15,20.648575,324.483143,291.65266,54.215301,35.784699,291.65266
1989,5,23,12,870,861,95,20.6,9.2,96512,210,2.6,0.15,20.656522,339.482684,311.391364,64.084837,25.915163,311.391364
1989,5,23,13,949,899,102,21.7,8.8,96512,230,7.7,0.15,20.664417,354.482269,344.485443,70.350807,19.649193,344.485443
1989,5,23,14,971,911,119,23.3,8.6,96512,240,8.2,0.15,20.672256,9.481863,25.818891,69.280269,20.719731,25.818891
1989,5,23,15,933,892,148,24.4,8.4,96512,240,8.2,0.15,20.680042,24.481431,54.865167,61.709051,28.290949,54.865167
1989,5,23,16,839,845,180,24.4,8.4,96512,230,9.3,0.15,20.687777,39.480939,72.284469,51.371328,38.628672,72.284469
1989,5,23,17,700,772,205,24.4,8.6,96512,230,8.2,0.15,20.695467,54.480357,84.319013,40.097158,49.902842,84.319013
1989,5,23,18,529,678,207,23.9,8.8,96512,240,8.2,0.15,20.70312,69.479662,94.060435,28.592552,61.407448,94.060435
1989,5,23,19,347,558,185,22.8,9.2,96512,240,9.3,0.15,20.710747,84.478836,102.967466,17.223425,72.776575,102.967466
1989,5,23,20,164,381,125,21.1,9.6,96512,240,5.1,0.15,20.71836,99.477871,111.880055,6.307671,83.692329,111.880055
1989,5,23,21,34,0,0,20,10,96512,240,5.1,0.15,20.725969,114.47677,121.41375,-4.11171,94.11171,121.41375
1989,5,23,22,0,0,0,18.3,10.3,96512,240,4.1,0.15,20.733587,129.475541,132.102742,-13.346416,103.346416,132.102742
1989,5,23,23,0,0,0,17.2,10.7,96512,230,2.6,0.15,20.741223,144.474204,144.396236,-21.027024,111.027024,144.396236
1989,5,23,24,0,0,0,16.7,11,96512,210,3.1,0.15,20.748885,159.472785,158.49711,-26.544408,116.544408,158.49711
1989,5,24,1,0,0,0,16.1,11.2,96512,210,2.1,0.15,20.756579,174.471315,174.071506,-29.280471,119.280471,174.071506
1989,5,24,2,0,0,0,15.6,11.4,96512,210,2.6,0.15,20.764307,189.469828,190.115944,-28.849766,118.849766,190.115944
1989,5,24,3,0,0,0,15,11.4,96512,190,1.5,0.15,20.772068,204.468359,205.366992,-25.317046,115.317046,205.366992
1989,5,24,4,0,0,0,15,11.4,96512,170,2.1,0.15,20.779861,219.466943,218.985593,-19.157159,109.157159,218.985593
1989,5,24,5,0,0,0,14.4,11.2,96512,170,4.1,0.15,20.787678,234.465608,230.80905,-11.004775,101.004775,230.80905
1989,5,24,6,0,0,0,14.4,11,96512,0,0,0.15,20.795511,249.464381,241.130893,-1.442182,91.442182,241.130893
1989,5,24,7,34,0,34,14.4,10.7,96512,0,0,0.15,20.803349,264.463276,250.430636,9.162233,80.837767,250.430636
1989,5,24,8,154,189,89,15,10.2,96512,160,3.1,0.15,20.811181,279.462302,259.256908,20.241281,69.758719,259.256908
1989,5,24,9,315,331,142,16.1,9.8,96512,0,0,0.15,20.818996,294.461459,268.260941,31.681809,58.318191,268.260941
1989,5,24,10,394,223,242,18.3,9.4,96512,0,0,0.15,20.826782,309.460735,278.387704,43.178604,46.821396,278.387704
1989,5,24,11,545,343,266,20.6,8.8,96512,220,3.6,0.15,20.834529,324.460111,291.385423,54.318567,35.681433,291.385423
1989,5,24,12,725,555,225,22.8,8.4,96512,210,4.1,0.15,20.842229,339.459563,311.089114,64.217382,25.782618,311.089114
1989,5,24,13,760,511,278,25,8,96512,240,3.1,0.15,20.849877,354.459059,344.299729,70.526818,19.473182,344.299729
1989,5,24,14,719,394,350,26.7,7.8,96512,240,5.1,0.15,20.857469,9.458564,25.949866,69.460902,20.539098,25.949866
1989,5,24,15,766,542,288,27.8,7.8,96512,250,3.6,0.15,20.865007,24.458043,55.094401,61.860453,28.139547,55.094401
1989,5,24,16,687,507,291,28.3,7.8,96512,190,2.1,0.15,20.872493,39.457463,72.494829,51.50317,38.49683,72.494829
1989,5,24,17,580,476,274,27.8,7.8,96512,120,2.1,0.15,20.879934,54.456793,84.499979,40.221078,49.778922,84.499979
1989,5,24,18,384,283,249,27.2,8,96512,250,3.6,0.15,20.887338,69.456009,94.2182,28.715899,61.284101,94.2182
1989,5,24,19,239,164,191,25.6,8.4,96512,240,3.1,0.15,20.894716,84.455094,103.107921,17.350904,72.649096,103.107921
1989,5,24,20,104,138,90,23.9,8.8,96512,220,2.6,0.15,20.902079,99.454041,112.006584,6.441298,83.558702,112.006584
1989,5,24,21,15,0,0,21.7,9.2,96512,220,3.1,0.15,20.909439,114.452851,121.526827,-3.965293,93.965293,121.526827
1989,5,24,22,0,0,0,20,9.6,96512,220,3.1,0.15,20.916807,129.451534,132.199283,-13.187534,103.187534,132.199283
1989,5,24,23,0,0,0,18.9,10,96512,220,3.6,0.15,20.924193,144.450109,144.468814,-20.855587,110.855587,144.468814
1989,5,24,24,0,0,0,17.2,10.3,96512,210,2.1,0.15,20.931606,159.448601,158.534535,-26.363369,116.363369,158.534535
1989,5,25,1,0,0,0,16.7,10.5,96512,200,3.1,0.15,20.93905,174.447042,174.063391,-29.096731,119.096731,174.063391
1989,5,25,2,0,0,0,16.1,10.7,96512,210,3.1,0.15,20.946529,189.445466,190.060286,-28.672727,118.672727,190.060286
1989,5,25,3,0,0,0,15.6,10.7,96512,200,2.1,0.15,20.954043,204.443909,205.272553,-25.154753,115.154753,205.272553
1989,5,25,4,0,0,0,15,10.7,96512,180,2.1,0.15,20.961587,219.442404,218.8654,-19.013465,109.013465,218.8654
1989,5,25,5,0,0,0,14.4,10.5,96512,240,1,0.15,20.969155,234.440982,230.673207,-10.879574,100.879574,230.673207
1989,5,25,6,0,0,0,13.9,10.3,96512,0,0,0.15,20.97674,249.439666,240.984307,-1.333084,91.333084,240.984307
1989,5,25,7,9,0,9,13.9,10,96512,0,0,0.15,20.98433,264.438474,250.273729,9.257791,80.742209,250.273729
1989,5,25,8,28,15,23,14.4,9.6,96512,0,0,0.15,20.991914,279.437412,259.08659,20.328678,69.671322,259.08659
1989,5,25,9,195,94,146,16.1,9,96512,0,0,0.15,20.999481,294.436482,268.070831,31.765135,58.234865,268.070831
1989,5,25,10,356,138,261,17.8,8.6,96512,0,0,0.15,21.007018,309.43567,278.167649,43.264028,46.735972,278.167649
1989,5,25,11,476,195,317,20,8.2,96512,0,0,0.15,21.014516,324.43496,291.1226,54.415947,35.584053,291.1226
1989,5,25,12,564,223,363,22.2,7.8,96512,240,5.1,0.15,21.021967,339.434326,310.789086,64.343436,25.656564,310.789086
1989,5,25,13,526,138,396,24.4,7.4,96512,240,5.1,0.15,21.029365,354.433735,344.109177,70.696391,19.303609,344.109177
1989,5,25,14,520,110,417,26.1,7.2,96512,230,4.1,0.15,21.036707,9.433154,26.071717,69.636564,20.363436,26.071717
1989,5,25,15,441,85,366,27.2,7,96512,230,6.2,0.15,21.043994,24.432548,55.314289,62.008374,27.991626,55.314289
1989,5,25,16,331,56,287,27.8,7,96512,230,7.2,0.15,21.051229,39.431881,72.696934,51.632448,38.367552,72.696934
1989,5,25,17,312,63,271,27.8,7.2,96512,230,8.2,0.15,21.058419,54.431125,84.673742,40.342864,49.657136,84.673742
1989,5,25,18,305,104,255,26.7,7.4,96512,230,8.2,0.15,21.065571,69.430256,94.369489,28.837222,61.162778,94.369489
1989,5,25,19,214,107,182,25,7.8,96512,230,8.2,0.15,21.072697,84.429256,103.242349,17.476247,72.523753,103.242349
1989,5,25,20,97,75,89,23.3,8.2,96512,240,6.2,0.15,21.079808,99.428117,112.127346,6.572582,83.427418,112.127346
1989,5,25,21,22,0,0,21.1,8.6,96512,220,5.1,0.15,21.086915,114.426841,121.634298,-3.821798,93.821798,121.634298
1989,5,25,22,0,0,0,20,9,96512,220,4.1,0.15,21.094031,129.425438,132.290409,-13.032211,103.032211,132.290409
1989,5,25,23,0,0,0,18.3,9.4,96512,220,5.1,0.15,21.101165,144.423927,144.536387,-20.688481,110.688481,144.536387
1989,5,25,24,0,0,0,17.8,9.8,96512,190,3.1,0.15,21.108326,159.422334,158.567825,-26.187471,116.187471,158.567825
1989,5,26,1,0,0,0,16.7,10.2,96512,220,3.1,0.15,21.115518,174.420689,174.052575,-28.918808,118.918808,174.052575
1989,5,26,2,0,0,0,16.1,10.3,96512,180,3.1,0.15,21.122746,189.419027,190.003675,-28.501875,118.501875,190.003675
1989,5,26,3,0,0,0,15.6,10.3,96512,220,3.1,0.15,21.130008,204.417385,205.178748,-24.998683,114.998683,205.178748
1989,5,26,4,0,0,0,15,10.3,96512,210,2.1,0.15,21.137301,219.415794,218.746992,-18.875807,108.875807,218.746992
1989,5,26,5,0,0,0,14.4,10.2,96512,190,2.1,0.15,21.144619,234.414287,230.539903,-10.760141,100.760141,230.539903
1989,5,26,6,0,0,0,14.4,10,96512,210,2.1,0.15,21.151952,249.412886,240.840766,-1.229496,91.229496,240.840766
1989,5,26,7,34,0,34,14.4,9.6,96512,0,0,0.15,21.159292,264.411609,250.120268,9.348094,80.651906,250.120268
1989,5,26,8,154,164,97,15.6,9.2,96512,90,3.1,0.15,21.166625,279.410463,258.920107,20.410879,69.589121,258.920107
1989,5,26,9,271,154,190,16.7,8.8,96512,40,1,0.15,21.173941,294.409448,267.884977,31.843239,58.156761,267.884977
1989,5,26,10,492,504,146,18.9,8.4,96512,0,0,0.15,21.181227,309.408552,277.952266,43.344039,46.655961,277.952266
1989,5,26,11,621,514,202,21.1,7.8,96512,999,2.1,0.15,21.188473,324.407758,290.864492,54.507484,35.492516,290.864492
1989,5,26,12,725,545,233,23.3,7.4,96512,999,2.1,0.15,21.195672,339.40704,310.491728,64.463016,25.536984,310.491728
1989,5,26,13,826,643,218,25.6,7.2,96512,300,3.1,0.15,21.202818,354.406366,343.914092,70.85947,19.14053,343.914092
1989,5,26,14,823,602,258,27.8,7,96512,300,4.1,0.15,21.209907,9.405702,26.184252,69.807194,20.192806,26.184252
1989,5,26,15,703,406,344,28.9,6.7,96512,999,4.1,0.15,21.216941,24.405013,55.524641,62.15277,27.84723,55.524641
