83910,Caceres,ESP,2,39.47,-6.33,1,405,SWEC,,,,,,,,,1.047197551,
Año,mes,día,hora,GHI,DNI,DHI,T seca,T humeda,Presión,Wdir,Wspd,Alb,Topocentric sun declination,Topocentric local hour angle,Azimut,Elevacion,Topocentric zenith angle,Top. azimuth angle (westward from S)
1989,3,24,20,22,0,0,12.2,6,96512,240,7.2,0.14,1.715992,97.144026,95.900549,-4.383834,94.383834,95.900549
1989,3,24,21,0,0,0,11.1,6,96512,240,5.1,0.14,1.732365,112.147034,105.925087,-15.688703,105.688703,105.925087
1989,3,24,22,0,0,0,10,5.8,96512,250,5.1,0.14,1.748738,127.149922,117.196912,-26.399413,116.399413,117.196912
1989,3,24,23,0,0,0,9.4,5.8,96512,220,3,0.14,1.765112,142.152708,130.743431,-35.958241,125.958241,130.743431
1989,3,24,24,0,0,0,8.9,5.6,96512,230,3,0.14,1.781488,157.155416,147.657293,-43.502684,133.502684,147.657293
1989,3,25,1,0,0,0,7.8,5.6,96512,200,2.1,0.14,1.797866,172.158074,168.276734,-47.841909,137.841909,168.276734
1989,3,25,2,0,0,0,7.8,5.3,96512,200,2,0.14,1.814247,187.160714,190.715756,-47.927628,137.927628,190.715756
1989,3,25,3,0,0,0,8.3,5.3,96512,210,2.5,0.14,1.830631,202.16337,211.455823,-43.734576,133.734576,211.455823
1989,3,25,4,0,0,0,8.9,5.3,96512,0,0,0.14,1.847018,217.166075,228.510886,-36.286114,126.286114,228.510886
1989,3,25,5,0,0,0,9.4,5.3,96512,210,1.5,0.14,1.863407,232.168858,242.158923,-26.780115,116.780115,242.158923
1989,3,25,6,0,0,0,10.6,5.3,96512,200,2,0.14,1.879798,247.171743,253.484488,-16.092279,106.092279,253.484488
1989,3,25,7,0,0,0,10.6,5.3,96512,0,0,0.14,1.896189,262.174746,263.521118,-4.788495,94.788495,263.521118
1989,3,25,8,9,0,9,10.6,5.3,96512,360,2,0.14,1.91258,277.177877,273.127402,6.853222,83.146778,273.127402
1989,3,25,9,50,28,41,11.1,5.6,96512,20,6.1,0.14,1.92897,292.181136,283.099592,18.20377,71.79623,283.099592
1989,3,25,10,72,22,61,11.7,5.6,96512,90,6.2,0.14,1.945357,307.184514,294.334155,29.115289,60.884711,294.334155
1989,3,25,11,91,18,80,12.2,5.8,96512,40,6.1,0.14,1.96174,322.187994,307.987089,38.994751,51.005249,307.987089
1989,3,25,12,151,25,133,12.8,5.8,96512,50,5.1,0.14,1.978119,337.191554,325.441041,46.937482,43.062518,325.441041
1989,3,25,13,220,34,193,13.9,6,96512,60,7.2,0.14,1.994493,352.195163,347.382194,51.602101,38.397899,347.382194
1989,3,25,14,290,41,258,14.4,6,96512,60,6.1,0.14,2.010861,7.19879,11.658816,51.716194,38.283806,11.658816
1989,3,25,15,214,31,191,15,6,96512,60,6.1,0.14,2.027223,22.202401,33.788094,47.24337,42.75663,33.788094
1989,3,25,16,75,12,67,15.6,6,96512,60,7.7,0.14,2.04358,37.205963,51.453916,39.425564,50.574436,51.453916
1989,3,25,17,78,15,71,15.6,6,96512,70,7.2,0.14,2.059931,52.209447,65.26159,29.620494,60.379506,65.26159
1989,3,25,18,85,25,77,15,6,96512,70,7.7,0.14,2.076279,67.21283,76.59362,18.753603,71.246397,76.59362
1989,3,25,19,41,22,38,14.4,6,96512,90,8.2,0.14,2.092623,82.216095,86.621222,7.426128,82.573872,86.621222
1989,3,25,20,12,0,0,13.9,6,96512,90,6.1,0.14,2.108964,97.219232,96.250568,-4.188262,94.188262,96.250568
1989,3,25,21,0,0,0,13.3,5.8,96512,100,5.1,0.14,2.125305,112.222241,106.27918,-15.479611,105.479611,106.27918
1989,3,25,22,0,0,0,12.8,5.8,96512,90,4.1,0.14,2.141646,127.225131,117.557509,-26.163848,116.163848,117.557509
1989,3,25,23,0,0,0,11.7,5.6,96512,30,4.1,0.14,2.157989,142.227919,131.100528,-35.682268,125.682268,131.100528
1989,3,25,24,0,0,0,11.7,5.6,96512,40,3.6,0.14,2.174334,157.230628,147.972922,-43.175145,133.175145,147.972922
1989,3,26,1,0,0,0,11.7,5.6,96512,90,3.1,0.14,2.190681,172.233287,168.477369,-47.465492,137.465492,168.477369
1989,3,26,2,0,0,0,11.1,5.3,96512,90,2.5,0.14,2.207033,187.235929,190.742712,-47.528125,137.528125,190.742712
1989,3,26,3,0,0,0,11.1,5.3,96512,100,3,0.14,2.223388,202.238588,211.333666,-43.344618,133.344618,211.333666
1989,3,26,4,0,0,0,10.6,5.3,96512,80,4.1,0.14,2.239746,217.241294,228.307265,-35.921668,125.921668,228.307265
1989,3,26,5,0,0,0,10,5.1,96512,80,3,0.14,2.256107,232.244079,241.922096,-26.440953,116.440953,241.922096
1989,3,26,6,0,0,0,9.4,5.1,96512,70,3,0.14,2.272471,247.246965,253.236264,-15.771545,105.771545,253.236264
1989,3,26,7,0,0,0,8.9,5.3,96512,50,3.1,0.14,2.288835,262.24997,263.268657,-4.477849,94.477849,263.268657
1989,3,26,8,18,0,18,9.4,5.3,96512,40,4.1,0.14,2.305198,277.253103,272.871983,7.158084,82.841916,272.871983
1989,3,26,9,141,312,43,10,5.3,96512,60,3.6,0.14,2.32156,292.256363,282.841904,18.5191,71.4809,282.841904
1989,3,26,10,334,514,83,10.6,5.3,96512,70,7.2,0.14,2.337919,307.259742,294.079761,29.44734,60.55266,294.079761
1989,3,26,11,511,665,92,11.1,5.6,96512,80,7.7,0.14,2.354273,322.263223,307.756629,39.352005,50.647995,307.756629
1989,3,26,12,529,432,213,12.2,5.6,96512,80,6.6,0.14,2.370622,337.266784,325.288142,47.323149,42.676851,325.288142
1989,3,26,13,435,110,349,13.3,5.6,96512,70,6.2,0.14,2.386965,352.270393,347.395402,52.001455,37.998545,347.395402
1989,3,26,14,463,129,361,13.9,5.8,96512,100,3.6,0.14,2.403301,7.27402,11.878921,52.091813,37.908187,11.878921
1989,3,26,15,479,154,366,15.6,5.8,96512,60,4.1,0.14,2.41963,22.277631,34.137524,47.565197,42.434803,34.137524
1989,3,26,16,406,116,332,15.6,5.8,96512,70,3.1,0.14,2.435953,37.281193,51.838681,39.692911,50.307089,51.838681
1989,3,26,17,347,138,279,15,5.8,96512,50,2.5,0.14,2.45227,52.284677,65.639578,29.847843,60.152157,65.639578
1989,3,26,18,255,151,207,15,5.8,96512,40,3,0.14,2.468582,67.288059,76.95669,18.956682,71.043318,76.95669
1989,3,26,19,116,85,105,13.9,5.8,96512,60,2.1,0.14,2.48489,82.291323,86.973674,7.617119,82.382881,86.973674
1989,3,26,20,25,0,0,13.3,5.6,96512,90,1.5,0.14,2.501195,97.294458,96.599835,-3.992998,93.992998,96.599835
1989,3,26,21,0,0,0,12.2,5.6,96512,100,2.5,0.14,2.5175,112.297466,106.631976,-15.270444,105.270444,106.631976
1989,3,26,22,0,0,0,11.7,5.6,96512,90,1,0.14,2.533805,127.300355,117.916066,-25.927921,115.927921,117.916066
1989,3,26,23,0,0,0,11.7,5.3,96512,10,2,0.14,2.550111,142.303142,131.454601,-35.405847,125.405847,131.454601
1989,3,26,24,0,0,0,11.1,5.3,96512,10,1.5,0.14,2.566421,157.30585,148.284724,-42.847427,132.847427,148.284724
1989,3,27,1,0,0,0,10.6,5.1,96512,30,2.1,0.14,2.582734,172.308508,168.674933,-47.089477,137.089477,168.674933
1989,3,27,2,0,0,0,10.6,5.1,96512,10,1.5,0.14,2.599051,187.311148,190.769371,-47.129378,137.129378,190.769371
1989,3,27,3,0,0,0,11.1,5.1,96512,50,2.5,0.14,2.615373,202.313805,211.213437,-42.955252,132.955252,211.213437
1989,3,27,4,0,0,0,11.7,4.8,96512,60,3.1,0.14,2.631698,217.316511,228.106014,-35.557538,125.557538,228.106014
1989,3,27,5,0,0,0,11.7,4.8,96512,50,2.5,0.14,2.648027,232.319295,241.68721,-26.102005,116.102005,241.68721
1989,3,27,6,0,0,0,12.2,4.8,96512,40,3.6,0.14,2.664359,247.32218,252.989386,-15.451094,105.451094,252.989386
1989,3,27,7,0,0,0,12.2,4.8,96512,50,2.1,0.14,2.680691,262.325184,263.016979,-4.167662,94.167662,263.016979
1989,3,27,8,15,0,15,12.2,4.8,96512,50,3,0.14,2.697023,277.328315,272.616799,7.462545,82.537455,272.616799
1989,3,27,9,69,9,66,12.8,5.1,96512,60,4.1,0.14,2.713353,292.331574,282.583853,18.833539,71.166461,282.583853
1989,3,27,10,151,12,145,12.8,5.1,96512,60,4.1,0.14,2.729679,307.334951,293.824296,29.778303,60.221697,293.824296
1989,3,27,11,116,6,112,12.8,5.1,96512,70,4.1,0.14,2.746,322.338431,307.524371,39.70813,50.29187,307.524371
1989,3,27,12,119,6,115,12.8,5.3,96512,70,4.1,0.14,2.762315,337.341989,325.133432,47.707859,42.292141,325.133432
1989,3,27,13,242,9,235,12.8,5.3,96512,90,2.6,0.14,2.778623,352.345596,347.408957,52.399998,37.600002,347.408957
1989,3,27,14,353,28,331,12.8,5.3,96512,90,2,0.14,2.794923,7.349221,12.102427,52.466226,37.533774,12.102427
1989,3,27,15,444,56,403,13.3,5.3,96512,360,1.5,0.14,2.811215,22.352829,34.490633,47.885249,42.114751,34.490633
1989,3,27,16,388,50,356,13.3,5.6,96512,30,1.5,0.14,2.827499,37.356388,52.225696,39.958376,50.041624,52.225696
1989,3,27,17,375,214,268,13.3,5.6,96512,0,0,0.14,2.843777,52.359868,66.018547,30.073585,59.926415,66.018547
1989,3,27,18,343,435,202,13.3,5.6,96512,0,0,0.14,2.860049,67.363247,77.319924,19.158581,70.841419,77.319924
1989,3,27,19,170,280,134,12.8,5.6,96512,0,0,0.14,2.876317,82.366506,87.325733,7.807466,82.192534,87.325733
1989,3,27,20,41,0,0,12.8,5.3,96512,0,0,0.14,2.892582,97.369638,96.948234,-3.798058,93.798058,96.948234
1989,3,27,21,0,0,0,12.8,5.3,96512,140,2,0.14,2.908846,112.372642,106.983358,-15.061228,105.061228,106.983358
1989,3,27,22,0,0,0,12.8,5.3,96512,120,2.1,0.14,2.92511,127.375527,118.272469,-25.691673,115.691673,118.272469
1989,3,27,23,0,0,0,12.8,5.1,96512,200,2,0.14,2.941376,142.378309,131.80555,-35.12904,125.12904,131.80555
1989,3,27,24,0,0,0,12.8,5.1,96512,210,2,0.14,2.957646,157.381013,148.592636,-42.519615,132.519615,148.592636
1989,3,28,1,0,0,0,12.8,5.1,96512,210,2.1,0.14,2.973921,172.383667,168.869384,-46.713962,136.713962,168.869384
1989,3,28,2,0,0,0,12.2,4.8,96512,190,2,0.14,2.9902,187.386304,190.795655,-46.731496,136.731496,190.795655
1989,3,28,3,0,0,0,11.7,4.8,96512,200,1.5,0.14,3.006484,202.388957,211.09505,-42.566604,132.566604,211.09505
1989,3,28,4,0,0,0,11.1,4.8,96512,0,0,0.14,3.022772,217.391659,227.907078,-35.19386,125.19386,227.907078
1989,3,28,5,0,0,0,10.6,4.8,96512,0,0,0.14,3.039065,232.394439,241.454243,-25.763406,115.763406,241.454243
1989,3,28,6,0,0,0,10,4.8,96512,0,0,0.14,3.05536,247.39732,252.743857,-15.131059,105.131059,252.743857
1989,3,28,7,0,0,0,10,4.8,96512,0,0,0.14,3.071657,262.40032,262.766097,-3.858062,93.858062,262.766097
1989,3,28,8,9,0,9,10,4.8,96512,999,0,0.14,3.087953,277.403447,272.361869,7.766453,82.233547,272.361869
1989,3,28,9,66,0,66,10.6,4.8,96512,0,0,0.14,3.104246,292.406702,282.325456,19.14696,70.85304,282.325456
1989,3,28,10,129,0,129,10.6,5.1,96512,0,0,0.14,3.120536,307.410075,293.567761,30.108049,59.891951,293.567761
1989,3,28,11,119,0,119,11.1,5.1,96512,210,2,0.14,3.136819,322.41355,307.290287,40.062993,49.937007,307.290287
1989,3,28,12,94,0,94,12.2,5.3,96512,240,2,0.14,3.153096,337.417104,324.976835,48.091484,41.908516,324.976835
1989,3,28,13,141,0,141,13.3,5.3,96512,270,2.1,0.14,3.169364,352.420706,347.422779,52.79762,37.20238,347.422779
1989,3,28,14,223,0,223,13.9,5.3,96512,270,2,0.14,3.185623,7.424325,12.329278,52.839332,37.160668,12.329278
1989,3,28,15,192,0,192,15,5.6,96512,270,2,0.14,3.201874,22.427928,34.847316,48.203446,41.796554,34.847316
1989,3,28,16,78,0,78,15,5.6,96512,250,2.1,0.14,3.218116,37.431481,52.614822,40.22191,49.77809,52.614822
1989,3,28,17,69,0,69,15,5.6,96512,250,3.6,0.14,3.234351,52.434955,66.398358,30.297692,59.702308,66.398358
1989,3,28,18,97,0,97,14.4,5.6,96512,250,4.1,0.14,3.250579,67.438327,77.683192,19.359282,70.640718,77.683192
1989,3,28,19,59,0,59,13.9,5.6,96512,230,6.2,0.14,3.266802,82.441581,87.677281,7.997145,82.002855,87.677281
1989,3,28,20,22,0,0,13.3,5.6,96512,220,5.6,0.14,3.283022,97.444706,97.295648,-3.60346,93.60346,97.295648
1989,3,28,21,0,0,0,12.2,5.6,96512,210,4.1,0.14,3.299241,112.447703,107.333213,-14.85199,104.85199,107.333213
1989,3,28,22,0,0,0,11.7,5.6,96512,210,4.1,0.14,3.31546,127.450581,118.626609,-25.455146,115.455146,118.626609
1989,3,28,23,0,0,0,11.7,5.3,96512,240,2.5,0.14,3.331683,142.453357,132.15328,-34.851912,124.851912,132.15328
1989,3,28,24,0,0,0,11.1,5.3,96512,0,0,0.14,3.347909,157.456054,148.896597,-42.191797,132.191797,148.896597
1989,3,29,1,0,0,0,10.6,5.3,96512,0,0,0.14,3.36414,172.458701,169.060688,-46.339049,136.339049,169.060688
1989,3,29,2,0,0,0,10.6,5.3,96512,0,0,0.14,3.380376,187.461331,190.821497,-46.334591,136.334591,190.821497
1989,3,29,3,0,0,0,10,5.3,96512,0,0,0.14,3.396619,202.463978,210.97842,-42.1788,132.1788,210.97842
1989,3,29,4,0,0,0,9.4,5.1,96512,0,0,0.14,3.412866,217.466673,227.710405,-34.830769,124.830769,227.710405
1989,3,29,5,0,0,0,9.4,5.1,96512,0,0,0.14,3.429118,232.469446,241.223179,-25.425289,115.425289,241.223179
1989,3,29,6,0,0,0,8.9,5.3,96512,0,0,0.14,3.445373,247.472321,252.499681,-14.811569,104.811569,252.499681
1989,3,29,7,0,0,0,8.9,5.3,96512,0,0,0.14,3.461629,262.475315,262.516026,-3.549177,93.549177,262.516026
1989,3,29,8,34,0,34,8.9,5.3,96512,50,2,0.14,3.477885,277.478435,272.107214,8.06966,81.93034,272.107214
1989,3,29,9,100,12,96,9.4,5.3,96512,999,2,0.14,3.494138,292.481683,282.066732,19.459236,70.540764,282.066732
1989,3,29,10,211,41,190,10.6,5.6,96512,60,2.1,0.14,3.510386,307.485049,293.310162,30.436449,59.563551,293.310162
1989,3,29,11,400,239,246,12.2,5.6,96512,0,0,0.14,3.526628,322.488517,307.054348,40.416464,49.583536,307.054348
1989,3,29,12,589,492,222,13.9,5.8,96512,0,0,0.14,3.542862,337.492063,324.818274,48.473898,41.526102,324.818274
1989,3,29,13,580,334,313,15.6,5.8,96512,270,2.1,0.14,3.559086,352.495658,347.436787,53.194207,36.805793,347.436787
1989,3,29,14,441,50,401,17.2,5.8,96512,270,2,0.14,3.575301,7.49927,12.559418,53.211034,36.788966,12.559418
1989,3,29,15,324,12,315,18.3,6,96512,90,2.5,0.14,3.591506,22.502864,35.207469,48.519711,41.480289,35.207469
1989,3,29,16,236,9,230,18.9,6,96512,240,2.1,0.14,3.607701,37.506409,53.005919,40.483461,49.516539,53.005919
1989,3,29,17,252,25,239,18.3,6,96512,210,2.5,0.14,3.623888,52.509874,66.778875,30.520135,59.479865,66.778875
1989,3,29,18,201,31,191,17.8,6,96512,0,0,0.14,3.640068,67.513238,78.046367,19.558765,70.441235,78.046367
1989,3,29,19,78,9,77,16.7,6,96512,0,0,0.14,3.656242,82.516482,88.028199,8.186136,81.813864,88.028199
1989,3,29,20,25,0,0,15.6,6,96512,230,3.6,0.14,3.672413,97.519598,97.641965,-3.409225,93.409225,97.641965
1989,3,29,21,0,0,0,13.9,6,96512,280,4.1,0.14,3.688583,112.522586,107.68143,-14.642762,104.642762,107.68143
1989,3,29,22,0,0,0,12.8,6,96512,270,2.1,0.14,3.704754,127.525455,118.978378,-25.218389,115.218389,118.978378
1989,3,29,23,0,0,0,12.2,6,96512,190,3,0.14,3.720927,142.528221,132.497701,-34.574533,124.574533,132.497701
1989,3,29,24,0,0,0,11.7,6,96512,180,1.5,0.14,3.737105,157.530909,149.196554,-41.864061,131.864061,149.196554
1989,3,30,1,0,0,0,11.1,6,96512,180,2.1,0.14,3.753289,172.533546,169.248811,-45.964837,135.964837,169.248811
1989,3,30,2,0,0,0,10.6,6,96512,180,2,0.14,3.769479,187.536167,190.846832,-45.938774,135.938774,190.846832
1989,3,30,3,0,0,0,10,6,96512,170,2,0.14,3.785675,202.538805,210.863467,-41.791966,131.791966,210.863467
1989,3,30,4,0,0,0,8.9,6,96512,190,2.1,0.14,3.801877,217.541491,227.515946,-34.468395,124.468395,227.515946
1989,3,30,5,0,0,0,8.3,6,96512,180,2,0.14,3.818084,232.544255,240.994001,-25.087786,115.087786,240.994001
1989,3,30,6,0,0,0,7.2,6,96512,0,0,0.14,3.834294,247.54712,252.256862,-14.492752,104.492752,252.256862
1989,3,30,7,0,0,0,7.2,6,96512,0,0,0.14,3.850506,262.550105,262.266784,-3.24113,93.24113,262.266784
1989,3,30,8,31,0,31,7.8,6,96512,20,1.5,0.14,3.866717,277.553216,271.852854,8.372023,81.627977,271.852854
1989,3,30,9,148,97,116,8.3,6,96512,20,2,0.14,3.882925,292.556454,281.8077,19.770243,70.229757,281.8077
1989,3,30,10,334,328,168,9.4,6.3,96512,0,0,0.14,3.899128,307.559811,293.051508,30.763377,59.236623,293.051508
1989,3,30,11,526,577,151,11.7,6.3,96512,0,0,0.14,3.915324,322.56327,306.816533,40.768413,49.231587,306.816533
1989,3,30,12,681,725,137,14.4,6.3,96512,0,0,0.14,3.931511,337.566806,324.657677,48.854975,41.145025,324.657677
1989,3,30,13,772,772,152,16.7,6.5,96512,340,2.1,0.14,3.947688,352.570391,347.450902,53.589648,36.410352,347.450902
1989,3,30,14,823,851,140,18.9,6.5,96512,320,2,0.14,3.963854,7.573991,12.792787,53.581233,36.418767,12.792787
1989,3,30,15,791,835,164,20.6,6.7,96512,300,2,0.14,3.980008,22.577575,35.570983,48.833965,41.166035,35.570983
1989,3,30,16,678,706,219,21.7,6.7,96512,310,3,0.14,3.996153,37.581109,53.398845,40.742981,49.257019,53.398845
1989,3,30,17,526,574,234,21.1,6.7,96512,240,2,0.14,4.012288,52.584563,67.159956,30.740884,59.259116,67.159956
1989,3,30,18,356,429,213,20,6.7,96512,320,2,0.14,4.028415,67.587915,78.409322,19.757013,70.242987,78.409322
1989,3,30,19,195,372,143,18.3,6.7,96512,270,3.1,0.14,4.044536,82.591147,88.378368,8.374416,81.625584,88.378368
1989,3,30,20,56,0,0,16.7,6.7,96512,240,2,0.14,4.060654,97.594252,97.987071,-3.215374,93.215374,97.987071
1989,3,30,21,0,0,0,15,6.7,96512,250,4.1,0.14,4.076771,112.597228,108.027898,-14.433574,104.433574,108.027898
1989,3,30,22,0,0,0,13.3,6.7,96512,220,3.1,0.14,4.092888,127.600085,119.327671,-24.981449,114.981449,119.327671
1989,3,30,23,0,0,0,12.2,6.7,96512,220,4.1,0.14,4.109009,142.602839,132.838725,-34.296971,124.296971,132.838725
1989,3,30,24,0,0,0,11.1,6.7,96512,230,3,0.14,4.125134,157.605514,149.492454,-41.536498,131.536498,149.492454
1989,3,31,1,0,0,0,10,6.7,96512,220,3.1,0.14,4.141266,172.60814,169.433725,-45.591431,135.591431,169.433725
1989,3,31,2,0,0,0,10,6.5,96512,999,3.6,0.14,4.157405,187.610749,190.871598,-45.544155,135.544155,190.871598
1989,3,31,3,0,0,0,9.4,6.5,96512,230,4.1,0.14,4.173551,202.613375,210.750115,-41.406224,131.406224,210.750115
1989,3,31,4,0,0,0,8.9,6.5,96512,170,3.1,0.14,4.189703,217.616049,227.32365,-34.106872,124.106872,227.32365
1989,3,31,5,0,0,0,8.9,6.5,96512,170,3,0.14,4.205861,232.618801,240.766693,-24.75103,114.75103,240.766693
1989,3,31,6,0,0,0,8.3,6.5,96512,180,2,0.14,4.222023,247.621655,252.015406,-14.174737,104.174737,252.015406
1989,3,31,7,0,0,0,8.3,6.5,96512,0,0,0.14,4.238186,262.624627,262.018389,-2.934047,92.934047,262.018389
1989,3,31,8,50,0,50,8.9,6.5,96512,50,2,0.14,4.254348,277.627727,271.598815,8.6734,81.3266,271.598815
1989,3,31,9,186,343,70,9.4,6.7,96512,50,2,0.14,4.270507,292.630953,281.548383,20.079855,69.920145,281.548383
1989,3,31,10,362,517,97,11.7,6.7,96512,0,0,0.14,4.28666,307.634298,292.79181,31.088704,58.911296,292.79181
1989,3,31,11,523,605,127,13.3,6.7,96512,240,2,0.14,4.302805,322.637744,306.576819,41.118709,48.881291,306.576819
1989,3,31,12,618,561,195,16.1,6.7,96512,0,0,0.14,4.318941,337.641268,324.494971,49.234587,40.765413,324.494971
1989,3,31,13,678,542,241,18.3,7,96512,240,2.1,0.14,4.335066,352.64484,347.46504,53.983831,36.016169,347.46504
1989,3,31,14,769,728,182,20.6,7,96512,260,3,0.14,4.351178,7.648428,13.029323,53.94983,36.05017,13.029323
1989,3,31,15,791,854,147,22.8,7,96512,260,3,0.14,4.367279,22.651998,35.937742,49.146134,40.853866,35.937742
1989,3,31,16,668,712,203,23.3,7,96512,230,3.1,0.14,4.383368,37.655518,53.793454,41.000424,48.999576,53.793454
1989,3,31,17,526,618,210,23.3,7,96512,250,4.1,0.14,4.399447,52.658958,67.541461,30.959913,59.040087,67.541461
1989,3,31,18,365,533,185,22.2,7,96512,220,3,0.14,4.415517,67.662296,78.771927,19.954007,70.045993,78.771927
1989,3,31,19,182,315,137,20,7,96512,280,6.2,0.14,4.431581,82.665514,88.727669,8.561964,81.438036,88.727669
1989,3,31,20,50,0,0,17.8,7,96512,270,5.1,0.14,4.447641,97.668604,98.330852,-3.021928,93.021928,98.330852
1989,3,31,21,0,0,0,16.1,7,96512,250,5.1,0.14,4.4637,112.671565,108.372506,-14.224459,104.224459,108.372506
1989,3,31,22,0,0,0,15,7,96512,240,3.1,0.14,4.47976,127.674407,119.674384,-24.744375,114.744375,119.674384
1989,3,31,23,0,0,0,13.3,7,96512,240,2,0.14,4.495824,142.677147,133.176263,-34.019297,124.019297,133.176263
1989,3,31,24,0,0,0,12.2,6.7,96512,230,2.5,0.14,4.511893,157.679808,149.784246,-41.209201,131.209201,149.784246
1989,4,1,1,0,0,0,14.4,8.2,96512,230,3.1,0.14,4.527969,172.682419,169.615398,-45.218932,135.218932,169.615398
1989,4,1,2,0,0,0,10.6,6.7,96512,230,2.5,0.14,4.544052,187.685013,190.895735,-45.150847,135.150847,190.895735
1989,4,1,3,0,0,0,10,6.7,96512,230,3,0.14,4.560143,202.687624,210.638287,-41.021701,131.021701,210.638287
1989,4,1,4,0,0,0,9.4,6.5,96512,0,0,0.14,4.576242,217.690284,227.133471,-33.746332,123.746332,227.133471
1989,4,1,5,0,0,0,8.9,6.5,96512,0,0,0.14,4.592346,232.693022,240.541237,-24.415153,114.415153,240.541237
1989,4,1,6,0,0,0,8.3,6.5,96512,0,0,0.14,4.608454,247.695861,251.775317,-13.857653,103.857653,251.775317
1989,4,1,7,0,0,0,7.8,6.5,96512,0,0,0.14,4.624564,262.698819,261.770857,-2.628053,92.628053,261.770857
1989,4,1,8,47,0,47,8.3,6.5,96512,0,0,0.14,4.640673,277.701904,271.345118,8.97365,81.02635,271.345118
1989,4,1,9,201,388,68,8.9,6.5,96512,0,0,0.14,4.656779,292.705116,281.288805,20.387947,69.612053,281.288805
1989,4,1,10,406,659,65,10.6,6.5,96512,320,3.1,0.14,4.672878,307.708445,292.531079,31.412304,58.587696,292.531079
1989,4,1,11,564,694,107,12.8,6.5,96512,320,4.6,0.14,4.688969,322.711876,306.335186,41.467221,48.532779,306.335186
1989,4,1,12,659,618,190,15,6.5,96512,300,4.1,0.14,4.705049,337.715385,324.330081,49.612607,40.387393,324.330081
1989,4,1,13,725,605,235,17.2,6.5,96512,330,4.1,0.14,4.721116,352.718941,347.479112,54.376643,35.623357,347.479112
1989,4,1,14,750,615,252,18.9,6.5,96512,330,3.6,0.14,4.737171,7.722513,13.268956,54.31673,35.68327,13.268956
1989,4,1,15,757,703,224,20.6,6.5,96512,340,4.1,0.14,4.753213,22.726067,36.307623,49.456143,40.543857,36.307623
1989,4,1,16,624,523,280,21.1,6.5,96512,360,4.1,0.14,4.769243,37.729571,54.189593,41.255743,48.744257,54.189593
1989,4,1,17,359,104,305,20.6,6.5,96512,350,5.6,0.14,4.785261,52.732995,67.923243,31.177198,58.822802,67.923243
1989,4,1,18,179,0,179,20,6.5,96512,340,4.1,0.14,4.801271,67.736316,79.134051,20.149731,69.850269,79.134051
1989,4,1,19,85,0,85,18.3,6.5,96512,20,5.1,0.14,4.817273,82.739517,89.07598,8.748761,81.251239,89.07598
1989,4,1,20,25,0,0,16.7,6.5,96512,10,5.1,0.14,4.833271,97.742589,98.673193,-2.828908,92.828908,98.673193
1989,4,1,21,0,0,0,14.4,6.5,96512,360,4.1,0.14,4.849268,112.745534,108.715142,-14.015449,104.015449,108.715142
1989,4,1,22,0,0,0,13.3,6.3,96512,360,5.1,0.14,4.865266,127.748358,120.018409,-24.507217,114.507217,120.018409
1989,4,1,23,0,0,0,12.8,6.3,96512,350,5.1,0.14,4.881269,142.75108,133.510229,-33.741583,123.741583,133.510229
1989,4,1,24,0,0,0,11.7,6.3,96512,350,5.1,0.14,4.897277,157.753723,150.071878,-40.88226,130.88226,150.071878
1989,4,2,1,0,0,0,10.6,6,96512,350,5.1,0.14,4.913292,172.756317,169.793801,-44.847445,134.847445,169.793801
1989,4,2,2,0,0,0,10,6,96512,340,3,0.14,4.929316,187.758894,190.919181,-44.758961,134.758961,190.919181
1989,4,2,3,0,0,0,9.4,5.8,96512,340,2,0.14,4.945348,202.761487,210.527907,-40.638522,130.638522,210.527907
1989,4,2,4,0,0,0,8.9,5.8,96512,350,2.1,0.14,4.961388,217.76413,226.945356,-33.386909,123.386909,226.945356
1989,4,2,5,0,0,0,8.3,5.8,96512,330,2,0.14,4.977435,232.76685,240.317615,-24.080289,114.080289,240.317615
1989,4,2,6,0,0,0,7.8,5.6,96512,0,0,0.14,4.993486,247.769672,251.5366,-13.541631,103.541631,251.5366
1989,4,2,7,0,0,0,7.8,5.6,96512,0,0,0.14,5.009538,262.772613,261.524205,-2.323277,92.323277,261.524205
1989,4,2,8,47,0,47,8.3,5.6,96512,20,2.5,0.14,5.02559,277.77568,271.091788,9.272635,80.727365,271.091788
1989,4,2,9,167,227,88,8.9,5.6,96512,10,2.5,0.14,5.041637,292.778874,281.028989,20.694392,69.305608,281.028989
1989,4,2,10,290,223,174,10.6,5.6,96512,30,3.1,0.14,5.057678,307.782187,292.269329,31.734046,58.265954,292.269329
1989,4,2,11,451,381,198,12.2,5.6,96512,60,3.6,0.14,5.07371,322.7856,306.091613,41.813816,48.186184,306.091613
1989,4,2,12,504,305,271,14.4,5.3,96512,60,2,0.14,5.08973,337.78909,324.162927,49.988904,40.011096,324.162927
1989,4,2,13,536,252,331,17.2,5.3,96512,20,2.1,0.14,5.105737,352.792628,347.493021,54.76797,35.23203,347.493021
1989,4,2,14,646,425,300,18.9,5.3,96512,360,1.5,0.14,5.12173,7.796181,13.511604,54.681834,35.318166,13.511604
1989,4,2,15,656,495,279,20.6,5.3,96512,0,0,0.14,5.137709,22.799717,36.680494,49.763921,40.236079,36.680494
