date;DNI;SF.a.tin;SF.a.mf;SF.x.mf;SF.a.tout;SF.x.tout;SF.b.tout;SF.a.pwr;SF.x.pwr;SF.b.pwr;SF.x.prth;SF.b.prth
2016-02-27 00:00:00;0,310475033;421,32786706280007;227,60850701;240,0;411,2460178658164;415,390618005481;415,1016917805302;-4,353710186844066;-2,7115839697219246;-2,6961621987285582;0,0;0,0
2016-02-27 01:00:00;0,32037385;416,1959627262978;227,95550013000002;240,0;406,59866656020534;410,5694691156774;410,3067087938617;-4,121609015660519;-2,5512787230956553;-2,5359285442864143;0,0;0,0
2016-02-27 02:00:00;0,336650867;411,25968795613215;229,93373941999997;240,0;402,16268048914776;405,921212204026;405,7182166411051;-3,9141365505175783;-2,4040103862074016;-2,390408900075266;0,0;0,0
2016-02-27 03:00:00;0,3620192;406,44847371331724;228,93558937;240,0;397,86669355137263;401,3844510297046;401,1727921777152;-3,6524189183890536;-2,2651247495512012;-2,2506664816351036;0,0;0,0
2016-02-27 04:00:00;0,36060605;401,8667183578357;230,48999570999996;240,0;393,70923061738205;397,04718162125334;396,87707042270193;-3,4735730726360967;-2,1420043688687405;-2,1294769109397693;0,0;0,0
2016-02-27 05:00:00;0,35444903299999997;397,4999840875519;230,7501808;240,0;389,7636894264139;392,90659767861666;392,7489638509385;-3,2784143753471033;-2,0291037160792014;-2,0176236815885895;0,0;0,0
2016-02-27 06:00:00;0,36471079999999995;393,67897828198744;230,58517937000002;240,0;386,28377332020654;389,2906843830615;389,13587590616663;-3,1154097678121913;-1,9282593396672327;-1,917762004797452;0,0;0,0
2016-02-27 07:00:00;0,369286467;389,8973718790872;271,8565923;240,0;383,79989410696214;385,71102430948963;386,1778495229763;-3,0150623803330303;-1,829943925742777;-1,8423045895426409;0,0;0,0
2016-02-27 08:00:00;0,548026067;386,85756071497656;359,2648701;240,0;381,0555654483961;382,80948687783956;384,0723491517606;-3,775969732899587;-1,7620989884557574;-1,8164736355489983;0,0;0,0
2016-02-27 09:00:00;2,5326642169999998;382,96542357309715;386,11828659;240,0;379,8363288765746;379,1188214573961;380,47589394239674;-2,180807710825843;-1,665518356395252;-1,7358410215504718;0,0;0,0
2016-02-27 10:00:00;89,15201348;380,4062126042976;383,49838544;240,0;390,574981285908;430,772260744051;412,66746123078786;7,0796430901769485;22,58943685314179;22,818971797147267;0,904166855902684;0,9159279038944532
2016-02-27 11:00:00;596,4789314;380,55912543627255;383,80749792999995;240,0;470,3414468878144;659,5564354333318;573,1691591346148;66,28175764619358;146,54290983079352;152,77277975187306;0,906833795262753;0,9461566280877083
2016-02-27 12:00:00;470,7432233;413,2081901613256;386,15725907;240,0;556,1896377405226;628,8558024897134;558,6237627013365;115,29451073405666;113,32872803086046;117,44721701928738;0,8999089529777656;0,9345036539052657
2016-02-27 13:00:00;357,65884389999997;480,8711495444311;349,28608407;240,0;555,3187410159632;631,9349199743392;590,8217250611265;56,72640365715248;82,97567293611537;85,66729967096875;0,8488448375611104;0,8774857441220226
2016-02-27 14:00:00;316,5965061;502,44525192926847;348,12609649000007;240,0;559,4860916136936;635,4232619168549;599,3284249766623;44,027842616737814;74,1628479069705;76,64504035274433;0,8245025422830794;0,8525419217341808
2016-02-27 15:00:00;251,1957019;504,3556036994393;343,66710707000004;240,0;580,5071267502814;614,0149804573639;584,6203261628245;58,8559252996065;60,421091319124834;62,192363920584164;0,8157243531435017;0,8402514968725519
2016-02-27 16:00:00;491,4406808;507,9214749081755;342,16207811999993;254,489843037578;594,219840057634;667,2567285690322;633,1526010147815;67,11491701965463;96,46305615922351;99,75889470103908;0,8286078114154928;0,8545906405872221
2016-02-27 17:00:00;161,7043699;519,1128275534446;418,29474129999994;240,0;547,2776384935919;528,4255733360484;524,6923540496908;26,194337676976854;4,911267886727527;5,116383342610355;0,3718849969874512;0,38215635633068007
2016-02-27 18:00:00;0,239248767;521,8916286995332;327,89553204000003;240,0;504,93062570571726;508,0665460015766;511,7195439409687;-12,060978051227172;-7,210167194015086;-7,264793239356605;0,0;0,0
2016-02-27 19:00:00;0,24930851699999998;493,7789398031391;236,21258508;240,0;482,52565943908303;482,54085931901835;482,49141303225554;-5,577574603539774;-5,659407991307974;-5,594420565134008;0,0;0,0
2016-02-27 20:00:00;0,328922167;494,8764524644886;224,48128276;240,0;476,92965284737363;483,6330397879092;482,87469190646334;-8,427966910545035;-5,67036455349924;-5,6585754504641805;0,0;0,0
2016-02-27 21:00:00;0,30263579999999995;483,2441296185806;225,98889788000002;240,0;467,9986115648952;472,9730340831527;472,4059399857839;-7,108110362863541;-5,10295618874277;-5,068395683070975;0,0;0,0
2016-02-27 22:00:00;0,38092719999999997;475,17269806307513;226,27014267000004;240,0;460,6557274737806;465,56730136090073;465,0342956528825;-6,705675361648172;-4,722078847626317;-4,697258666947544;0,0;0,0
2016-02-27 23:00:00;0,37879631700000005;467,28613774777295;227,23053817;240,0;453,6072130051162;458,2894985114194;457,8333769000683;-6,280075262832035;-4,3767475979269665;-4,35259032342701;0,0;0,0
