"Time stamp","1st operating mode","2nd op. mode, if applicable","3rd op. mode, if applicable","Field change in material/htf internal energy | (MWt)","Field collector DNI-cosine product | (W/m2)","Field collector cosine efficiency","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector tracking power | (MWe)","Field fraction of focused SCAs","Field freeze protection required | (MWt)","Field htf pumping power | (MWe)","Field optical efficiency before defocus","Field piping thermal losses | (MWt)","Field pressure drop | (bar)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power leaving in HTF | (MWt)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field total mass flow delivered | (kg/s)","Field total mass flow recirculated | (kg/s)","Heat sink HTF inlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Heat sink HTF outlet temp | (C)","Heat sink pumping power | (MWe)","Heat sink thermal power | (MWt)","Loop timestep-averaged inlet temperature | (C)","Loop timestep-averaged outlet temperature | (C)","Receiver mass flow rate | (kg/s)","Receiver thermal losses | (MWt)","Receiver thermal power absorbed | (MWt)","Receiver thermal power incident | (MWt)","Relative energy balance error","Relative mass flow balance error","Resource Beam normal irradiance | (W/m2)","Resource Dry bulb temperature | (C)","Resource Hour of Day","Resource Month","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","System total electrical parasitic | (MWe)","TES charge mass flow rate | (kg/s)","TES charge state | (MWht)","TES charge thermal power | (MWt)","TES cold temperature | (C)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","TES freeze protection power | (MWe)","TES hot temperature | (C)","TES thermal losses | (MWt)","Time at end of timestep | (hr)"
"Jan 1, 12:00 am",1,0,0,-2.23087,0,0,0,0,0,0,0,1,0,0.0107261,0,0.17424,0.421934,0,0,-0.0418856,171.119,171.014,0,204,393,0,293,0,0,170.364,169.546,1.7,1.66588,-1.66588,0,0,0,0,4.1,1,1,998,325.035,160.518,3.86562,1.3,0.0107261,0,0,0,-273.15,0,0,0,-273.15,0,1
"Jan 1, 01:00 am",1,0,0,-2.12928,0,0,0,0,0,0,0,1,0,0.0107144,0,0.166072,0.421973,0,0,-0.0629777,169.468,169.31,0,204,393,0,293,0,0,169.869,166.882,1.7,1.6089,-1.6089,0,0,0,0,9.4,2,1,998,10.9753,163.064,8.22812,2.3,0.0107144,0,0,0,-273.15,0,0,0,-273.15,0,2
"Jan 1, 02:00 am",1,0,0,-2.12368,0,0,0,0,0,0,0,1,0,0.0107056,0,0.164995,0.422042,0,0,-0.0487591,167.772,167.649,0,204,393,0,293,0,0,168.782,165.841,1.7,1.59164,-1.59164,0,0,0,0,9.4,3,1,999,49.3841,157.017,7.29062,1.8,0.0107056,0,0,0,-273.15,0,0,0,-273.15,0,3
"Jan 1, 03:00 am",1,0,0,-2.10443,0,0,0,0,0,0,0,1,0,0.0106959,0,0.164129,0.422131,0,0,-0.0414527,166.441,166.336,0,204,393,0,293,0,0,167.521,164.847,1.7,1.56831,-1.56831,0,0,0,0,9.2,4,1,999,70.1802,146.922,6.93437,1.5,0.0106959,0,0,0,-273.15,0,0,0,-273.15,0,4
"Jan 1, 04:00 am",1,0,0,-2.07418,0,0,0,0,0,0,0,1,0,0.0106861,0,0.162896,0.422227,0,0,-0.0402309,165.23,165.129,0,204,393,0,293,0,0,166.27,163.687,1.7,1.54135,-1.54135,0,0,0,0,9.2,5,1,999,83.104,135.615,6.93437,1.8,0.0106861,0,0,0,-273.15,0,0,0,-273.15,0,5
"Jan 1, 05:00 am",1,0,0,-2.0457,0,0,0,0,0,0,0,1,0,0.0106766,0,0.161748,0.422327,0,0,-0.0399235,164.037,163.936,0,204,393,0,293,0,0,165.046,162.501,1.7,1.51668,-1.51668,0,0,0,0,9.1,6,1,999,92.9449,124.007,6.75625,1.8,0.0106766,0,0,0,-273.15,0,0,0,-273.15,0,6
"Jan 1, 06:00 am",1,0,0,-2.01727,0,0,0,0,0,0,0,1,0,0.0106675,0,0.160618,0.42243,0,0,-0.0394393,162.853,162.753,0,204,393,0,293,0,0,163.841,161.332,1.7,1.49178,-1.49178,0,0,0,0,9,7,1,999,101.632,112.486,6.73438,2.1,0.0106675,0,0,0,-273.15,0,0,0,-273.15,0,7
"Jan 1, 07:00 am",1,0,0,-1.99119,0,0,0,0,0,0,0,1,0,0.0106586,0,0.159402,0.422539,0,0,-0.0388817,161.683,161.584,0,204,393,0,293,0,0,162.653,160.181,1.7,1.46947,-1.46947,0,0,0,0,9,8,1,999,110.129,101.311,6.65625,1.6,0.0106586,0,0,0,-273.15,0,0,0,-273.15,0,8
"Jan 1, 08:00 am",1,0,0,-1.96224,0,0,0,0,0,0,0,1,0,0.0106501,0,0.158204,0.422651,0,0,-0.0382801,160.527,160.43,0,204,393,0,293,0,0,161.481,159.047,1.7,1.44419,-1.44419,0,0,0,0,9,9,1,999,119.07,90.744,6.5,2.3,0.0106501,0,0,0,-273.15,0,0,0,-273.15,0,9
"Jan 1, 09:00 am",1,0,0,-1.93237,0,0,0,0,0,0,0,1,0,0.0106419,0,0.156499,0.422767,0,0,-0.0376258,159.389,159.293,0,204,393,0,293,0,0,160.327,157.932,1.7,1.4197,-1.4197,0,0,0,0,9.5,10,1,999,128.971,81.5633,6.92188,2,0.0106419,0,0,0,-273.15,0,0,0,-273.15,0,10
"Jan 1, 10:00 am",2,0,0,32.5891,135.243,0.676216,0.88315,0.989603,1,47.4513,0.06,1,0,0.0109426,0.674556,0.19023,0.422005,78.48,53.0694,0.616566,163.878,165.43,0,204,393,0,293,0,0,159.927,193.209,1.7,2.20696,33.5913,35.7983,0,0,200,10.4,11,1,999,140.283,73.331,7.50937,3.7,0.0709426,0,0,0,-273.15,0,0,0,-273.15,0,11
"Jan 1, 11:00 am",2,0,0,-0.161341,10.2527,0.569595,0.797605,0.987103,1,55.278,0.06,1,0,0.0108145,0.607677,0.195132,0.422096,7.0632,4.02317,0.344314,183.93,184.78,0,204,393,0,293,0,0,166.37,199.971,1.7,1.81528,0.629501,2.44478,0,0,18,11.1,12,1,999,153.296,66.9639,7.42813,3,0.0708145,0,0,0,-273.15,0,0,0,-273.15,0,12
"Jan 1, 12:00 pm",2,0,0,0.940898,14.6836,0.489455,0.705307,0.984709,1,60.6953,0.06,1,0,0.0107852,0.536053,0.172497,0.421599,11.772,5.76186,-0.196358,184.643,184.161,0,204,393,0,293,0,0,174.654,176.134,1.7,1.7443,1.34437,3.08866,0,0,30,11.9,13,1,999,167.91,63.0938,7.91562,2.8,0.0707852,0,0,0,-273.15,0,0,0,-273.15,0,13
"Jan 1, 01:00 pm",2,0,0,7.86998,52.457,0.468366,0.675257,0.983968,1,62.0717,0.06,1,0,0.0108768,0.512829,0.180687,0.421381,43.9488,20.5841,0.0650823,181.276,181.436,0,204,393,0,293,0,0,177.597,184.62,1.7,2.01296,8.54317,10.5561,0,0,112,12.6,14,1,999,183.417,62.2091,8.30313,3.3,0.0708768,0,0,0,-273.15,0,0,0,-273.15,0,14
"Jan 1, 02:00 pm",2,0,0,21.9559,115.49,0.517893,0.741648,0.985627,1,58.809,0.06,1,0,0.0111014,0.564199,0.205718,0.42234,87.5052,45.3183,0.502334,188.243,189.467,0,204,393,0,293,0,0,180.067,211.021,1.7,2.55048,23.0181,25.5686,0,0,223,13.3,15,1,999,198.662,64.4367,8.6125,3.7,0.0711014,0,0,0,-273.15,0,0,0,-273.15,0,15
"Jan 1, 03:00 pm",2,0,0,55.4277,244.27,0.613744,0.837149,0.988211,1,52.1393,0.06,1,0,0.0118377,0.63852,0.25888,0.430695,156.175,95.8516,1.30337,210.673,213.745,0,204,393,0,293,0,0,188.152,265.656,1.7,4.18617,57.017,61.2032,0,0,398,13.8,16,1,999,212.628,69.4686,8.87813,3.3,0.0718377,0,0,0,-273.15,0,0,0,-273.15,0,16
"Jan 1, 04:00 pm",2,0,0,111.817,516.658,0.72361,0.911884,0.990562,0.87918,43.6467,0.06,1,0,0.0516625,0.612944,0.332492,1.10239,280.174,202.736,4.87357,266.939,273.674,0,322.992,393,0,293,0,0,217.764,339.876,2.6916,7.18095,117.085,124.266,0,0,714,14.2,17,1,999,224.885,76.7291,9.43437,4.7,0.111663,0,0,0,-273.15,0,0,0,-273.15,0,17
"Jan 1, 05:00 pm",2,0,0,-6.30808,80.9168,0.825682,0.960022,0.992475,0,34.3423,0.0550052,1,0,0.0123915,0,0.303481,0.434543,38.4552,31.7518,-0.258589,315.231,314.695,0,204,393,0,293,0,0,262.849,307.191,1.7,5.41758,-5.41758,0,0,0,98,13.6,18,1,999,235.537,85.5465,9.30313,3.5,0.0673967,0,0,0,-273.15,0,0,0,-273.15,0,18
"Jan 1, 06:00 pm",1,0,0,-5.3238,0,0,0,0,0,0,0,1,0,0.0124536,0,0.264782,0.436235,0,0,-0.934329,294.573,292.594,0,204,393,0,293,0,0,282.977,262.827,1.7,5.53307,-5.53307,0,0,0,0,13,19,1,999,244.965,95.2569,8.97656,4,0.0124536,0,0,0,-273.15,0,0,0,-273.15,0,19
"Jan 1, 07:00 pm",1,0,0,-6.44292,0,0,0,0,0,0,0,1,0,0.0124851,0,0.271518,0.436652,0,0,-0.290434,278.655,278.027,0,204,393,0,293,0,0,282.9,268.757,1.7,5.77961,-5.77961,0,0,0,0,12.4,20,1,999,253.652,106.123,10.1344,3,0.0124851,0,0,0,-273.15,0,0,0,-273.15,0,20
"Jan 1, 08:00 pm",1,0,0,-6.45097,0,0,0,0,0,0,0,1,0,0.012401,0,0.272365,0.43545,0,0,-0.126699,273.719,273.443,0,204,393,0,293,0,0,278.516,269.635,1.7,5.60133,-5.60133,0,0,0,0,11.9,21,1,999,262.153,117.478,10.65,3,0.012401,0,0,0,-273.15,0,0,0,-273.15,0,21
"Jan 1, 09:00 pm",1,0,0,-6.22144,0,0,0,0,0,0,0,1,0,0.0123072,0,0.269415,0.434165,0,0,-0.128397,270.517,270.236,0,204,393,0,293,0,0,274.542,266.33,1.7,5.38822,-5.38822,0,0,0,0,11.3,22,1,999,271.208,129.069,9.65938,3.3,0.0123072,0,0,0,-273.15,0,0,0,-273.15,0,22
"Jan 1, 10:00 pm",1,0,0,-6.01256,0,0,0,0,0,0,0,1,0,0.0122217,0,0.266322,0.433009,0,0,-0.131545,267.152,266.863,0,204,393,0,293,0,0,270.924,262.806,1.7,5.19485,-5.19485,0,0,0,0,10.7,23,1,999,282.083,140.603,9.45,2.3,0.0122217,0,0,0,-273.15,0,0,0,-273.15,0,23
"Jan 1, 11:00 pm",1,0,0,-5.82886,0,0,0,0,0,0,0,1,0,0.0121417,0,0.263486,0.431935,0,0,-0.127754,263.784,263.502,0,204,393,0,293,0,0,267.438,259.534,1.7,5.01801,-5.01801,0,0,0,0,10.1,0,1,999,297.6,151.543,8.92813,1.8,0.0121417,0,0,0,-273.15,0,0,0,-273.15,0,24
"Jan 2, 12:00 am",1,0,0,-5.65639,0,0,0,0,0,0,0,1,0,0.0120659,0,0.260676,0.430925,0,0,-0.123243,260.514,260.241,0,204,393,0,293,0,0,264.051,256.391,1.7,4.85157,-4.85157,0,0,0,0,9.6,1,1,999,324.867,160.392,8.42813,1.6,0.0120659,0,0,0,-273.15,0,0,0,-273.15,0,25
"Jan 2, 01:00 am",1,0,0,-5.49718,0,0,0,0,0,0,0,1,0,0.0119936,0,0.258164,0.429971,0,0,-0.119275,257.341,257.076,0,204,393,0,293,0,0,260.762,253.33,1.7,4.69786,-4.69786,0,0,0,0,8.9,2,1,999,10.5493,162.998,7.72812,1.8,0.0119936,0,0,0,-273.15,0,0,0,-273.15,0,26
"Jan 2, 02:00 am",1,0,0,-5.34954,0,0,0,0,0,0,0,1,0,0.0119248,0,0.256049,0.429071,0,0,-0.115667,254.255,253.996,0,204,393,0,293,0,0,257.565,250.344,1.7,4.55466,-4.55466,0,0,0,0,7.9,3,1,999,49.0242,157.021,6.49375,3,0.0119248,0,0,0,-273.15,0,0,0,-273.15,0,27
"Jan 2, 03:00 am",1,0,0,-5.20433,0,0,0,0,0,0,0,1,0,0.0118594,0,0.25349,0.428226,0,0,-0.11219,251.249,250.997,0,204,393,0,293,0,0,254.458,247.436,1.7,4.41551,-4.41551,0,0,0,0,7.4,4,1,999,69.9323,146.957,6.30625,4.5,0.0118594,0,0,0,-273.15,0,0,0,-273.15,0,28
"Jan 2, 04:00 am",1,0,0,-5.06294,0,0,0,0,0,0,0,1,0,0.0117988,0,0.250912,0.427489,0,0,-0.108734,248.323,248.078,0,204,393,0,293,0,0,251.434,244.609,1.7,4.28024,-4.28024,0,0,0,0,7,5,1,999,82.9155,135.659,5.90625,4,0.0117988,0,0,0,-273.15,0,0,0,-273.15,0,29
"Jan 2, 05:00 am",1,0,0,-4.92976,0,0,0,0,0,0,0,1,0,0.0117433,0,0.248412,0.426882,0,0,-0.105477,245.475,245.236,0,204,393,0,293,0,0,248.491,241.855,1.7,4.15309,-4.15309,0,0,0,0,6.6,6,1,999,92.7867,124.052,5.58437,4.7,0.0117433,0,0,0,-273.15,0,0,0,-273.15,0,30
"Jan 2, 06:00 am",1,0,0,-4.80026,0,0,0,0,0,0,0,1,0,0.0116923,0,0.245881,0.426382,0,0,-0.102382,242.701,242.468,0,204,393,0,293,0,0,245.626,239.171,1.7,4.02986,-4.02986,0,0,0,0,6.3,7,1,999,101.489,112.527,5.28438,3.7,0.0116923,0,0,0,-273.15,0,0,0,-273.15,0,31
"Jan 2, 07:00 am",1,0,0,-4.67847,0,0,0,0,0,0,0,1,0,0.0116439,0,0.243421,0.425928,0,0,-0.0994547,239.997,239.771,0,204,393,0,293,0,0,242.835,236.553,1.7,3.91425,-3.91425,0,0,0,0,6,8,1,999,109.992,101.344,4.98438,4.5,0.0116439,0,0,0,-273.15,0,0,0,-273.15,0,32
"Jan 2, 08:00 am",1,0,0,-4.55743,0,0,0,0,0,0,0,1,0,0.0115977,0,0.240715,0.425505,0,0,-0.0966003,237.361,237.141,0,204,393,0,293,0,0,240.117,234.002,1.7,3.80027,-3.80027,0,0,0,0,6,9,1,999,118.933,90.7653,4.98438,2.6,0.0115977,0,0,0,-273.15,0,0,0,-273.15,0,33
"Jan 2, 09:00 am",2,0,0,-3.8873,3.92214,0.784429,0.94256,0.991716,0.52758,38.3321,0.06,1,0,0.0115625,0.380633,0.238228,0.425193,1.962,1.53905,-0.0817693,234.888,234.701,0,204,393,0,293,0,0,237.483,232.096,1.7,3.71147,-3.12566,0.585813,0,0,5,6.4,10,1,999,128.831,81.5687,5.38438,2.8,0.0715625,0,0,0,-273.15,0,0,0,-273.15,0,34
"Jan 2, 10:00 am",2,0,0,29.8784,136.945,0.677943,0.884282,0.989639,1,47.3169,0.06,1,0,0.0121821,0.675445,0.269228,0.433506,79.2648,53.737,0.66136,238.623,240.126,0,204,393,0,293,0,0,235.876,265.072,1.7,5.06688,31.2295,36.2964,0,0,202,7.6,11,1,999,140.139,73.3162,6.19375,2.7,0.0721821,0,0,0,-273.15,0,0,0,-273.15,0,35
"Jan 2, 11:00 am",2,0,0,54.2005,265.71,0.571419,0.799375,0.987152,1,55.1507,0.06,1,0,0.0131891,0.609055,0.325374,0.448573,182.466,104.265,1.54489,266.768,270.15,0,204,393,0,293,0,0,243.08,323.726,1.7,7.32783,56.1751,63.5029,0,0,465,8.4,12,1,999,153.152,66.9243,5.5875,3,0.0731891,0,0,0,-273.15,0,0,0,-273.15,0,36
"Jan 2, 12:00 pm",2,6,0,62.0961,366.144,0.492792,0.709766,0.98482,1,60.4754,0.06,1,0,0.0162543,0.539504,0.368045,0.506625,291.553,143.675,4.7739,304.096,313.821,34,179.714,382.853,34,293,0.0187,3.14721,265.557,367.803,1.78095,9.83863,67.6789,77.5175,0,0,743,9.8,13,1,999,167.774,63.0269,6.59688,2.3,0.0949543,0,0,0,-273.15,0,0,0,-273.15,0,37
"Jan 2, 01:00 pm",6,0,0,0.212955,167.138,0.469488,0.67693,0.984009,1,61.9989,0.06,1,0,0.0138589,0.51412,0.358067,0.457097,139.694,65.5849,23.8454,293,342.085,204,0,342.085,204,293,0.1122,23.8454,281.483,357.1,1.7,8.77343,24.9451,33.7185,-9.99613e-06,0,356,10.3,14,1,999,183.3,62.1162,6.8625,3.3,0.186059,0,0,0,-273.15,0,0,0,-273.15,0,38
"Jan 2, 02:00 pm",6,0,0,-26.7189,2.07361,0.518402,0.742258,0.985643,1,58.7749,0.06,1,0,0.0130514,0.564672,0.310344,0.444177,1.5696,0.813683,19.8915,293,334.152,204,0,334.152,204,293,0.1122,19.8915,286.417,306.928,1.7,6.54318,-6.08371,0.459464,-5.89075e-06,0,4,9.8,15,1,999,198.573,64.323,7.84688,3.7,0.185251,0,0,0,-273.15,0,0,0,-273.15,0,39
"Jan 2, 03:00 pm",2,6,0,39.4755,213.811,0.61089,0.834718,0.988141,1,52.3446,0.06,1,0,0.0141715,0.636622,0.337326,0.462025,137.34,83.8996,3.0401,317.376,323.681,34,170,382.386,34,293,0.0187,2.91671,296.795,333.049,1.7,9.67174,43.7446,53.4163,0,0,350,10.2,16,1,999,212.568,69.3412,6.99687,2.7,0.0928715,0,0,0,-273.15,0,0,0,-273.15,0,40
"Jan 2, 04:00 pm",6,0,0,-18.8519,36.1775,0.723549,0.91185,0.990561,0.887621,43.6517,0.06,1,0,0.0136673,0.618805,0.33593,0.453451,19.62,14.196,18.4878,293,331.317,204,0,331.317,204,293,0.1122,18.4878,298.392,331.881,1.7,8.1295,0.655076,8.78458,-4.75521e-06,0,50,9.8,17,1,999,224.85,76.5944,6.83125,3.5,0.185867,0,0,0,-273.15,0,0,0,-273.15,0,41
"Jan 2, 05:00 pm",6,0,0,-21.1234,23.9413,0.825564,0.959975,0.992473,0,34.3543,0.0557846,1,0,0.0130668,0,0.304751,0.444499,11.3796,9.39458,13.4408,293,321.04,204,0,321.04,204,293,0.1122,13.4408,294.887,299.144,1.7,6.78675,-6.78675,0,-1.86339e-06,0,29,9.1,18,1,999,235.521,85.4121,6.52188,2.7,0.181051,0,0,0,-273.15,0,0,0,-273.15,0,42
"Jan 2, 06:00 pm",1,0,0,-6.96101,0,0,0,0,0,0,0,1,0,0.0128945,0,0.292615,0.442253,0,0,-0.63439,306.238,304.913,0,204,393,0,293,0,0,297.497,285.52,1.7,6.64036,-6.64036,0,0,0,0,8.6,19,1,999,244.963,95.117,6.56875,3,0.0128945,0,0,0,-273.15,0,0,0,-273.15,0,43
"Jan 2, 07:00 pm",1,0,0,-7.38457,0,0,0,0,0,0,0,1,0,0.0128626,0,0.29132,0.441889,0,0,-0.317754,293.775,293.101,0,204,393,0,293,0,0,297.278,283.346,1.7,6.68023,-6.68023,0,0,0,0,8.1,20,1,999,253.661,105.983,5.75625,2.1,0.0128626,0,0,0,-273.15,0,0,0,-273.15,0,44
"Jan 2, 08:00 pm",1,0,0,-7.34406,0,0,0,0,0,0,0,1,0,0.012762,0,0.290653,0.440451,0,0,-0.169295,287.835,287.473,0,204,393,0,293,0,0,292.909,282.444,1.7,6.47129,-6.47129,0,0,0,0,7.5,21,1,999,262.171,117.339,5.54688,1.6,0.012762,0,0,0,-273.15,0,0,0,-273.15,0,45
"Jan 2, 09:00 pm",1,0,0,-7.07801,0,0,0,0,0,0,0,1,0,0.0126492,0,0.287405,0.438872,0,0,-0.152657,283.842,283.514,0,204,393,0,293,0,0,288.466,278.976,1.7,6.20231,-6.20231,0,0,0,0,7,22,1,999,271.231,128.93,5.59375,1.3,0.0126492,0,0,0,-273.15,0,0,0,-273.15,0,46
"Jan 2, 10:00 pm",1,0,0,-6.81436,0,0,0,0,0,0,0,1,0,0.012544,0,0.283845,0.437413,0,0,-0.150903,279.99,279.664,0,204,393,0,293,0,0,284.327,275.13,1.7,5.95123,-5.95123,0,0,0,0,6.5,23,1,999,282.104,140.463,5.64063,1,0.012544,0,0,0,-273.15,0,0,0,-273.15,0,47
"Jan 2, 11:00 pm",1,0,0,-6.58294,0,0,0,0,0,0,0,1,0,0.0124456,0,0.280577,0.436058,0,0,-0.146084,276.198,275.881,0,204,393,0,293,0,0,280.365,271.457,1.7,5.72753,-5.72753,0,0,0,0,5.9,0,1,999,297.592,151.403,4.9625,0.7,0.0124456,0,0,0,-273.15,0,0,0,-273.15,0,48
"Jan 3, 12:00 am",1,0,0,-6.36592,0,0,0,0,0,0,0,1,0,0.0123529,0,0.277351,0.434789,0,0,-0.140665,272.521,272.214,0,204,393,0,293,0,0,276.537,267.924,1.7,5.51732,-5.51732,0,0,0,0,5.4,1,1,999,324.716,160.26,4.85313,0.4,0.0123529,0,0,0,-273.15,0,0,0,-273.15,0,49
"Jan 3, 01:00 am",1,0,0,-6.16158,0,0,0,0,0,0,0,1,0,0.0122653,0,0.274141,0.433599,0,0,-0.135517,268.963,268.666,0,204,393,0,293,0,0,272.836,264.506,1.7,5.31994,-5.31994,0,0,0,0,5,2,1,999,10.1268,162.923,4.76563,0.2,0.0122653,0,0,0,-273.15,0,0,0,-273.15,0,50
"Jan 3, 02:00 am",1,0,0,-5.97128,0,0,0,0,0,0,0,1,0,0.0121824,0,0.270934,0.43248,0,0,-0.130782,265.517,265.229,0,204,393,0,293,0,0,269.254,261.188,1.7,5.13694,-5.13694,0,0,0,0,4.7,3,1,999,48.654,157.018,4.62187,0.2,0.0121824,0,0,0,-273.15,0,0,0,-273.15,0,51
"Jan 3, 03:00 am",1,0,0,-5.79489,0,0,0,0,0,0,0,1,0,0.0121037,0,0.267825,0.431428,0,0,-0.126442,262.173,261.894,0,204,393,0,293,0,0,265.784,257.963,1.7,4.96785,-4.96785,0,0,0,0,4.4,4,1,999,69.6742,146.985,4.0875,0.5,0.0121037,0,0,0,-273.15,0,0,0,-273.15,0,52
"Jan 3, 04:00 am",1,0,0,-5.6212,0,0,0,0,0,0,0,1,0,0.0120291,0,0.264608,0.430439,0,0,-0.122217,258.926,258.654,0,204,393,0,293,0,0,262.419,254.833,1.7,4.8019,-4.8019,0,0,0,0,4.3,5,1,999,82.7186,135.697,4.14375,0.3,0.0120291,0,0,0,-273.15,0,0,0,-273.15,0,53
"Jan 3, 05:00 am",1,0,0,-5.45903,0,0,0,0,0,0,0,1,0,0.0119583,0,0.261593,0.429508,0,0,-0.118191,255.774,255.51,0,204,393,0,293,0,0,259.152,251.793,1.7,4.64691,-4.64691,0,0,0,0,4.1,6,1,999,92.6214,124.092,3.94375,0.2,0.0119583,0,0,0,-273.15,0,0,0,-273.15,0,54
"Jan 3, 06:00 am",1,0,0,-5.305,0,0,0,0,0,0,0,1,0,0.0118908,0,0.258559,0.42863,0,0,-0.114451,252.711,252.455,0,204,393,0,293,0,0,255.981,248.836,1.7,4.50039,-4.50039,0,0,0,0,4,7,1,999,101.339,112.562,3.76563,0.2,0.0118908,0,0,0,-273.15,0,0,0,-273.15,0,55
"Jan 3, 07:00 am",1,0,0,-5.15731,0,0,0,0,0,0,0,1,0,0.0118273,0,0.255505,0.427826,0,0,-0.110882,249.732,249.483,0,204,393,0,293,0,0,252.899,245.958,1.7,4.3604,-4.3604,0,0,0,0,4,8,1,999,109.85,101.372,3.96094,0.3,0.0118273,0,0,0,-273.15,0,0,0,-273.15,0,56
"Jan 3, 08:00 am",1,0,0,-5.01764,0,0,0,0,0,0,0,1,0,0.0117691,0,0.252532,0.427156,0,0,-0.107524,246.834,246.591,0,204,393,0,293,0,0,249.903,243.156,1.7,4.22833,-4.22833,0,0,0,0,4,9,1,999,118.792,90.7807,3.96094,0.4,0.0117691,0,0,0,-273.15,0,0,0,-273.15,0,57
"Jan 3, 09:00 am",2,0,0,7.46896,88.0271,0.785956,0.943252,0.991744,0.526531,38.1908,0.06,1,0,0.0119579,0.380166,0.260179,0.429729,43.9488,34.5418,0.170296,246.168,246.552,0,204,393,0,293,0,0,247.309,253.28,1.7,4.61955,8.51207,13.1316,0,0,112,6,10,1,999,128.687,81.5678,5.76563,0.6,0.0719579,0,0,0,-273.15,0,0,0,-273.15,0,58
"Jan 3, 10:00 am",2,0,0,108.914,462.216,0.679729,0.885446,0.989677,1,47.1775,0.06,1,0,0.0536563,0.676359,0.351694,1.11527,266.832,181.374,4.88669,277.313,284.008,0,319.376,393,0,293,0,0,254.182,349.271,2.66146,9.29477,113.379,122.674,0,0,680,8.4,11,1,999,139.992,73.2944,7.30625,0.7,0.113656,0,0,0,-273.15,0,0,0,-273.15,0,59
"Jan 3, 11:00 am",6,0,0,42.7861,442.602,0.573319,0.801205,0.987202,1,55.018,0.06,1,0,0.0638251,0.61048,0.392817,1.24528,302.933,173.677,51.5024,293,356.67,336.558,0,356.67,336.558,293,0.185107,51.5024,278.964,392.869,2.80465,11.2067,94.8197,106.026,-3.59938e-05,0,772,10.5,12,1,999,153.005,66.8774,7.375,1.5,0.308932,0,0,0,-273.15,0,0,0,-273.15,0,60
"Jan 3, 12:00 pm",6,0,0,11.9215,435.672,0.492842,0.709875,0.984823,1,60.4724,0.06,1,0,0.0498391,0.539588,0.391341,1.05423,346.882,170.958,67.7264,293,382.847,308.513,0,382.847,308.513,293,0.169682,67.7264,287.546,392.533,2.57094,11.5074,80.7394,92.2467,-9.27125e-05,0,884,12.3,13,1,999,167.637,62.9526,8.15938,1.6,0.279521,0,0,0,-273.15,0,0,0,-273.15,0,61
"Jan 3, 01:00 pm",6,0,0,3.49242,379.401,0.470721,0.678758,0.984054,1,61.9189,0.06,1,0,0.0286845,0.515532,0.390413,0.730871,316.274,148.877,60.4961,293,389.478,255.57,0,389.478,255.57,293,0.140564,60.4961,290.088,392.821,2.12975,11.6496,65.1013,76.7509,-9.50947e-05,0,806,13.6,14,1,999,183.185,62.016,8.83438,2.2,0.229248,0,0,0,-273.15,0,0,0,-273.15,0,62
"Jan 3, 02:00 pm",6,0,0,1.26474,457.776,0.51902,0.742999,0.985662,1,58.7335,0.06,1,0,0.0800591,0.565246,0.389981,1.44148,346.097,179.631,87.4937,293,391.577,361.28,0,391.577,361.28,293,0.198704,87.4937,291.523,392.779,3.01066,11.6757,89.8601,101.536,-0.000143393,0,882,14.3,15,1,999,198.487,64.2024,9.3,2,0.338763,0,0,0,-273.15,0,0,0,-273.15,0,63
"Jan 3, 03:00 pm",6,0,0,0.506185,534.232,0.614059,0.837409,0.988218,1,52.1164,0.06,1,0,0.20128,0.638723,0.390068,2.6508,341.388,209.632,120.59,293,392.388,493.63,0,392.388,493.63,293,0.271496,120.59,292.216,392.883,4.11358,11.7013,122.196,133.897,-0.000200797,0,870,14.5,16,1,999,212.513,69.2076,9.26563,1.5,0.532776,0,0,0,-273.15,0,0,0,-273.15,0,64
"Jan 3, 04:00 pm",6,0,0,0.0137028,416.053,0.72357,0.911861,0.990561,0.896281,43.65,0.06,1,0,0.0824187,0.62485,0.39067,1.4692,225.63,163.259,89.1908,293,392.477,364.749,0,392.477,364.749,293,0.200612,89.1908,292.107,392.775,3.03957,11.7011,90.3113,102.012,-0.000148773,0,575,13.7,17,1,999,224.821,76.4543,8.62187,1.9,0.343031,0,0,0,-273.15,0,0,0,-273.15,0,65
"Jan 3, 05:00 pm",6,0,0,-46.5074,238.572,0.825507,0.959953,0.992472,0,34.3601,0.0565868,1,0,0.0135108,0,0.330741,0.450864,113.404,93.6155,38.8217,293,371.446,204,0,371.446,204,293,0.1122,38.8217,291.446,330.588,1.7,7.33091,-7.33091,0,-4.08038e-05,0,289,12.4,18,1,999,235.511,85.2731,8.025,3.3,0.182298,0,0,0,-273.15,0,0,0,-273.15,0,66
