date;DNI;SF.a.tin;SF.a.mf;SF.x.mf;SF.a.tout;SF.x.tout;SF.b.tout;SF.a.pwr;SF.x.pwr;SF.b.pwr;SF.x.prth;SF.b.prth
31/08/2016 0:00;0,06762695;481,3292463;223,9266693;240;461,5501923;476,5688337;476,247323;-9,08561377;-2,367800001;-2,357916864;0;0
31/08/2016 1:00;0,109346583;474,4018688;224,8417675;240;455,3493268;469,9156224;469,6392647;-8,708563052;-2,210887035;-2,198424016;0;0
31/08/2016 2:00;0,036001567;467,7231168;224,0377643;240;449,6975794;463,5168913;463,2415355;-8,139626408;-2,054319881;-2,042838766;0;0
31/08/2016 3:00;0,001011333;461,6123016;224,5092029;240;444,5028202;457,6342837;457,3830189;-7,681160308;-1,92675125;-1,915898323;0;0
31/08/2016 4:00;0,01567995;455,539281;225,2288712;240;439,5359298;451,7839627;451,5592167;-7,151703153;-1,803770268;-1,793778456;0;0
31/08/2016 5:00;14,18473453;449,9020681;226,076597;240;435,0131235;446,3409255;446,1444137;-6,630770166;-1,697195155;-1,686721079;0;0
31/08/2016 6:00;342,7302147;444,7130089;225,8633732;240;462,4151968;483,0646977;485,3740631;8,000881894;18,68608243;18,67414204;0,896228889;0,894549508
31/08/2016 7:00;674,7269979;439,6173555;276,8996061;240;585,8143665;615,5635874;594,1714592;87,69174672;93,22828617;93,20228083;0,945574816;0,952407386
31/08/2016 8:00;796,6484356;441,4305648;350,3545006;240;656,9715766;651,5936936;590,7421874;171,4080884;114,0899878;113,8092018;0,94395511;0,961561266
31/08/2016 9:00;855,3127747;493,3773957;473,7657031;300,9175218;666,8363107;667,2593678;608,1931549;193,7546939;123,399376;123,6051781;0,935935801;0,954680051
31/08/2016 10:00;886,8597717;553,4937149;627,6349152;459,4469449;666,9288707;667,258973;638,7643862;173,9637775;127,7443901;128,4616786;0,928493274;0,93878005
31/08/2016 11:00;900,6206176;567,4822985;578,0890997;524,0702247;667,17242;667,2518739;658,6531929;142,0110889;128,8502762;129,1647989;0,927208523;0,930283785
31/08/2016 12:00;908,2812266;567,8051405;574,1109341;529,2992049;667,2882461;667,2561168;660,1020975;140,7785606;129,7455894;130,0056456;0,927570396;0,93012568
31/08/2016 13:00;887,258905;568,0431034;570,7058604;521,2010299;667,3299198;667,2567005;659,3244983;139,6910217;127,4736425;127,7670132;0,926357042;0,929234095
31/08/2016 14:00;843,6851105;567,9627224;569,5460433;499,4940161;667,2531702;667,2594401;655,9934495;139,3986242;122,2613337;122,6997148;0,923221731;0,927678656
31/08/2016 15:00;789,0364034;567,4264529;568,1335372;467,6552037;667,4329805;667,2564708;650,9240485;140,0274407;115,0460042;115,6835781;0,918834818;0,925685898
31/08/2016 16:00;688,2529358;567,506401;569,3882326;402,5356024;666,9386218;667,2576135;639,9613063;139,4926516;98,95279516;99,92243413;0,906874513;0,919517625
31/08/2016 17:00;494,9434936;567,3426909;569,3035615;240;632,5867874;641,0161518;600,2078;89,54641128;42,85010295;44,22821132;0,829201832;0,862286341
31/08/2016 18:00;97,47367938;567,4151377;571,8350147;240;555,2477778;557,7299031;563,4467683;-16,01033313;-5,356763078;-5,24751886;-2,764647585;-2,871884802
31/08/2016 19:00;1,38E-06;562,0072292;581,2756305;240;511,8841955;552,591387;558,2236229;-65,0807018;-5,174786522;-5,053406483;0;0
31/08/2016 20:00;0;534,9370563;399,9533703;240;488,241308;527,2780518;530,4615976;-40,40667423;-4,07640369;-3,977409254;0;0
31/08/2016 21:00;0;503,0332864;242,8753715;240;483,3724479;496,8611862;497,3776068;-10,08698538;-3,157018763;-2,928518461;0;0
31/08/2016 22:00;0;498,1178471;219,1484456;240;475,0217581;492,617171;492,0533262;-10,59786874;-2,796713767;-2,814453453;0;0
31/08/2016 23:00;0;491,0547946;221,975252;240;467,9763652;485,8195741;485,4440245;-10,62502659;-2,637395793;-2,613649125;0;0
