"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Jul 17, 10:00 pm",0,309.184,307.393,0,1,0,0,0,0,-6.35628,0.271355,6.35628,-0.86129,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 11:00 pm",0,293.897,293.184,0,1,0,0,0,0,-6.52424,0.274533,6.52424,-0.336129,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 12:00 am",0,287.95,287.608,0,1,0,0,0,0,-6.3434,0.275272,6.3434,-0.159965,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 01:00 am",0,284.153,283.836,0,1,0,0,0,0,-6.08069,0.272181,6.08069,-0.147478,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 02:00 am",0,280.407,280.088,0,1,0,0,0,0,-5.84797,0.268881,5.84797,-0.147698,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 03:00 am",0,276.692,276.38,0,1,0,0,0,0,-5.64559,0.265466,5.64559,-0.143464,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 04:00 am",0,273.081,272.78,0,1,0,0,0,0,-5.446,0.262201,5.446,-0.138246,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 05:00 am",0,269.587,269.295,0,1,0,0,0,0,-5.25674,0.258952,5.25674,-0.133191,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 06:00 am",0,266.203,265.92,0,1,0,0,0,0,-5.07727,0.2556,5.07727,-0.128501,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 07:00 am",0,284.325,289.724,459.914,1,0.582881,475,186.39,180.47,95.1726,0.33928,10.0201,3.48485,393,293,0,105.193,0,0,0,0,1,0.996348,0.757961,14.479
"Jul 18, 08:00 am",746.604,293,371.975,668.734,1,0.770751,672,263.693,262.411,190.786,0.37998,11.4675,143.086,371.975,293,746.604,202.254,0,0,0,0,1,0.998601,1,5.65078
"Jul 18, 09:00 am",894.026,293,391.759,768.357,1,0.771384,769,301.756,301.503,220.95,0.377846,11.6243,216.936,391.759,293,894.026,232.575,0,0,0,0,1,0.999421,1,2.34363
"Jul 18, 10:00 am",949.531,293,392.473,810.616,1,0.770078,821,322.16,318.086,233.304,0.375877,11.6467,232.174,392.473,293,949.531,244.951,0,0,0,0,1,0.997729,1,9.12234
"Jul 18, 11:00 am",965.823,293,392.493,824.755,1,0.769055,851,333.932,323.634,237.247,0.374199,11.6451,236.21,392.493,293,965.823,248.892,0,0,0,0,1,0.996404,1,14.2666
"Jul 18, 12:00 pm",972.93,293,392.501,837.034,0.993941,0.767727,877,344.135,328.452,238.993,0.372727,11.6403,237.966,392.501,293,972.93,250.634,0,0,0,0,0.999102,0.995578,1,17.3639
"Jul 18, 01:00 pm",973.808,293,392.503,833.523,1,0.766944,877,344.135,327.074,239.207,0.371566,11.6408,238.188,392.503,293,973.808,250.848,0,0,0,0,0.998288,0.995373,1,18.1168
"Jul 18, 02:00 pm",972.341,293,392.503,847.658,0.979813,0.768571,884,346.882,332.621,238.843,0.37072,11.6397,237.828,392.503,293,972.341,250.482,0,0,0,0,0.999962,0.995815,1,16.4859
"Jul 18, 03:00 pm",972.777,293,392.503,839.219,0.98902,0.769387,860,337.464,329.31,238.949,0.370298,11.6354,237.935,392.503,293,972.777,250.584,0,0,0,0,1,0.996834,1,12.6212
"Jul 18, 04:00 pm",953.638,293,392.493,813.146,1,0.770518,819,321.376,319.078,234.235,0.370284,11.6209,233.229,392.493,293,953.638,245.856,0,0,0,0,1,0.9983,1,6.85459
"Jul 18, 05:00 pm",900.583,293,392.485,768.982,1,0.771755,769,301.756,301.748,221.256,0.370802,11.6198,220.235,392.485,293,900.583,232.876,0,0,0,0,1,0.999902,1,0.395807
"Jul 18, 06:00 pm",776.535,293,392.562,671.147,1,0.770156,679,266.44,263.358,191.204,0.371846,11.6233,190.054,392.562,293,776.535,202.827,0,0,0,0,1,0.99783,1,8.72226
"Jul 18, 07:00 pm",266.903,293,392.484,456.178,1,0.436219,479,187.96,179.004,66.503,0.372686,11.582,65.2695,392.484,293,266.903,78.085,0,0,0,0,0.998685,0.995471,0.568493,17.7577
"Jul 18, 08:00 pm",204,293,371.563,98.7892,1,0,111,43.5564,38.7649,-7.20697,0.313413,7.20697,38.8825,371.563,293,204,0,0,0,0,0,0.982512,0.993684,0,27.1276
"Jul 18, 09:00 pm",204,293,335.057,0,1,0,0,0,0,-6.27801,0.277019,6.27801,20.3404,335.057,293,204,0,0,0,0,0,1,1,0,0
"Jul 18, 10:00 pm",0,309.205,307.411,0,1,0,0,0,0,-6.37918,0.269224,6.37918,-0.862615,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 18, 11:00 pm",0,293.892,293.177,0,1,0,0,0,0,-6.55466,0.272496,6.55466,-0.336952,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 12:00 am",0,287.929,287.586,0,1,0,0,0,0,-6.36023,0.273447,6.36023,-0.160278,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 01:00 am",0,284.127,283.81,0,1,0,0,0,0,-6.09265,0.270572,6.09265,-0.147492,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 02:00 am",0,280.382,280.063,0,1,0,0,0,0,-5.85343,0.267485,5.85343,-0.147639,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 03:00 am",0,276.67,276.359,0,1,0,0,0,0,-5.64368,0.264184,5.64368,-0.143257,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 04:00 am",0,273.066,272.765,0,1,0,0,0,0,-5.43932,0.26093,5.43932,-0.137924,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 05:00 am",0,269.58,269.289,0,1,0,0,0,0,-5.24675,0.257797,5.24675,-0.132826,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 06:00 am",0,266.206,265.924,0,1,0,0,0,0,-5.06407,0.254457,5.06407,-0.12809,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 07:00 am",0,270.292,272.117,195.694,1,0.577826,202,79.2648,76.7902,37.2371,0.291083,7.13428,0.838263,393,293,0,44.3714,0,0,0,0,1,0.996381,0.751363,14.3544
"Jul 19, 08:00 am",165.707,300.852,326.365,419.095,1,0.770789,421,165.2,164.453,115.515,0.369239,11.2432,28.4827,380.466,293,165.707,126.758,0,0,0,0,1,0.99865,1,5.45231
"Jul 19, 09:00 am",560.67,293,382.852,500.528,1,0.771356,501,196.592,196.407,139.952,0.377276,11.5482,123.089,382.852,293,560.67,151.5,0,0,0,0,1,0.999386,1,2.48713
"Jul 19, 10:00 am",504.185,293,391.637,452.008,1,0.770047,458,179.719,177.368,124.981,0.376103,11.6002,122.181,391.637,293,504.185,136.582,0,0,0,0,1,0.99769,1,9.27862
"Jul 19, 11:00 am",583.785,293,392.601,516.172,1,0.769021,533,209.149,202.546,144.152,0.374678,11.6104,142.94,392.601,293,583.785,155.762,0,0,0,0,1,0.99636,1,14.4359
"Jul 19, 12:00 pm",757.659,293,392.65,657.907,1,0.767546,690,270.756,258.163,186.535,0.37315,11.6169,185.61,392.65,293,757.659,198.152,0,0,0,0,0.998914,0.995529,1,17.5434
"Jul 19, 01:00 pm",806.355,293,392.585,697.831,1,0.766746,735,288.414,273.829,198.358,0.371928,11.5996,197.401,392.585,293,806.355,209.957,0,0,0,0,0.99808,0.995323,1,18.2991
"Jul 19, 02:00 pm",838.783,293,392.538,722.33,1,0.768405,754,295.87,283.442,206.218,0.371155,11.5807,205.237,392.538,293,838.783,217.798,0,0,0,0,0.999794,0.995767,1,16.6651
"Jul 19, 03:00 pm",782.978,293,392.571,676.766,1,0.769352,694,272.326,265.563,192.74,0.370785,11.5715,191.65,392.571,293,782.978,204.311,0,0,0,0,1,0.996788,1,12.7953
"Jul 19, 04:00 pm",685.795,293,392.447,595.5,1,0.770486,600,235.44,233.674,168.508,0.370468,11.5349,167.641,392.447,293,685.795,180.043,0,0,0,0,1,0.998258,1,7.02165
"Jul 19, 05:00 pm",545.757,293,392.498,482.996,1,0.771785,483,189.529,189.528,134.725,0.37104,11.5491,133.481,392.498,293,545.757,146.275,0,0,0,0,1,0.999942,1,0.236562
"Jul 19, 06:00 pm",294.842,293,392.405,279.84,1,0.770186,283,111.049,109.809,73.0498,0.371655,11.5238,72.0408,392.405,293,294.842,84.5735,0,0,0,0,1,0.997869,1,8.57004
"Jul 19, 07:00 pm",204,293,376.379,85.7822,1,0.432243,90,35.316,33.6609,6.45621,0.326545,8.09348,41.3912,376.379,293,204,14.5497,0,0,0,0,0.998843,0.995511,0.5632,17.6105
"Jul 19, 08:00 pm",204,293,343.712,0.891135,1,0,1,0.3924,0.349682,-6.4724,0.28507,6.4724,24.6612,343.712,293,204,0,0,0,0,0,0.982861,0.993706,0,26.9837
"Jul 19, 09:00 pm",204,293,313.793,0,1,0,0,0,0,-6.18514,0.269409,6.18514,9.92106,313.793,293,204,0,0,0,0,0,1,1,0,0
"Jul 19, 10:00 pm",0,296.689,295.577,0,1,0,0,0,0,-6.22977,0.267392,6.22977,-0.526442,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 19, 11:00 pm",0,287.018,286.515,0,1,0,0,0,0,-6.19953,0.268706,6.19953,-0.23503,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 12:00 am",0,282.304,281.982,0,1,0,0,0,0,-5.98262,0.267953,5.98262,-0.149265,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 01:00 am",0,278.638,278.33,0,1,0,0,0,0,-5.7538,0.265177,5.7538,-0.142177,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 02:00 am",0,275.029,274.724,0,1,0,0,0,0,-5.54499,0.26232,5.54499,-0.14018,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 03:00 am",0,271.485,271.189,0,1,0,0,0,0,-5.34927,0.259316,5.34927,-0.135633,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 04:00 am",0,268.048,267.761,0,1,0,0,0,0,-5.1682,0.256331,5.1682,-0.130848,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 05:00 am",0,264.715,264.437,0,1,0,0,0,0,-4.99355,0.253345,4.99355,-0.126341,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 06:00 am",0,261.484,261.214,0,1,0,0,0,0,-4.82285,0.25015,4.82285,-0.121929,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 07:00 am",0,261.452,262.077,83.3635,1,0.572681,86,33.7464,32.7118,13.2265,0.263091,5.5069,0.283209,393,293,0,18.7334,0,0,0,0,1,0.996415,0.744646,14.2238
"Jul 20, 08:00 am",0,278.182,280.898,187.172,1,0.770803,188,73.7712,73.4463,48.6795,0.310985,7.93307,1.26047,393,293,0,56.6126,0,0,0,0,1,0.998668,1,5.37968
"Jul 20, 09:00 am",100.962,305.682,326.082,292.701,1,0.771337,293,114.973,114.856,77.6027,0.365372,10.9898,14.2852,376.998,293,100.962,88.5925,0,0,0,0,1,0.999361,1,2.58863
"Jul 20, 10:00 am",373.848,293,372.791,349.205,1,0.770016,354,138.91,137.028,93.9785,0.376359,11.5352,72.4251,372.791,293,373.848,105.514,0,0,0,0,1,0.997648,1,9.44113
"Jul 20, 11:00 am",204,293,380.427,143.214,1,0.768985,148,58.0752,56.197,33.2239,0.356613,9.99073,43.5108,380.427,293,204,43.2146,0,0,0,0,1,0.996313,1,14.6114
"Jul 20, 12:00 pm",204,293,360.927,28.5752,1,0.767354,30,11.772,11.2129,1.19285,0.311924,7.41142,33.3939,360.927,293,204,8.60427,0,0,0,0,0.998716,0.995479,1,17.7292
"Jul 20, 01:00 pm",249.796,293,359.791,305.382,1,0.766538,322,126.353,119.832,80.0763,0.362261,11.7795,40.1778,359.791,293,249.796,91.8558,0,0,0,0,0.997861,0.995272,1,18.4876
"Jul 20, 02:00 pm",370.268,293,379.989,334.017,1,0.76823,349,136.948,131.068,89.095,0.374135,11.5954,78.5568,379.989,293,370.268,100.69,0,0,0,0,0.999617,0.995717,1,16.8499
"Jul 20, 03:00 pm",204,293,376.03,77.9577,1,0.769316,80,31.392,30.5906,14.8394,0.336216,8.6944,41.2089,376.03,293,204,23.5338,0,0,0,0,1,0.996742,1,12.9743
"Jul 20, 04:00 pm",541.644,293,380.429,517.892,1,0.770453,522,204.833,203.221,144.897,0.370561,11.6755,115.529,380.429,293,541.644,156.572,0,0,0,0,1,0.998215,1,7.19284
"Jul 20, 05:00 pm",583.826,293,390.472,512,1,0.771816,512,200.909,200.909,143.457,0.374264,11.608,139.707,390.472,293,583.826,155.065,0,0,0,0,1,0.999982,1,0.0736905
"Jul 20, 06:00 pm",675.334,293,392.363,587.606,1,0.770216,594,233.086,230.576,165.993,0.374634,11.6011,164.936,392.363,293,675.334,177.594,0,0,0,0,1,0.997908,1,8.41456
"Jul 20, 07:00 pm",264.526,293,392.376,461.7,1,0.428055,484,189.922,181.171,65.9623,0.375197,11.5887,64.6139,392.376,293,264.526,77.5511,0,0,0,0,0.999001,0.995552,0.557631,17.4603
"Jul 20, 08:00 pm",204,293,371.515,95.4755,1,0,107,41.9868,37.4646,-7.22704,0.315717,7.22704,38.8572,371.515,293,204,0,0,0,0,0,0.983214,0.993729,0,26.837
"Jul 20, 09:00 pm",204,293,335.024,0,1,0,0,0,0,-6.2862,0.278888,6.2862,20.3238,335.024,293,204,0,0,0,0,0,1,1,0,0
"Jul 20, 10:00 pm",0,309.175,307.382,0,1,0,0,0,0,-6.37709,0.270784,6.37709,-0.862347,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 20, 11:00 pm",0,293.868,293.153,0,1,0,0,0,0,-6.55519,0.273741,6.55519,-0.336822,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 12:00 am",0,287.905,287.563,0,1,0,0,0,0,-6.35854,0.274266,6.35854,-0.160288,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 01:00 am",0,284.104,283.787,0,1,0,0,0,0,-6.09411,0.270863,6.09411,-0.147525,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 02:00 am",0,280.358,280.039,0,1,0,0,0,0,-5.85278,0.267144,5.85278,-0.147603,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 03:00 am",0,276.648,276.338,0,1,0,0,0,0,-5.63515,0.263539,5.63515,-0.142974,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 04:00 am",0,273.053,272.753,0,1,0,0,0,0,-5.43185,0.259978,5.43185,-0.137594,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 05:00 am",0,269.576,269.286,0,1,0,0,0,0,-5.2318,0.256647,5.2318,-0.132389,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 06:00 am",0,266.214,265.934,0,1,0,0,0,0,-5.0515,0.253214,5.0515,-0.127648,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 07:00 am",0,283.053,288.16,452.955,1,0.567448,467,183.251,177.74,91.0098,0.334369,9.84823,3.17384,393,293,0,100.858,0,0,0,0,1,0.996451,0.737816,14.0875
"Jul 21, 08:00 am",627.645,298.148,370.012,642.347,1,0.770837,645,253.098,252.057,182.57,0.380622,11.7248,130.434,379.556,293,627.645,194.295,0,0,0,0,1,0.998713,1,5.19842
"Jul 21, 09:00 am",859.467,293,391.945,738.123,1,0.771298,739,289.984,289.639,211.811,0.375247,11.5871,208.967,391.945,293,859.467,223.398,0,0,0,0,1,0.99931,1,2.79236
"Jul 21, 10:00 am",920.52,293,392.476,786.802,1,0.769983,798,313.135,308.741,226.13,0.373125,11.5948,225.089,392.476,293,920.52,237.725,0,0,0,0,1,0.997606,1,9.60985
"Jul 21, 11:00 am",943.383,293,392.484,806.356,1,0.768948,834,327.262,316.414,231.718,0.371229,11.5883,230.698,392.484,293,943.383,243.306,0,0,0,0,1,0.996265,1,14.7933
"Jul 21, 12:00 pm",945.23,293,392.486,809.709,1,0.767153,851,333.932,317.73,232.168,0.369645,11.5796,231.154,392.486,293,945.23,243.747,0,0,0,0,0.998506,0.995427,1,17.9213
"Jul 21, 01:00 pm",909.632,293,392.483,781.531,1,0.76632,825,323.73,306.673,223.455,0.368477,11.5542,222.443,392.483,293,909.632,235.009,0,0,0,0,0.99763,0.995218,1,18.6821
"Jul 21, 02:00 pm",879.452,293,392.49,755.319,1,0.768047,790,309.996,296.387,216.102,0.367639,11.5377,215.079,392.49,293,879.452,227.639,0,0,0,0,0.99943,0.995666,1,17.04
"Jul 21, 03:00 pm",801.349,293,392.545,691.36,1,0.769279,710,278.604,271.29,197.181,0.367384,11.5164,196.092,392.545,293,801.349,208.697,0,0,0,0,1,0.996694,1,13.1579
"Jul 21, 04:00 pm",822.441,293,392.55,707.113,1,0.770419,713,279.781,277.471,202.25,0.367262,11.519,201.265,392.55,293,822.441,213.769,0,0,0,0,1,0.998171,1,7.36811
"Jul 21, 05:00 pm",734.236,293,392.299,631.999,1,0.771813,632,247.997,247.996,179.918,0.36744,11.4885,179.198,392.299,293,734.236,191.407,0,0,0,0,1,0.999977,1,0.09273
"Jul 21, 06:00 pm",576.481,293,392.223,506.694,1,0.770247,512,200.909,198.827,141.692,0.368507,11.4534,140.581,392.223,293,576.481,153.146,0,0,0,0,1,0.997948,1,8.25592
"Jul 21, 07:00 pm",204,293,386.132,265.413,1,0.423654,278,109.087,104.148,34.115,0.351855,10.0078,46.5162,386.132,293,204,44.1228,0,0,0,0,0.99916,0.995593,0.551788,17.3072
"Jul 21, 08:00 pm",204,293,360.949,36.6323,1,0,41,16.0884,14.3745,-6.87307,0.300021,6.87307,33.4055,360.949,293,204,0,0,0,0,0,0.983569,0.993752,0,26.6875
"Jul 21, 09:00 pm",204,293,327.158,0,1,0,0,0,0,-6.1945,0.271322,6.1945,16.4372,327.158,293,204,0,0,0,0,0,1,1,0,0
"Jul 21, 10:00 pm",0,304.664,303.126,0,1,0,0,0,0,-6.28139,0.265737,6.28139,-0.735088,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 21, 11:00 pm",0,291.467,290.832,0,1,0,0,0,0,-6.38098,0.268409,6.38098,-0.29844,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 12:00 am",0,285.985,285.652,0,1,0,0,0,0,-6.1813,0.268662,6.1813,-0.15526,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 01:00 am",0,282.259,281.947,0,1,0,0,0,0,-5.93002,0.266131,5.93002,-0.144539,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 02:00 am",0,278.588,278.276,0,1,0,0,0,0,-5.7094,0.26336,5.7094,-0.144066,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 03:00 am",0,274.957,274.652,0,1,0,0,0,0,-5.51243,0.260246,5.51243,-0.139887,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 04:00 am",0,271.427,271.132,0,1,0,0,0,0,-5.32499,0.257271,5.32499,-0.13496,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 05:00 am",0,268.006,267.72,0,1,0,0,0,0,-5.14502,0.254196,5.14502,-0.130222,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 06:00 am",0,264.691,264.414,0,1,0,0,0,0,-4.96801,0.250917,4.96801,-0.12561,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 07:00 am",0,273.346,276.456,325.126,1,0.562132,335,131.454,127.58,62.9891,0.312588,8.72751,1.43905,393,293,0,71.7166,0,0,0,0,1,0.996489,0.730877,13.9453
"Jul 22, 08:00 am",415.997,298.468,351.785,548.88,1,0.77087,551,216.212,215.381,154.407,0.378449,11.6239,78.7087,376.16,293,415.997,166.031,0,0,0,0,1,0.998756,1,5.02697
"Jul 22, 09:00 am",796.485,293,390.182,692.079,1,0.771267,693,271.933,271.572,197.848,0.375566,11.6065,189.994,390.182,293,796.485,209.454,0,0,0,0,1,0.99927,1,2.95404
"Jul 22, 10:00 am",860.66,293,392.455,739.09,1,0.769948,750,294.3,290.019,211.674,0.373775,11.6256,210.403,392.455,293,860.66,223.3,0,0,0,0,1,0.997561,1,9.78471
"Jul 22, 11:00 am",882.738,293,392.494,757.352,1,0.76891,784,307.642,297.185,216.909,0.372075,11.5992,215.892,392.494,293,882.738,228.508,0,0,0,0,1,0.996216,1,14.9814
"Jul 22, 12:00 pm",914.509,293,392.484,785.038,1,0.766941,826,324.122,308.049,224.642,0.370801,11.6131,223.638,392.484,293,914.509,236.255,0,0,0,0,0.998285,0.995373,1,18.1197
"Jul 22, 01:00 pm",914.986,293,392.482,786.279,1,0.76609,831,326.084,308.536,224.762,0.369744,11.6041,223.748,392.482,293,914.986,236.366,0,0,0,0,0.997387,0.995163,1,18.8826
"Jul 22, 02:00 pm",890.952,293,392.486,765.031,1,0.767855,801,314.312,300.198,218.903,0.369008,11.6059,217.881,392.486,293,890.952,230.509,0,0,0,0,0.999233,0.995613,1,17.2355
"Jul 22, 03:00 pm",873.034,293,392.494,749.205,1,0.769241,770,302.148,293.988,214.542,0.368699,11.6058,213.518,392.494,293,873.034,226.148,0,0,0,0,1,0.996645,1,13.3461
"Jul 22, 04:00 pm",807.866,293,392.54,695.918,1,0.770384,702,275.465,273.078,198.758,0.368751,11.6169,197.677,392.54,293,807.866,210.375,0,0,0,0,1,0.998126,1,7.54735
"Jul 22, 05:00 pm",731.238,293,392.31,629.993,1,0.77178,630,247.212,247.209,179.209,0.36893,11.5824,178.488,392.31,293,731.238,190.791,0,0,0,0,1,0.999935,1,0.262621
"Jul 22, 06:00 pm",576.214,293,392.229,506.899,1,0.770278,512,200.909,198.907,141.636,0.369885,11.5777,140.526,392.229,293,576.214,153.214,0,0,0,0,1,0.997989,1,8.09418
"Jul 22, 07:00 pm",204,293,386.526,276.148,1,0.419042,289,113.404,108.361,35.2198,0.354365,10.1878,46.7244,386.526,293,204,45.4076,0,0,0,0,0.999319,0.995636,0.545671,17.1512
"Jul 22, 08:00 pm",204,293,361.614,32.2077,1,0,36,14.1264,12.6383,-6.94203,0.301935,6.94203,33.7463,361.614,293,204,0,0,0,0,0,0.983927,0.993776,0,26.5353
"Jul 22, 09:00 pm",204,293,327.629,0,1,0,0,0,0,-6.23961,0.272798,6.23961,16.6691,327.629,293,204,0,0,0,0,0,1,1,0,0
"Jul 22, 10:00 pm",0,304.898,303.342,0,1,0,0,0,0,-6.32899,0.267163,6.32899,-0.744142,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 22, 11:00 pm",0,291.541,290.899,0,1,0,0,0,0,-6.43414,0.269854,6.43414,-0.301889,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 12:00 am",0,286.001,285.665,0,1,0,0,0,0,-6.2405,0.270321,6.2405,-0.156754,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 01:00 am",0,282.24,281.925,0,1,0,0,0,0,-5.98639,0.267441,5.98639,-0.145873,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 02:00 am",0,278.537,278.222,0,1,0,0,0,0,-5.75798,0.264431,5.75798,-0.145182,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 03:00 am",0,274.88,274.574,0,1,0,0,0,0,-5.55028,0.261194,5.55028,-0.140701,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 04:00 am",0,271.331,271.035,0,1,0,0,0,0,-5.35478,0.2581,5.35478,-0.135551,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 05:00 am",0,267.897,267.611,0,1,0,0,0,0,-5.16345,0.254915,5.16345,-0.130566,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 06:00 am",0,264.574,264.296,0,1,0,0,0,0,-4.986,0.251626,4.986,-0.125921,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 23, 07:00 am",0,269.779,271.913,233.075,1,0.556735,240,94.176,91.4586,43.4763,0.294343,7.44194,0.980438,393,293,0,50.9183,0,0,0,0,1,0.996527,0.723832,13.7972
"Jul 23, 08:00 am",233.497,296.993,330.211,428.451,1,0.770902,430,168.732,168.124,118.445,0.368743,11.162,35.9604,372.569,293,233.497,129.607,0,0,0,0,1,0.998796,1,4.86475
"Jul 23, 09:00 am",597.255,293,383.788,537.202,1,0.771235,538,211.111,210.798,150.994,0.376436,11.5813,132.564,383.788,293,597.255,162.575,0,0,0,0,1,0.999229,1,3.1217
"Jul 23, 10:00 am",678.023,293,391.866,591.932,1,0.769913,601,235.832,232.274,167.205,0.37449,11.6259,164.713,391.866,293,678.023,178.831,0,0,0,0,1,0.997515,1,9.96568
"Jul 23, 11:00 am",735.375,293,392.225,636.019,1,0.76887,659,258.592,249.574,180.262,0.372707,11.6283,179.334,392.225,293,735.375,191.89,0,0,0,0,1,0.996164,1,15.1757
"Jul 23, 12:00 pm",736.825,293,392.169,638.874,1,0.766719,673,264.085,250.694,180.599,0.371319,11.6134,179.58,392.169,293,736.825,192.212,0,0,0,0,0.998051,0.995317,1,18.3242
"Jul 23, 01:00 pm",726.216,293,392.189,631.268,1,0.76585,668,262.123,247.709,178.094,0.370299,11.6139,177.033,392.189,293,726.216,189.708,0,0,0,0,0.997131,0.995106,1,19.089
"Jul 23, 02:00 pm",735.969,293,392.177,637.306,1,0.767654,668,262.123,250.079,180.374,0.369529,11.5997,179.387,392.177,293,735.969,191.974,0,0,0,0,0.999027,0.995559,1,17.4362
"Jul 23, 03:00 pm",725.702,293,392.193,628.048,1,0.769202,646,253.49,246.446,177.97,0.369245,11.5974,176.914,392.193,293,725.702,189.567,0,0,0,0,1,0.996595,1,13.5389
"Jul 23, 04:00 pm",722.172,293,392.214,624.274,1,0.770349,630,247.212,244.965,177.128,0.369155,11.581,176.094,392.214,293,722.172,188.709,0,0,0,0,1,0.99808,1,7.73051
"Jul 23, 05:00 pm",584.142,293,392.509,514.985,1,0.771747,515,202.086,202.08,144.363,0.370101,11.5917,142.887,392.509,293,584.142,155.955,0,0,0,0,1,0.999892,1,0.435906
"Jul 23, 06:00 pm",216.788,293,392.529,217.897,1,0.77031,220,86.328,85.5026,54.2857,0.370718,11.5778,53.0393,392.529,293,216.788,65.8635,0,0,0,0,1,0.99803,1,7.92942
"Jul 23, 07:00 pm",204,293,380.127,154.928,1,0.414218,162,63.5688,60.7936,16.3609,0.336184,8.82089,43.3535,380.127,293,204,25.1818,0,0,0,0,0.999477,0.995679,0.53928,16.9923
"Jul 23, 08:00 pm",204,293,350.18,5.37518,1,0,6,2.3544,2.10922,-6.64154,0.290705,6.64154,27.9206,350.18,293,204,0,0,0,0,0,0.984287,0.9938,0,26.3804
"Jul 23, 09:00 pm",204,293,318.791,0,1,0,0,0,0,-6.19836,0.270268,6.19836,12.3452,318.791,293,204,0,0,0,0,0,1,1,0,0
"Jul 23, 10:00 pm",0,299.664,298.392,0,1,0,0,0,0,-6.26221,0.266932,6.26221,-0.604355,393,293,0,0,0,0,0,0,0,0,0,0
