date;DNI;SF.a.tin;SF.a.mf;SF.x.mf;SF.a.tout;SF.x.tout;SF.b.tout;SF.a.pwr;SF.x.pwr;SF.b.pwr;SF.x.prth;SF.b.prth
2016-09-01 06:00:00;128,9147732;444,43024808602735;221,91811941999998;240,0;445,8251117871019;470,0389038482191;471,9973993549669;0,612087910467915;12,362277540919594;12,321952624065991;0,752265447006518;0,7493824934227185
2016-09-01 07:00:00;453,7746573;439,23257826957985;256,66125940999996;240,0;522,7893507965421;658,1115925721948;647,0911083655882;44,56594364992204;119,16259499134487;120,15767049338137;0,8825298443834969;0,8895728704972683
2016-09-01 08:00:00;726,6641042;437,34725270146413;342,62117621999994;397,0979834428337;637,7285788189452;667,4324046775729;693,0167163979775;153,52038020072374;208,28227538212712;203,13676346713797;0,9095014932637006;0,8933312127681011
2016-09-01 09:00:00;809,0698151;476,7329022930117;506,05911100000003;536,9105485057324;663,7950286077901;667,3951587260054;676,0217294525314;220,53486038046367;239,03992240440297;236,83027782245316;0,904268285566736;0,89906788054087
2016-09-01 10:00:00;775,1318777;538,0269401606392;593,7763967000001;735,6886400311197;663,1655091208152;667,4369161245463;691,259880629629;179,47113570637106;230,58805299934468;223,86638903244713;0,8810755293876593;0,8649166255272711
2016-09-01 11:00:00;853,0310627999999;564,7581711764394;610,827931;1016,6272241570437;663,0974532431194;667,4402055680173;718,3972377887033;147,392354608839;256,86443898240356;239,15656830231714;0,8733556749189568;0,846238287633607
2016-09-01 12:00:00;883,1069742999999;569,2448778785083;587,4471885;1100,689843039242;667,138060376662;667,4396261083982;729,5309998011643;141,85421766169551;266,6608354750078;242,62163784267787;0,8723468574042024;0,8452927496688155
2016-09-01 13:00:00;879,8537527000001;567,4513961772216;598,5563768999999;1062,8279550245848;667,0443676045285;667,4413824436052;724,5207109254837;146,88080447577653;261,91638259017475;241,06924768491436;0,8727974543209295;0,8455006422469206
2016-09-01 14:00:00;848,6973632999999;569,3597758458061;577,3354516999999;1010,774060157575;667,2803163920828;667,4394834425932;722,0309013223127;139,47385611533545;244,60702273075307;225,85523091275616;0,8691408170097944;0,8411002017249893
2016-09-01 15:00:00;795,0985311000001;569,1489011792669;579,6203578;910,4587221232069;667,2575808312919;667,4385830345373;710,2383378219845;140,27521162557852;220,774600311623;207,72256693723335;0,8647159531573086;0,8375865786735562
2016-09-01 16:00:00;683,3715718999999;568,7983955154739;577,2452109999999;744,5407407776022;666,7062530605681;667,4394341658756;690,2618945425775;139,33551362900658;181,14931052092146;175,58543956788154;0,8540529368539956;0,8367484895027251
2016-09-01 17:00:00;428,40774960000005;568,8463805385745;577,1590699000001;259,9249041655449;627,1859935445739;667,2544584861171;617,7664757532084;80,97811945470896;63,08548703607446;67,514383665386;0,7431557974095612;0,7892166785612649
2016-09-01 18:00:00;42,50076745;568,7009533782552;579,0728744;240,0;546,7057744392661;549,5127282726585;560,5933475574108;-29,18083088933264;-10,568600786244795;-10,846486214753646;0,0;0,0
2016-09-01 19:00:00;0,030785682999999998;560,5478482956337;570,1109859999999;240,0;506,57273595957554;542,4594552466936;552,820700590426;-68,44818425410911;-9,871597194388155;-10,080402597735183;0,0;0,0
