date;DNI;elevation;zenith;azimuth;aoi;IAM;pr_shadows;pr_borders;pr_opt_peak;solar_fraction;NetPower;AuxPower;GrossPower;SF.a.mf;SF.a.tin;SF.a.tout;SF.a.pwr;SF.a.prth;SF.a.globalpr;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pwr;SF.x.prth;SF.x.globalpr;SF.b.tout;SF.b.pwr;SF.b.wpwr;SF.b.prth;SF.b.globalpr
2016-09-01 00:00:00;0,0;-42,53900484622886;132,53900484622886;5,838730933738589;47,13804693237288;0,8857734369621125;0,0;0,9837995369096447;0,7990220668465727;0,9224622792;-0,513043;-0,49648011700000005;0,0;220,81213662999997;482,3788199453519;460,95252079401564;-9,708390896066819;0,0;0,0;204,00000000000003;482,3788199453519;471,0806627410449;-4,762316074078774;0,0;0,0;471,9326466034513;-4,7688334503289225;0,0;0,0;
2016-09-01 01:00:00;0,0;-39,42874400191599;129,428744001916;25,12014745141687;44,375655597791535;0,9068732632622803;0,0;0,9852897713957621;0,7990220668465727;0,9224622792;-0,513043;-0,49953188299999995;0,0;221,74345565000002;475,2484698300907;455,03612553463586;-9,114740120221065;0,0;0,0;204,00000000000003;475,2484698300907;464,680306378568;-4,413614183982905;0,0;0,0;465,5212784856877;-4,418285940096711;0,0;0,0;
2016-09-01 02:00:00;0,0;-33,006018823669386;123,0060188236694;41,75912399347101;38,72365004009289;0,9406130080942992;0,0;0,9879450107375223;0,7990220668465727;0,9224622792;-0,513043;-0,495065883;0,0;221,46692697;468,0272095982053;449,32379429970933;-8,348409464674754;0,0;0,0;204,00000000000003;468,0272095982053;458,1053509951262;-4,104412599122964;0,0;0,0;458,8822610280057;-4,10915026358178;0,0;0,0;
2016-09-01 03:00:00;0,0;-24,273227539681965;114,27322753968197;55,477866093544094;31,106036578680975;0,9713945103647269;0,0;0,9909285311106715;0,7990220668465727;0,9224622792;-0,509511217;-0,48777095;0,0;222,45693948000002;461,38802301983617;444,08655089202296;-7,692886175790119;0,0;0,0;204,00000000000003;461,38802301983617;452,01621382519113;-3,8426339539967507;0,0;0,0;452,78458240613827;-3,8488145063491586;0,0;0,0;
2016-09-01 04:00:00;0,0;-14,082591292039735;104,08259129203974;66,93849805529533;22,33035376440376;0,9923692731480203;0,0;0,9938246512905926;0,7990220668465727;0,9224622792;-0,494268783;-0,47180278299999995;0,0;222,77107670000004;455,3328934927574;438,8710613453651;-7,271832341375996;0,0;0,0;204,00000000000003;455,3328934927574;446,42829753485796;-3,6213293647140077;0,0;0,0;447,1673565354905;-3,628217498047963;0,0;0,0;
2016-09-01 05:00:00;4,227495617;-3,03057244209739;93,0305724420974;76,98832204939356;12,993161956832726;1,0;0,0;0,9965309333992384;0,7990220668465727;0,9224622792;-0,532746933;-0,5075344;0,0;223,07689822999998;449,76258421574653;434,1844075834859;-6,840957028588803;0,0;0,0;204,00000000000003;449,76258421574653;441,29157342921576;-3,4190181167904674;0,0;0,0;442,00659241597054;-3,424900574201975;0,0;0,0;
2016-09-01 06:00:00;128,9147732;8,468876476742118;81,53112352325789;86,41491707750083;3,545940946875682;1,0;0,41476124887857635;0,9990683583320834;0,7990220668465727;0,9224622792;-0,6892626999999999;-0,65486395;0,0;221,91811941999998;444,4302480860273;445,82511178710183;0,6120879104679926;0,3168980481886658;0,0;204,00000000000003;444,4302480860273;474,5632837036677;12,40353312584239;0,7558088249232797;0,0;472,31806154521024;12,46807347220743;0,0;0,7593257856072764;
2016-09-01 07:00:00;453,7746573;20,086984638384994;69,91301536161501;95,98425271394314;5,6190344673667205;1,0;0,9672449486053558;0,9985208248846418;0,7990220668465727;0,9224622792;-0,9035431999999999;-1,058417917;0,194772483;256,66125940999996;439,23257826957985;522,7893507965421;44,56594364992204;2,820529891691348;0,004370433273667273;232,99676045629386;439,23257826957985;667,2680824327964;121,24870177617329;0,9045254828436752;0,0016063881934138362;650,7689830961191;122,57468980937543;0,0;0,9133468144816799;0,0015890106130629778
2016-09-01 08:00:00;726,6641042;31,484400313112296;58,515599686887704;106,59598727193713;14,097504720834758;1,0;1,0;0,9962243247790982;0,7990220668465727;0,9224622792;27,5208478;-2,40473445;30,14745665;342,62117622;437,34725270146413;637,7285788189452;153,52038020072374;6,0356715367291836;0,19637429643271478;387,31902596505904;437,34725270146413;667,4344164743643;203,15514930799444;0,9413051672835615;0,14839622206324088;689,8288344044204;200,1696830172516;15,041477427378512;0,9328513393654467;0,1506095038747788
2016-09-01 09:00:00;809,0698151;42,18499241273378;47,81500758726622;119,5296238627472;21,42048601780115;0,9938510615354345;1,0;0,994101895106929;0,7990220668465727;0,9224622792;47,98468265;-3,257771467;51,53271518;506,05911100000003;476,7329022930117;663,7950286077901;220,53486038046364;8,180762777322693;0,23367151610904727;483,3689074557303;476,7329022930117;667,3406214199156;215,13327028184656;0,9390214643384582;0,23953856654754924;659,994060816812;215,52444517673172;0,0;0,9414072659832333;0,23910380624222358
