date;DNI;elevation;zenith;azimuth;aoi;IAM;pr_shadows;pr_borders;pr_opt_peak;solar_fraction;NetPower;AuxPower;GrossPower;SF.a.mf;SF.a.tin;SF.a.tout;SF.a.pwr;SF.a.prth;SF.a.globalpr;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pwr;SF.x.prth;SF.x.globalpr;SF.b.tout;SF.b.pwr;SF.b.wpwr;SF.b.prth;SF.b.globalpr
2016-09-01 10:00:00;775,1318777;51,35545965556599;38,64454034443401;136,7076625417011;27,03546044057107;0,9827363714411307;1,0;0,9923278846295788;0,7990220668465727;0,9224622792;48,89604563;-3,184261733;52,36545770000001;593,7763967000001;538,0269401606392;663,1655091208149;179,47113570637072;7,357877445151302;0,29177648814611684;610,0002919911904;538,0269401606392;667,3953192912072;191,12676174416262;0,9203899816119642;0,27398286468168737;670,1762217541109;190,38527352687404;0,8118219155497012;0,9192888894701939;0,2750499381067323
2016-09-01 11:00:00;853,0310627999999;57,49139118912553;32,50860881087447;160,1481318595063;30,363824236646114;0,9736940053539396;1,0;0,9911921460813322;0,7990220668465727;0,9224622792;47,59606265;-3,17171845;51,08501187;610,827931;564,7581711764394;663,0974532431194;147,392354608839;5,72759898378502;0,34659200611573965;795,9162620627335;564,7581711764394;667,4390212446667;201,0963942018293;0,9182834661245604;0,25403246076470576;693,0922774894432;196,2149617025648;32,47789557842991;0,9074034229840926;0,2603522760279511
2016-09-01 12:00:00;883,1069742999999;58,65949119841875;31,34050880158125;188,3662411746375;30,969924733133617;0,9718243877239036;1,0;0,9909771800992646;0,7990220668465727;0,9224622792;49,03503742;-3,2003405330000003;52,56718132;587,4471884999999;569,2448778785083;667,138060376662;141,85421766169551;5,3696328177088954;0,3705718602274211;852,7997754750712;569,2448778785083;667,4393012581486;206,6045233001262;0,919177647318403;0,2544338356214871;703,1651127290779;198,83800451495566;48,87104935704137;0,9036305884307656;0,26437190137887423
2016-09-01 13:00:00;879,8537527000001;54,353371715306984;35,646628284693016;214,33631111790396;28,765703794831026;0,9782861897511809;1,0;0,9917465036048337;0,7990220668465727;0,9224622792;49,04942652;-3,193492;52,57710698;598,5563768999999;567,4513961772216;667,0443676045285;146,88080447577653;5,418244555804449;0,3579576457771307;862,7358470812593;567,4513961772216;667,435852236029;212,59446774950814;0,9218345288748887;0,247311736455671;703,0086055345673;204,83023530978946;49,50133898946077;0,9068258333105357;0,25668625972372344
2016-09-01 14:00:00;848,6973632999999;46,197452719084744;43,802547280915256;233,9132699821198;24,060283589968265;0,989223056660957;1,0;0,993287306860536;0,7990220668465727;0,9224622792;49,04023637;-3,216047833;52,60618582;577,3354516999999;569,3597758458061;667,2803163920828;139,47385611533545;5,05608069168255;0,3771759617551424;894,7634791802154;569,3597758458061;667,4420793755814;216,53859274886807;0,9227251598233749;0,242941385885011;709,9848914598608;206,21161257768964;60,359890819839045;0,9043762047117541;0,2551077757572007
2016-09-01 15:00:00;795,0985311000001;35,98567534146282;54,01432465853718;248,31271304238797;17,398686233647997;0,9990656858203725;1,0;0,9952888944162753;0,7990220668465727;0,9224622792;48,988639;-3,258702317;52,59712658;579,6203578;569,1489011792669;667,2575808312919;140,27521162557852;5,132458905995083;0,3749566724617877;884,0535135892002;569,1489011792669;667,441677501732;214,37885477522744;0,922078913270722;0,24534661608835998;708,3722848583503;204,70122683137296;57,61942978990572;0,9044066680554234;0,2569458297547382
2016-09-01 16:00:00;683,3715718999999;24,79168420710249;65,20831579289751;259,6812936388311;9,35871988163916;1,0;1,0;0,997522204542382;0,7990220668465727;0,9224622792;49,00761343;-3,2611958;52,5980279;577,2452109999999;568,7983955154739;666,7062530605681;139,33551362900658;5,718358643707015;0,3774919008806829;777,4029696613645;568,7983955154739;667,4398290661313;189,1456090156015;0,9126531989370594;0,2780822043596132;695,5032301330971;183,8225233320257;34,75231791285259;0,8998216127163616;0,2861348378130784
2016-09-01 17:00:00;428,40774960000005;13,202962650561082;76,79703734943892;269,54100268662586;0,44686443118961056;1,0;0,6432443135159338;0,9998827407722549;0,7990220668465727;0,9224622792;39,77578493;-2,955766867;42,98408495;577,1590699000001;568,8463805385745;627,1859935445739;80,97811945470896;8,112750835350578;0,5308111035357025;275,00471652554927;568,8463805385745;667,2564156135093;66,74686909813862;0,7860332225933617;0,6439865349609141;620,1592816847195;70,91979445814984;0,0;0,8289899221924775;0,6060943249823595
2016-09-01 18:00:00;42,50076745;1,5947759842489901;88,405224015751;278,91217136958284;8,908691203272156;1,0;0,07837878519307573;0,9976433448407362;0,7990220668465727;0,9224622792;15,01152405;-1,4393666669999998;16,55200547;579,0728744;568,7009533782552;546,7057744392661;-29,18083088933264;-245,33959864582016;-0,5672218701644566;204,00000000000003;568,7009533782552;546,8203359971365;-10,227198090957867;-9,255107986218453;-1,6184301235578944;560,7691243032382;-10,612448108297242;0,0;-9,948579668853581;-1,5596783419896274
2016-09-01 19:00:00;0,030785682999999998;-9,7139019392905;99,7139019392905;288,59222105345395;18,31611109618867;0,998060749047451;0,0;0,9950231690462421;0,7990220668465727;0,9224622792;2,0499423169999997;-0,867398;2,95616315;570,1109859999999;560,5478482956336;506,57273595957554;-68,44818425410871;0,0;-0,04318833555942796;204,00000000000003;560,5478482956336;539,4842119698808;-9,753379188272564;0,0;-0,30309117413936726;552,8225794240714;-10,077963007964865;0,0;0,0;-0,29332943052714827
2016-09-01 20:00:00;0,0;-20,35805580836438;110,35805580836438;299,3492395998096;27,35591783097459;0,9819513977639477;0,0;0,9922215949902635;0,7990220668465727;0,9224622792;-0,5624885829999999;-0,546243833;0,0;364,51405795999995;531,7875692442574;485,3000189555951;-36,518718905221235;0,0;0,0;204,00000000000003;531,7875692442574;514,7882702971626;-7,615552167362156;0,0;0,0;522,1458309033576;-7,753853894542584;0,0;0,0;
2016-09-01 21:00:00;0,0;-29,83059063681538;119,83059063681537;312,02160464752035;35,5007663261304;0,9553727055849249;0,0;0,98927578879746;0,7990220668465727;0,9224622792;-0,526612483;-0,5048923;0,0;236,36178183999996;499,6437712826897;481,2078874923783;-9,171024760427215;0,0;0,0;204,00000000000003;499,6437712826897;486,3277573069877;-5,736635932672446;0,0;0,0;488,382465325465;-5,628717491839795;0,0;0,0;
2016-09-01 22:00:00;0,0;-37,38706857364892;127,38706857364892;327,42694084888063;42,034131337569306;0,9222263154628432;0,0;0,9864467719739226;0,7990220668465727;0,9224622792;-1,2384916000000001;-1,25790595;0,0;221,64142743;497,60595671870846;473,02002854636305;-11,390629077982286;0,0;0,0;204,00000000000003;497,60595671870846;484,8204140551976;-5,495177761685261;0,0;0,0;485,77713103740535;-5,527145559853242;0,0;0,0;
2016-09-01 23:00:00;0,0;-42,043130531209016;132,04313053120902;345,8223293794101;46,05619141808098;0,8944572490913534;0,0;0,9844008734520499;0,7990220668465727;0,9224622792;-1,338374;-1,3453984669999999;0,0;224,23413062;487,9278812705212;466,4026218923353;-9,978970502120198;0,0;0,0;204,00000000000003;487,9278812705212;476,0100301500287;-5,059284507152236;0,0;0,0;477,0866860861727;-5,062384056849143;0,0;0,0;
