;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd;NO0_tin;NO0_tout;NO0_mf;NE0_tin;NE0_tout;NE0_mf;SO0_tin;SO0_tout;SO0_mf;SE0_tin;SE0_tout;SE0_mf;PTLoop_mf;PTLoop_tin;PTLoop_tout;Pthermal;Tin;Tout;MF;Pmec;Cycle.pr;HE.pr;Pelec
1907-03-27 11:00:00+01:00;957,0;287,25;273,15;83000,0;0,0;21,0;563,3715823936353;811,8526672334121;1,5;563,3715823936353;811,8526672334121;1,5;563,3715823936353;811,8526672334121;1,5;563,3715823936353;811,8526672334121;1,5;1,5;563,3715823936353;811,8526672334121;121,6;563,0;841,0;180,0;45,12;0,27;0,8;44,67
1907-03-27 12:00:00+01:00;972,0;288,54999999999995;273,15;83000,0;0,0;24,0;563,3715823936353;795,2282336083124;1,5;563,3715823936353;795,2282336083124;1,5;563,3715823936353;795,2282336083124;1,5;563,3715823936353;795,2282336083124;1,5;1,5;563,3715823936353;795,2282336083124;109,9;563,0;815,0;180,0;42,64;0,27;0,8;42,21
1907-03-27 13:00:00+01:00;973,0;289,84999999999997;273,15;83000,0;0,0;27,0;563,3715823936353;1117,7238716831034;1,5;563,3715823936353;1117,7238716831034;1,5;563,3715823936353;1117,7238716831034;1,5;563,3715823936353;1117,7238716831034;1,5;1,5;563,3715823936353;1117,7238716831034;44,0;563,0;668,0;180,0;28,67;0,27;0,8;28,38
