"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - TES is full | (MWt)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Oct 29, 01:00 am",0,225.837,224.093,0,0,0.988491,0.993576,0,24.431,0,0,0,0,1.05275,9.61846,3.77428,0,0,995,18.1193,152.68,6.94063,0.9,7.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.91046,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 02:00 am",0,218.368,216.771,0,0,0.992796,0.994265,0,22.0756,0,0,0,0,0.948721,8.73217,3.4265,0,0,995,45.0198,146.525,6.71875,0.5,7.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.926689,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 03:00 am",0,211.409,209.925,0,0,0.999128,0.995585,0,17.3382,0,0,0,0,0.859552,8.07834,3.16994,0,0,995,63.3903,137.074,6.2625,0.7,7.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.954562,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 04:00 am",0,204.955,203.585,0,0,1.00337,0.997334,0,10.6778,0,0,0,0,0.782391,7.39876,2.90327,0,0,995,76.5306,126.16,6.39687,0.4,7.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.982685,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 05:00 am",0,198.966,197.701,0,0,1.00197,0.999344,0,2.65689,0,0,0,0,0.71741,6.76902,2.65616,0,0,995,87.0493,114.669,5.98438,0.1,7,0,-355.488,0,0,-0.3703,0,0,0,0,0.998925,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 06:00 am",0,193.24,192.035,0,0,1.00344,0.998452,0,6.24553,0,0,0,0,0.660712,6.4411,2.52749,0,0,995,96.4424,103.066,6.19688,0.6,6.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.994065,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 07:00 am",0,187.791,186.655,0,0,1.00071,0.996044,0,15.6298,0,0,0,0,0.610766,6.04904,2.37364,0,0,995,105.649,91.6716,6.04063,0.8,6.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.963022,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 08:00 am",0,216.811,236.496,370.1,0.413665,0.987552,0.993438,0.597394,24.8913,0.134971,-77.7964,26.6479,145.227,1.07082,10.1129,3.96829,160.099,0,995,115.395,81.2571,7.30625,1,8.4,408,-355.488,0,0,-0.3703,0,0,0,0,0.907108,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 09:00 am",328.053,293,393,598.666,1,0.960047,0.992535,1,34.3358,0.531736,-68.092,169.417,234.917,4.68755,34.2903,13.4555,284.49,80.1308,995,126.362,71.3395,8.66406,0.6,10.5,725,19371.9,22.056,22.056,20.1791,0,0,0,60.1562,0.825746,1.87693,0.125448,0.908072,0,0.2893,0.104378,0.44973,0,1.87693,0
"Oct 29, 10:00 am",606.895,293,393,615.083,1,0.918049,0.991687,1,42.7041,0.451352,-52.7579,166.306,241.359,4.5814,34.3598,13.4828,328.439,148.242,995,139.219,62.8235,8.85,1,12.6,837,50298.3,55.4094,55.4094,52.3941,0,0,8.25253,139.989,0.734866,3.01531,0.388695,1.33347,0,0.2893,0.104378,0.89946,0,3.01531,0
"Oct 29, 11:00 am",538.24,293,393,586.498,1,0.865772,0.990827,1,49.3874,0.371859,-33.8942,149.417,230.142,4.48686,34.2986,13.4588,353.552,131.472,995,154.444,56.4632,9.34375,1.3,14.5,901,46998.9,51.851,51.851,48.9572,0,0,0,131.472,0.650941,2.89387,0.312638,1.28809,0,0.2893,0.104378,0.89946,0,2.89387,0
"Oct 29, 12:00 pm",473.468,293,393,550.335,1,0.825102,0.990229,1,53.1664,0.321052,-11.0518,133.538,215.952,4.41323,34.3376,13.4741,360.223,115.65,995,171.829,53.0905,9.98438,2,16,918,40796.8,45.2412,45.2412,42.4967,0,0,0,115.65,0.599494,2.74454,0.247616,1.20379,0,0.2893,0.104378,0.89946,0,2.74454,0
"Oct 29, 01:00 pm",482.369,293,393,557.286,1,0.827673,0.990266,1,52.9529,0.324612,13.5899,135.651,218.679,4.35979,34.3182,13.4665,362.97,117.824,995,190.058,53.2968,10.6156,2,17.1,925,41644.2,46.144,46.144,43.3794,0,0,0,117.824,0.602472,2.7646,0.256163,1.2153,0,0.2893,0.104378,0.89946,0,2.7646,0
"Oct 29, 02:00 pm",388.416,293,393,439.127,1,0.871036,0.990908,1,48.825,0.362492,36.063,112.562,172.313,4.33565,34.0242,13.3511,261.731,94.8754,995,207.244,57.0423,11.1547,1.4,17.6,667,32701,36.6227,36.6227,34.0635,0,0,0,94.8754,0.658361,2.55916,0.172162,1.09386,0,0.2893,0.104378,0.89946,0,2.55916,0
"Oct 29, 03:00 pm",181.313,293,393,227.633,1,0.922828,0.991773,1,41.9355,0.368837,54.5171,61.8729,89.3231,4.36463,33.6912,13.2204,120.074,44.2879,995,222.189,63.6867,10.8281,1.2,17,306,13142.9,15.3925,15.3925,13.6905,0,0,0,44.2879,0.743898,1.70206,0.0355649,0.823083,0,0.2893,0.104378,0.44973,0,1.70206,0
"Oct 29, 04:00 pm",79.284,293,393,131.8,1,0.963314,0.992612,0.986734,33.47,0.31236,69.5645,36.9313,51.7182,4.41323,33.5168,13.152,61.9992,19.3661,995,234.796,72.397,10.4922,1,16,158,-371.059,0,0,-0.386519,0,19.3661,0,0,0.834175,0.386519,-0.00715891,0,0,0.2893,0.104378,0,0,0,0.386519
"Oct 29, 05:00 pm",0,323.944,319.496,13.7046,0.305636,0.989366,0.993708,0.56394,23.9868,0,78.4895,0.689687,5.37768,3.51267,26.657,10.4602,5.886,0,995,245.578,82.4314,10.425,0.6,14.8,15,-355.488,0,0,-0.3703,0,0,0,0,0.913639,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 06:00 pm",0,305.548,301.734,0,0,1.00139,0.996276,0,14.7538,0,0,0,0,2.86379,22.544,8.84627,0,0,995,255.209,92.942,9.92813,1.2,13.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.967029,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 07:00 pm",0,289.76,286.457,0,0,1.00323,0.998656,0,5.42735,0,0,0,0,2.36023,19.3229,7.58231,0,0,995,264.369,104.385,10.2531,1.4,13.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.995517,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 08:00 pm",0,276.055,273.164,0,0,1.00237,0.999165,0,3.37849,0,0,0,0,1.97711,16.7475,6.57171,0,0,995,273.793,116.008,9.975,1.3,13.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.998262,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 09:00 pm",0,264.095,261.558,0,0,1.0032,0.997184,0,11.2626,0,0,0,0,1.68986,14.5246,5.69946,0,0,995,284.456,127.488,10.0266,0.4,12.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.980742,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 10:00 pm",0,253.385,251.097,0,0,0.998693,0.995473,0,17.7506,0,0,0,0,1.46015,13.0192,5.10875,0,0,995,297.947,138.339,9.94375,0.8,12.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.952392,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 29, 11:00 pm",0,243.663,241.581,0,0,0.992716,0.994251,0,22.1234,0,0,0,0,1.27696,11.7903,4.62651,0,0,995,317.052,147.61,9.64375,1.4,12.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.926375,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 12:00 am",0,234.843,232.953,0,0,0.988924,0.993641,0,24.2129,0,0,0,0,1.12728,10.6243,4.16897,0,0,995,345.055,153.335,9.6,1.2,12.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.912028,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 01:00 am",0,226.792,225.066,0,0,0.989117,0.99367,0,24.1147,0,0,0,0,1.00787,9.62132,3.7754,0,0,995,18.3343,152.997,10.0594,0.9,11.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.912729,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 02:00 am",0,219.303,217.699,0,0,0.993304,0.994354,0,21.7646,0,0,0,0,0.906315,8.9087,3.49577,0,0,995,45.3866,146.789,10.3281,1.5,11.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.928715,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 03:00 am",0,212.261,210.756,0,0,0.999433,0.995666,0,17.0373,0,0,0,0,0.820023,8.32965,3.26856,0,0,995,63.7556,137.295,10.7312,2.7,11.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.956114,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 04:00 am",0,205.684,204.286,0,0,1.00343,0.997407,0,10.3906,0,0,0,0,0.745164,7.68986,3.0175,0,0,995,76.8616,126.357,10.9438,2.7,11.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.983601,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 05:00 am",0,199.448,198.129,0,0,1.0018,0.999411,0,2.38316,0,0,0,0,0.681958,7.23722,2.83989,0,0,995,87.3492,114.858,10.7437,4,10.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.999135,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 06:00 am",0,193.572,192.338,0,0,1.0035,0.998387,0,6.50918,0,0,0,0,0.626289,6.72831,2.64019,0,0,995,96.72,103.256,10.7437,4,10.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.993554,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 07:00 am",0,188.041,186.889,0,0,1.00049,0.995975,0,15.8886,0,0,0,0,0.578853,6.24039,2.44873,0,0,995,105.911,91.8724,10.4703,3.5,10.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.961796,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 08:00 am",0,191.088,193.426,84.1857,0.396075,0.987017,0.993362,0.591683,25.1467,0.068932,-77.9149,5.74473,33.0345,0.612276,6.66897,2.6169,36.4932,0,995,115.644,81.4737,11.3484,3.8,11.7,93,-355.488,0,0,-0.3703,0,0,0,0,0.905223,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 09:00 am",0,187.427,186.295,3.29235,1,0.958997,0.99251,1,34.6048,0,-68.3127,0.930661,1.29192,0.565072,6.12997,2.4054,1.5696,0,995,126.595,71.583,11.375,3.1,12,4,-355.488,0,0,-0.3703,0,0,0,0,0.823089,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 10:00 am",0,193.687,198.104,29.9909,1,0.916222,0.991654,1,42.9888,0.298591,-52.9653,8.09253,11.7684,0.633053,6.76765,2.65562,16.0884,0,995,139.424,63.0974,11.5938,2.2,13,41,-355.488,0,0,-0.3703,0,0,0,0,0.731487,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 11:00 am",0,221.921,239.431,95.7424,1,0.862851,0.990782,1,49.6911,0.330276,-34.0488,24.3081,37.5693,1.04449,10.4047,4.0828,58.0752,0,995,154.593,56.7675,12.0297,2.2,14.1,148,-355.488,0,0,-0.3703,0,0,0,0,0.646908,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 12:00 pm",0,233.974,236.271,31.5387,1,0.821229,0.990175,1,53.4824,0.109801,-11.094,7.61646,12.3758,1.10549,10.7732,4.22742,20.7972,0,995,171.891,53.4156,12.1781,1.5,14.6,53,-355.488,0,0,-0.3703,0,0,0,0,0.59507,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 01:00 pm",0,227.927,226.179,0.598136,1,0.823921,0.990213,1,53.2635,0,13.6885,0.144926,0.234709,0.980137,9.86741,3.87197,0.3924,0,995,190.016,53.6238,12.5906,2.2,14.7,1,-355.488,0,0,-0.3703,0,0,0,0,0.598136,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 02:00 pm",0,220.466,218.868,0,1,0.868345,0.990866,1,49.115,0,36.2598,0,0,0.885802,8.92892,3.50371,0,0,995,207.115,57.3526,12.1297,1.3,14.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.654543,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 03:00 pm",0,213.583,212.111,0,1,0.921191,0.991744,1,42.2027,0,54.7528,0,0,0.804718,8.15358,3.19946,0,0,995,222.005,63.9704,11.8469,0.9,13.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.740773,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 04:00 pm",0,207.167,205.801,0,1,0.962386,0.99259,0.9756,33.7205,0,69.8052,0,0,0.736346,7.52089,2.9512,0,0,995,234.581,72.6533,11.7594,0.8,13.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.831756,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 05:00 pm",0,201.06,199.764,0,0.286697,0.9889,0.993637,0.5578,24.2251,0,78.6165,0,0,0.679184,7.10792,2.78915,0,0,995,245.346,82.6624,11.5891,1.7,12.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.91194,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 06:00 pm",0,195.235,194.008,0,0,1.00121,0.996212,0,14.995,0,0,0,0,0.630532,6.69747,2.62809,0,0,995,254.963,93.1599,11.0844,2.4,12.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.965948,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 07:00 pm",0,189.667,188.502,0,0,1.0033,0.998595,0,5.67448,0,0,0,0,0.57985,6.34061,2.48806,0,0,995,264.107,104.593,11.3062,3.7,12.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.9951,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 08:00 pm",0,184.337,183.231,0,0,1.00224,0.999229,0,3.11993,0,0,0,0,0.53976,5.99192,2.35123,0,0,995,273.509,116.216,10.95,4.6,12.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.998518,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 09:00 pm",0,179.176,178.114,0,0,1.00328,0.997254,0,10.9889,0,0,0,0,0.505163,5.73658,2.25103,0,0,995,284.143,127.705,10.65,6.7,11.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.981664,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 10:00 pm",0,174.243,173.239,0,0,0.999001,0.995552,0,17.4607,0,0,0,0,0.475161,5.38048,2.1113,0,0,995,297.606,138.579,9.95938,6.4,11.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.953923,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 30, 11:00 pm",0,169.531,168.582,0,0,0.993207,0.994337,0,21.8247,0,0,0,0,0.44853,5.0454,1.97982,0,0,995,316.73,147.891,9.75937,5.9,11.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.928326,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 12:00 am",0,164.967,164.056,0,0,0.989525,0.993732,0,23.904,0,0,0,0,0.425031,4.81734,1.89032,0,0,995,344.925,153.657,9.71562,7.1,11.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.914226,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 01:00 am",0,160.534,159.66,0,0,0.989719,0.993762,0,23.8029,0,0,0,0,0.405216,4.59755,1.80408,0,0,995,18.545,153.31,9.31563,8,10.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.914939,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 02:00 am",0,156.29,155.464,0,0,0.993792,0.994442,0,21.4581,0,0,0,0,0.388386,4.29256,1.6844,0,0,995,45.75,147.051,9.44063,6.2,10.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.930685,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 03:00 am",0,152.175,151.383,0,0,0.999722,0.995746,0,16.7411,0,0,0,0,0.376242,4.07867,1.60047,0,0,995,64.1168,137.515,9.02188,5.6,9.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.957616,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 04:00 am",0,148.232,147.485,0,0,1.00349,0.997479,0,10.1081,0,0,0,0,0.358896,3.81119,1.49551,0,0,995,77.1882,126.554,9.11406,4.6,9.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.984478,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 05:00 am",0,144.408,143.691,0,0,1.00163,0.999478,0,2.1142,0,0,0,0,0.346685,3.62389,1.42201,0,0,995,87.6448,115.046,8.85312,4.4,9.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.999319,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 06:00 am",0,140.693,140.007,0,0,1.00354,0.998322,0,6.76792,0,0,0,0,0.334311,3.44458,1.35165,0,0,995,96.993,103.447,8.42813,4.4,9.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.993032,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 07:00 am",0,137.067,136.405,0,0,1.00027,0.995907,0,16.1423,0,0,0,0,0.323611,3.29636,1.29349,0,0,995,106.168,92.0732,8.91875,4.8,9.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.960574,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 08:00 am",0,133.545,132.911,0,0.378442,0.986483,0.993286,0.585954,25.3971,0,-78.0336,0,0,0.313904,3.1236,1.2257,0,0,995,115.888,81.69,8.88437,4.4,9.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.903357,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 09:00 am",0,130.113,129.503,0.820467,1,0.95795,0.992486,1,34.8684,0,-68.5345,0.231666,0.321951,0.305285,2.97748,1.16836,0.3924,0,995,126.823,71.8259,9.00625,4.4,10.1,1,-355.488,0,0,-0.3703,0,0,0,0,0.820467,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 10:00 am",0,126.803,126.225,0,1,0.914401,0.991622,1,43.2681,0,-53.1751,0,0,0.297289,2.78435,1.09258,0,0,995,139.623,63.3702,9.28906,3.1,10.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.728155,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 11:00 am",0,126.515,126.515,6.42928,1,0.859928,0.990738,1,49.9895,0.0621857,-34.2074,1.62673,2.52285,0.29565,2.7703,1.08707,3.924,0,995,154.737,57.0696,9.65938,3.3,11.3,10,-355.488,0,0,-0.3703,0,0,0,0,0.642928,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 12:00 pm",0,123.591,123.037,0,1,0.817335,0.99012,1,53.7937,0,-11.1413,0,0,0.28926,2.63935,1.03568,0,0,995,171.949,53.7373,9.75937,3.1,11.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.590695,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 01:00 pm",0,120.447,119.912,0,1,0.820139,0.990159,1,53.5702,0,13.7819,0,0,0.283484,2.52493,0.990783,0,0,995,189.972,53.9467,9.85938,3.1,11.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.593838,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 02:00 pm",0,128.233,132.843,26.6806,1,0.865633,0.990824,1,49.402,0.33212,36.4515,6.7961,10.4695,0.302631,2.93116,1.15019,16.0884,0,995,206.985,57.6583,10.3594,3.8,12,41,-355.488,0,0,-0.3703,0,0,0,0,0.650747,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 03:00 pm",0,127.545,126.968,0,1,0.919541,0.991714,1,42.4678,0,54.9834,0,0,0.295742,2.7848,1.09276,0,0,995,221.821,64.2494,9.26563,3.5,12,0,-355.488,0,0,-0.3703,0,0,0,0,0.737657,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 04:00 pm",0,124.344,123.791,0,1,0.96145,0.992568,0.964683,33.9694,0,70.0409,0,0,0.289919,2.63368,1.03346,0,0,995,234.368,72.9049,8.83125,2.6,11.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.829336,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 05:00 pm",0,121.177,120.635,0,0.268163,0.988427,0.993567,0.551784,24.4626,0,78.7409,0,0,0.284742,2.56549,1.0067,0,0,995,245.115,82.8885,8.53125,3.5,11.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.910232,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 06:00 pm",0,118.078,117.556,0,0,1.00103,0.996149,0,15.2352,0,0,0,0,0.28003,2.44504,0.959434,0,0,995,254.718,93.3728,8.19219,2.9,11.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.964855,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 07:00 pm",0,115.035,114.528,0,0,1.00336,0.998533,0,5.92067,0,0,0,0,0.27585,2.34886,0.921694,0,0,995,263.846,104.797,7.9875,2.7,10.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.994666,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 08:00 pm",0,112.037,111.544,0,0,1.00209,0.999293,0,2.86248,0,0,0,0,0.271693,2.26689,0.889527,0,0,995,273.225,116.418,8,2.9,10.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.998752,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 09:00 pm",0,109.102,108.624,0,0,1.00336,0.997324,0,10.7167,0,0,0,0,0.268124,2.16409,0.849189,0,0,995,283.83,127.915,8.5375,2.2,10.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.982559,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 10:00 pm",0,106.211,105.746,0,0,0.999297,0.99563,0,17.173,0,0,0,0,0.264639,2.08871,0.819611,0,0,995,297.263,138.813,8.2375,2.2,9.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.955418,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Oct 31, 11:00 pm",0,103.354,102.898,0,0,0.99368,0.994421,0,21.5291,0,0,0,0,0.262231,2.02653,0.79521,0,0,995,316.402,148.165,7.31563,1.9,8.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.930231,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 12:00 am",0,100.529,100.082,0,0,0.990104,0.993822,0,23.5994,0,0,0,0,0.2598,1.9688,0.772557,0,0,995,344.787,153.975,6.49375,1.7,7.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.916367,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 01:00 am",0,97.7206,97.2791,0,0,0.990298,0.993852,0,23.4957,0,0,0,0,0.257319,1.93232,0.758241,0,0,997,18.751,153.62,6.08437,2.1,7.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.91709,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 02:00 am",0,94.934,94.4988,0,0,0.99426,0.994527,0,21.1562,0,0,0,0,0.255156,1.89012,0.741684,0,0,997,46.1096,147.311,5.08437,2.1,6.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.9326,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 03:00 am",0,92.1762,91.7484,0,0,0.999995,0.995825,0,16.4494,0,0,0,0,0.252938,1.8418,0.722722,0,0,997,64.4737,137.733,4.49687,1.9,5.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.95907,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 04:00 am",0,89.432,89.0077,0,0,1.00354,0.99755,0,9.83044,0,0,0,0,0.250516,1.81767,0.713254,0,0,997,77.5102,126.749,4.03125,2.7,4.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.985317,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 05:00 am",0,86.7185,86.3015,0,0,1.00145,0.999543,0,1.85014,0,0,0,0,0.248147,1.77109,0.694976,0,0,997,87.9358,115.233,3.56562,2.6,3.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.999479,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 06:00 am",0,84.0277,83.6153,0,0,1.00358,0.998258,0,7.02165,0,0,0,0,0.245683,1.74076,0.683073,0,0,997,97.2613,103.637,2.8875,3.3,3.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.9925,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 07:00 am",0,81.3604,80.9528,0,0,1.00005,0.99584,0,16.3908,0,0,0,0,0.242512,1.71226,0.671892,0,0,997,106.42,92.274,2.80938,5.4,3.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.959359,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Nov 1, 08:00 am",0,78.7588,78.3651,4.50756,0.360774,0.98595,0.993252,0.580209,25.6424,0,-78.1527,0.274416,1.76877,0.239011,1.63239,0.640551,1.962,0,997,116.127,81.9061,2.71875,4.7,3.5,5,-355.488,0,0,-0.3703,0,0,0,0,0.901512,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
