datetime;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd
1988-01-01 01:00:00+01:00;0;274,09;;95900,0;999;6,2
1988-01-01 02:00:00+01:00;0;274,09;;95900,0;220;6,2
1988-01-01 03:00:00+01:00;0;274,09;;95900,0;230;6,2
1988-01-01 04:00:00+01:00;0;274,03999999999996;;95900,0;230;7,2
1988-01-01 05:00:00+01:00;0;273,97999999999996;;95900,0;999;7,4
1988-01-01 06:00:00+01:00;0;273,92999999999995;;95900,0;999;7,5
1988-01-01 07:00:00+01:00;0;273,82;;95900,0;230;7,7
1988-01-01 08:00:00+01:00;0;273,76;;96000,0;220;7,7
1988-01-01 09:00:00+01:00;0;273,71;;96000,0;999;6,9
1988-01-01 10:00:00+01:00;126;273,82;;96100,0;250;6,2
1988-01-01 11:00:00+01:00;283;273,92999999999995;;96100,0;999;6,2
1988-01-01 12:00:00+01:00;545;274,15;;96000,0;999;6,2
1988-01-01 13:00:00+01:00;750;274,37;;95900,0;330;6,2
1988-01-01 14:00:00+01:00;810;274,59;;95700,0;999;6,4
1988-01-01 15:00:00+01:00;709;274,76;;95700,0;310;6,7
1988-01-01 16:00:00+01:00;485;274,82;;95700,0;320;5,1
1988-01-01 17:00:00+01:00;302;274,76;;95700,0;999;4,4
1988-01-01 18:00:00+01:00;0;274,65;;95700,0;999;3,8
1988-01-01 19:00:00+01:00;0;274,53999999999996;;95700,0;30;3,1
1988-01-01 20:00:00+01:00;0;274,37;;95800,0;999;3,1
1988-01-01 21:00:00+01:00;0;274,26;;95800,0;999;3,1
1988-01-01 22:00:00+01:00;0;274,15;;95700,0;310;3,1
1988-01-01 23:00:00+01:00;0;274,09;;95800,0;999;3,1
1988-01-02 00:00:00+01:00;0;274,03999999999996;;95700,0;999;3,1
1988-01-02 01:00:00+01:00;0;273,97999999999996;;95700,0;20;3,1
1988-01-02 02:00:00+01:00;0;273,92999999999995;;95700,0;999;3,1
1988-01-02 03:00:00+01:00;0;273,92999999999995;;95700,0;999;3,1
1988-01-02 04:00:00+01:00;0;273,87;;95600,0;50;3,1
1988-01-02 05:00:00+01:00;0;273,82;;95700,0;999;3,1
1988-01-02 06:00:00+01:00;0;273,76;;95700,0;999;3,1
1988-01-02 07:00:00+01:00;0;273,76;;95700,0;50;3,1
1988-01-02 08:00:00+01:00;0;273,71;;95800,0;999;4,0
1988-01-02 09:00:00+01:00;0;273,71;;95800,0;999;4,8
1988-01-02 10:00:00+01:00;347;273,76;;95800,0;999;5,7
1988-01-02 11:00:00+01:00;258;273,87;;95800,0;999;6,5
1988-01-02 12:00:00+01:00;280;274,03999999999996;;95700,0;999;7,4
1988-01-02 13:00:00+01:00;331;274,21;;95600,0;60;8,2
1988-01-02 14:00:00+01:00;432;274,42999999999995;;95500,0;70;7,7
1988-01-02 15:00:00+01:00;564;274,53999999999996;;95500,0;999;8,0
1988-01-02 16:00:00+01:00;463;274,59;;95400,0;70;8,2
1988-01-02 17:00:00+01:00;252;274,59;;95500,0;999;7,2
1988-01-02 18:00:00+01:00;126;274,47999999999996;;95500,0;999;6,1
1988-01-02 19:00:00+01:00;0;274,37;;95500,0;80;5,1
1988-01-02 20:00:00+01:00;0;274,26;;95500,0;999;4,4
1988-01-02 21:00:00+01:00;0;274,15;;95500,0;999;3,8
1988-01-02 22:00:00+01:00;0;274,09;;95600,0;40;3,1
1988-01-02 23:00:00+01:00;0;274,03999999999996;;95600,0;999;2,8
1988-01-03 00:00:00+01:00;0;273,92999999999995;;95600,0;999;2,4
1988-01-03 01:00:00+01:00;0;273,87;;95600,0;50;2,1
1988-01-03 02:00:00+01:00;0;273,87;;95500,0;999;2,1
1988-01-03 03:00:00+01:00;0;273,76;;95500,0;999;2,1
1988-01-03 04:00:00+01:00;0;273,71;;95500,0;30;2,1
1988-01-03 05:00:00+01:00;0;273,71;;95500,0;999;2,3
1988-01-03 06:00:00+01:00;0;273,65;;95500,0;30;2,6
1988-01-03 07:00:00+01:00;0;273,59;;95500,0;40;1,0
1988-01-03 08:00:00+01:00;0;273,53999999999996;;95500,0;999;1,0
1988-01-03 09:00:00+01:00;0;273,53999999999996;;95600,0;999;1,0
1988-01-03 10:00:00+01:00;53;273,59;;95600,0;50;1,0
1988-01-03 11:00:00+01:00;94;273,71;;95600,0;999;2,4
1988-01-03 12:00:00+01:00;154;273,92999999999995;;95400,0;999;3,7
1988-01-03 13:00:00+01:00;151;274,09;;95400,0;50;5,1
1988-01-03 14:00:00+01:00;312;274,26;;95300,0;999;4,6
1988-01-03 15:00:00+01:00;302;274,37;;95400,0;70;4,1
1988-01-03 16:00:00+01:00;116;274,42999999999995;;95400,0;70;3,6
1988-01-03 17:00:00+01:00;78;274,42999999999995;;95400,0;999;2,9
1988-01-03 18:00:00+01:00;44;274,32;;95400,0;999;2,2
1988-01-03 19:00:00+01:00;0;274,21;;95400,0;350;1,5
1988-01-03 20:00:00+01:00;0;274,03999999999996;;95500,0;999;0,7
1988-01-03 21:00:00+01:00;0;273,97999999999996;;95500,0;0;0,0
1988-01-03 22:00:00+01:00;0;273,92999999999995;;95400,0;40;1,5
1988-01-03 23:00:00+01:00;0;273,82;;95300,0;999;1,7
1988-01-04 00:00:00+01:00;0;273,76;;95400,0;999;1,9
1988-01-04 01:00:00+01:00;0;273,76;;95400,0;50;2,1
1988-01-04 02:00:00+01:00;0;273,71;;95400,0;999;2,3
1988-01-04 03:00:00+01:00;0;273,71;;95400,0;40;2,6
1988-01-04 04:00:00+01:00;0;273,71;;95300,0;999;1,9
1988-01-04 05:00:00+01:00;0;273,65;;95300,0;999;1,3
1988-01-04 06:00:00+01:00;0;273,65;;95300,0;999;0,6
1988-01-04 07:00:00+01:00;0;273,59;;95300,0;0;0,0
1988-01-04 08:00:00+01:00;0;273,59;;95400,0;999;0,9
1988-01-04 09:00:00+01:00;0;273,59;;95500,0;999;1,8
1988-01-04 10:00:00+01:00;375;273,65;;95400,0;999;2,7
1988-01-04 11:00:00+01:00;555;273,82;;95300,0;60;3,6
1988-01-04 12:00:00+01:00;687;274,03999999999996;;95300,0;999;2,3
1988-01-04 13:00:00+01:00;782;274,26;;95200,0;60;1,0
1988-01-04 14:00:00+01:00;813;274,47999999999996;;95100,0;999;1,0
1988-01-04 15:00:00+01:00;779;274,65;;95100,0;999;1,0
1988-01-04 16:00:00+01:00;681;274,71;;95000,0;230;1,0
1988-01-04 17:00:00+01:00;545;274,71;;95000,0;250;0,5
1988-01-04 18:00:00+01:00;359;274,53999999999996;;95100,0;999;0,7
1988-01-04 19:00:00+01:00;0;274,37;;95200,0;210;1,0
1988-01-04 20:00:00+01:00;0;274,26;;95100,0;999;0,7
1988-01-04 21:00:00+01:00;0;274,15;;95100,0;999;0,3
1988-01-04 22:00:00+01:00;0;274,03999999999996;;95000,0;0;0,0
1988-01-04 23:00:00+01:00;0;273,97999999999996;;95000,0;999;0,0
1988-01-05 00:00:00+01:00;0;273,92999999999995;;95000,0;999;0,0
1988-01-05 01:00:00+01:00;0;273,87;;94800,0;0;0,0
1988-01-05 02:00:00+01:00;0;273,82;;95000,0;999;0,0
1988-01-05 03:00:00+01:00;0;273,76;;95000,0;999;0,0
1988-01-05 04:00:00+01:00;0;273,71;;94900,0;0;0,0
1988-01-05 05:00:00+01:00;0;273,65;;94900,0;999;0,0
1988-01-05 06:00:00+01:00;0;273,59;;94800,0;999;0,0
1988-01-05 07:00:00+01:00;0;273,53999999999996;;94900,0;0;0,0
1988-01-05 08:00:00+01:00;0;273,47999999999996;;94900,0;999;0,0
1988-01-05 09:00:00+01:00;0;273,47999999999996;;94900,0;0;0,0
1988-01-05 10:00:00+01:00;369;273,59;;94900,0;0;0,0
1988-01-05 11:00:00+01:00;555;273,82;;94700,0;999;0,0
1988-01-05 12:00:00+01:00;690;274,03999999999996;;94800,0;999;0,0
1988-01-05 13:00:00+01:00;785;274,37;;94700,0;0;0,0
1988-01-05 14:00:00+01:00;817;274,65;;94700,0;999;0,3
1988-01-05 15:00:00+01:00;782;274,87;;94600,0;999;0,7
1988-01-05 16:00:00+01:00;684;274,97999999999996;;94600,0;160;1,0
1988-01-05 17:00:00+01:00;548;274,92999999999995;;94600,0;999;0,7
1988-01-05 18:00:00+01:00;359;274,76;;94700,0;999;0,3
1988-01-05 19:00:00+01:00;0;274,59;;94700,0;0;0,0
1988-01-05 20:00:00+01:00;0;274,42999999999995;;94700,0;999;0,0
1988-01-05 21:00:00+01:00;0;274,21;;94700,0;999;0,0
1988-01-05 22:00:00+01:00;0;274,09;;94900,0;0;0,0
1988-01-05 23:00:00+01:00;0;273,97999999999996;;94800,0;999;0,0
1988-01-06 00:00:00+01:00;0;273,92999999999995;;94800,0;999;0,0
1988-01-06 01:00:00+01:00;0;273,82;;94800,0;0;0,0
1988-01-06 02:00:00+01:00;0;273,82;;94900,0;0;0,0
1988-01-06 03:00:00+01:00;0;273,76;;95000,0;999;0,0
1988-01-06 04:00:00+01:00;0;273,71;;95000,0;0;0,0
1988-01-06 05:00:00+01:00;0;273,71;;95000,0;999;0,3
1988-01-06 06:00:00+01:00;0;273,65;;95100,0;999;0,7
1988-01-06 07:00:00+01:00;0;273,59;;95200,0;150;1,0
1988-01-06 08:00:00+01:00;0;273,59;;95200,0;999;1,4
1988-01-06 09:00:00+01:00;0;273,59;;95300,0;999;1,7
1988-01-06 10:00:00+01:00;473;273,65;;95300,0;190;2,1
1988-01-06 11:00:00+01:00;656;273,87;;95300,0;999;1,7
1988-01-06 12:00:00+01:00;735;274,15;;95200,0;999;1,4
1988-01-06 13:00:00+01:00;779;274,47999999999996;;95300,0;200;1,0
1988-01-06 14:00:00+01:00;794;274,76;;95200,0;999;2,4
1988-01-06 15:00:00+01:00;779;274,97999999999996;;95100,0;999;3,7
1988-01-06 16:00:00+01:00;735;275,09;;95100,0;20;5,1
1988-01-06 17:00:00+01:00;653;275,03999999999996;;95100,0;999;5,1
1988-01-06 18:00:00+01:00;463;274,87;;95200,0;999;5,1
1988-01-06 19:00:00+01:00;0;274,65;;95200,0;330;5,1
1988-01-06 20:00:00+01:00;0;274,47999999999996;;95200,0;999;3,9
1988-01-06 21:00:00+01:00;0;274,32;;95200,0;999;2,7
1988-01-06 22:00:00+01:00;0;274,15;;95300,0;330;1,5
1988-01-06 23:00:00+01:00;0;274,09;;95300,0;999;1,8
1988-01-07 00:00:00+01:00;0;273,97999999999996;;95200,0;320;2,1
1988-01-07 01:00:00+01:00;0;273,92999999999995;;95300,0;999;2,1
1988-01-07 02:00:00+01:00;0;273,87;;95200,0;310;2,1
1988-01-07 03:00:00+01:00;0;273,87;;95300,0;320;2,1
1988-01-07 04:00:00+01:00;0;273,82;;95200,0;40;4,1
1988-01-07 05:00:00+01:00;0;273,87;;95200,0;999;3,8
1988-01-07 06:00:00+01:00;0;273,87;;95200,0;999;3,4
1988-01-07 07:00:00+01:00;0;273,82;;95200,0;60;3,1
1988-01-07 08:00:00+01:00;0;273,82;;95300,0;40;2,1
1988-01-07 09:00:00+01:00;0;273,82;;95400,0;999;2,1
1988-01-07 10:00:00+01:00;482;273,87;;95400,0;50;2,1
1988-01-07 11:00:00+01:00;533;274,03999999999996;;95400,0;999;3,5
1988-01-07 12:00:00+01:00;618;274,26;;95200,0;999;4,8
1988-01-07 13:00:00+01:00;760;274,47999999999996;;95100,0;60;6,2
1988-01-07 14:00:00+01:00;804;274,71;;95100,0;999;6,2
1988-01-07 15:00:00+01:00;763;274,87;;95100,0;999;6,2
1988-01-07 16:00:00+01:00;716;274,92999999999995;;95100,0;60;6,2
1988-01-07 17:00:00+01:00;665;274,92999999999995;;95100,0;999;5,0
1988-01-07 18:00:00+01:00;476;274,82;;95100,0;999;3,8
1988-01-07 19:00:00+01:00;0;274,59;;95000,0;40;2,6
1988-01-07 20:00:00+01:00;0;274,47999999999996;;95000,0;999;2,6
1988-01-07 21:00:00+01:00;0;274,37;;95000,0;50;2,6
1988-01-07 22:00:00+01:00;0;274,26;;95000,0;50;3,6
1988-01-07 23:00:00+01:00;0;274,21;;95100,0;999;2,9
1988-01-08 00:00:00+01:00;0;274,15;;95000,0;999;2,2
1988-01-08 01:00:00+01:00;0;274,09;;95000,0;20;1,5
1988-01-08 02:00:00+01:00;0;274,09;;95000,0;999;1,9
1988-01-08 03:00:00+01:00;0;274,03999999999996;;95000,0;999;2,2
1988-01-08 04:00:00+01:00;0;274,03999999999996;;95000,0;60;2,6
1988-01-08 05:00:00+01:00;0;274,03999999999996;;95000,0;999;2,6
1988-01-08 06:00:00+01:00;0;273,97999999999996;;95000,0;999;2,6
1988-01-08 07:00:00+01:00;0;273,97999999999996;;95000,0;40;2,6
1988-01-08 08:00:00+01:00;0;273,97999999999996;;95200,0;999;2,4
1988-01-08 09:00:00+01:00;0;273,97999999999996;;95300,0;999;2,3
1988-01-08 10:00:00+01:00;233;274,03999999999996;;95300,0;50;2,1
1988-01-08 11:00:00+01:00;318;274,15;;95300,0;999;2,6
1988-01-08 12:00:00+01:00;479;274,37;;95200,0;999;3,1
1988-01-08 13:00:00+01:00;555;274,59;;95100,0;999;3,6
1988-01-08 14:00:00+01:00;552;274,76;;95100,0;999;4,1
1988-01-08 15:00:00+01:00;451;274,92999999999995;;95100,0;999;4,6
1988-01-08 16:00:00+01:00;324;274,97999999999996;;95100,0;80;5,1
1988-01-08 17:00:00+01:00;384;274,92999999999995;;95200,0;999;3,7
1988-01-08 18:00:00+01:00;473;274,87;;95200,0;999;2,4
1988-01-08 19:00:00+01:00;0;274,71;;95300,0;40;1,0
1988-01-08 20:00:00+01:00;0;274,59;;95300,0;999;1,7
1988-01-08 21:00:00+01:00;0;274,42999999999995;;95300,0;999;2,4
1988-01-08 22:00:00+01:00;0;274,37;;95400,0;60;3,1
1988-01-08 23:00:00+01:00;0;274,26;;95500,0;999;3,1
1988-01-09 00:00:00+01:00;0;274,21;;95500,0;999;3,1
1988-01-09 01:00:00+01:00;0;274,21;;95400,0;60;3,1
1988-01-09 02:00:00+01:00;0;274,21;;95400,0;60;2,6
1988-01-09 03:00:00+01:00;0;274,15;;95400,0;999;1,3
1988-01-09 04:00:00+01:00;0;274,03999999999996;;95500,0;0;0,0
1988-01-09 05:00:00+01:00;0;273,97999999999996;;95500,0;999;0,7
1988-01-09 06:00:00+01:00;0;273,92999999999995;;95500,0;999;1,4
1988-01-09 07:00:00+01:00;0;273,87;;95600,0;20;2,1
1988-01-09 08:00:00+01:00;0;273,76;;95700,0;350;2,1
1988-01-09 09:00:00+01:00;0;273,76;;95700,0;999;1,5
1988-01-09 10:00:00+01:00;176;273,87;;95700,0;40;1,0
1988-01-09 11:00:00+01:00;271;274,03999999999996;;95700,0;999;1,0
1988-01-09 12:00:00+01:00;271;274,26;;95600,0;999;1,0
1988-01-09 13:00:00+01:00;340;274,47999999999996;;95500,0;100;1,0
1988-01-09 14:00:00+01:00;388;274,71;;95400,0;999;0,7
1988-01-09 15:00:00+01:00;296;274,87;;95400,0;999;0,3
1988-01-09 16:00:00+01:00;359;274,92999999999995;;95400,0;0;0,0
1988-01-09 17:00:00+01:00;340;274,87;;95500,0;999;0,0
1988-01-09 18:00:00+01:00;141;274,76;;95500,0;999;0,0
1988-01-09 19:00:00+01:00;0;274,65;;95600,0;0;0,0
1988-01-09 20:00:00+01:00;0;274,47999999999996;;95600,0;0;0,0
1988-01-09 21:00:00+01:00;0;274,37;;95600,0;999;0,0
1988-01-09 22:00:00+01:00;0;274,26;;95700,0;0;0,0
1988-01-09 23:00:00+01:00;0;274,15;;95700,0;999;0,0
1988-01-10 00:00:00+01:00;0;274,09;;95700,0;0;0,0
1988-01-10 01:00:00+01:00;0;274,03999999999996;;95600,0;20;2,1
1988-01-10 02:00:00+01:00;0;273,97999999999996;;95600,0;0;0,0
1988-01-10 03:00:00+01:00;0;273,92999999999995;;95600,0;90;3,6
1988-01-10 04:00:00+01:00;0;273,92999999999995;;95600,0;80;3,1
1988-01-10 05:00:00+01:00;0;273,87;;95600,0;999;2,8
1988-01-10 06:00:00+01:00;0;273,82;;95600,0;999;2,4
1988-01-10 07:00:00+01:00;0;273,76;;95600,0;30;2,1
1988-01-10 08:00:00+01:00;0;273,71;;95700,0;999;2,8
1988-01-10 09:00:00+01:00;0;273,76;;95600,0;70;3,6
1988-01-10 10:00:00+01:00;523;273,82;;95600,0;20;2,1
1988-01-10 11:00:00+01:00;656;273,97999999999996;;95600,0;999;2,4
1988-01-10 12:00:00+01:00;738;274,15;;95400,0;999;2,8
1988-01-10 13:00:00+01:00;782;274,42999999999995;;95300,0;60;3,1
1988-01-10 14:00:00+01:00;798;274,71;;95200,0;60;2,6
1988-01-10 15:00:00+01:00;785;274,87;;95100,0;999;2,8
1988-01-10 16:00:00+01:00;738;274,92999999999995;;95100,0;70;3,1
1988-01-10 17:00:00+01:00;659;274,92999999999995;;95100,0;999;2,1
1988-01-10 18:00:00+01:00;529;274,82;;95100,0;999;1,0
1988-01-10 19:00:00+01:00;0;274,59;;95100,0;0;0,0
1988-01-10 20:00:00+01:00;0;274,47999999999996;;95100,0;999;0,4
1988-01-10 21:00:00+01:00;0;274,32;;95000,0;999;0,7
1988-01-10 22:00:00+01:00;0;274,21;;95000,0;999;1,0
1988-01-10 23:00:00+01:00;0;274,15;;95000,0;999;1,4
1988-01-11 00:00:00+01:00;0;274,03999999999996;;94900,0;999;1,7
1988-01-11 01:00:00+01:00;0;273,97999999999996;;94900,0;50;2,1
1988-01-11 02:00:00+01:00;0;273,92999999999995;;94900,0;999;2,1
1988-01-11 03:00:00+01:00;0;273,87;;94800,0;999;2,1
1988-01-11 04:00:00+01:00;0;273,87;;94700,0;20;2,1
1988-01-11 05:00:00+01:00;0;273,82;;94700,0;999;2,1
1988-01-11 06:00:00+01:00;0;273,76;;94800,0;40;2,1
1988-01-11 07:00:00+01:00;0;273,71;;94800,0;999;1,9
1988-01-11 08:00:00+01:00;0;273,65;;94700,0;999;1,8
1988-01-11 09:00:00+01:00;0;273,65;;94800,0;999;1,6
1988-01-11 10:00:00+01:00;324;273,71;;94700,0;40;1,5
1988-01-11 11:00:00+01:00;397;273,87;;94500,0;999;1,9
1988-01-11 12:00:00+01:00;391;274,15;;94400,0;999;2,2
1988-01-11 13:00:00+01:00;413;274,37;;94400,0;70;2,6
1988-01-11 14:00:00+01:00;429;274,71;;94400,0;999;2,1
1988-01-11 15:00:00+01:00;429;274,87;;94400,0;999;1,5
1988-01-11 16:00:00+01:00;337;274,92999999999995;;94400,0;50;1,0
1988-01-11 17:00:00+01:00;214;274,92999999999995;;94400,0;999;1,0
1988-01-11 18:00:00+01:00;350;274,82;;94600,0;999;1,0
1988-01-11 19:00:00+01:00;0;274,59;;94800,0;300;1,0
1988-01-11 20:00:00+01:00;0;274,42999999999995;;94900,0;60;1,0
1988-01-11 21:00:00+01:00;0;274,32;;94900,0;999;0,5
1988-01-11 22:00:00+01:00;0;274,21;;95000,0;0;0,0
1988-01-11 23:00:00+01:00;0;274,09;;95100,0;0;0,0
1988-01-12 00:00:00+01:00;0;274,03999999999996;;95100,0;999;0,0
1988-01-12 01:00:00+01:00;0;273,92999999999995;;95100,0;0;0,0
1988-01-12 02:00:00+01:00;0;273,87;;95100,0;999;0,0
1988-01-12 03:00:00+01:00;0;273,87;;95100,0;999;0,0
1988-01-12 04:00:00+01:00;0;273,87;;95200,0;0;0,0
1988-01-12 05:00:00+01:00;0;273,87;;95200,0;999;0,0
1988-01-12 06:00:00+01:00;0;273,87;;95300,0;999;0,0
1988-01-12 07:00:00+01:00;0;273,82;;95400,0;0;0,0
1988-01-12 08:00:00+01:00;0;273,76;;95400,0;999;0,0
1988-01-12 09:00:00+01:00;0;273,76;;95500,0;0;0,0
1988-01-12 10:00:00+01:00;523;273,87;;95600,0;0;0,0
1988-01-12 11:00:00+01:00;656;274,03999999999996;;95600,0;999;0,0
1988-01-12 12:00:00+01:00;741;274,21;;95500,0;999;0,0
1988-01-12 13:00:00+01:00;785;274,47999999999996;;95400,0;0;0,0
1988-01-12 14:00:00+01:00;801;274,76;;95400,0;999;0,7
1988-01-12 15:00:00+01:00;788;274,92999999999995;;95400,0;999;1,4
1988-01-12 16:00:00+01:00;744;274,97999999999996;;95400,0;50;2,1
1988-01-12 17:00:00+01:00;662;274,92999999999995;;95400,0;999;1,9
1988-01-12 18:00:00+01:00;533;274,82;;95500,0;999;1,7
1988-01-12 19:00:00+01:00;0;274,65;;95600,0;50;1,5
1988-01-12 20:00:00+01:00;0;274,53999999999996;;95600,0;999;2,0
1988-01-12 21:00:00+01:00;0;274,37;;95700,0;40;2,6
1988-01-12 22:00:00+01:00;0;274,26;;95700,0;40;2,1
1988-01-12 23:00:00+01:00;0;274,15;;95700,0;999;3,1
1988-01-13 00:00:00+01:00;0;274,09;;95800,0;999;4,1
1988-01-13 01:00:00+01:00;0;274,03999999999996;;95800,0;70;5,1
1988-01-13 02:00:00+01:00;0;274,03999999999996;;95800,0;999;5,5
1988-01-13 03:00:00+01:00;0;273,97999999999996;;95700,0;999;5,8
1988-01-13 04:00:00+01:00;0;273,97999999999996;;95800,0;70;6,2
1988-01-13 05:00:00+01:00;0;273,97999999999996;;95700,0;999;3,6
1988-01-13 06:00:00+01:00;0;273,92999999999995;;95800,0;20;1,0
1988-01-13 07:00:00+01:00;0;273,87;;96000,0;70;2,1
1988-01-13 08:00:00+01:00;0;273,87;;96000,0;999;3,6
1988-01-13 09:00:00+01:00;0;273,87;;96000,0;999;5,2
1988-01-13 10:00:00+01:00;523;273,92999999999995;;96000,0;60;6,7
1988-01-13 11:00:00+01:00;659;274,09;;96000,0;999;7,6
1988-01-13 12:00:00+01:00;741;274,32;;95900,0;999;8,4
1988-01-13 13:00:00+01:00;788;274,53999999999996;;95800,0;70;9,3
1988-01-13 14:00:00+01:00;804;274,76;;95800,0;70;8,7
1988-01-13 15:00:00+01:00;788;274,92999999999995;;95700,0;999;8,2
1988-01-13 16:00:00+01:00;744;274,97999999999996;;95700,0;90;7,7
1988-01-13 17:00:00+01:00;665;274,97999999999996;;95800,0;999;6,2
1988-01-13 18:00:00+01:00;536;274,87;;95900,0;999;4,6
1988-01-13 19:00:00+01:00;0;274,71;;95900,0;90;3,1
1988-01-13 20:00:00+01:00;0;274,53999999999996;;95900,0;999;3,1
1988-01-13 21:00:00+01:00;0;274,42999999999995;;96000,0;999;3,1
1988-01-13 22:00:00+01:00;0;274,32;;96000,0;60;3,1
1988-01-13 23:00:00+01:00;0;274,26;;96000,0;999;3,1
1988-01-14 00:00:00+01:00;0;274,21;;96000,0;999;3,1
1988-01-14 01:00:00+01:00;0;274,15;;96000,0;60;3,1
1988-01-14 02:00:00+01:00;0;274,09;;96000,0;60;2,6
1988-01-14 03:00:00+01:00;0;274,03999999999996;;96000,0;999;2,9
1988-01-14 04:00:00+01:00;0;274,03999999999996;;96000,0;999;3,2
1988-01-14 05:00:00+01:00;0;273,97999999999996;;96000,0;999;3,5
1988-01-14 06:00:00+01:00;0;273,92999999999995;;96000,0;999;3,8
1988-01-14 07:00:00+01:00;0;273,87;;96000,0;40;4,1
1988-01-14 08:00:00+01:00;0;273,82;;96000,0;70;4,1
1988-01-14 09:00:00+01:00;0;273,82;;96100,0;999;4,1
1988-01-14 10:00:00+01:00;523;273,92999999999995;;96000,0;60;4,1
1988-01-14 11:00:00+01:00;662;274,09;;96000,0;999;4,3
1988-01-14 12:00:00+01:00;744;274,32;;95900,0;999;4,4
1988-01-14 13:00:00+01:00;788;274,59;;95700,0;50;4,6
1988-01-14 14:00:00+01:00;804;274,87;;95600,0;999;4,1
1988-01-14 15:00:00+01:00;791;275,03999999999996;;95500,0;999;3,6
1988-01-14 16:00:00+01:00;747;275,09;;95400,0;60;3,1
1988-01-14 17:00:00+01:00;668;275,09;;95400,0;999;2,4
1988-01-14 18:00:00+01:00;539;274,92999999999995;;95400,0;999;1,7
1988-01-14 19:00:00+01:00;0;274,71;;95400,0;50;1,0
1988-01-14 20:00:00+01:00;0;274,59;;95400,0;999;1,0
1988-01-14 21:00:00+01:00;0;274,47999999999996;;95300,0;999;1,0
1988-01-14 22:00:00+01:00;0;274,37;;95300,0;80;1,0
1988-01-14 23:00:00+01:00;0;274,26;;95300,0;999;1,0
1988-01-15 00:00:00+01:00;0;274,21;;95200,0;999;1,0
1988-01-15 01:00:00+01:00;0;274,09;;95100,0;50;1,0
1988-01-15 02:00:00+01:00;0;274,03999999999996;;95100,0;999;2,0
1988-01-15 03:00:00+01:00;0;274,03999999999996;;95000,0;999;3,1
1988-01-15 04:00:00+01:00;0;273,97999999999996;;94900,0;40;4,1
1988-01-15 05:00:00+01:00;0;273,92999999999995;;94800,0;999;4,4
1988-01-15 06:00:00+01:00;0;273,87;;94800,0;999;4,8
1988-01-15 07:00:00+01:00;0;273,87;;94700,0;60;5,1
1988-01-15 08:00:00+01:00;0;273,82;;94700,0;999;4,6
1988-01-15 09:00:00+01:00;0;273,76;;94600,0;999;4,1
1988-01-15 10:00:00+01:00;523;273,87;;94600,0;30;3,6
1988-01-15 11:00:00+01:00;662;274,03999999999996;;94600,0;60;5,1
1988-01-15 12:00:00+01:00;744;274,26;;94500,0;999;5,1
1988-01-15 13:00:00+01:00;788;274,47999999999996;;94400,0;60;5,1
1988-01-15 14:00:00+01:00;804;274,71;;94200,0;999;4,1
1988-01-15 15:00:00+01:00;791;274,87;;94200,0;999;3,1
1988-01-15 16:00:00+01:00;750;274,92999999999995;;94200,0;80;2,1
1988-01-15 17:00:00+01:00;671;274,92999999999995;;94200,0;999;1,4
1988-01-15 18:00:00+01:00;542;274,82;;94300,0;999;0,7
1988-01-15 19:00:00+01:00;0;274,65;;94300,0;0;0,0
1988-01-15 20:00:00+01:00;0;274,47999999999996;;94400,0;999;0,0
1988-01-15 21:00:00+01:00;0;274,37;;94400,0;999;0,0
1988-01-15 22:00:00+01:00;0;274,32;;94500,0;0;0,0
1988-01-15 23:00:00+01:00;0;274,21;;94500,0;0;0,0
1988-01-16 00:00:00+01:00;0;274,09;;94500,0;999;0,0
1988-01-16 01:00:00+01:00;0;274,03999999999996;;94500,0;0;0,0
1988-01-16 02:00:00+01:00;0;274,03999999999996;;94500,0;999;0,7
1988-01-16 03:00:00+01:00;0;273,97999999999996;;94500,0;999;1,5
1988-01-16 04:00:00+01:00;0;273,92999999999995;;94400,0;60;1,5
1988-01-16 05:00:00+01:00;0;273,92999999999995;;94500,0;999;1,0
1988-01-16 06:00:00+01:00;0;273,87;;94400,0;999;0,5
1988-01-16 07:00:00+01:00;0;273,82;;94500,0;0;0,0
1988-01-16 08:00:00+01:00;0;273,82;;94500,0;0;0,0
1988-01-16 09:00:00+01:00;0;273,76;;94500,0;999;0,0
1988-01-16 10:00:00+01:00;56;273,82;;94500,0;0;0,0
1988-01-16 11:00:00+01:00;44;273,92999999999995;;94500,0;999;0,0
1988-01-16 12:00:00+01:00;37;274,03999999999996;;94400,0;999;0,0
1988-01-16 13:00:00+01:00;34;274,21;;94300,0;0;0,0
1988-01-16 14:00:00+01:00;37;274,37;;94200,0;0;0,0
1988-01-16 15:00:00+01:00;47;274,47999999999996;;94200,0;999;1,5
1988-01-16 16:00:00+01:00;56;274,53999999999996;;94200,0;280;3,1
1988-01-16 17:00:00+01:00;44;274,47999999999996;;94200,0;260;1,5
1988-01-16 18:00:00+01:00;56;274,42999999999995;;94200,0;999;1,8
1988-01-16 19:00:00+01:00;0;274,32;;94400,0;230;2,1
1988-01-16 20:00:00+01:00;0;274,26;;94400,0;999;2,1
1988-01-16 21:00:00+01:00;0;274,15;;94400,0;999;2,1
1988-01-16 22:00:00+01:00;0;274,09;;94300,0;210;2,1
1988-01-16 23:00:00+01:00;0;273,97999999999996;;94300,0;999;2,1
