"Time stamp","1st operating mode","2nd op. mode, if applicable","3rd op. mode, if applicable","Field change in material/htf internal energy | (MWt)","Field collector DNI-cosine product | (W/m2)","Field collector cosine efficiency","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector tracking power | (MWe)","Field fraction of focused SCAs","Field freeze protection required | (MWt)","Field htf pumping power | (MWe)","Field optical efficiency before defocus","Field piping thermal losses | (MWt)","Field pressure drop | (bar)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power leaving in HTF | (MWt)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field total mass flow delivered | (kg/s)","Field total mass flow recirculated | (kg/s)","Heat sink HTF inlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Heat sink HTF outlet temp | (C)","Heat sink pumping power | (MWe)","Heat sink thermal power | (MWt)","Loop timestep-averaged inlet temperature | (C)","Loop timestep-averaged outlet temperature | (C)","Receiver mass flow rate | (kg/s)","Receiver thermal losses | (MWt)","Receiver thermal power absorbed | (MWt)","Receiver thermal power incident | (MWt)","Relative energy balance error","Relative mass flow balance error","Resource Beam normal irradiance | (W/m2)","Resource Dry bulb temperature | (C)","Resource Hour of Day","Resource Month","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","System total electrical parasitic | (MWe)","TES charge mass flow rate | (kg/s)","TES charge state | (MWht)","TES charge thermal power | (MWt)","TES cold temperature | (C)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","TES freeze protection power | (MWe)","TES hot temperature | (C)","TES thermal losses | (MWt)","Time at end of timestep | (hr)"
"Jan 1, 12:00 am",1,0,0,-1.52889,0,0,0,0,0,0,0,1,0,0.0130237,0,0,0.512237,0,0,-0.0540817,170.909,170.773,0,204,393,0,293,0,0,171.396,168.27,1.7,1.58463,-1.58463,0,0,0,0,4.1,1,1,998,325.035,160.518,3.86562,1.3,0.0130237,0,0,0,-273.15,0,0,0,-273.15,0,1
"Jan 1, 01:00 am",1,0,0,-1.49399,0,0,0,0,0,0,0,1,0,0.0130136,0,0,0.512254,0,0,-0.045995,169.308,169.192,0,204,393,0,293,0,0,170.658,167.055,1.7,1.5407,-1.5407,0,0,0,0,9.4,2,1,998,10.9753,163.064,8.22812,2.3,0.0130136,0,0,0,-273.15,0,0,0,-273.15,0,2
"Jan 1, 02:00 am",1,0,0,-1.48159,0,0,0,0,0,0,0,1,0,0.0130009,0,0,0.512286,0,0,-0.0398244,168.046,167.945,0,204,393,0,293,0,0,169.573,166.09,1.7,1.52165,-1.52165,0,0,0,0,9.4,3,1,999,49.3841,157.017,7.29062,1.8,0.0130009,0,0,0,-273.15,0,0,0,-273.15,0,3
"Jan 1, 03:00 am",1,0,0,-1.46137,0,0,0,0,0,0,0,1,0,0.0129881,0,0,0.512323,0,0,-0.0382224,166.888,166.792,0,204,393,0,293,0,0,168.432,165.006,1.7,1.49973,-1.49973,0,0,0,0,9.2,4,1,999,70.1802,146.922,6.93437,1.5,0.0129881,0,0,0,-273.15,0,0,0,-273.15,0,4
"Jan 1, 04:00 am",1,0,0,-1.43798,0,0,0,0,0,0,0,1,0,0.0129757,0,0,0.512367,0,0,-0.0373501,165.764,165.67,0,204,393,0,293,0,0,167.295,163.92,1.7,1.47545,-1.47545,0,0,0,0,9.2,5,1,999,83.104,135.615,6.93437,1.8,0.0129757,0,0,0,-273.15,0,0,0,-273.15,0,5
"Jan 1, 05:00 am",1,0,0,-1.41629,0,0,0,0,0,0,0,1,0,0.0129636,0,0,0.512415,0,0,-0.0367124,164.661,164.569,0,204,393,0,293,0,0,166.172,162.844,1.7,1.45312,-1.45312,0,0,0,0,9.1,6,1,999,92.9449,124.007,6.75625,1.8,0.0129636,0,0,0,-273.15,0,0,0,-273.15,0,6
"Jan 1, 06:00 am",1,0,0,-1.3943,0,0,0,0,0,0,0,1,0,0.0129518,0,0,0.512468,0,0,-0.0360963,163.575,163.484,0,204,393,0,293,0,0,165.065,161.784,1.7,1.4305,-1.4305,0,0,0,0,9,7,1,999,101.632,112.486,6.73438,2.1,0.0129518,0,0,0,-273.15,0,0,0,-273.15,0,7
"Jan 1, 07:00 am",1,0,0,-1.37456,0,0,0,0,0,0,0,1,0,0.0129404,0,0,0.512527,0,0,-0.0355623,162.505,162.414,0,204,393,0,293,0,0,163.974,160.735,1.7,1.41023,-1.41023,0,0,0,0,9,8,1,999,110.129,101.311,6.65625,1.6,0.0129404,0,0,0,-273.15,0,0,0,-273.15,0,8
"Jan 1, 08:00 am",1,0,0,-1.35227,0,0,0,0,0,0,0,1,0,0.0129294,0,0,0.512589,0,0,-0.0349321,161.449,161.361,0,204,393,0,293,0,0,162.899,159.707,1.7,1.3873,-1.3873,0,0,0,0,9,9,1,999,119.07,90.744,6.5,2.3,0.0129294,0,0,0,-273.15,0,0,0,-273.15,0,9
"Jan 1, 09:00 am",1,0,0,-1.33068,0,0,0,0,0,0,0,1,0,0.0129187,0,0,0.512656,0,0,-0.0343306,160.411,160.324,0,204,393,0,293,0,0,161.841,158.695,1.7,1.36511,-1.36511,0,0,0,0,9.5,10,1,999,128.971,81.5633,6.92188,2,0.0129187,0,0,0,-273.15,0,0,0,-273.15,0,10
"Jan 1, 10:00 am",2,0,0,32.9178,135.243,0.676216,0.88315,0.989603,1,47.4513,0.06,1,0,0.0135519,0.674556,0,0.514506,78.48,53.0694,1.11733,171.963,174.744,0,204,393,0,293,0,0,163.002,226.048,1.7,2.48891,33.3094,35.7983,0,0,200,10.4,11,1,999,140.283,73.331,7.50937,3.7,0.0735519,0,0,0,-273.15,0,0,0,-273.15,0,11
"Jan 1, 11:00 am",2,0,0,0.78789,10.2527,0.569595,0.797605,0.987103,1,55.278,0.06,1,0,0.0131551,0.607677,0,0.512209,7.0632,4.02317,-0.111413,193.307,193.037,0,204,393,0,293,0,0,175.553,188.145,1.7,1.78056,0.664225,2.44478,0,0,18,11.1,12,1,999,153.296,66.9639,7.42813,3,0.0731551,0,0,0,-273.15,0,0,0,-273.15,0,12
"Jan 1, 12:00 pm",2,0,0,1.25787,14.6836,0.489455,0.705307,0.984709,1,60.6953,0.06,1,0,0.0132345,0.536053,0,0.512373,11.772,5.76186,-0.0780237,188.034,187.844,0,204,393,0,293,0,0,183.268,184.382,1.7,1.90658,1.18209,3.08866,0,0,30,11.9,13,1,999,167.91,63.0938,7.91562,2.8,0.0732345,0,0,0,-273.15,0,0,0,-273.15,0,13
"Jan 1, 01:00 pm",2,0,0,8.09888,52.457,0.468366,0.675257,0.983968,1,62.0717,0.06,1,0,0.0134023,0.512829,0,0.513024,43.9488,20.5841,0.258737,189.881,190.511,0,204,393,0,293,0,0,185.904,201.938,1.7,2.23027,8.32586,10.5561,0,0,112,12.6,14,1,999,183.417,62.2091,8.30313,3.3,0.0734023,0,0,0,-273.15,0,0,0,-273.15,0,14
"Jan 1, 02:00 pm",2,0,0,22.1027,115.49,0.517893,0.741648,0.985627,1,58.809,0.06,1,0,0.0138236,0.564199,0,0.516236,87.5052,45.3183,0.7383,202.782,204.546,0,204,393,0,293,0,0,191.27,236.115,1.7,2.96048,22.6081,25.5686,0,0,223,13.3,15,1,999,198.662,64.4367,8.6125,3.7,0.0738236,0,0,0,-273.15,0,0,0,-273.15,0,15
"Jan 1, 03:00 pm",2,0,0,55.0456,244.27,0.613744,0.837149,0.988211,1,52.1393,0.06,1,0,0.020037,0.63852,0,0.641356,156.175,95.8516,2.0093,235.264,239.429,0,224.642,393,0,293,0,0,206.685,304.58,1.87201,5.18941,56.0137,61.2032,0,0,398,13.8,16,1,999,212.628,69.4686,8.87813,3.3,0.080037,0,0,0,-273.15,0,0,0,-273.15,0,16
"Jan 1, 04:00 pm",2,6,0,99.3824,515.668,0.722224,0.911099,0.990535,0.840854,43.761,0.06,1,0,0.123491,0.585822,0,2.0388,280.174,202.348,10.9878,294.088,308.169,44.7388,345.058,384.208,44.7388,293,0.0246064,5.02764,255.02,364.601,3.24831,8.97846,109.614,118.593,0,0,714,14.2,17,1,999,224.885,76.7291,9.43437,4.7,0.208097,0,0,0,-273.15,0,0,0,-273.15,0,17
"Jan 1, 05:00 pm",6,0,0,-22.8977,81.1963,0.828534,0.961138,0.992528,0,34.0515,0.00585526,1,0,0.0157307,0,0,0.540416,38.4552,31.8614,17.0996,293,328.504,204,0,328.504,204,293,0.1122,17.0996,286.384,292.837,1.7,6.18545,-6.18545,0,-3.00058e-06,0,98,13.6,18,1,999,235.537,85.5465,9.30313,3.5,0.133786,0,0,0,-273.15,0,0,0,-273.15,0,18
"Jan 1, 06:00 pm",1,0,0,-5.47173,0,0,0,0,0,0,0,1,0,0.0158038,0,0,0.542054,0,0,-0.762219,307.009,305.421,0,204,393,0,293,0,0,295.646,280.449,1.7,6.37782,-6.37782,0,0,0,0,13,19,1,999,244.965,95.2569,8.97656,4,0.0158038,0,0,0,-273.15,0,0,0,-273.15,0,19
"Jan 1, 07:00 pm",1,0,0,-6.24376,0,0,0,0,0,0,0,1,0,0.0157572,0,0,0.541338,0,0,-0.288733,294.235,293.623,0,204,393,0,293,0,0,297.404,283.811,1.7,6.55844,-6.55844,0,0,0,0,12.4,20,1,999,253.652,106.123,10.1344,3,0.0157572,0,0,0,-273.15,0,0,0,-273.15,0,20
"Jan 1, 08:00 pm",1,0,0,-6.13254,0,0,0,0,0,0,0,1,0,0.015614,0,0,0.539269,0,0,-0.196458,288.275,287.855,0,204,393,0,293,0,0,293.52,281.068,1.7,6.33353,-6.33353,0,0,0,0,11.9,21,1,999,262.153,117.478,10.65,3,0.015614,0,0,0,-273.15,0,0,0,-273.15,0,21
"Jan 1, 09:00 pm",1,0,0,-5.88313,0,0,0,0,0,0,0,1,0,0.0154662,0,0,0.537149,0,0,-0.175017,283.595,283.219,0,204,393,0,293,0,0,288.967,277.098,1.7,6.05965,-6.05965,0,0,0,0,11.3,22,1,999,271.208,129.069,9.65938,3.3,0.0154662,0,0,0,-273.15,0,0,0,-273.15,0,22
"Jan 1, 10:00 pm",1,0,0,-5.63049,0,0,0,0,0,0,0,1,0,0.0153264,0,0,0.535156,0,0,-0.164728,279.275,278.919,0,204,393,0,293,0,0,284.49,273.092,1.7,5.79623,-5.79623,0,0,0,0,10.7,23,1,999,282.083,140.603,9.45,2.3,0.0153264,0,0,0,-273.15,0,0,0,-273.15,0,23
"Jan 1, 11:00 pm",1,0,0,-5.39913,0,0,0,0,0,0,0,1,0,0.0151956,0,0,0.533299,0,0,-0.156952,275.161,274.819,0,204,393,0,293,0,0,280.189,269.208,1.7,5.55699,-5.55699,0,0,0,0,10.1,0,1,999,297.6,151.543,8.92813,1.8,0.0151956,0,0,0,-273.15,0,0,0,-273.15,0,24
"Jan 2, 12:00 am",1,0,0,-5.18472,0,0,0,0,0,0,0,1,0,0.0150732,0,0,0.531572,0,0,-0.150002,271.213,270.885,0,204,393,0,293,0,0,276.063,265.467,1.7,5.33558,-5.33558,0,0,0,0,9.6,1,1,999,324.867,160.392,8.42813,1.6,0.0150732,0,0,0,-273.15,0,0,0,-273.15,0,25
"Jan 2, 01:00 am",1,0,0,-4.98759,0,0,0,0,0,0,0,1,0,0.0149583,0,0,0.529961,0,0,-0.143681,267.417,267.102,0,204,393,0,293,0,0,272.102,261.861,1.7,5.13209,-5.13209,0,0,0,0,8.9,2,1,999,10.5493,162.998,7.72812,1.8,0.0149583,0,0,0,-273.15,0,0,0,-273.15,0,26
"Jan 2, 02:00 am",1,0,0,-4.80728,0,0,0,0,0,0,0,1,0,0.0148501,0,0,0.528454,0,0,-0.137948,263.76,263.455,0,204,393,0,293,0,0,268.292,258.377,1.7,4.94602,-4.94602,0,0,0,0,7.9,3,1,999,49.0242,157.021,6.49375,3,0.0148501,0,0,0,-273.15,0,0,0,-273.15,0,27
"Jan 2, 03:00 am",1,0,0,-4.63476,0,0,0,0,0,0,0,1,0,0.0147484,0,0,0.527047,0,0,-0.132433,260.231,259.937,0,204,393,0,293,0,0,264.62,255.018,1.7,4.76795,-4.76795,0,0,0,0,7.4,4,1,999,69.9323,146.957,6.30625,4.5,0.0147484,0,0,0,-273.15,0,0,0,-273.15,0,28
"Jan 2, 04:00 am",1,0,0,-4.47015,0,0,0,0,0,0,0,1,0,0.0146524,0,0,0.52573,0,0,-0.127189,256.827,256.544,0,204,393,0,293,0,0,261.08,251.778,1.7,4.59804,-4.59804,0,0,0,0,7,5,1,999,82.9155,135.659,5.90625,4,0.0146524,0,0,0,-273.15,0,0,0,-273.15,0,29
"Jan 2, 05:00 am",1,0,0,-4.31674,0,0,0,0,0,0,0,1,0,0.0145618,0,0,0.524496,0,0,-0.122365,253.541,253.267,0,204,393,0,293,0,0,257.663,248.644,1.7,4.43977,-4.43977,0,0,0,0,6.6,6,1,999,92.7867,124.052,5.58437,4.7,0.0145618,0,0,0,-273.15,0,0,0,-273.15,0,30
"Jan 2, 06:00 am",1,0,0,-4.17045,0,0,0,0,0,0,0,1,0,0.0144769,0,0,0.523367,0,0,-0.117778,250.365,250.101,0,204,393,0,293,0,0,254.364,245.614,1.7,4.28886,-4.28886,0,0,0,0,6.3,7,1,999,101.489,112.527,5.28438,3.7,0.0144769,0,0,0,-273.15,0,0,0,-273.15,0,31
"Jan 2, 07:00 am",1,0,0,-4.03405,0,0,0,0,0,0,0,1,0,0.0143986,0,0,0.522388,0,0,-0.113543,247.294,247.038,0,204,393,0,293,0,0,251.175,242.679,1.7,4.1482,-4.1482,0,0,0,0,6,8,1,999,109.992,101.344,4.98438,4.5,0.0143986,0,0,0,-273.15,0,0,0,-273.15,0,32
"Jan 2, 08:00 am",1,0,0,-3.90212,0,0,0,0,0,0,0,1,0,0.0143265,0,0,0.521542,0,0,-0.10944,244.32,244.072,0,204,393,0,293,0,0,248.09,239.84,1.7,4.01213,-4.01213,0,0,0,0,6,9,1,999,118.933,90.7653,4.98438,2.6,0.0143265,0,0,0,-273.15,0,0,0,-273.15,0,33
"Jan 2, 09:00 am",2,0,0,-3.4055,3.93583,0.787166,0.943797,0.991767,0.645347,38.0785,0.0337887,1,0,0.0142707,0.262557,0,0.520915,1.962,1.54442,-0.0913504,241.586,241.379,0,204,393,0,293,0,0,245.131,237.821,1.7,3.90203,-3.49653,0.405498,0,0,5,6.4,10,1,999,128.831,81.5687,5.38438,2.8,0.0480593,0,0,0,-273.15,0,0,0,-273.15,0,34
"Jan 2, 10:00 am",2,0,0,29.8338,136.945,0.677943,0.884282,0.989639,1,47.3169,0.06,1,0,0.0153885,0.675445,0,0.535787,79.2648,53.737,1.14221,251.529,254.081,0,204,393,0,293,0,0,244.779,297.262,1.7,5.85667,30.4397,36.2964,0,0,202,7.6,11,1,999,140.139,73.3162,6.19375,2.7,0.0753885,0,0,0,-273.15,0,0,0,-273.15,0,35
"Jan 2, 11:00 am",2,0,0,53.6403,265.71,0.571419,0.799375,0.987152,1,55.1507,0.06,1,0,0.0245572,0.609055,0,0.71377,182.466,104.265,2.15392,290.24,294.275,0,231.55,393,0,293,0,0,261.061,351.457,1.92958,8.4809,55.022,63.5029,0,0,465,8.4,12,1,999,153.152,66.9243,5.5875,3,0.0845572,0,0,0,-273.15,0,0,0,-273.15,0,36
"Jan 2, 12:00 pm",2,6,0,40.2583,366.509,0.493282,0.710461,0.984838,1,60.4434,0.06,1,0,0.0336621,0.540041,0,0.8703,291.553,143.818,26.8262,297.094,342.057,207.953,45.3487,353.903,207.953,293,0.114374,26.3541,285.316,388.3,2.11085,11.2717,66.3962,77.6679,0,0,743,9.8,13,1,999,167.774,63.0269,6.59688,2.3,0.208036,0,0,0,-273.15,0,0,0,-273.15,0,37
"Jan 2, 01:00 pm",6,0,0,-6.88782,167.138,0.469488,0.67693,0.984009,1,61.9989,0.06,1,0,0.0169133,0.51412,0,0.557572,139.694,65.5849,31.7007,293,357.617,204,0,357.617,204,293,0.1122,31.7007,290.193,349.065,1.7,8.96352,24.755,33.7185,-1.80897e-05,0,356,10.3,14,1,999,183.3,62.1162,6.8625,3.3,0.189113,0,0,0,-273.15,0,0,0,-273.15,0,38
"Jan 2, 02:00 pm",6,0,0,-25.3363,2.07361,0.518402,0.742258,0.985643,1,58.7749,0.06,1,0,0.0157823,0.564672,0,0.541364,1.5696,0.813683,20.0048,293,334.381,204,0,334.381,204,293,0.1122,20.0048,291.798,289.726,1.7,6.39639,-5.93693,0.459464,-4.75098e-06,0,4,9.8,15,1,999,198.573,64.323,7.84688,3.7,0.187982,0,0,0,-273.15,0,0,0,-273.15,0,39
"Jan 2, 03:00 pm",2,6,0,31.0315,212.994,0.608554,0.832792,0.988086,1,52.514,0.06,1,0,0.0178644,0.635116,0,0.571925,137.34,83.5788,11.5259,306.771,330.54,102,102,365.835,102,293,0.0561,11.0695,298.876,366.486,1.7,10.8711,42.2137,53.0848,0,0,350,10.2,16,1,999,212.568,69.3412,6.99687,2.7,0.133964,0,0,0,-273.15,0,0,0,-273.15,0,40
"Jan 2, 04:00 pm",6,0,0,-19.4214,36.1775,0.723549,0.91185,0.990561,0.887621,43.6517,0.06,1,0,0.0163146,0.618805,0,0.548817,19.62,14.196,20.9369,293,336.257,204,0,336.257,204,293,0.1122,20.9369,296.996,313.455,1.7,7.44265,1.34193,8.78458,-5.4271e-06,0,50,9.8,17,1,999,224.85,76.5944,6.83125,3.5,0.188515,0,0,0,-273.15,0,0,0,-273.15,0,41
"Jan 2, 05:00 pm",6,0,0,-16.8661,24.0251,0.828451,0.961106,0.992526,0,34.0601,0.00662529,1,0,0.0157635,0,0,0.541301,11.3796,9.42744,10.6745,293,315.35,204,0,315.35,204,293,0.1122,10.6745,294.697,285.198,1.7,6.46271,-6.46271,0,-7.48501e-07,0,29,9.1,18,1,999,235.521,85.4121,6.52188,2.7,0.134589,0,0,0,-273.15,0,0,0,-273.15,0,42
"Jan 2, 06:00 pm",1,0,0,-5.94476,0,0,0,0,0,0,0,1,0,0.0157681,0,0,0.541514,0,0,-0.482595,299.444,298.427,0,204,393,0,293,0,0,296.411,282.268,1.7,6.50202,-6.50202,0,0,0,0,8.6,19,1,999,244.963,95.117,6.56875,3,0.0157681,0,0,0,-273.15,0,0,0,-273.15,0,43
"Jan 2, 07:00 pm",1,0,0,-6.191,0,0,0,0,0,0,0,1,0,0.0156664,0,0,0.540027,0,0,-0.23659,290.608,290.103,0,204,393,0,293,0,0,294.956,281.983,1.7,6.44107,-6.44107,0,0,0,0,8.1,20,1,999,253.661,105.983,5.75625,2.1,0.0156664,0,0,0,-273.15,0,0,0,-273.15,0,44
"Jan 2, 08:00 pm",1,0,0,-5.99788,0,0,0,0,0,0,0,1,0,0.0155208,0,0,0.537933,0,0,-0.184469,285.363,284.968,0,204,393,0,293,0,0,290.688,278.546,1.7,6.18515,-6.18515,0,0,0,0,7.5,21,1,999,262.171,117.339,5.54688,1.6,0.0155208,0,0,0,-273.15,0,0,0,-273.15,0,45
"Jan 2, 09:00 pm",1,0,0,-5.74449,0,0,0,0,0,0,0,1,0,0.0153777,0,0,0.535887,0,0,-0.16921,280.883,280.518,0,204,393,0,293,0,0,286.173,274.558,1.7,5.91492,-5.91492,0,0,0,0,7,22,1,999,271.231,128.93,5.59375,1.3,0.0153777,0,0,0,-273.15,0,0,0,-273.15,0,46
"Jan 2, 10:00 pm",1,0,0,-5.50446,0,0,0,0,0,0,0,1,0,0.0152432,0,0,0.533974,0,0,-0.160397,276.677,276.329,0,204,393,0,293,0,0,281.792,270.617,1.7,5.66581,-5.66581,0,0,0,0,6.5,23,1,999,282.104,140.463,5.64063,1,0.0152432,0,0,0,-273.15,0,0,0,-273.15,0,47
"Jan 2, 11:00 pm",1,0,0,-5.28334,0,0,0,0,0,0,0,1,0,0.0151172,0,0,0.532193,0,0,-0.15313,272.653,272.319,0,204,393,0,293,0,0,277.587,266.809,1.7,5.43736,-5.43736,0,0,0,0,5.9,0,1,999,297.592,151.403,4.9625,0.7,0.0151172,0,0,0,-273.15,0,0,0,-273.15,0,48
"Jan 3, 12:00 am",1,0,0,-5.07615,0,0,0,0,0,0,0,1,0,0.0149993,0,0,0.530535,0,0,-0.146429,268.788,268.467,0,204,393,0,293,0,0,273.55,263.145,1.7,5.22342,-5.22342,0,0,0,0,5.4,1,1,999,324.716,160.26,4.85313,0.4,0.0149993,0,0,0,-273.15,0,0,0,-273.15,0,49
"Jan 3, 01:00 am",1,0,0,-4.88319,0,0,0,0,0,0,0,1,0,0.0148886,0,0,0.528989,0,0,-0.140247,265.07,264.762,0,204,393,0,293,0,0,269.672,259.616,1.7,5.02423,-5.02423,0,0,0,0,5,2,1,999,10.1268,162.923,4.76563,0.2,0.0148886,0,0,0,-273.15,0,0,0,-273.15,0,50
"Jan 3, 02:00 am",1,0,0,-4.70402,0,0,0,0,0,0,0,1,0,0.0147844,0,0,0.527544,0,0,-0.134554,261.49,261.193,0,204,393,0,293,0,0,265.941,256.21,1.7,4.83933,-4.83933,0,0,0,0,4.7,3,1,999,48.654,157.018,4.62187,0.2,0.0147844,0,0,0,-273.15,0,0,0,-273.15,0,51
"Jan 3, 03:00 am",1,0,0,-4.5377,0,0,0,0,0,0,0,1,0,0.0146862,0,0,0.526192,0,0,-0.129303,258.037,257.75,0,204,393,0,293,0,0,262.346,252.919,1.7,4.66773,-4.66773,0,0,0,0,4.4,4,1,999,69.6742,146.985,4.0875,0.5,0.0146862,0,0,0,-273.15,0,0,0,-273.15,0,52
"Jan 3, 04:00 am",1,0,0,-4.37869,0,0,0,0,0,0,0,1,0,0.0145935,0,0,0.524927,0,0,-0.124275,254.703,254.425,0,204,393,0,293,0,0,258.879,249.743,1.7,4.50365,-4.50365,0,0,0,0,4.3,5,1,999,82.7186,135.697,4.14375,0.3,0.0145935,0,0,0,-273.15,0,0,0,-273.15,0,53
"Jan 3, 05:00 am",1,0,0,-4.2306,0,0,0,0,0,0,0,1,0,0.0145063,0,0,0.523755,0,0,-0.119639,251.482,251.214,0,204,393,0,293,0,0,255.532,246.669,1.7,4.35089,-4.35089,0,0,0,0,4.1,6,1,999,92.6214,124.092,3.94375,0.2,0.0145063,0,0,0,-273.15,0,0,0,-273.15,0,54
"Jan 3, 06:00 am",1,0,0,-4.09158,0,0,0,0,0,0,0,1,0,0.0144254,0,0,0.522716,0,0,-0.115315,248.366,248.107,0,204,393,0,293,0,0,252.298,243.692,1.7,4.20752,-4.20752,0,0,0,0,4,7,1,999,101.339,112.562,3.76563,0.2,0.0144254,0,0,0,-273.15,0,0,0,-273.15,0,55
"Jan 3, 07:00 am",1,0,0,-3.95751,0,0,0,0,0,0,0,1,0,0.014351,0,0,0.521823,0,0,-0.111131,245.352,245.1,0,204,393,0,293,0,0,249.169,240.813,1.7,4.06923,-4.06923,0,0,0,0,4,8,1,999,109.85,101.372,3.96094,0.3,0.014351,0,0,0,-273.15,0,0,0,-273.15,0,56
"Jan 3, 08:00 am",1,0,0,-3.83171,0,0,0,0,0,0,0,1,0,0.0142823,0,0,0.521055,0,0,-0.107253,242.433,242.189,0,204,393,0,293,0,0,246.141,238.021,1.7,3.93953,-3.93953,0,0,0,0,4,9,1,999,118.792,90.7807,3.96094,0.4,0.0142823,0,0,0,-273.15,0,0,0,-273.15,0,57
"Jan 3, 09:00 am",2,0,0,4.61095,88.333,0.788687,0.94448,0.991795,0.644737,37.937,0.0336949,1,0,0.014477,0.261777,0,0.523157,43.9488,34.6619,0.212304,242.802,243.284,0,204,393,0,293,0,0,243.817,251.517,1.7,4.27144,4.80226,9.0737,0,0,112,6,10,1,999,128.687,81.5678,5.76563,0.6,0.048172,0,0,0,-273.15,0,0,0,-273.15,0,58
"Jan 3, 10:00 am",2,6,0,102.614,463.687,0.681893,0.886819,0.989721,1,47.0071,0.06,1,0,0.133619,0.677439,0,2.18076,266.832,181.951,13.6094,282.87,297.375,66.1843,341.072,383.62,66.1843,293,0.0364014,6.86745,259.611,364.006,3.3938,9.22497,114.039,123.264,0,0,680,8.4,11,1,999,139.992,73.2944,7.30625,0.7,0.230021,0,0,0,-273.15,0,0,0,-273.15,0,59
"Jan 3, 11:00 am",6,0,0,30.2693,442.602,0.573319,0.801205,0.987202,1,55.018,0.06,1,0,0.100898,0.61048,0,1.79872,302.933,173.677,64.6555,293,366.03,366.194,0,366.03,366.194,293,0.201407,64.6555,287.2,392.403,3.05162,11.4805,94.5459,106.026,-4.68784e-05,0,772,10.5,12,1,999,153.005,66.8774,7.375,1.5,0.362305,0,0,0,-273.15,0,0,0,-273.15,0,60
"Jan 3, 12:00 pm",6,0,0,7.0304,435.672,0.492842,0.709875,0.984823,1,60.4724,0.06,1,0,0.0703509,0.539588,0,1.41429,346.882,170.958,73.5832,293,385.899,323.56,0,385.899,323.56,293,0.177958,73.5832,291.632,392.727,2.69633,11.6609,80.5859,92.2467,-8.52599e-05,0,884,12.3,13,1,999,167.637,62.9526,8.15938,1.6,0.308309,0,0,0,-273.15,0,0,0,-273.15,0,61
"Jan 3, 01:00 pm",6,0,0,1.74274,379.401,0.470721,0.678758,0.984054,1,61.9189,0.06,1,0,0.0384359,0.515532,0,0.94745,316.274,148.877,63.3084,293,390.787,263.657,0,390.787,263.657,293,0.145011,63.3084,292.607,392.852,2.19714,11.7086,65.0423,76.7509,-8.1028e-05,0,806,13.6,14,1,999,183.185,62.016,8.83438,2.2,0.243447,0,0,0,-273.15,0,0,0,-273.15,0,62
"Jan 3, 02:00 pm",6,0,0,0.3909,457.776,0.51902,0.742999,0.985662,1,58.7335,0.06,1,0,0.102761,0.565246,0,1.81758,346.097,179.631,89.477,293,392.081,367.474,0,392.081,367.474,293,0.202111,89.477,292.89,392.462,3.06228,11.6816,89.8542,101.536,-0.000117478,0,882,14.3,15,1,999,198.487,64.2024,9.3,2,0.364872,0,0,0,-273.15,0,0,0,-273.15,0,63
"Jan 3, 03:00 pm",6,0,0,0.20718,534.232,0.614059,0.837409,0.988218,1,52.1164,0.06,1,0,0.253505,0.638723,0,3.30266,341.388,209.632,122.005,293,392.505,498.797,0,392.505,498.797,293,0.274339,122.005,292.98,392.652,4.15664,11.7025,122.195,133.897,-0.000161515,0,870,14.5,16,1,999,212.513,69.2076,9.26563,1.5,0.587844,0,0,0,-273.15,0,0,0,-273.15,0,64
"Jan 3, 04:00 pm",6,0,0,-0.0673249,416.053,0.72357,0.911861,0.990561,0.896281,43.65,0.06,1,0,0.104477,0.62485,0,1.83759,225.63,163.259,90.4055,293,392.527,369.521,0,392.527,369.521,293,0.203236,90.4055,292.997,392.443,3.07934,11.6869,90.3256,102.012,-0.000119734,0,575,13.7,17,1,999,224.821,76.4543,8.62187,1.9,0.367714,0,0,0,-273.15,0,0,0,-273.15,0,65
"Jan 3, 05:00 pm",6,0,0,-38.9528,239.416,0.82843,0.961098,0.992526,0,34.0622,0.00741749,1,0,0.0159367,0,0,0.543401,113.404,93.947,33.6393,293,361.405,204,0,361.405,204,293,0.1122,33.6393,292.999,297.524,1.7,6.57424,-6.57424,0,-2.14613e-05,0,289,12.4,18,1,999,235.511,85.2731,8.025,3.3,0.135554,0,0,0,-273.15,0,0,0,-273.15,0,66
"Jan 3, 06:00 pm",6,0,0,-18.9955,0,1,1,1,0,0,0,1,0,0.0156589,0,0,0.539875,0,0,13.1747,293,320.494,204,0,320.494,204,293,0.1122,13.1747,293,280.774,1.7,6.29621,-6.29621,0,-1.39349e-06,0,0,11.6,19,1,999,244.968,94.9732,8.24063,5,0.127859,0,0,0,-273.15,0,0,0,-273.15,0,67
