"Time stamp","1st operating mode","2nd op. mode, if applicable","3rd op. mode, if applicable","Field change in material/htf internal energy | (MWt)","Field collector DNI-cosine product | (W/m2)","Field collector cosine efficiency","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector tracking power | (MWe)","Field fraction of focused SCAs","Field freeze protection required | (MWt)","Field htf pumping power | (MWe)","Field optical efficiency before defocus","Field piping thermal losses | (MWt)","Field pressure drop | (bar)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power leaving in HTF | (MWt)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field total mass flow delivered | (kg/s)","Field total mass flow recirculated | (kg/s)","Heat sink HTF inlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Heat sink HTF outlet temp | (C)","Heat sink pumping power | (MWe)","Heat sink thermal power | (MWt)","Loop timestep-averaged inlet temperature | (C)","Loop timestep-averaged outlet temperature | (C)","Receiver mass flow rate | (kg/s)","Receiver thermal losses | (MWt)","Receiver thermal power absorbed | (MWt)","Receiver thermal power incident | (MWt)","Relative energy balance error","Relative mass flow balance error","Resource Beam normal irradiance | (W/m2)","Resource Dry bulb temperature | (C)","Resource Hour of Day","Resource Month","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","System total electrical parasitic | (MWe)","TES charge mass flow rate | (kg/s)","TES charge state | (MWht)","TES charge thermal power | (MWt)","TES cold temperature | (C)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","TES freeze protection power | (MWe)","TES hot temperature | (C)","TES thermal losses | (MWt)","Time at end of timestep | (hr)"
"Apr 20, 03:00 pm",6,0,0,-9.67954,126.222,0.93498,0.994832,0.994635,1,20.7752,0.06,1,0,0.0171321,0.763723,0,0.56084,52.974,49.5296,38.1294,293,370.112,204,0,370.112,204,293,0.1122,38.1294,292.703,356.28,1.7,9.46688,28.36,37.8269,-3.07433e-05,0,135,12.6,16,4,993,237.582,41.106,9.475,3.9,0.189332,0,0,0,-273.15,0,0,0,-273.15,0,2632
"Apr 20, 04:00 pm",6,0,0,-26.5728,14.5423,0.969489,1,0.996424,1,14.1898,0.06,1,0,0.0159577,0.769071,0,0.543796,5.886,5.70641,24.8605,293,344.109,204,0,344.109,204,293,0.1122,24.8605,292.873,298.533,1.7,6.74144,-2.3528,4.38863,-8.95117e-06,0,15,12.8,17,4,993,251.85,51.6119,8.26875,4.6,0.188158,0,0,0,-273.15,0,0,0,-273.15,0,2633
"Apr 20, 05:00 pm",6,0,0,42.9345,415.519,0.994064,1,0.998452,1,6.2457,0.06,1,0,0.179309,0.770636,0,2.62963,164.023,163.05,71.469,293,359.83,444.072,0,359.83,444.072,293,0.244239,71.469,292.963,389.814,3.7006,11.7534,113.899,125.652,-4.35628e-05,0,418,13,18,4,993,263,62.9357,8.46875,2.3,0.483548,0,0,0,-273.15,0,0,0,-273.15,0,2634
"Apr 20, 06:00 pm",6,0,0,5.38621,302.69,0.998976,1,0.99936,0.751291,2.59308,0.0571026,1,0,0.0225672,0.551514,0,0.666327,118.897,118.775,48.452,293,383.08,220.109,0,383.08,220.109,293,0.12106,48.452,292.992,392.494,1.83424,11.7043,53.802,65.5063,-5.28785e-05,0,303,12.6,19,4,993,272.69,74.5125,7.75625,1.7,0.20073,0,0,0,-273.15,0,0,0,-273.15,0,2635
"Apr 20, 07:00 pm",6,0,0,-37.243,7,1,1,1,0,0,0,1,0,0.0159392,0,0,0.543439,2.7468,2.7468,31.78,293,357.773,204,0,357.773,204,293,0.1122,31.78,292.997,297.657,1.7,6.58011,-6.58011,0,-1.82205e-05,0,7,11.8,20,4,993,281.956,85.8898,7.425,2.5,0.128139,0,0,0,-273.15,0,0,0,-273.15,0,2636
"Apr 20, 08:00 pm",6,0,0,-18.349,0,1,1,1,0,0,0,1,0,0.0156593,0,0,0.53988,0,0,12.5006,293,319.11,204,0,319.11,204,293,0.1122,12.5006,292.999,280.804,1.7,6.29045,-6.29045,0,-1.19349e-06,0,0,10.7,21,4,993,291.571,96.6426,7.34062,2.1,0.127859,0,0,0,-273.15,0,0,0,-273.15,0,2637
"Apr 20, 09:00 pm",1,0,0,-5.84216,0,0,0,0,0,0,0,1,0,0.015755,0,0,0.541327,0,0,-0.521559,299.754,298.656,0,204,393,0,293,0,0,295.833,281.215,1.7,6.45088,-6.45088,0,0,0,0,9.6,22,4,993,302.247,107,6.7875,3.2,0.015755,0,0,0,-273.15,0,0,0,-273.15,0,2638
"Apr 20, 10:00 pm",1,0,0,-6.17105,0,0,0,0,0,0,0,1,0,0.0156591,0,0,0.539922,0,0,-0.240539,290.493,289.981,0,204,393,0,293,0,0,294.708,281.722,1.7,6.42614,-6.42614,0,0,0,0,8.6,23,4,993,314.712,116.099,6.17813,3.9,0.0156591,0,0,0,-273.15,0,0,0,-273.15,0,2639
"Apr 20, 11:00 pm",1,0,0,-5.99292,0,0,0,0,0,0,0,1,0,0.0155145,0,0,0.537843,0,0,-0.185064,285.197,284.8,0,204,393,0,293,0,0,290.497,278.355,1.7,6.18096,-6.18096,0,0,0,0,7.5,0,4,993,329.594,123.238,5.54688,4.7,0.0155145,0,0,0,-273.15,0,0,0,-273.15,0,2640
"Apr 21, 12:00 am",1,0,0,-5.74782,0,0,0,0,0,0,0,1,0,0.0153716,0,0,0.535801,0,0,-0.169479,280.706,280.34,0,204,393,0,293,0,0,285.993,274.368,1.7,5.91857,-5.91857,0,0,0,0,6.4,1,4,993,346.968,127.547,5.07188,5.6,0.0153716,0,0,0,-273.15,0,0,0,-273.15,0,2641
"Apr 21, 01:00 am",1,0,0,-5.51167,0,0,0,0,0,0,0,1,0,0.015237,0,0,0.533887,0,0,-0.160658,276.492,276.144,0,204,393,0,293,0,0,281.612,270.42,1.7,5.67331,-5.67331,0,0,0,0,5.4,2,4,993,5.73147,128.277,4.30625,5.2,0.015237,0,0,0,-273.15,0,0,0,-273.15,0,2642
"Apr 21, 02:00 am",1,0,0,-5.29242,0,0,0,0,0,0,0,1,0,0.015111,0,0,0.532106,0,0,-0.1534,272.46,272.126,0,204,393,0,293,0,0,277.402,266.603,1.7,5.44672,-5.44672,0,0,0,0,4.3,3,4,993,23.8426,125.28,3.51875,4.4,0.015111,0,0,0,-273.15,0,0,0,-273.15,0,2643
"Apr 21, 03:00 am",1,0,0,-5.08867,0,0,0,0,0,0,0,1,0,0.0149929,0,0,0.530446,0,0,-0.146806,268.586,268.264,0,204,393,0,293,0,0,273.359,262.926,1.7,5.23633,-5.23633,0,0,0,0,3.7,4,4,993,39.7237,119.123,2.99688,5.8,0.0149929,0,0,0,-273.15,0,0,0,-273.15,0,2644
"Apr 21, 04:00 am",1,0,0,-4.89542,0,0,0,0,0,0,0,1,0,0.0148821,0,0,0.528899,0,0,-0.140581,264.858,264.549,0,204,393,0,293,0,0,269.472,259.388,1.7,5.0368,-5.0368,0,0,0,0,3.1,5,4,993,53.0521,110.682,2.475,4.7,0.0148821,0,0,0,-273.15,0,0,0,-273.15,0,2645
"Apr 21, 05:00 am",1,0,0,-4.71416,0,0,0,0,0,0,0,1,0,0.0147779,0,0,0.527455,0,0,-0.134794,261.27,260.971,0,204,393,0,293,0,0,265.732,255.977,1.7,4.84971,-4.84971,0,0,0,0,2.7,6,4,993,64.318,100.735,2.46563,4.1,0.0147779,0,0,0,-273.15,0,0,0,-273.15,0,2646
"Apr 21, 06:00 am",1,0,0,-4.5443,0,0,0,0,0,0,0,1,0,0.0146797,0,0,0.526104,0,0,-0.129415,257.81,257.523,0,204,393,0,293,0,0,262.13,252.685,1.7,4.67443,-4.67443,0,0,0,0,2.6,7,4,993,74.2381,89.7539,2.56094,4.7,0.0146797,0,0,0,-273.15,0,0,0,-273.15,0,2647
"Apr 21, 07:00 am",2,0,0,-3.77219,5.96376,0.99396,1,0.998439,0.649125,6.30056,0.0343718,1,0,0.0146088,0.286565,0,0.525114,2.3544,2.34018,-0.100556,254.711,254.486,0,204,393,0,293,0,0,258.702,250.698,1.7,4.54251,-3.8719,0.670613,0,0,6,3,8,4,993,83.5266,78.9249,2.84375,4.9,0.0489806,0,0,0,-273.15,0,0,0,-273.15,0,2648
"Apr 21, 08:00 am",2,6,0,93.0175,373.592,0.998909,1,0.999339,1,2.67634,0.06,1,0,0.108504,0.77132,0,1.89522,146.758,146.597,12.4653,286.409,300.708,61.0688,317.037,383.846,61.0688,293,0.0335878,6.53836,267.914,367.663,3.15088,9.77428,103.299,113.074,0,0,374,4.8,9,4,993,92.9131,67.3441,4.01875,4.7,0.202092,0,0,0,-273.15,0,0,0,-273.15,0,2649
"Apr 21, 09:00 am",6,0,0,36.098,751.907,0.981602,1,0.997249,1,11.0076,0.06,1,0,1.25485,0.769707,0,9.4965,300.578,295.048,179.508,293,378.665,859.883,0,378.665,859.883,293,0.472936,179.508,290.938,392.858,7.16569,11.7772,215.324,227.101,-0.000177665,0,766,7.3,10,4,993,103.296,55.8452,5.26875,3.4,1.78779,0,0,0,-273.15,0,0,0,-273.15,0,2650
"Apr 21, 10:00 am",6,0,0,1.03509,297.432,0.950261,0.998254,0.995365,1,18.147,0.06,1,0,0.065607,0.766912,0,1.34981,122.821,116.712,76.7106,293,391.846,315.839,0,391.846,315.839,293,0.173711,76.7106,292.88,392.793,2.63199,11.7706,77.7373,89.5079,-0.000100254,0,313,8.6,11,4,993,116.037,44.893,5.31875,4.7,0.299318,0,0,0,-273.15,0,0,0,-273.15,0,2651
"Apr 21, 11:00 am",6,0,0,0.0797608,395.812,0.916231,0.990068,0.994215,1,23.6188,0.06,1,0,0.168556,0.759744,0,2.52209,169.517,155.317,106.173,293,392.448,434.332,0,392.448,434.332,293,0.238883,106.173,292.973,392.544,3.61943,11.7642,106.237,118.001,-0.000140401,0,432,9.9,12,4,993,133.419,35.304,5.8375,6.4,0.467439,0,0,0,-273.15,0,0,0,-273.15,0,2652
"Apr 21, 12:00 pm",6,0,0,0.298175,213.151,0.891846,0.983078,0.99372,1,26.8939,0.06,1,0,0.0191529,0.754004,0,0.597861,93.7836,83.6405,50.987,293,392.649,208.132,0,392.649,208.132,293,0.114473,50.987,292.994,392.928,1.73443,11.7848,51.2806,63.0653,-6.76882e-05,0,239,10.9,13,4,993,158.4,28.7058,6.68125,4.7,0.193625,0,0,0,-273.15,0,0,0,-273.15,0,2653
"Apr 21, 01:00 pm",6,0,0,-0.228317,566.203,0.887465,0.981734,0.993634,1,27.4436,0.06,1,0,0.516954,0.752909,0,5.28509,250.351,222.178,155.763,293,392.68,635.62,0,392.68,635.62,293,0.349591,155.763,292.999,392.641,5.29684,11.7705,155.509,167.28,-0.000206909,0,638,12.1,14,4,993,189.754,27.4665,7.17813,4.1,0.926545,0,0,0,-273.15,0,0,0,-273.15,0,2654
"Apr 21, 02:00 pm",6,0,0,-0.178517,831.036,0.905268,0.98703,0.993988,1,25.1406,0.06,1,0,1.75317,0.75724,0,11.8386,360.223,326.099,235.349,293,392.476,962.485,0,392.476,962.485,293,0.529367,235.349,293,392.42,8.02071,11.7991,235.136,246.935,-0.000311388,0,918,13.3,15,4,993,217.927,32.2243,7.675,3.2,2.34253,0,0,0,-273.15,0,0,0,-273.15,0,2655
"Apr 21, 03:00 pm",6,0,0,0.0899068,803.058,0.937057,0.995324,0.99473,1,20.437,0.06,1,0,1.61431,0.764173,0,11.2099,336.287,315.12,228.945,293,392.519,935.864,0,392.519,935.864,293,0.514725,228.945,293,392.55,7.79887,11.8049,229.001,240.806,-0.000303167,0,857,14.2,16,4,993,237.986,40.8881,8.18437,4.6,2.18904,0,0,0,-273.15,0,0,0,-273.15,0,2656
"Apr 21, 04:00 pm",6,0,0,0.393146,653.384,0.970852,1,0.996509,1,13.8675,0.06,1,0,0.851542,0.769136,0,7.34605,264.085,256.388,185.034,293,392.938,753,0,392.938,753,293,0.41415,185.034,293,393.108,6.275,11.796,185.401,197.197,-0.000247026,0,673,14.3,17,4,993,252.22,51.427,8.12813,4.9,1.32569,0,0,0,-273.15,0,0,0,-273.15,0,2657
"Apr 21, 05:00 pm",6,0,0,-0.396574,423.714,0.994635,1,0.998529,1,5.93778,0.06,1,0,0.221678,0.770695,0,3.02276,167.162,166.266,116.828,293,392.698,476.647,0,392.698,476.647,293,0.262156,116.828,293,392.404,3.97206,11.7259,116.414,128.14,-0.000155245,0,426,13.7,18,4,993,263.335,62.7661,7.91875,6.1,0.543834,0,0,0,-273.15,0,0,0,-273.15,0,2658
"Apr 21, 06:00 pm",6,0,0,-0.0129096,464.408,0.998727,1,0.999286,0.755266,2.89136,0.0580589,1,0,0.106831,0.563675,0,1.86492,182.466,182.234,91.0195,293,392.456,372.313,0,392.456,372.313,293,0.204772,91.0195,293,392.414,3.10261,11.7265,90.9941,102.721,-0.00012038,0,465,12.8,19,4,993,273.001,74.3457,7.72188,6.6,0.369662,0,0,0,-273.15,0,0,0,-273.15,0,2659
"Apr 21, 07:00 pm",6,0,0,-38.9462,334,1,1,1,0,0,0,1,0,0.0159363,0,0,0.543396,131.062,131.062,33.6202,293,361.368,204,0,361.368,204,293,0.1122,33.6202,293,297.499,1.7,6.58616,-6.58616,0,-2.14262e-05,0,334,11.5,20,4,993,282.251,85.7208,7.28125,6.6,0.128136,0,0,0,-273.15,0,0,0,-273.15,0,2660
"Apr 21, 08:00 pm",6,0,0,-18.9917,0,1,1,1,0,0,0,1,0,0.0156585,0,0,0.539871,0,0,13.1617,293,320.467,204,0,320.467,204,293,0.1122,13.1617,293,280.755,1.7,6.30522,-6.30522,0,-1.38944e-06,0,0,10.4,21,4,993,291.857,96.4503,7.19687,6.1,0.127859,0,0,0,-273.15,0,0,0,-273.15,0,2661
"Apr 21, 09:00 pm",1,0,0,-5.84069,0,0,0,0,0,0,0,1,0,0.0157654,0,0,0.541479,0,0,-0.537499,300.396,299.266,0,204,393,0,293,0,0,296.063,281.324,1.7,6.46966,-6.46966,0,0,0,0,9.2,22,4,993,302.524,106.782,6.23125,4.7,0.0157654,0,0,0,-273.15,0,0,0,-273.15,0,2662
"Apr 21, 10:00 pm",1,0,0,-6.19454,0,0,0,0,0,0,0,1,0,0.0156717,0,0,0.540104,0,0,-0.243883,290.913,290.394,0,204,393,0,293,0,0,295.086,282.03,1.7,6.45364,-6.45364,0,0,0,0,8.1,23,4,993,314.971,115.847,5.52188,4.4,0.0156717,0,0,0,-273.15,0,0,0,-273.15,0,2663
"Apr 21, 11:00 pm",1,0,0,-6.01688,0,0,0,0,0,0,0,1,0,0.0155266,0,0,0.538017,0,0,-0.186198,285.567,285.168,0,204,393,0,293,0,0,290.879,278.689,1.7,6.20615,-6.20615,0,0,0,0,7,0,4,993,329.811,122.948,4.57813,3.6,0.0155266,0,0,0,-273.15,0,0,0,-273.15,0,2664
"Apr 22, 12:00 am",1,0,0,-5.7693,0,0,0,0,0,0,0,1,0,0.0153829,0,0,0.535962,0,0,-0.170214,281.055,280.688,0,204,393,0,293,0,0,286.359,274.695,1.7,5.94079,-5.94079,0,0,0,0,5.9,1,4,993,347.106,127.223,3.94688,3.9,0.0153829,0,0,0,-273.15,0,0,0,-273.15,0,2665
"Apr 22, 01:00 am",1,0,0,-5.52776,0,0,0,0,0,0,0,1,0,0.0152477,0,0,0.534039,0,0,-0.161146,276.827,276.477,0,204,393,0,293,0,0,281.962,270.741,1.7,5.68988,-5.68988,0,0,0,0,5.1,2,4,993,5.76092,127.936,3.69375,2.6,0.0152477,0,0,0,-273.15,0,0,0,-273.15,0,2666
"Apr 22, 02:00 am",1,0,0,-5.30585,0,0,0,0,0,0,0,1,0,0.0151211,0,0,0.532249,0,0,-0.153817,272.785,272.449,0,204,393,0,293,0,0,277.739,266.917,1.7,5.46057,-5.46057,0,0,0,0,4.3,3,4,993,23.7677,124.944,3.3625,2.1,0.0151211,0,0,0,-273.15,0,0,0,-273.15,0,2667
"Apr 22, 03:00 am",1,0,0,-5.10165,0,0,0,0,0,0,0,1,0,0.0150025,0,0,0.53058,0,0,-0.147233,268.902,268.579,0,204,393,0,293,0,0,273.685,263.23,1.7,5.24974,-5.24974,0,0,0,0,3.9,4,4,993,39.5766,118.807,3.11875,3.9,0.0150025,0,0,0,-273.15,0,0,0,-273.15,0,2668
"Apr 22, 04:00 am",1,0,0,-4.90957,0,0,0,0,0,0,0,1,0,0.0148911,0,0,0.529024,0,0,-0.141062,265.164,264.853,0,204,393,0,293,0,0,269.788,259.679,1.7,5.05144,-5.05144,0,0,0,0,3.4,5,4,993,52.8643,110.388,2.54063,4.7,0.0148911,0,0,0,-273.15,0,0,0,-273.15,0,2669
"Apr 22, 05:00 am",1,0,0,-4.72634,0,0,0,0,0,0,0,1,0,0.0147864,0,0,0.527572,0,0,-0.135186,261.565,261.266,0,204,393,0,293,0,0,266.038,256.261,1.7,4.86229,-4.86229,0,0,0,0,3.1,6,4,993,64.1078,100.463,2.24062,3.4,0.0147864,0,0,0,-273.15,0,0,0,-273.15,0,2670
"Apr 22, 06:00 am",1,0,0,-4.55491,0,0,0,0,0,0,0,1,0,0.0146878,0,0,0.526215,0,0,-0.129749,258.097,257.809,0,204,393,0,293,0,0,262.426,252.963,1.7,4.68537,-4.68537,0,0,0,0,3,7,4,993,74.0128,89.5624,2.375,3.2,0.0146878,0,0,0,-273.15,0,0,0,-273.15,0,2671
"Apr 22, 07:00 am",2,0,0,33.1696,347.729,0.993511,1,0.998381,0.65529,6.53056,0.0357634,1,0,0.0281632,0.300981,0,0.791295,137.34,136.449,1.59888,269.528,272.403,0,247.763,393,0,293,0,0,262.116,311.42,2.06469,6.81517,34.2534,41.0685,0,0,350,4.8,8,4,993,83.2868,78.6796,3.15938,2.6,0.0639266,0,0,0,-273.15,0,0,0,-273.15,0,2672
"Apr 22, 08:00 am",2,6,0,89.0106,723.35,0.999103,1,0.999401,1,2.42747,0.06,1,0,1.01811,0.771368,0,8.21263,284.098,283.843,119.866,296.877,356.385,561.896,232.819,380.695,561.896,293,0.309043,111.367,288.139,391.407,6.62262,11.6729,207.274,218.947,0,0,724,6.9,9,4,993,92.6562,67.0994,4.86875,3.9,1.38715,0,0,0,-273.15,0,0,0,-273.15,0,2673
"Apr 22, 09:00 am",6,0,0,2.76981,815.446,0.982464,1,0.997316,1,10.7457,0.06,1,0,1.73717,0.769759,0,11.7671,325.692,319.981,231.747,293,391.329,959.494,0,391.329,959.494,293,0.527722,231.747,292.99,392.439,7.99578,11.8264,234.482,246.308,-0.000299811,0,830,9.1,10,4,993,103.019,55.593,6.20938,2.6,2.32489,0,0,0,-273.15,0,0,0,-273.15,0,2674
"Apr 22, 10:00 am",6,0,0,0.0993997,807.137,0.951813,0.998574,0.995444,1,17.8592,0.06,1,0,1.66231,0.767218,0,11.4292,332.755,316.721,231.11,293,392.467,945.232,0,392.467,945.232,293,0.519878,231.11,293,392.505,7.87694,11.8183,231.176,242.994,-0.000305729,0,848,11.1,11,4,993,115.745,44.6218,6.64688,3,2.24219,0,0,0,-273.15,0,0,0,-273.15,0,2675
"Apr 22, 11:00 am",6,0,0,0.0642622,539.117,0.918428,0.990655,0.994261,1,23.3026,0.06,1,0,0.455902,0.76023,0,4.86468,230.339,211.55,149.025,293,392.541,609.033,0,392.541,609.033,293,0.334968,149.025,293,392.563,5.07527,11.7577,149.069,160.826,-0.000197423,0,587,12.5,12,4,993,133.151,35.0006,7.26563,3.9,0.85087,0,0,0,-273.15,0,0,0,-273.15,0,2676
"Apr 22, 12:00 pm",6,0,0,0.192443,299.663,0.894515,0.983884,0.993773,1,26.5538,0.06,1,0,0.0642097,0.754662,0,1.33065,131.454,117.588,76.8188,293,392.663,313.533,0,392.663,313.533,293,0.172443,76.8188,293,392.794,2.61278,11.7371,77.0018,88.7389,-0.000102008,0,335,13.6,13,4,993,158.292,28.3694,7.74063,4.6,0.296653,0,0,0,-273.15,0,0,0,-273.15,0,2677
"Apr 22, 01:00 pm",6,0,0,-0.0625408,600.934,0.890273,0.982598,0.993689,1,27.0924,0.06,1,0,0.622448,0.753613,0,5.97386,264.87,235.807,166.028,293,392.747,677.03,0,392.747,677.03,293,0.372366,166.028,293,392.755,5.64192,11.7667,165.94,177.707,-0.000220832,0,675,14.7,14,4,993,189.96,27.1397,8.21562,4.4,1.05481,0,0,0,-273.15,0,0,0,-273.15,0,2678
"Apr 22, 02:00 pm",6,0,0,-0.0922229,494.767,0.907829,0.987756,0.99404,1,24.793,0.06,1,0,0.343643,0.757836,0,4.03722,213.858,194.146,135.513,293,392.653,553.147,0,392.653,553.147,293,0.304231,135.513,293,392.589,4.60956,11.7301,135.401,147.131,-0.000179915,0,545,15.3,15,4,993,218.317,31.955,8.34688,4.4,0.707874,0,0,0,-273.15,0,0,0,-273.15,0,2679
"Apr 22, 03:00 pm",6,0,0,0.192948,609.462,0.939078,0.995794,0.994824,1,20.1027,0.06,1,0,0.676698,0.764606,0,6.31231,254.668,239.153,170.919,293,392.812,696.49,0,392.812,696.49,293,0.383069,170.919,293,392.911,5.80408,11.7707,171.087,182.858,-0.000227624,0,649,15.6,16,4,993,238.389,40.6727,8.4125,4.1,1.11977,0,0,0,-273.15,0,0,0,-273.15,0,2680
"Apr 22, 04:00 pm",6,0,0,-0.250184,797.179,0.97217,1,0.996592,1,13.5491,0.06,1,0,1.61139,0.7692,0,11.1965,321.768,312.813,229.108,293,392.643,935.286,0,392.643,935.286,293,0.514407,229.108,293,392.56,7.79405,11.7924,228.823,240.616,-0.000304121,0,820,15.8,17,4,993,252.586,51.244,8.3,4.7,2.1858,0,0,0,-273.15,0,0,0,-273.15,0,2681
"Apr 22, 05:00 pm",6,0,0,0.186232,677.711,0.99517,1,0.998605,1,5.63365,0.06,1,0,0.969768,0.770754,0,8.00511,267.224,265.934,193.028,293,392.749,787.114,0,392.749,787.114,293,0.432913,193.028,293,392.824,6.55928,11.7831,193.186,204.969,-0.000256752,0,681,15.4,18,4,993,263.667,62.5979,8.525,4.4,1.46268,0,0,0,-273.15,0,0,0,-273.15,0,2682
"Apr 22, 06:00 pm",6,0,0,-0.11119,332.485,0.998454,1,0.999213,0.759215,3.18612,0.0590153,1,0,0.0366517,0.575915,0,0.918114,130.669,130.467,63.5601,293,392.645,259.467,0,392.645,259.467,293,0.142707,63.5601,293,392.38,2.16223,11.6967,63.4413,75.138,-8.43731e-05,0,333,14.1,19,4,993,273.308,74.1798,8.00625,3.6,0.238374,0,0,0,-273.15,0,0,0,-273.15,0,2683
"Apr 22, 07:00 pm",6,0,0,-38.9833,1,1,1,1,0,0,0,1,0,0.0159382,0,0,0.543424,0.3924,0.3924,33.6675,293,361.46,204,0,361.46,204,293,0.1122,33.6675,293,297.597,1.7,6.57595,-6.57595,0,-2.1513e-05,0,1,12.6,20,4,993,282.543,85.5521,7.67813,3.4,0.128138,0,0,0,-273.15,0,0,0,-273.15,0,2684
"Apr 22, 08:00 pm",6,0,0,-19.0115,0,1,1,1,0,0,0,1,0,0.0156593,0,0,0.53988,0,0,13.1985,293,320.543,204,0,320.543,204,293,0.1122,13.1985,293,280.802,1.7,6.28887,-6.28887,0,-1.40093e-06,0,0,11.5,21,4,993,292.139,96.2586,7.75,3.2,0.127859,0,0,0,-273.15,0,0,0,-273.15,0,2685
"Apr 22, 09:00 pm",1,0,0,-5.82954,0,0,0,0,0,0,0,1,0,0.0157668,0,0,0.541498,0,0,-0.538125,300.452,299.32,0,204,393,0,293,0,0,296.082,281.361,1.7,6.45924,-6.45924,0,0,0,0,10.4,22,4,993,302.797,106.565,7.275,3.2,0.0157668,0,0,0,-273.15,0,0,0,-273.15,0,2686
"Apr 22, 10:00 pm",1,0,0,-6.18316,0,0,0,0,0,0,0,1,0,0.0156736,0,0,0.54013,0,0,-0.243698,290.964,290.445,0,204,393,0,293,0,0,295.124,282.089,1.7,6.44208,-6.44208,0,0,0,0,9.3,23,4,993,315.225,115.597,6.72188,2.3,0.0156736,0,0,0,-273.15,0,0,0,-273.15,0,2687
"Apr 22, 11:00 pm",1,0,0,-6.00636,0,0,0,0,0,0,0,1,0,0.0155287,0,0,0.538046,0,0,-0.185915,285.624,285.226,0,204,393,0,293,0,0,290.926,278.758,1.7,6.19534,-6.19534,0,0,0,0,8.2,0,4,993,330.024,122.66,5.93437,1.9,0.0155287,0,0,0,-273.15,0,0,0,-273.15,0,2688
"Apr 23, 12:00 am",1,0,0,-5.75476,0,0,0,0,0,0,0,1,0,0.0153854,0,0,0.535997,0,0,-0.169751,281.122,280.756,0,204,393,0,293,0,0,286.415,274.78,1.7,5.92577,-5.92577,0,0,0,0,7.1,1,4,993,347.241,126.901,5.5375,0.9,0.0153854,0,0,0,-273.15,0,0,0,-273.15,0,2689
"Apr 23, 01:00 am",1,0,0,-5.51638,0,0,0,0,0,0,0,1,0,0.0152503,0,0,0.534075,0,0,-0.160844,276.904,276.556,0,204,393,0,293,0,0,282.027,270.831,1.7,5.6782,-5.6782,0,0,0,0,6.5,2,4,993,5.78796,127.598,5.01563,0.7,0.0152503,0,0,0,-273.15,0,0,0,-273.15,0,2690
"Apr 23, 02:00 am",1,0,0,-5.29576,0,0,0,0,0,0,0,1,0,0.0151239,0,0,0.532287,0,0,-0.153556,272.87,272.535,0,204,393,0,293,0,0,277.814,267.013,1.7,5.45022,-5.45022,0,0,0,0,5.9,3,4,993,23.6924,124.611,4.57188,0.6,0.0151239,0,0,0,-273.15,0,0,0,-273.15,0,2691
"Apr 23, 03:00 am",1,0,0,-5.09098,0,0,0,0,0,0,0,1,0,0.0150054,0,0,0.530621,0,0,-0.146935,268.994,268.672,0,204,393,0,293,0,0,273.768,263.335,1.7,5.23877,-5.23877,0,0,0,0,5.5,4,4,993,39.4304,118.493,3.9375,0.8,0.0150054,0,0,0,-273.15,0,0,0,-273.15,0,2692
"Apr 23, 04:00 am",1,0,0,-4.89994,0,0,0,0,0,0,0,1,0,0.0148942,0,0,0.529067,0,0,-0.140804,265.265,264.955,0,204,393,0,293,0,0,269.879,259.791,1.7,5.04155,-5.04155,0,0,0,0,5.2,5,4,993,52.6778,110.099,3.6375,1.6,0.0148942,0,0,0,-273.15,0,0,0,-273.15,0,2693
"Apr 23, 05:00 am",1,0,0,-4.71943,0,0,0,0,0,0,0,1,0,0.0147895,0,0,0.527616,0,0,-0.135032,261.672,261.373,0,204,393,0,293,0,0,266.136,256.375,1.7,4.85522,-4.85522,0,0,0,0,4.9,6,4,993,63.8989,100.195,3.49375,1.8,0.0147895,0,0,0,-273.15,0,0,0,-273.15,0,2694
"Apr 23, 06:00 am",1,0,0,-4.54917,0,0,0,0,0,0,0,1,0,0.014691,0,0,0.526259,0,0,-0.129622,258.208,257.92,0,204,393,0,293,0,0,262.53,253.08,1.7,4.67951,-4.67951,0,0,0,0,4.9,7,4,993,73.7887,89.3649,3.72813,2.6,0.014691,0,0,0,-273.15,0,0,0,-273.15,0,2695
"Apr 23, 07:00 am",2,0,0,6.70079,98.3119,0.993049,1,0.998324,0.66135,6.75935,0.0371392,1,0,0.0150056,0.315432,0,0.530338,38.8476,38.5776,0.303645,259.133,259.806,0,204,393,0,293,0,0,259.879,271.1,1.7,5.20356,6.96504,12.1686,0,0,99,6.7,8,4,993,83.0481,78.4381,4.66875,3.9,0.0521448,0,0,0,-273.15,0,0,0,-273.15,0,2696
"Apr 23, 08:00 am",2,0,0,5.70282,36.9725,0.999256,1,0.999454,1,2.21086,0.06,1,0,0.0150693,0.771409,0,0.531253,14.5188,14.508,0.202164,266.557,267.001,0,204,393,0,293,0,0,261.955,274.391,1.7,5.29652,5.89508,11.1916,0,0,37,7.6,9,4,993,92.3999,66.8587,5.17812,6.1,0.0750694,0,0,0,-273.15,0,0,0,-273.15,0,2697
