"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Feb 23, 02:00 pm",0,284.911,281.801,33.1093,1,0.882811,0.991093,1,47.4914,0,23.7839,8.64577,12.9921,2.25015,18.1348,7.11609,19.2276,0,998,200.287,50.9905,8.975,5.7,12.1,49,-355.488,0,0,-0.3703,0,0,0,0.675701,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 03:00 pm",222.328,293,393,402.415,1,0.922078,0.99176,1,42.0583,0.432688,43.3806,109.83,157.908,4.55639,33.7637,13.2489,212.681,54.3062,998,217.28,56.5931,9.0375,6.5,13.1,542,9221.33,11.276,11.276,9.60555,0,0,34.3316,0.742463,1.67043,0.0564438,0.770579,0,0.2893,0.104378,0.44973,0,1.67043,0
"Feb 23, 04:00 pm",337.718,293,393,352.76,1,0.95944,0.99252,1,34.4919,0.491177,59.6615,100.255,138.423,4.55139,33.6704,13.2123,167.947,82.4918,998,231.477,64.7181,9.1375,6,13.2,428,27842.2,31.4542,31.4542,29.0023,0,0,82.4918,0.824207,2.45189,0.130811,1.02794,0,0.2893,0.104378,0.89946,0,2.45189,0
"Feb 23, 05:00 pm",22.8463,293,393,99.1071,1,0.985793,0.993247,0.80264,25.7137,0.129286,73.4412,23.2455,38.8896,4.60149,33.2914,13.0635,43.164,5.58049,998,243.325,74.4837,8.29375,6,12.2,110,-355.021,0,0,-0.369814,5.58049,0,0,0.900973,0.369814,-0.0238645,0,0,0.2893,0.104378,0,0,0,0.369814
"Feb 23, 06:00 pm",0,323.757,319.3,0.960447,0.0280338,1.00025,0.9959,0,16.1685,0,80.1596,0,0.376879,3.66418,26.585,10.432,0.3924,0,998,253.603,85.1714,7.40625,6,11,1,-355.488,0,0,-0.3703,0,0,0,0.960447,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 07:00 pm",0,305.41,301.638,0,0,1.00356,0.998298,0,6.86491,0,0,0,0,2.96749,22.1551,8.69367,0,0,998,263.08,96.1512,7.63125,3.5,10.6,0,-355.488,0,0,-0.3703,0,0,0,0.992831,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 08:00 pm",0,289.726,286.466,0,0,1.00179,0.999416,0,2.366,0,0,0,0,2.45941,18.9037,7.41781,0,0,998,272.5,107.751,7.48281,2.9,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.999148,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 09:00 pm",0,276.073,273.212,0,0,1.00329,0.997266,0,10.9428,0,0,0,0,2.07034,16.4393,6.45077,0,0,998,282.709,119.257,8.45,3.5,9.7,0,-355.488,0,0,-0.3703,0,0,0,0.981817,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 10:00 pm",0,264.075,261.545,0,0,0.997966,0.995296,0,18.3975,0,0,0,0,1.77578,14.3812,5.64317,0,0,998,294.892,130.252,7.95,2.3,9.2,0,-355.488,0,0,-0.3703,0,0,0,0.94889,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 23, 11:00 pm",0,253.435,251.18,0,0,0.988729,0.993611,0,24.3118,0,0,0,0,1.54254,12.6851,4.97765,0,0,998,310.905,140.02,7.82344,1.1,8.8,0,-355.488,0,0,-0.3703,0,0,0,0.911319,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 12:00 am",0,243.813,241.765,0,0,0.980503,0.993075,0,27.9293,0,0,0,0,1.35636,11.4417,4.48971,0,0,998,333.185,147.212,7.51875,1.8,8.3,0,-355.488,0,0,-0.3703,0,0,0,0.883527,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 01:00 am",0,235.068,233.205,0,0,0.977609,0.992989,0,29.0123,0,0,0,0,1.19969,10.3393,4.05713,0,0,998,1.75868,149.76,7.31875,1.8,8.1,0,-355.488,0,0,-0.3703,0,0,0,0.874515,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 02:00 am",0,227.095,225.396,0,0,0.98134,0.993101,0,27.6005,0,0,0,0,1.07132,9.3533,3.67024,0,0,998,29.7962,146.534,6.9625,1.1,7.9,0,-355.488,0,0,-0.3703,0,0,0,0.886199,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 03:00 am",0,219.738,218.172,0,0,0.989873,0.993786,0,23.7221,0,0,0,0,0.965614,8.57013,3.36292,0,0,998,51.1991,138.92,6.7625,1.1,7.7,0,-355.488,0,0,-0.3703,0,0,0,0.915508,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 04:00 am",0,212.943,211.502,0,0,0.998749,0.995487,0,17.6982,0,0,0,0,0.87447,7.83547,3.07464,0,0,998,66.6089,128.938,6.42812,0.6,7.6,0,-355.488,0,0,-0.3703,0,0,0,0.952671,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 05:00 am",0,206.589,205.245,0,0,1.0035,0.997484,0,10.0879,0,0,0,0,0.795863,7.27342,2.85409,0,0,998,78.458,117.84,6.42812,1,7.6,0,-355.488,0,0,-0.3703,0,0,0,0.98454,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 06:00 am",0,200.604,199.344,0,0,1.00115,0.999647,0,1.42807,0,0,0,0,0.729621,6.78729,2.66333,0,0,998,88.5038,106.287,6.5625,1.6,7.5,0,-355.488,0,0,-0.3703,0,0,0,0.999689,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 07:00 am",0,194.929,193.742,0,0,1.00366,0.998055,0,7.83228,0,0,0,0,0.670428,6.37631,2.50206,0,0,998,97.8723,94.678,6.6625,2.9,7.6,0,-355.488,0,0,-0.3703,0,0,0,0.990671,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 08:00 am",0,189.516,188.391,0,0.155569,0.999364,0.995648,0.520101,17.1057,0,-79.3578,0,0,0.61991,6.0206,2.36248,0,0,998,107.387,83.7537,6.6625,4.9,7.6,0,-355.488,0,0,-0.3703,0,0,0,0.955764,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 09:00 am",0,184.412,183.362,0,1,0.983791,0.99318,0.881015,26.5935,0,-71.7703,0,0,0.573273,5.58582,2.19188,0,0,998,117.793,73.095,7.14063,3.7,8,0,-355.488,0,0,-0.3703,0,0,0,0.894205,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 10:00 am",0,179.55,178.557,0,1,0.956475,0.992453,1,35.2333,0,-57.7353,0,0,0.537247,5.24705,2.05894,0,0,998,129.871,63.4391,6.94063,3.7,7.8,0,-355.488,0,0,-0.3703,0,0,0,0.81681,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 11:00 am",0,174.934,174.001,0,1,0.918954,0.991703,1,42.5612,0,-41.0993,0,0,0.495856,4.91182,1.9274,0,0,998,144.403,55.5085,8.08438,4,9.1,0,-355.488,0,0,-0.3703,0,0,0,0.736555,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 12:00 pm",0,170.561,169.687,2.02216,1,0.881722,0.991075,1,47.6194,0,-21.1506,0.527381,0.793494,0.458707,4.58223,1.79807,1.1772,0,998,161.776,50.2124,9.37187,3.7,10.7,3,-355.488,0,0,-0.3703,0,0,0,0.674052,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 01:00 pm",0,166.371,165.541,0.652008,1,0.866537,0.990838,1,49.3068,0,1.38252,0.167076,0.255848,0.432581,4.32347,1.69653,0.3924,0,998,181.189,48.4649,9.87187,4,11.2,1,-355.488,0,0,-0.3703,0,0,0,0.652008,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 02:00 pm",0,162.338,161.548,0.680369,1,0.885861,0.991141,1,47.1275,0,23.7003,0.178286,0.266977,0.411161,4.08626,1.60345,0.3924,0,998,200.463,50.6456,10.0719,4,11.4,1,-355.488,0,0,-0.3703,0,0,0,0.680369,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 03:00 pm",0,158.436,157.68,0.746528,1,0.924192,0.991799,1,41.7095,0,43.2089,0.204222,0.292938,0.392233,3.88318,1.52376,0.3924,0,998,217.531,56.2865,10.2719,4.7,11.6,1,-355.488,0,0,-0.3703,0,0,0,0.746528,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 04:00 pm",0,154.645,153.92,0,1,0.960717,0.99255,1,34.1619,0,59.4504,0,0,0.377878,3.69953,1.4517,0,0,998,231.761,64.4504,9.87187,4.9,11.2,0,-355.488,0,0,-0.3703,0,0,0,0.827454,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 05:00 pm",0,150.97,150.276,0,1,0.986481,0.993286,0.813076,25.3982,0,73.2196,0,0,0.364305,3.50942,1.3771,0,0,998,243.623,74.2481,9.67188,4.3,11,0,-355.488,0,0,-0.3703,0,0,0,0.903349,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 06:00 pm",0,147.398,146.732,0,0.0461552,1.00052,0.995982,0,15.8623,0,80.0412,0,0,0.352865,3.33846,1.31001,0,0,998,253.908,84.963,9.27188,3.7,10.6,0,-355.488,0,0,-0.3703,0,0,0,0.961922,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 07:00 pm",0,143.909,143.266,0,0,1.0035,0.998375,0,6.55621,0,0,0,0,0.343189,3.19296,1.25292,0,0,998,263.394,95.9493,8.75,3.5,10,0,-355.488,0,0,-0.3703,0,0,0,0.99346,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 08:00 pm",0,140.478,139.853,0,0,1.00198,0.999338,0,2.68172,0,0,0,0,0.333752,3.08357,1.20999,0,0,998,272.83,107.551,8.35,5.1,9.6,0,-355.488,0,0,-0.3703,0,0,0,0.998905,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 09:00 pm",0,137.117,136.513,0,0,1.00319,0.997182,0,11.2707,0,0,0,0,0.325489,2.95386,1.15909,0,0,998,283.063,119.048,7.85,4.9,9.1,0,-355.488,0,0,-0.3703,0,0,0,0.980715,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 10:00 pm",0,133.818,133.233,0,0,0.99756,0.995202,0,18.7403,0,0,0,0,0.317969,2.83871,1.11391,0,0,998,295.275,130.019,7.6625,5.1,8.6,0,-355.488,0,0,-0.3703,0,0,0,0.946985,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 24, 11:00 pm",0,130.599,130.035,0,0,0.988007,0.993505,0,24.6701,0,0,0,0,0.311169,2.70087,1.05982,0,0,998,311.297,139.744,7.1625,3.2,8.1,0,-355.488,0,0,-0.3703,0,0,0,0.908726,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 12:00 am",0,127.432,126.885,0,0,0.979545,0.993046,0,28.2963,0,0,0,0,0.305171,2.60275,1.02132,0,0,998,333.495,146.878,6.40625,3.2,7.5,0,-355.488,0,0,-0.3703,0,0,0,0.880508,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 01:00 am",0,124.317,123.785,0,0,0.976586,0.992959,0,29.3771,0,0,0,0,0.300306,2.50466,0.982827,0,0,998,1.81708,149.389,5.89687,2.3,6.6,0,-355.488,0,0,-0.3703,0,0,0,0.87141,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 02:00 am",0,121.244,120.725,0,0,0.980452,0.993074,0,27.9488,0,0,0,0,0.294591,2.42242,0.950559,0,0,998,29.5966,146.178,5.59688,3,6.3,0,-355.488,0,0,-0.3703,0,0,0,0.883366,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 03:00 am",0,118.198,117.689,0,0,0.989247,0.99369,0,24.0482,0,0,0,0,0.290061,2.36023,0.926152,0,0,998,50.8984,138.603,5.05312,4.3,5.6,0,-355.488,0,0,-0.3703,0,0,0,0.913203,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 04:00 am",0,115.188,114.691,0,0,0.998417,0.995405,0,18.0016,0,0,0,0,0.285149,2.28837,0.897957,0,0,998,66.2982,128.653,4.51875,5.7,5.3,0,-355.488,0,0,-0.3703,0,0,0,0.951048,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 05:00 am",0,112.225,111.741,0,0,1.00344,0.997412,0,10.3713,0,0,0,0,0.280649,2.20385,0.86479,0,0,998,78.1622,117.574,4.11875,5.3,4.9,0,-355.488,0,0,-0.3703,0,0,0,0.983662,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 06:00 am",0,109.313,108.844,0,0,1.00134,0.999581,0,1.69669,0,0,0,0,0.27618,2.11757,0.830935,0,0,998,88.2248,106.027,4.40938,4.7,4.8,0,-355.488,0,0,-0.3703,0,0,0,0.999562,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 07:00 am",0,106.46,106.006,0,0,1.00364,0.99812,0,7.57154,0,0,0,0,0.271921,2.02494,0.794587,0,0,998,97.6068,94.4148,4.09688,3,4.8,0,-355.488,0,0,-0.3703,0,0,0,0.991281,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 08:00 am",0,103.656,103.214,0,0.177818,0.999619,0.995718,0.52709,16.8476,0,-79.2131,0,0,0.267688,1.94972,0.765071,0,0,998,107.133,83.4843,4.0625,3.5,5,0,-355.488,0,0,-0.3703,0,0,0,0.957079,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 09:00 am",0,100.911,100.484,0,1,0.984419,0.9932,0.893929,26.3234,0,-71.4934,0,0,0.263108,1.86181,0.730576,0,0,998,117.552,72.8021,4.7625,3.7,5.7,0,-355.488,0,0,-0.3703,0,0,0,0.896305,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 10:00 am",0,98.2264,97.8137,0,1,0.957646,0.992479,1,34.9445,0,-57.4598,0,0,0.258831,1.77754,0.697509,0,0,998,129.655,63.1199,5.30625,4,6.4,0,-355.488,0,0,-0.3703,0,0,0,0.819708,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 11:00 am",0,95.6077,95.2102,0,1,0.920928,0.991739,1,42.2452,0,-40.8495,0,0,0.254433,1.68902,0.662772,0,0,998,144.238,55.1607,6.22813,4.7,7.4,0,-355.488,0,0,-0.3703,0,0,0,0.740275,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 12:00 pm",0,93.0542,92.6715,0.678497,1,0.884644,0.991122,1,47.2737,0,-20.9733,0.177548,0.266242,0.250338,1.60416,0.629474,0.3924,0,998,161.706,49.843,5.95625,4.9,8.3,1,-355.488,0,0,-0.3703,0,0,0,0.678497,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 01:00 pm",0,117.386,130.849,64.3704,1,0.869969,0.990891,1,48.9406,0.397788,1.43492,16.561,25.2589,0.293803,2.47248,0.970202,38.4552,0,998,181.25,48.0942,6.90938,5.1,9.8,98,-355.488,0,0,-0.3703,0,0,0,0.656841,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 02:00 pm",0,203.844,253.594,229.493,1,0.888872,0.99119,1,46.7601,0.421065,23.6201,60.3445,90.0532,1.05204,10.0454,3.94181,131.454,0,998,200.645,50.2995,7.5375,5.1,11.6,335,-355.488,0,0,-0.3703,0,0,0,0.685055,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 03:00 pm",127.762,293,393,433.852,1,0.926285,0.991837,1,41.3568,0.44608,43.0401,118.959,170.244,4.56638,33.6867,13.2187,226.807,31.2074,998,217.788,55.9796,7.9,4.7,12.9,578,-388.252,0,0,-0.404429,11.2327,0,0,0.75061,0.404429,0.0107511,0,0,0.2893,0.104378,0,0,0,0.404429
"Feb 25, 04:00 pm",485.513,293,393,478.49,1,0.961983,0.99258,1,33.8281,0.524694,59.2415,136.357,187.759,4.53644,33.7098,13.2277,226.022,118.593,998,232.051,64.1829,8.42188,4,13.5,576,41947,46.4633,46.4633,43.6948,0,0,118.593,0.830711,2.76845,0.255944,1.21937,0,0.2893,0.104378,0.89946,0,2.76845,0
"Feb 25, 05:00 pm",282.295,293,393,359.573,1,0.98716,0.993382,0.823433,25.079,0.442628,72.9994,86.6542,141.096,4.54142,33.5344,13.1589,155.783,68.9539,998,243.924,74.0129,8.24375,4,13.4,397,22918.8,25.7651,25.7651,23.8738,0,0,68.9539,0.905724,1.89133,0.092538,0.955379,0,0.2893,0.104378,0.44973,0,1.89133,0
"Feb 25, 06:00 pm",0,323.821,319.379,124.277,0.0641952,1.00077,0.996064,0,15.5527,0,79.9234,0,48.7661,3.60366,26.6215,10.4463,50.6196,0,998,254.216,84.7548,7.8125,4.3,12.5,129,-355.488,0,0,-0.3703,0,0,0,0.963384,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 07:00 pm",0,305.57,301.818,0,0,1.00344,0.998453,0,6.24405,0,0,0,0,2.93373,22.0853,8.66626,0,0,998,263.711,95.7477,7.55937,2.6,11.7,0,-355.488,0,0,-0.3703,0,0,0,0.994068,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 08:00 pm",0,289.938,286.688,0,0,1.00217,0.999259,0,3.00076,0,0,0,0,2.44103,18.8818,7.4092,0,0,998,273.163,107.351,6.8375,2.4,10.9,0,-355.488,0,0,-0.3703,0,0,0,0.998629,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 09:00 pm",0,276.297,273.437,0,0,1.00308,0.997097,0,11.6019,0,0,0,0,2.06547,16.4465,6.45361,0,0,998,283.42,118.839,6.58438,3.2,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.979569,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 10:00 pm",0,264.29,261.757,0,0,0.997135,0.995107,0,19.0862,0,0,0,0,1.77855,14.3959,5.64895,0,0,998,295.659,129.784,6.09688,2.1,9.3,0,-355.488,0,0,-0.3703,0,0,0,0.945028,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 25, 11:00 pm",0,253.604,251.339,0,0,0.98726,0.993396,0,25.0316,0,0,0,0,1.55267,12.7379,4.99833,0,0,998,311.69,139.467,5.76563,1.3,8.5,0,-355.488,0,0,-0.3703,0,0,0,0.906075,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 12:00 am",0,243.962,241.911,0,0,0.978556,0.993017,0,28.6664,0,0,0,0,1.37103,11.433,4.48631,0,0,998,333.805,146.543,5.35625,1.3,7.7,0,-355.488,0,0,-0.3703,0,0,0,0.877427,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 01:00 am",0,235.211,233.346,0,0,0.97553,0.992929,0,29.7447,0,0,0,0,1.22525,10.2859,4.03617,0,0,998,1.87894,149.015,4.925,0.7,6.8,0,-355.488,0,0,-0.3703,0,0,0,0.868244,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 02:00 am",0,227.222,225.52,0,0,0.979537,0.993046,0,28.2994,0,0,0,0,1.10387,9.29766,3.6484,0,0,998,29.4034,145.818,4.51563,0.2,6,0,-355.488,0,0,-0.3703,0,0,0,0.880482,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 03:00 am",0,219.737,218.142,0,0,0.988602,0.993592,0,24.3756,0,0,0,0,1.00351,8.67758,3.40508,0,0,998,50.6024,138.282,3.85,1.6,5.1,0,-355.488,0,0,-0.3703,0,0,0,0.910859,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 04:00 am",0,212.76,211.281,0,0,0.998073,0.995322,0,18.3057,0,0,0,0,0.911802,8.00207,3.14001,0,0,998,65.9901,128.364,3.50625,1.9,4.6,0,-355.488,0,0,-0.3703,0,0,0,0.949394,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 05:00 am",0,206.285,204.917,0,0,1.00337,0.997339,0,10.6551,0,0,0,0,0.833315,7.333,2.87747,0,0,998,77.8676,117.303,3.2625,1,4.2,0,-355.488,0,0,-0.3703,0,0,0,0.982758,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 06:00 am",0,200.249,198.981,0,0,1.00153,0.999515,0,1.96555,0,0,0,0,0.765547,6.74764,2.64777,0,0,998,87.9463,105.764,3.35313,0.4,3.9,0,-355.488,0,0,-0.3703,0,0,0,0.999412,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 07:00 am",0,194.571,193.384,0,0,1.00362,0.998186,0,7.31048,0,0,0,0,0.70417,6.28003,2.46428,0,0,998,97.3414,94.1483,3.275,0.4,3.9,0,-355.488,0,0,-0.3703,0,0,0,0.991871,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 08:00 am",0,189.235,188.128,0,0.20035,0.999865,0.995787,0.534155,16.5892,0,-79.0667,0,0,0.650541,5.81775,2.28289,0,0,998,106.879,83.2113,3.60938,0.1,4,0,-355.488,0,0,-0.3703,0,0,0,0.958376,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 09:00 am",0,184.201,183.164,0,1,0.985037,0.993221,0.906968,26.0524,0,-71.2134,0,0,0.596514,5.42801,2.12995,0,0,998,117.311,72.5062,4.375,0.1,5,0,-355.488,0,0,-0.3703,0,0,0,0.898393,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 10:00 am",0,179.437,178.465,0,1,0.958802,0.992506,1,34.6542,0,-57.1816,0,0,0.549293,5.07477,1.99134,0,0,998,129.438,62.7978,5.08437,0.1,6.1,0,-355.488,0,0,-0.3703,0,0,0,0.822599,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 11:00 am",0,174.889,173.969,0,1,0.922878,0.991774,1,41.9271,0,-40.5972,0,0,0.508419,4.79218,1.88045,0,0,998,144.074,54.8101,6.02812,0.4,7.2,0,-355.488,0,0,-0.3703,0,0,0,0.743995,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 12:00 pm",0,170.525,169.651,0,1,0.887525,0.991168,1,46.9254,0,-20.7937,0,0,0.47541,4.53572,1.77982,0,0,998,161.638,49.4708,5.79063,0.8,7.9,0,-355.488,0,0,-0.3703,0,0,0,0.682949,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 01:00 pm",0,166.358,165.534,3.30843,1,0.87335,0.990943,1,48.5715,0,1.49025,0.854535,1.29823,0.444507,4.25708,1.67048,1.962,0,998,181.315,47.7215,6.34375,0.7,9,5,-355.488,0,0,-0.3703,0,0,0,0.661686,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 02:00 pm",0,227.158,267.485,193.132,1,0.891845,0.991238,1,46.3892,0.40743,23.5433,50.9556,75.7849,1.40269,12.2013,4.78777,109.872,0,998,200.833,49.9522,6.98438,1.4,10.5,280,-355.488,0,0,-0.3703,0,0,0,0.689756,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 03:00 pm",256.969,293,393,508.671,1,0.928357,0.991876,1,41.0005,0.461295,42.8742,139.791,199.602,4.62163,33.5562,13.1674,264.478,62.7679,998,218.05,55.6724,7.50313,1.9,11.8,674,12513.4,14.77,14.77,13.0348,0,0,42.7932,0.754704,1.73517,0.0766206,0.815143,0,0.2893,0.104378,0.44973,0,1.73517,0
"Feb 26, 04:00 pm",350.257,293,393,361.945,1,0.963238,0.99261,1,33.4907,0.502371,59.0347,103.282,142.027,4.60149,33.4515,13.1264,170.302,85.5546,998,232.345,63.9158,7.35625,2.9,12.2,434,29047.9,32.7358,32.7358,30.2583,0,0,85.5546,0.833976,2.47755,0.140124,1.04429,0,0.2893,0.104378,0.89946,0,2.47755,0
"Feb 26, 05:00 pm",179.165,293,393,251.543,1,0.987831,0.993479,0.833709,24.7562,0.402625,72.7806,61.4242,98.7055,4.61155,33.2554,13.0494,108.695,43.7632,998,244.23,73.7783,7.39063,2.6,12,277,12937.2,15.1739,15.1739,13.4763,0,0,43.7632,0.908098,1.69759,0.0338838,0.820294,0,0.2893,0.104378,0.44973,0,1.69759,0
"Feb 26, 06:00 pm",0,323.863,319.43,34.734,0.0821526,1.00102,0.996147,0,15.2399,0,79.8061,0,13.6296,3.66492,26.3892,10.3551,14.1264,0,998,254.527,84.5467,6.95938,2.6,11.1,36,-355.488,0,0,-0.3703,0,0,0,0.964834,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 07:00 pm",0,305.484,301.702,0,0,1.00337,0.998532,0,5.92857,0,0,0,0,2.98098,22.2023,8.71219,0,0,998,264.032,95.5464,7.01875,3.8,10.3,0,-355.488,0,0,-0.3703,0,0,0,0.994651,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 08:00 pm",0,289.743,286.472,0,0,1.00235,0.999179,0,3.32298,0,0,0,0,2.47882,18.9463,7.43454,0,0,998,273.499,107.152,6.76563,3.2,9.5,0,-355.488,0,0,-0.3703,0,0,0,0.998319,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 09:00 pm",0,276.114,273.26,0,0,1.00295,0.997011,0,11.9361,0,0,0,0,2.09938,16.3153,6.40211,0,0,998,283.779,118.629,6.59062,1.6,8.7,0,-355.488,0,0,-0.3703,0,0,0,0.978379,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Feb 26, 10:00 pm",0,264.055,261.51,0,0,0.99669,0.99501,0,19.435,0,0,0,0,1.80712,14.4114,5.65503,0,0,998,296.045,129.549,5.86875,2.3,7.9,0,-355.488,0,0,-0.3703,0,0,0,0.94302,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
