"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Jan 1, 12:00 am",0,146.676,145.988,0,0,1.00091,0.996111,0,15.3768,0,0,0,0,0.374429,3.41287,1.33921,0,0,998,325.035,160.518,3.86562,1.3,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.964203,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 01:00 am",0,143.196,142.559,0,0,1.00029,0.995913,0,16.1193,0,0,0,0,0.342832,3.15102,1.23646,0,0,998,10.9753,163.064,8.22812,2.3,9.4,0,-355.488,0,0,-0.3703,0,0,0,0.960686,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 02:00 am",0,139.823,139.212,0,0,1.0016,0.996356,0,14.4509,0,0,0,0,0.33241,2.99597,1.17562,0,0,999,49.3841,157.017,7.29062,1.8,9.4,0,-355.488,0,0,-0.3703,0,0,0,0.968362,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 03:00 am",0,136.529,135.94,0,0,1.0034,0.997368,0,10.5421,0,0,0,0,0.323604,2.86107,1.12269,0,0,999,70.1802,146.922,6.93437,1.5,9.2,0,-355.488,0,0,-0.3703,0,0,0,0.983121,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 04:00 am",0,133.303,132.733,0,0,1.00301,0.998817,0,4.7819,0,0,0,0,0.31513,2.74482,1.07707,0,0,999,83.104,135.615,6.93437,1.8,9.2,0,-355.488,0,0,-0.3703,0,0,0,0.996519,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 05:00 am",0,130.141,129.59,0,0,1.00183,0.9994,0,2.42901,0,0,0,0,0.307717,2.63103,1.03242,0,0,999,92.9449,124.007,6.75625,1.8,9.1,0,-355.488,0,0,-0.3703,0,0,0,0.999102,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 06:00 am",0,127.035,126.501,0,0,1.00336,0.997327,0,10.704,0,0,0,0,0.300989,2.52989,0.992729,0,0,999,101.632,112.486,6.73438,2.1,9,0,-355.488,0,0,-0.3703,0,0,0,0.9826,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 07:00 am",0,123.995,123.479,0,0,0.996353,0.994939,0,19.6916,0,0,0,0,0.294696,2.41742,0.948596,0,0,999,110.129,101.311,6.65625,1.6,9,0,-355.488,0,0,-0.3703,0,0,0,0.94152,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 08:00 am",0,121.003,120.501,0,0,0.977468,0.992985,0,29.063,0,0,0,0,0.288957,2.33201,0.915081,0,0,999,119.07,90.744,6.5,2.3,9,0,-355.488,0,0,-0.3703,0,0,0,0.874086,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 09:00 am",0,118.079,117.596,0,0.565218,0.943131,0.992166,0.646139,38.2156,0,-76.7365,0,0,0.282745,2.21986,0.871072,0,0,999,128.971,81.5633,6.92188,2,9.5,0,-355.488,0,0,-0.3703,0,0,0,0.785689,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 10:00 am",0,167.063,196.306,135.243,1,0.88315,0.991098,1,47.4513,0.416093,-64.8269,35.3295,53.0694,0.537416,5.44622,2.1371,78.48,0,999,140.283,73.331,7.50937,3.7,10.4,200,-355.488,0,0,-0.3703,0,0,0,0.676216,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 11:00 am",0,177.54,176.595,10.2527,1,0.797605,0.989848,1,55.278,0,-46.5414,2.41583,4.02317,0.499875,5.00138,1.96254,7.0632,0,999,153.296,66.9639,7.42813,3,11.1,18,-355.488,0,0,-0.3703,0,0,0,0.569595,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 12:00 pm",0,177.892,178.408,14.6836,1,0.705307,0.988651,1,60.6953,0.0485828,-22.4338,3.05581,5.76186,0.502123,5.05038,1.98177,11.772,0,999,167.91,63.0938,7.91562,2.8,11.9,30,-355.488,0,0,-0.3703,0,0,0,0.489455,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 01:00 pm",0,188.783,195.524,52.457,1,0.675257,0.98828,1,62.0717,0.169616,6.46775,10.4478,20.5841,0.603105,6.09137,2.39026,43.9488,0,999,183.417,62.2091,8.30313,3.3,12.6,112,-355.488,0,0,-0.3703,0,0,0,0.468366,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 02:00 pm",0,219.996,238.471,115.49,1,0.741648,0.98911,1,58.809,0.233129,33.9083,25.2847,45.3183,1.03457,9.81184,3.85017,87.5052,0,999,198.662,64.4367,8.6125,3.7,13.3,223,-355.488,0,0,-0.3703,0,0,0,0.517893,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 03:00 pm",0,288.074,331.274,244.27,1,0.837149,0.990402,1,52.1393,0.307417,55.4432,60.4444,95.8516,3.07622,23.8462,9.35725,156.175,0,999,212.628,69.4686,8.87813,3.3,13.8,398,-355.488,0,0,-0.3703,0,0,0,0.613744,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 04:00 pm",341.554,293,393,516.658,1,0.911884,0.991577,0.87918,43.6467,0.374151,71.8095,122.579,202.736,4.5017,33.7679,13.2505,280.174,83.4288,999,224.885,76.7291,9.43437,4.7,14.2,714,20682,23.4466,23.4466,21.5438,0,0,63.4541,0.72361,1.90285,0.133634,0.925808,0,0.2893,0.104378,0.44973,0,1.90285,0
"Jan 1, 05:00 pm",0,323.947,319.535,81.1963,0.0975878,0.961138,0.99256,0,34.0515,0,79.9568,0,31.8614,3.56339,26.4927,10.3957,38.4552,0,999,235.537,85.5465,9.30313,3.5,13.6,98,-355.488,0,0,-0.3703,0,0,0,0.828534,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 06:00 pm",0,305.71,301.959,0,0,0.987558,0.993439,0,24.8884,0,0,0,0,2.89204,22.1966,8.70996,0,0,999,244.965,95.2569,8.97656,4,13,0,-355.488,0,0,-0.3703,0,0,0,0.907129,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 07:00 pm",0,290.114,286.873,0,0,1.00071,0.996045,0,15.6246,0,0,0,0,2.39981,18.9276,7.42718,0,0,999,253.652,106.123,10.1344,3,12.4,0,-355.488,0,0,-0.3703,0,0,0,0.963047,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 08:00 pm",0,276.551,273.709,0,0,1.00356,0.998287,0,6.90671,0,0,0,0,2.02343,16.4298,6.44705,0,0,999,262.153,117.478,10.65,3,11.9,0,-355.488,0,0,-0.3703,0,0,0,0.992743,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 09:00 pm",0,264.572,262.043,0,0,1.00077,0.999771,0,0.927321,0,0,0,0,1.73692,14.4773,5.68091,0,0,999,271.208,129.069,9.65938,3.3,11.3,0,-355.488,0,0,-0.3703,0,0,0,0.999869,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 10:00 pm",0,253.911,251.651,0,0,1.00363,0.998137,0,7.50536,0,0,0,0,1.5117,12.8114,5.0272,0,0,999,282.083,140.603,9.45,2.3,10.7,0,-355.488,0,0,-0.3703,0,0,0,0.991433,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 1, 11:00 pm",0,244.32,242.28,0,0,1.00272,0.99687,0,12.4819,0,0,0,0,1.33135,11.4622,4.49778,0,0,999,297.6,151.543,8.92813,1.8,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.976364,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 12:00 am",0,235.606,233.749,0,0,1.00086,0.996094,0,15.4411,0,0,0,0,1.18295,10.3505,4.06153,0,0,999,324.867,160.392,8.42813,1.6,9.6,0,-355.488,0,0,-0.3703,0,0,0,0.963905,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 01:00 am",0,227.602,225.895,0,0,1.00022,0.99589,0,16.2046,0,0,0,0,1.06346,9.44148,3.70484,0,0,999,10.5493,162.998,7.72812,1.8,8.9,0,-355.488,0,0,-0.3703,0,0,0,0.960271,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 02:00 am",0,220.141,218.552,0,0,1.00152,0.996328,0,14.5565,0,0,0,0,0.968413,8.73377,3.42713,0,0,999,49.0242,157.021,6.49375,3,7.9,0,-355.488,0,0,-0.3703,0,0,0,0.9679,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 03:00 am",0,213.165,211.683,0,0,1.00337,0.997338,0,10.6606,0,0,0,0,0.879782,8.09918,3.17812,0,0,999,69.9323,146.957,6.30625,4.5,7.4,0,-355.488,0,0,-0.3703,0,0,0,0.98274,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 04:00 am",0,206.66,205.285,0,0,1.00305,0.998786,0,4.90855,0,0,0,0,0.803702,7.46283,2.92842,0,0,999,82.9155,135.659,5.90625,4,7,0,-355.488,0,0,-0.3703,0,0,0,0.996333,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 05:00 am",0,200.54,199.253,0,0,1.00175,0.999433,0,2.29735,0,0,0,0,0.738589,6.94942,2.72695,0,0,999,92.7867,124.052,5.58437,4.7,6.6,0,-355.488,0,0,-0.3703,0,0,0,0.999196,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 06:00 am",0,194.794,193.594,0,0,1.00339,0.997361,0,10.5695,0,0,0,0,0.681921,6.4336,2.52454,0,0,999,101.489,112.527,5.28438,3.7,6.3,0,-355.488,0,0,-0.3703,0,0,0,0.983033,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 07:00 am",0,189.34,188.207,0,0,0.996533,0.994977,0,19.5554,0,0,0,0,0.632772,6.03752,2.36912,0,0,999,109.992,101.344,4.98438,4.5,6,0,-355.488,0,0,-0.3703,0,0,0,0.942318,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 08:00 am",0,184.206,183.151,0,0,0.977847,0.992996,0,28.9262,0,0,0,0,0.588039,5.58217,2.19045,0,0,999,118.933,90.7653,4.98438,2.6,6,0,-355.488,0,0,-0.3703,0,0,0,0.875244,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 09:00 am",0,179.328,178.333,3.93583,0.563144,0.943797,0.99218,0.645347,38.0785,0,-76.7531,0.399751,1.54442,0.546099,5.23882,2.05571,1.962,0,999,128.831,81.5687,5.38438,2.8,6.4,5,-355.488,0,0,-0.3703,0,0,0,0.787166,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 10:00 am",0,220.562,248.051,136.945,1,0.884282,0.991116,1,47.3169,0.384232,-64.875,35.8205,53.737,1.21313,10.5792,4.15127,79.2648,0,999,140.139,73.3162,6.19375,2.7,7.6,202,-355.488,0,0,-0.3703,0,0,0,0.677943,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 11:00 am",0,293.98,338.216,265.71,1,0.799375,0.989872,1,55.1507,0.269601,-46.634,62.7493,104.265,3.54354,25.5167,10.0128,182.466,0,999,153.152,66.9243,5.5875,3,8.4,465,-355.488,0,0,-0.3703,0,0,0,0.571419,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 12:00 pm",168.066,293,393,364.888,1,0.707535,0.988679,1,60.587,0.200271,-22.6037,76.1787,143.182,4.72333,33.2967,13.0656,291.553,41.0521,999,167.774,63.0269,6.59688,2.3,9.8,743,4208.55,5.95862,5.95862,4.3839,0,0,21.0774,0.491101,1.57471,0.0285452,0.70276,0,0.2893,0.104378,0.44973,0,1.57471,0
"Jan 2, 01:00 pm",64.1436,293,393,167.138,1,0.67693,0.988301,1,61.9989,0.112158,6.22583,33.3717,65.5849,4.69776,33.1451,13.0061,139.694,15.6678,999,183.3,62.1162,6.8625,3.3,10.3,356,-366.164,0,0,-0.381421,15.6678,0,0,0.469488,0.381421,-0.0122573,0,0,0.2893,0.104378,0,0,0,0.381421
"Jan 2, 02:00 pm",0,323.76,319.303,2.07361,1,0.742258,0.989118,1,58.7749,0,33.6602,0.45436,0.813683,3.71574,26.4483,10.3783,1.5696,0,999,198.573,64.323,7.84688,3.7,9.8,4,-355.488,0,0,-0.3703,0,0,0,0.518402,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 03:00 pm",88.2692,293,393,214.849,1,0.837239,0.990403,1,52.1314,0.258044,55.2291,53.1698,84.3066,4.70286,33.1988,13.0272,137.34,21.5608,999,212.568,69.3412,6.99687,2.7,10.2,350,-373.838,0,0,-0.389414,1.58614,0,0,0.613853,0.389414,-0.00426394,0,0,0.2893,0.104378,0,0,0,0.389414
"Jan 2, 04:00 pm",0,323.746,319.287,36.1775,1,0.91185,0.991577,0.88762,43.6517,0,71.6287,8.66535,14.196,3.71512,26.4739,10.3884,19.62,0,999,224.85,76.5943,6.83125,3.5,9.8,50,-355.488,0,0,-0.3703,0,0,0,0.723549,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 05:00 pm",0,305.334,301.546,24.0251,0.110422,0.961106,0.992559,0,34.0601,0,79.87,0,9.42744,3.01945,22.139,8.68734,11.3796,0,999,235.521,85.4121,6.52188,2.7,9.1,29,-355.488,0,0,-0.3703,0,0,0,0.828451,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 06:00 pm",0,289.569,286.293,0,0,0.987542,0.993437,0,24.8961,0,0,0,0,2.5019,18.9201,7.42425,0,0,999,244.963,95.117,6.56875,3,8.6,0,-355.488,0,0,-0.3703,0,0,0,0.907072,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 07:00 pm",0,275.904,273.041,0,0,1.00071,0.996045,0,15.6267,0,0,0,0,2.11016,16.3418,6.41253,0,0,999,253.661,105.983,5.75625,2.1,8.1,0,-355.488,0,0,-0.3703,0,0,0,0.963037,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 08:00 pm",0,263.876,261.339,0,0,1.00356,0.998289,0,6.89953,0,0,0,0,1.81271,14.332,5.62388,0,0,999,262.171,117.339,5.54688,1.6,7.5,0,-355.488,0,0,-0.3703,0,0,0,0.992758,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 09:00 pm",0,253.161,250.89,0,0,1.00079,0.999766,0,0.947008,0,0,0,0,1.57592,12.7126,4.98841,0,0,999,271.231,128.93,5.59375,1.3,7,0,-355.488,0,0,-0.3703,0,0,0,0.999863,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 10:00 pm",0,243.521,241.472,0,0,1.00364,0.998128,0,7.54028,0,0,0,0,1.3861,11.3751,4.46358,0,0,999,282.104,140.463,5.64063,1,6.5,0,-355.488,0,0,-0.3703,0,0,0,0.991353,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 2, 11:00 pm",0,234.77,232.906,0,0,1.0027,0.996856,0,12.5351,0,0,0,0,1.23349,10.2552,4.02416,0,0,999,297.592,151.403,4.9625,0.7,5.9,0,-355.488,0,0,-0.3703,0,0,0,0.976163,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 12:00 am",0,226.77,225.066,0,0,1.00081,0.996075,0,15.5126,0,0,0,0,1.10626,9.29861,3.64878,0,0,999,324.716,160.26,4.85313,0.4,5.4,0,-355.488,0,0,-0.3703,0,0,0,0.963572,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 01:00 am",0,219.399,217.832,0,0,1.00014,0.995866,0,16.2963,0,0,0,0,1.00013,8.491,3.33187,0,0,999,10.1268,162.923,4.76563,0.2,5,0,-355.488,0,0,-0.3703,0,0,0,0.959823,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 02:00 am",0,212.558,211.107,0,0,1.00145,0.996298,0,14.6687,0,0,0,0,0.907851,7.81298,3.06581,0,0,999,48.6541,157.018,4.62187,0.2,4.7,0,-355.488,0,0,-0.3703,0,0,0,0.967406,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 03:00 am",0,206.144,204.788,0,0,1.00334,0.997306,0,10.7855,0,0,0,0,0.829148,7.2651,2.85083,0,0,999,69.6742,146.985,4.0875,0.5,4.4,0,-355.488,0,0,-0.3703,0,0,0,0.982334,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 04:00 am",0,200.142,198.881,0,0,1.0031,0.998753,0,5.04122,0,0,0,0,0.75984,6.71475,2.63487,0,0,999,82.7186,135.697,4.14375,0.3,4.3,0,-355.488,0,0,-0.3703,0,0,0,0.996132,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 05:00 am",0,194.497,193.317,0,0,1.00166,0.999467,0,2.16011,0,0,0,0,0.701358,6.24039,2.44873,0,0,999,92.6214,124.092,3.94375,0.2,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.999289,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 06:00 am",0,189.155,188.046,0,0,1.00343,0.997397,0,10.4297,0,0,0,0,0.64978,5.83113,2.28813,0,0,999,101.339,112.562,3.76563,0.2,4,0,-355.488,0,0,-0.3703,0,0,0,0.983478,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 07:00 am",0,184.074,183.028,0,0,0.996717,0.995016,0,19.4144,0,0,0,0,0.603983,5.47645,2.14896,0,0,999,109.85,101.372,3.96094,0.3,4,0,-355.488,0,0,-0.3703,0,0,0,0.943139,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 08:00 am",0,179.224,178.234,0,0,0.978235,0.993007,0,28.7846,0,0,0,0,0.563951,5.15512,2.02287,0,0,999,118.792,90.7807,3.96094,0.4,4,0,-355.488,0,0,-0.3703,0,0,0,0.876436,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 09:00 am",0,187.25,192.643,88.333,0.561582,0.94448,0.992194,0.644737,37.937,0.135624,-76.7658,8.94497,34.6619,0.642755,5.96762,2.3417,43.9488,0,999,128.687,81.5678,5.76563,0.6,6,112,-355.488,0,0,-0.3703,0,0,0,0.788687,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 10:00 am",47.7649,293,393,462.216,1,0.885446,0.991135,1,47.1775,0.386695,-64.9157,121.063,181.374,4.79546,33.3453,13.0847,266.832,11.6672,999,139.992,73.2944,7.30625,0.7,8.4,680,-361.444,0,0,-0.376504,0,0,0,0.679729,0.376504,-0.0171743,0,0,0.2893,0.104378,0,0,0,0.376504
"Jan 3, 11:00 am",356.16,293,393,442.602,1,0.801205,0.989897,1,55.018,0.287181,-46.7189,104.765,173.677,4.68755,33.3371,13.0815,302.933,86.9965,999,153.005,66.8774,7.375,1.5,10.5,772,26317.9,29.8598,29.8598,27.4144,0,0,78.689,0.573319,2.44533,0.144592,1.0076,0,0.2893,0.104378,0.89946,0,2.44533,0
"Jan 3, 12:00 pm",301.419,293,393,435.672,1,0.709875,0.988708,1,60.4724,0.212249,-22.7668,91.2601,170.958,4.59646,33.2272,13.0384,346.882,73.6253,999,167.637,62.9526,8.15938,1.6,12.3,884,24339,27.732,27.732,25.3532,0,0,73.6253,0.492842,2.37881,0.105211,0.980466,0,0.2893,0.104378,0.89946,0,2.37881,0
"Jan 3, 01:00 pm",239.118,293,393,379.401,1,0.678758,0.988323,1,61.9189,0.184674,5.98672,75.9598,148.877,4.53147,33.1822,13.0207,316.274,58.4076,999,183.185,62.016,8.83438,2.2,13.6,806,18730.4,21.3189,21.3189,19.5109,0,0,58.4076,0.470721,1.80807,0.0659933,0.898671,0,0.2893,0.104378,0.44973,0,1.80807,0
"Jan 3, 02:00 pm",339.191,293,393,457.776,1,0.742998,0.989127,1,58.7335,0.239388,33.4102,100.407,179.631,4.49675,33.279,13.0587,346.097,82.8515,999,198.487,64.2024,9.3,2,14.3,882,27983.9,31.6048,31.6048,29.1499,0,0,82.8515,0.51902,2.45489,0.131892,1.02986,0,0.2893,0.104378,0.89946,0,2.45489,0
"Jan 3, 03:00 pm",469.364,293,393,534.232,1,0.837409,0.990405,1,52.1164,0.335829,55.0107,132.236,209.632,4.48686,33.3886,13.1017,341.388,114.648,999,212.513,69.2076,9.26563,1.5,14.5,870,40409.2,44.8252,44.8252,42.093,0,0,114.648,0.614059,2.73225,0.240637,1.19848,0,0.2893,0.104378,0.89946,0,2.73225,0
"Jan 3, 04:00 pm",339.862,293,393,416.053,1,0.911861,0.991577,0.896281,43.65,0.367927,71.443,100.628,163.259,4.5265,33.3487,13.086,225.63,83.0154,999,224.821,76.4543,8.62187,1.9,13.7,575,28048.5,31.6734,31.6734,29.2172,0,0,83.0154,0.72357,2.45626,0.132386,1.03074,0,0.2893,0.104378,0.89946,0,2.45626,0
"Jan 3, 05:00 pm",0,323.782,319.331,239.416,0.123625,0.961098,0.992559,0,34.0622,0,79.7807,0,93.947,3.60607,26.6864,10.4717,113.404,0,999,235.511,85.2731,8.025,3.3,12.4,289,-355.488,0,0,-0.3703,0,0,0,0.82843,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 06:00 pm",0,305.44,301.668,0,0,0.98754,0.993437,0,24.8974,0,0,0,0,2.93227,22.2437,8.72844,0,0,999,244.968,94.9732,8.24063,5,11.6,0,-355.488,0,0,-0.3703,0,0,0,0.907063,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 07:00 pm",0,289.732,286.467,0,0,1.00072,0.996046,0,15.6222,0,0,0,0,2.43746,19.002,7.45639,0,0,999,253.678,105.84,8.02656,4.5,10.8,0,-355.488,0,0,-0.3703,0,0,0,0.963058,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 08:00 pm",0,276.126,273.276,0,0,1.00356,0.998292,0,6.88558,0,0,0,0,2.06091,16.3793,6.42726,0,0,999,262.197,117.196,7.52188,2.7,10.1,0,-355.488,0,0,-0.3703,0,0,0,0.992788,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 09:00 pm",0,264.128,261.596,0,0,1.00081,0.99976,0,0.973697,0,0,0,0,1.7746,14.3947,5.64849,0,0,999,271.264,128.788,7.19063,2.4,9.3,0,-355.488,0,0,-0.3703,0,0,0,0.999856,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 10:00 pm",0,253.396,251.12,0,0,1.00364,0.998118,0,7.58244,0,0,0,0,1.54799,12.8232,5.03184,0,0,999,282.137,140.32,6.78125,2.7,8.5,0,-355.488,0,0,-0.3703,0,0,0,0.991256,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 3, 11:00 pm",0,243.718,241.66,0,0,1.00267,0.99684,0,12.5956,0,0,0,0,1.36616,11.4897,4.50856,0,0,999,297.598,151.258,6.29375,2.4,7.7,0,-355.488,0,0,-0.3703,0,0,0,0.975933,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 12:00 am",0,234.902,233.024,0,0,1.00075,0.996056,0,15.5848,0,0,0,0,1.21605,10.4033,4.08224,0,0,999,324.549,160.088,5.90625,2.6,7,0,-355.488,0,0,-0.3703,0,0,0,0.963234,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 01:00 am",0,226.81,225.086,0,0,1.00004,0.995838,0,16.3997,0,0,0,0,1.09537,9.46542,3.71423,0,0,999,9.60624,162.82,5.00625,2.4,6.1,0,-355.488,0,0,-0.3703,0,0,0,0.959315,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 02:00 am",0,219.312,217.717,0,0,1.00134,0.99626,0,14.8152,0,0,0,0,0.997189,8.68633,3.40852,0,0,999,48.18,157.004,4.1625,2.4,5.1,0,-355.488,0,0,-0.3703,0,0,0,0.966756,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 03:00 am",0,212.287,210.797,0,0,1.00329,0.997264,0,10.9511,0,0,0,0,0.912107,8.06661,3.16534,0,0,999,69.3394,147.011,3.31875,3.7,4.1,0,-355.488,0,0,-0.3703,0,0,0,0.98179,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 04:00 am",0,205.699,204.308,0,0,1.00316,0.998709,0,5.21519,0,0,0,0,0.833376,7.48687,2.93785,0,0,999,82.4622,135.738,2.975,4.5,3.6,0,-355.488,0,0,-0.3703,0,0,0,0.99586,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 05:00 am",0,199.506,198.206,0,0,1.00154,0.999511,0,1.98193,0,0,0,0,0.766048,6.95535,2.72928,0,0,999,92.4061,124.134,2.70937,4.7,3.1,0,-355.488,0,0,-0.3703,0,0,0,0.999402,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 06:00 am",0,193.707,192.498,0,0,1.00347,0.997443,0,10.2493,0,0,0,0,0.707571,6.41283,2.5164,0,0,999,101.145,112.6,2.30938,3,2.7,0,-355.488,0,0,-0.3703,0,0,0,0.984043,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 07:00 am",0,188.247,187.117,0,0,0.99695,0.995066,0,19.2327,0,0,0,0,0.656279,5.95234,2.3357,0,0,999,109.665,101.398,2.0875,2.1,2.4,0,-355.488,0,0,-0.3703,0,0,0,0.944189,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 08:00 am",0,183.067,182.003,0,0,0.978729,0.993022,0,28.6021,0,0,0,0,0.609957,5.57109,2.1861,0,0,999,118.609,90.7918,2.14375,2,2.3,0,-355.488,0,0,-0.3703,0,0,0,0.877965,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
