date;DNI;elevation;zenith;azimuth;aoi;IAM;pr_geo;pr_borders;pr_opt_peak;solar_fraction;SF.a.tin;NetPower;AuxPower;GrossPower;SF.b.wpwr;SF.a.mf;SF.a.tout;SF.a.pwr;SF.a.prth;SF.a.globalpr;SF.x.mf;SF.x.tout;SF.x.pwr;SF.x.prth;SF.x.globalpr;SF.b.tout;SF.b.pwr;SF.b.prth;SF.b.globalpr
2016-09-04 12:00:00;790,9107522999999;57,53710610043342;32,46289389956658;188,5806755519309;32,05582468719272;0,9682898863599999;0,9905851061622427;1,0;0,7990220668465727;0,9224622792;564,8484074524813;49,03193252;-3,2097578330000003;52,57942453;25934238,565253343;623,7885579000001;665,590171111797;154,45345310015685;5,620080557298114e-07;0,340422460454182;789,0796578830899;667,4404926207628;199,2075730651891;0,8521017736598155;0,26394289996592546;689,058554639259;193,4164807310824;0,8356666386905456;0,27184562727673695
2016-09-04 13:00:00;786,9870147999999;53,25683717251535;36,74316282748465;213,88563114138998;29,776702109745173;0,9754369730478757;0,9913978549856155;1,0;0,7990220668465727;0,9224622792;570,2616517775393;49,00535635;-3,27965695;52,58501902;36143327,90237519;608,8199939;666,6527970665372;144,80150378831982;5,252038552483073e-07;0,36315243726247604;830,01710443455;667,4374532435518;199,1193303620075;0,8489298026828505;0,26408796636870047;695,2163735056129;191,3299789767648;0,8276666186621974;0,27483941252293737
