"Time stamp","1st operating mode","2nd op. mode, if applicable","3rd op. mode, if applicable","Field change in material/htf internal energy | (MWt)","Field collector DNI-cosine product | (W/m2)","Field collector cosine efficiency","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector tracking power | (MWe)","Field fraction of focused SCAs","Field freeze protection required | (MWt)","Field htf pumping power | (MWe)","Field optical efficiency before defocus","Field piping thermal losses | (MWt)","Field pressure drop | (bar)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power leaving in HTF | (MWt)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field total mass flow delivered | (kg/s)","Field total mass flow recirculated | (kg/s)","Heat sink HTF inlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Heat sink HTF outlet temp | (C)","Heat sink pumping power | (MWe)","Heat sink thermal power | (MWt)","Loop timestep-averaged inlet temperature | (C)","Loop timestep-averaged outlet temperature | (C)","Receiver mass flow rate | (kg/s)","Receiver thermal losses | (MWt)","Receiver thermal power absorbed | (MWt)","Receiver thermal power incident | (MWt)","Relative energy balance error","Relative mass flow balance error","Resource Beam normal irradiance | (W/m2)","Resource Dry bulb temperature | (C)","Resource Hour of Day","Resource Month","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","System total electrical parasitic | (MWe)","TES charge mass flow rate | (kg/s)","TES charge state | (MWht)","TES charge thermal power | (MWt)","TES cold temperature | (C)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","TES freeze protection power | (MWe)","TES hot temperature | (C)","TES thermal losses | (MWt)","Time at end of timestep | (hr)"
"Jan 1, 12:00 am",1,0,0,-1.53055,0,0,0,0,0,0,0,1,0,0.0132864,0,0,0.5175,0,0,-0.0532269,170.929,170.799,0,204,393,0,293,0,0,171.402,168.326,1.7,1.58541,-1.58541,0,0,0,0,4.1,1,1,998,325.035,160.518,3.86562,1.3,0.0132864,0,0,0,-273.15,0,0,0,-273.15,0,1
"Jan 1, 01:00 am",1,0,0,-1.49625,0,0,0,0,0,0,0,1,0,0.0132752,0,0,0.517467,0,0,-0.045351,169.383,169.272,0,204,393,0,293,0,0,170.704,167.158,1.7,1.54232,-1.54232,0,0,0,0,9.4,2,1,998,10.9753,163.064,8.22812,2.3,0.0132752,0,0,0,-273.15,0,0,0,-273.15,0,2
"Jan 1, 02:00 am",1,0,0,-1.48468,0,0,0,0,0,0,0,1,0,0.0132607,0,0,0.517425,0,0,-0.039157,168.164,168.068,0,204,393,0,293,0,0,169.668,166.237,1.7,1.52407,-1.52407,0,0,0,0,9.4,3,1,999,49.3841,157.017,7.29062,1.8,0.0132607,0,0,0,-273.15,0,0,0,-273.15,0,3
"Jan 1, 03:00 am",1,0,0,-1.46547,0,0,0,0,0,0,0,1,0,0.0132458,0,0,0.51738,0,0,-0.0375201,167.05,166.957,0,204,393,0,293,0,0,168.575,165.198,1.7,1.50313,-1.50313,0,0,0,0,9.2,4,1,999,70.1802,146.922,6.93437,1.5,0.0132458,0,0,0,-273.15,0,0,0,-273.15,0,4
"Jan 1, 04:00 am",1,0,0,-1.44296,0,0,0,0,0,0,0,1,0,0.013231,0,0,0.517333,0,0,-0.0366592,165.968,165.878,0,204,393,0,293,0,0,167.482,164.155,1.7,1.47974,-1.47974,0,0,0,0,9.2,5,1,999,83.104,135.615,6.93437,1.8,0.013231,0,0,0,-273.15,0,0,0,-273.15,0,5
"Jan 1, 05:00 am",1,0,0,-1.42209,0,0,0,0,0,0,0,1,0,0.0132164,0,0,0.517285,0,0,-0.036048,164.907,164.818,0,204,393,0,293,0,0,166.402,163.12,1.7,1.45825,-1.45825,0,0,0,0,9.1,6,1,999,92.9449,124.007,6.75625,1.8,0.0132164,0,0,0,-273.15,0,0,0,-273.15,0,6
"Jan 1, 06:00 am",1,0,0,-1.40086,0,0,0,0,0,0,0,1,0,0.0132019,0,0,0.517235,0,0,-0.035463,163.862,163.774,0,204,393,0,293,0,0,165.337,162.099,1.7,1.43643,-1.43643,0,0,0,0,9,7,1,999,101.632,112.486,6.73438,2.1,0.0132019,0,0,0,-273.15,0,0,0,-273.15,0,7
"Jan 1, 07:00 am",1,0,0,-1.38184,0,0,0,0,0,0,0,1,0,0.0131876,0,0,0.517184,0,0,-0.0349589,162.831,162.744,0,204,393,0,293,0,0,164.287,161.089,1.7,1.41691,-1.41691,0,0,0,0,9,8,1,999,110.129,101.311,6.65625,1.6,0.0131876,0,0,0,-273.15,0,0,0,-273.15,0,8
"Jan 1, 08:00 am",1,0,0,-1.36024,0,0,0,0,0,0,0,1,0,0.0131735,0,0,0.517132,0,0,-0.0343596,161.814,161.729,0,204,393,0,293,0,0,163.251,160.098,1.7,1.3947,-1.3947,0,0,0,0,9,9,1,999,119.07,90.744,6.5,2.3,0.0131735,0,0,0,-273.15,0,0,0,-273.15,0,9
"Jan 1, 09:00 am",1,0,0,-1.33929,0,0,0,0,0,0,0,1,0,0.0131596,0,0,0.517079,0,0,-0.0337871,160.813,160.729,0,204,393,0,293,0,0,162.23,159.122,1.7,1.37318,-1.37318,0,0,0,0,9.5,10,1,999,128.971,81.5633,6.92188,2,0.0131596,0,0,0,-273.15,0,0,0,-273.15,0,10
"Jan 1, 10:00 am",2,0,0,32.9116,135.243,0.676216,0.88315,0.989603,1,47.4513,0.06,1,0,0.0137818,0.674556,0,0.518685,78.48,53.0694,1.10091,171.978,174.664,0,204,393,0,293,0,0,163.304,225.407,1.7,2.47903,33.3193,35.7983,0,0,200,10.4,11,1,999,140.283,73.331,7.50937,3.7,0.0737818,0,0,0,-273.15,0,0,0,-273.15,0,11
"Jan 1, 11:00 am",2,0,0,0.793233,10.2527,0.569595,0.797605,0.987103,1,55.278,0.06,1,0,0.0134212,0.607677,0,0.51773,7.0632,4.02317,-0.107839,192.626,192.369,0,204,393,0,293,0,0,175.194,187.607,1.7,1.77092,0.673866,2.44478,0,0,18,11.1,12,1,999,153.296,66.9639,7.42813,3,0.0734212,0,0,0,-273.15,0,0,0,-273.15,0,12
"Jan 1, 12:00 pm",2,0,0,1.27429,14.6836,0.489455,0.705307,0.984709,1,60.6953,0.06,1,0,0.013496,0.536053,0,0.517741,11.772,5.76186,-0.0792858,187.533,187.343,0,204,393,0,293,0,0,182.659,183.807,1.7,1.89121,1.19745,3.08866,0,0,30,11.9,13,1,999,167.91,63.0938,7.91562,2.8,0.073496,0,0,0,-273.15,0,0,0,-273.15,0,13
"Jan 1, 01:00 pm",2,0,0,8.12466,52.457,0.468366,0.675257,0.983968,1,62.0717,0.06,1,0,0.0136337,0.512829,0,0.51735,43.9488,20.5841,0.253154,189.253,189.858,0,204,393,0,293,0,0,185.275,201.102,1.7,2.20864,8.34749,10.5561,0,0,112,12.6,14,1,999,183.417,62.2091,8.30313,3.3,0.0736337,0,0,0,-273.15,0,0,0,-273.15,0,14
"Jan 1, 02:00 pm",2,0,0,22.1464,115.49,0.517893,0.741648,0.985627,1,58.809,0.06,1,0,0.0140283,0.564199,0,0.519725,87.5052,45.3183,0.726723,201.708,203.415,0,204,393,0,293,0,0,190.411,234.725,1.7,2.91729,22.6513,25.5686,0,0,223,13.3,15,1,999,198.662,64.4367,8.6125,3.7,0.0740283,0,0,0,-273.15,0,0,0,-273.15,0,15
"Jan 1, 03:00 pm",2,0,0,55.1757,244.27,0.613744,0.837149,0.988211,1,52.1393,0.06,1,0,0.0202135,0.63852,0,0.643372,156.175,95.8516,1.97822,233.205,237.249,0,224.642,393,0,293,0,0,205.103,302.203,1.87201,5.06829,56.1349,61.2032,0,0,398,13.8,16,1,999,212.628,69.4686,8.87813,3.3,0.0802135,0,0,0,-273.15,0,0,0,-273.15,0,16
"Jan 1, 04:00 pm",2,6,0,100.792,515.668,0.722224,0.911099,0.990535,0.840854,43.761,0.06,1,0,0.12287,0.585822,0,2.02244,280.174,202.348,10.066,291,304.07,41.6441,345.058,383.373,41.6441,293,0.0229042,4.22471,251.474,361.133,3.22252,8.6968,109.896,118.593,0,0,714,14.2,17,1,999,224.885,76.7291,9.43437,4.7,0.205774,0,0,0,-273.15,0,0,0,-273.15,0,17
"Jan 1, 05:00 pm",6,0,0,-21.0883,81.1963,0.828534,0.961138,0.992528,0,34.0515,0.00585526,1,0,0.0158437,0,0,0.541432,38.4552,31.8614,15.3946,293,324.634,204,0,324.634,204,293,0.1122,15.3946,283.513,290.7,1.7,6.02685,-6.02685,0,-1.6615e-05,0,98,13.6,18,1,999,235.537,85.5465,9.30313,3.5,0.133899,0,0,0,-273.15,0,0,0,-273.15,0,18
"Jan 1, 06:00 pm",1,0,0,-5.37648,0,0,0,0,0,0,0,1,0,0.015922,0,0,0.543036,0,0,-0.733308,304.473,302.959,0,204,393,0,293,0,0,293.318,278.463,1.7,6.24422,-6.24422,0,0,0,0,13,19,1,999,244.965,95.2569,8.97656,4,0.015922,0,0,0,-273.15,0,0,0,-273.15,0,19
"Jan 1, 07:00 pm",1,0,0,-6.11619,0,0,0,0,0,0,0,1,0,0.0158861,0,0,0.542511,0,0,-0.281549,292.242,291.651,0,204,393,0,293,0,0,295.143,281.92,1.7,6.42281,-6.42281,0,0,0,0,12.4,20,1,999,253.652,106.123,10.1344,3,0.0158861,0,0,0,-273.15,0,0,0,-273.15,0,20
"Jan 1, 08:00 pm",1,0,0,-6.02603,0,0,0,0,0,0,0,1,0,0.015758,0,0,0.540748,0,0,-0.190126,286.504,286.102,0,204,393,0,293,0,0,291.57,279.43,1.7,6.22074,-6.22074,0,0,0,0,11.9,21,1,999,262.153,117.478,10.65,3,0.015758,0,0,0,-273.15,0,0,0,-273.15,0,21
"Jan 1, 09:00 pm",1,0,0,-5.80154,0,0,0,0,0,0,0,1,0,0.0156218,0,0,0.538868,0,0,-0.168748,282.034,281.676,0,204,393,0,293,0,0,287.282,275.686,1.7,5.97178,-5.97178,0,0,0,0,11.3,22,1,999,271.208,129.069,9.65938,3.3,0.0156218,0,0,0,-273.15,0,0,0,-273.15,0,22
"Jan 1, 10:00 pm",1,0,0,-5.56139,0,0,0,0,0,0,0,1,0,0.0154907,0,0,0.53705,0,0,-0.158675,277.92,277.581,0,204,393,0,293,0,0,283.034,271.89,1.7,5.72101,-5.72101,0,0,0,0,10.7,23,1,999,282.083,140.603,9.45,2.3,0.0154907,0,0,0,-273.15,0,0,0,-273.15,0,23
"Jan 1, 11:00 pm",1,0,0,-5.33913,0,0,0,0,0,0,0,1,0,0.015366,0,0,0.53531,0,0,-0.151307,274.003,273.679,0,204,393,0,293,0,0,278.942,268.198,1.7,5.49126,-5.49126,0,0,0,0,10.1,0,1,999,297.6,151.543,8.92813,1.8,0.015366,0,0,0,-273.15,0,0,0,-273.15,0,24
"Jan 2, 12:00 am",1,0,0,-5.1364,0,0,0,0,0,0,0,1,0,0.0152473,0,0,0.533646,0,0,-0.144921,270.242,269.93,0,204,393,0,293,0,0,275.011,264.631,1.7,5.28211,-5.28211,0,0,0,0,9.6,1,1,999,324.867,160.392,8.42813,1.6,0.0152473,0,0,0,-273.15,0,0,0,-273.15,0,25
"Jan 2, 01:00 am",1,0,0,-4.94961,0,0,0,0,0,0,0,1,0,0.0151342,0,0,0.532053,0,0,-0.139094,266.62,266.319,0,204,393,0,293,0,0,271.232,261.186,1.7,5.08946,-5.08946,0,0,0,0,8.9,2,1,999,10.5493,162.998,7.72812,1.8,0.0151342,0,0,0,-273.15,0,0,0,-273.15,0,26
"Jan 2, 02:00 am",1,0,0,-4.77848,0,0,0,0,0,0,0,1,0,0.0150262,0,0,0.530524,0,0,-0.133788,263.124,262.833,0,204,393,0,293,0,0,267.591,257.852,1.7,4.913,-4.913,0,0,0,0,7.9,3,1,999,49.0242,157.021,6.49375,3,0.0150262,0,0,0,-273.15,0,0,0,-273.15,0,27
"Jan 2, 03:00 am",1,0,0,-4.61421,0,0,0,0,0,0,0,1,0,0.0149246,0,0,0.529112,0,0,-0.128656,259.747,259.466,0,204,393,0,293,0,0,264.078,254.634,1.7,4.74353,-4.74353,0,0,0,0,7.4,4,1,999,69.9323,146.957,6.30625,4.5,0.0149246,0,0,0,-273.15,0,0,0,-273.15,0,28
"Jan 2, 04:00 am",1,0,0,-4.45708,0,0,0,0,0,0,0,1,0,0.0148322,0,0,0.52791,0,0,-0.123752,256.485,256.213,0,204,393,0,293,0,0,260.686,251.528,1.7,4.58133,-4.58133,0,0,0,0,7,5,1,999,82.9155,135.659,5.90625,4,0.0148322,0,0,0,-273.15,0,0,0,-273.15,0,29
"Jan 2, 05:00 am",1,0,0,-4.31018,0,0,0,0,0,0,0,1,0,0.0147509,0,0,0.526866,0,0,-0.11925,253.332,253.07,0,204,393,0,293,0,0,257.409,248.519,1.7,4.42992,-4.42992,0,0,0,0,6.6,6,1,999,92.7867,124.052,5.58437,4.7,0.0147509,0,0,0,-273.15,0,0,0,-273.15,0,30
"Jan 2, 06:00 am",1,0,0,-4.16961,0,0,0,0,0,0,0,1,0,0.0146781,0,0,0.526043,0,0,-0.114963,250.281,250.027,0,204,393,0,293,0,0,254.24,245.608,1.7,4.28514,-4.28514,0,0,0,0,6.3,7,1,999,101.489,112.527,5.28438,3.7,0.0146781,0,0,0,-273.15,0,0,0,-273.15,0,31
"Jan 2, 07:00 am",1,0,0,-4.03841,0,0,0,0,0,0,0,1,0,0.0146087,0,0,0.525273,0,0,-0.110996,247.327,247.081,0,204,393,0,293,0,0,251.174,242.784,1.7,4.14996,-4.14996,0,0,0,0,6,8,1,999,109.992,101.344,4.98438,4.5,0.0146087,0,0,0,-273.15,0,0,0,-273.15,0,32
"Jan 2, 08:00 am",1,0,0,-3.91112,0,0,0,0,0,0,0,1,0,0.0145432,0,0,0.524573,0,0,-0.107144,244.464,244.226,0,204,393,0,293,0,0,248.203,240.05,1.7,4.01878,-4.01878,0,0,0,0,6,9,1,999,118.933,90.7653,4.98438,2.6,0.0145432,0,0,0,-273.15,0,0,0,-273.15,0,33
"Jan 2, 09:00 am",2,0,0,-3.41816,3.93583,0.787166,0.943797,0.991767,0.645347,38.0785,0.0337887,1,0,0.0144922,0.262557,0,0.524048,1.962,1.54442,-0.0895124,241.83,241.63,0,204,393,0,293,0,0,245.351,238.119,1.7,3.91285,-3.50735,0.405498,0,0,5,6.4,10,1,999,128.831,81.5687,5.38438,2.8,0.0482809,0,0,0,-273.15,0,0,0,-273.15,0,34
"Jan 2, 10:00 am",2,0,0,29.8465,136.945,0.677943,0.884282,0.989639,1,47.3169,0.06,1,0,0.0155709,0.675445,0,0.537682,79.2648,53.737,1.1251,251.483,253.959,0,204,393,0,293,0,0,244.965,296.886,1.7,5.84082,30.4556,36.2964,0,0,202,7.6,11,1,999,140.139,73.3162,6.19375,2.7,0.0755709,0,0,0,-273.15,0,0,0,-273.15,0,35
"Jan 2, 11:00 am",2,0,0,53.8254,265.71,0.571419,0.799375,0.987152,1,55.1507,0.06,1,0,0.0248304,0.609055,0,0.716794,182.466,104.265,2.11995,289.1,293.025,0,231.55,393,0,293,0,0,260.42,350.128,1.92958,8.38798,55.1149,63.5029,0,0,465,8.4,12,1,999,153.152,66.9243,5.5875,3,0.0848304,0,0,0,-273.15,0,0,0,-273.15,0,36
"Jan 2, 12:00 pm",2,6,0,44.2171,367.336,0.494396,0.711932,0.984874,1,60.3699,0.06,1,0,0.0377017,0.54118,0,0.934264,291.553,144.143,23.4483,301.942,339.673,170.752,90.6974,362.661,170.752,293,0.0939138,22.5219,287.14,385.615,2.17875,11.1715,66.8373,78.0088,0,0,743,9.8,13,1,999,167.774,63.0269,6.59688,2.3,0.191615,0,0,0,-273.15,0,0,0,-273.15,0,37
"Jan 2, 01:00 pm",6,0,0,-6.92154,167.138,0.469488,0.67693,0.984009,1,61.9989,0.06,1,0,0.0171861,0.51412,0,0.560696,139.694,65.5849,31.664,293,356.741,204,0,356.741,204,293,0.1122,31.664,291.496,349.521,1.7,9.03525,24.6833,33.7185,-3.82505e-05,0,356,10.3,14,1,999,183.3,62.1162,6.8625,3.3,0.189386,0,0,0,-273.15,0,0,0,-273.15,0,38
"Jan 2, 02:00 pm",6,0,0,-25.7963,2.07361,0.518402,0.742258,0.985643,1,58.7749,0.06,1,0,0.0159982,0.564672,0,0.543749,1.5696,0.813683,20.4051,293,334.662,204,0,334.662,204,293,0.1122,20.4051,292.341,290.305,1.7,6.44401,-5.98455,0.459464,-1.84729e-05,0,4,9.8,15,1,999,198.573,64.323,7.84688,3.7,0.188198,0,0,0,-273.15,0,0,0,-273.15,0,39
"Jan 2, 03:00 pm",2,6,0,31.0427,212.994,0.608554,0.832792,0.988086,1,52.514,0.06,1,0,0.0181594,0.635116,0,0.575668,137.34,83.5788,11.6274,307.072,330.744,102,102,365.779,102,293,0.0561,11.184,299.108,366.081,1.7,10.8404,42.2444,53.0848,0,0,350,10.2,16,1,999,212.568,69.3412,6.99687,2.7,0.134259,0,0,0,-273.15,0,0,0,-273.15,0,40
"Jan 2, 04:00 pm",6,0,0,-19.6274,36.1775,0.723549,0.91185,0.990561,0.887621,43.6517,0.06,1,0,0.0164917,0.618805,0,0.550409,19.62,14.196,21.1418,293,336.126,204,0,336.126,204,293,0.1122,21.1418,297.176,313.338,1.7,7.44827,1.33631,8.78458,-1.86068e-05,0,50,9.8,17,1,999,224.85,76.5944,6.83125,3.5,0.188692,0,0,0,-273.15,0,0,0,-273.15,0,41
"Jan 2, 05:00 pm",6,0,0,-17.176,24.0251,0.828451,0.961106,0.992526,0,34.0601,0.00662529,1,0,0.0159656,0,0,0.543489,11.3796,9.42744,10.9659,293,315.663,204,0,315.663,204,293,0.1122,10.9659,294.818,285.408,1.7,6.47528,-6.47528,0,-1.15849e-05,0,29,9.1,18,1,999,235.521,85.4121,6.52188,2.7,0.134791,0,0,0,-273.15,0,0,0,-273.15,0,42
"Jan 2, 06:00 pm",1,0,0,-5.96036,0,0,0,0,0,0,0,1,0,0.0159747,0,0,0.543738,0,0,-0.484595,299.984,298.977,0,204,393,0,293,0,0,296.593,282.57,1.7,6.51853,-6.51853,0,0,0,0,8.6,19,1,999,244.963,95.117,6.56875,3,0.0159747,0,0,0,-273.15,0,0,0,-273.15,0,43
"Jan 2, 07:00 pm",1,0,0,-6.22128,0,0,0,0,0,0,0,1,0,0.0158849,0,0,0.542492,0,0,-0.237425,291.212,290.713,0,204,393,0,293,0,0,295.399,282.483,1.7,6.47272,-6.47272,0,0,0,0,8.1,20,1,999,253.661,105.983,5.75625,2.1,0.0158849,0,0,0,-273.15,0,0,0,-273.15,0,44
"Jan 2, 08:00 pm",1,0,0,-6.04714,0,0,0,0,0,0,0,1,0,0.0157481,0,0,0.540612,0,0,-0.183109,286.048,285.661,0,204,393,0,293,0,0,291.33,279.228,1.7,6.23322,-6.23322,0,0,0,0,7.5,21,1,999,262.171,117.339,5.54688,1.6,0.0157481,0,0,0,-273.15,0,0,0,-273.15,0,45
"Jan 2, 09:00 pm",1,0,0,-5.80543,0,0,0,0,0,0,0,1,0,0.0156107,0,0,0.538715,0,0,-0.167506,281.67,281.314,0,204,393,0,293,0,0,286.958,275.363,1.7,5.97416,-5.97416,0,0,0,0,7,22,1,999,271.231,128.93,5.59375,1.3,0.0156107,0,0,0,-273.15,0,0,0,-273.15,0,46
"Jan 2, 10:00 pm",1,0,0,-5.56464,0,0,0,0,0,0,0,1,0,0.0154794,0,0,0.536893,0,0,-0.1585,277.571,277.232,0,204,393,0,293,0,0,282.695,271.542,1.7,5.72404,-5.72404,0,0,0,0,6.5,23,1,999,282.104,140.463,5.64063,1,0.0154794,0,0,0,-273.15,0,0,0,-273.15,0,47
"Jan 2, 11:00 pm",1,0,0,-5.34275,0,0,0,0,0,0,0,1,0,0.0153547,0,0,0.535152,0,0,-0.15132,273.654,273.33,0,204,393,0,293,0,0,278.599,267.844,1.7,5.49489,-5.49489,0,0,0,0,5.9,0,1,999,297.592,151.403,4.9625,0.7,0.0153547,0,0,0,-273.15,0,0,0,-273.15,0,48
"Jan 3, 12:00 am",1,0,0,-5.1389,0,0,0,0,0,0,0,1,0,0.0152361,0,0,0.533489,0,0,-0.144914,269.892,269.579,0,204,393,0,293,0,0,274.666,264.275,1.7,5.2846,-5.2846,0,0,0,0,5.4,1,1,999,324.716,160.26,4.85313,0.4,0.0152361,0,0,0,-273.15,0,0,0,-273.15,0,49
"Jan 3, 01:00 am",1,0,0,-4.94879,0,0,0,0,0,0,0,1,0,0.0151232,0,0,0.531898,0,0,-0.13897,266.269,265.968,0,204,393,0,293,0,0,270.884,260.835,1.7,5.08851,-5.08851,0,0,0,0,5,2,1,999,10.1268,162.923,4.76563,0.2,0.0151232,0,0,0,-273.15,0,0,0,-273.15,0,50
"Jan 3, 02:00 am",1,0,0,-4.77213,0,0,0,0,0,0,0,1,0,0.0150155,0,0,0.530373,0,0,-0.133476,262.777,262.486,0,204,393,0,293,0,0,267.243,257.512,1.7,4.90632,-4.90632,0,0,0,0,4.7,3,1,999,48.654,157.018,4.62187,0.2,0.0150155,0,0,0,-273.15,0,0,0,-273.15,0,51
"Jan 3, 03:00 am",1,0,0,-4.6081,0,0,0,0,0,0,0,1,0,0.0149147,0,0,0.528983,0,0,-0.128402,259.405,259.125,0,204,393,0,293,0,0,263.734,254.299,1.7,4.73713,-4.73713,0,0,0,0,4.4,4,1,999,69.6742,146.985,4.0875,0.5,0.0149147,0,0,0,-273.15,0,0,0,-273.15,0,52
"Jan 3, 04:00 am",1,0,0,-4.45087,0,0,0,0,0,0,0,1,0,0.0148232,0,0,0.52779,0,0,-0.123519,256.148,255.877,0,204,393,0,293,0,0,260.346,251.196,1.7,4.57488,-4.57488,0,0,0,0,4.3,5,1,999,82.7186,135.697,4.14375,0.3,0.0148232,0,0,0,-273.15,0,0,0,-273.15,0,53
"Jan 3, 05:00 am",1,0,0,-4.3041,0,0,0,0,0,0,0,1,0,0.0147427,0,0,0.526769,0,0,-0.119033,253,252.738,0,204,393,0,293,0,0,257.073,248.192,1.7,4.42364,-4.42364,0,0,0,0,4.1,6,1,999,92.6214,124.092,3.94375,0.2,0.0147427,0,0,0,-273.15,0,0,0,-273.15,0,54
"Jan 3, 06:00 am",1,0,0,-4.16613,0,0,0,0,0,0,0,1,0,0.0146702,0,0,0.525956,0,0,-0.114855,249.952,249.698,0,204,393,0,293,0,0,253.908,245.28,1.7,4.28156,-4.28156,0,0,0,0,4,7,1,999,101.339,112.562,3.76563,0.2,0.0146702,0,0,0,-273.15,0,0,0,-273.15,0,55
"Jan 3, 07:00 am",1,0,0,-4.03302,0,0,0,0,0,0,0,1,0,0.014601,0,0,0.525187,0,0,-0.110784,247.001,246.755,0,204,393,0,293,0,0,250.845,242.463,1.7,4.14435,-4.14435,0,0,0,0,4,8,1,999,109.85,101.372,3.96094,0.3,0.014601,0,0,0,-273.15,0,0,0,-273.15,0,56
"Jan 3, 08:00 am",1,0,0,-3.90793,0,0,0,0,0,0,0,1,0,0.0145359,0,0,0.5245,0,0,-0.10703,244.142,243.903,0,204,393,0,293,0,0,247.878,239.728,1.7,4.01548,-4.01548,0,0,0,0,4,9,1,999,118.792,90.7807,3.96094,0.4,0.0145359,0,0,0,-273.15,0,0,0,-273.15,0,57
"Jan 3, 09:00 am",2,0,0,4.53747,88.333,0.788687,0.94448,0.991795,0.644737,37.937,0.0336949,1,0,0.0147158,0.261777,0,0.526249,43.9488,34.6619,0.207729,244.464,244.927,0,204,393,0,293,0,0,245.578,253.014,1.7,4.34789,4.72581,9.0737,0,0,112,6,10,1,999,128.687,81.5678,5.76563,0.6,0.0484107,0,0,0,-273.15,0,0,0,-273.15,0,58
"Jan 3, 10:00 am",2,6,0,103.2,463.687,0.681893,0.886819,0.989721,1,47.0071,0.06,1,0,0.134723,0.677439,0,2.18497,266.832,181.951,13.2899,283.304,297.419,64.9073,341.072,383.443,64.9073,293,0.035699,6.6516,260.504,363.886,3.38316,9.23931,114.024,123.264,0,0,680,8.4,11,1,999,139.992,73.2944,7.30625,0.7,0.230422,0,0,0,-273.15,0,0,0,-273.15,0,59
"Jan 3, 11:00 am",6,0,0,31.8755,442.602,0.573319,0.801205,0.987202,1,55.018,0.06,1,0,0.0976989,0.61048,0,1.7547,302.933,173.677,63.2638,293,364.792,359.837,0,364.792,359.837,293,0.19791,63.2638,286.969,392.477,2.99864,11.4761,94.5503,106.026,-0.000198012,0,772,10.5,12,1,999,153.005,66.8774,7.375,1.5,0.355609,0,0,0,-273.15,0,0,0,-273.15,0,60
"Jan 3, 12:00 pm",6,0,0,7.77993,435.672,0.492842,0.709875,0.984823,1,60.4724,0.06,1,0,0.068287,0.539588,0,1.38203,346.882,170.958,72.9354,293,385.246,318.14,0,385.246,318.14,293,0.174977,72.9354,291.479,392.768,2.65117,11.6573,80.5894,92.2467,-0.000700786,0,884,12.3,13,1,999,167.637,62.9526,8.15938,1.6,0.303264,0,0,0,-273.15,0,0,0,-273.15,0,61
"Jan 3, 01:00 pm",6,0,0,1.99942,379.401,0.470721,0.678758,0.984054,1,61.9189,0.06,1,0,0.0373723,0.515532,0,0.926681,316.274,148.877,63.131,293,390.532,259.43,0,390.532,259.43,293,0.142686,63.131,292.537,392.884,2.16192,11.708,65.0429,76.7509,-0.000741521,0,806,13.6,14,1,999,183.185,62.016,8.83438,2.2,0.240059,0,0,0,-273.15,0,0,0,-273.15,0,62
"Jan 3, 02:00 pm",6,0,0,0.534205,457.776,0.51902,0.742999,0.985662,1,58.7335,0.06,1,0,0.0999468,0.565246,0,1.77802,346.097,179.631,89.4444,293,392.027,361.613,0,392.027,361.613,293,0.198887,89.4444,292.863,392.525,3.01344,11.6845,89.8514,101.536,-0.00110439,0,882,14.3,15,1,999,198.487,64.2024,9.3,2,0.358834,0,0,0,-273.15,0,0,0,-273.15,0,63
"Jan 3, 03:00 pm",6,0,0,0.0297905,534.232,0.614059,0.837409,0.988218,1,52.1164,0.06,1,0,0.249293,0.638723,0,3.25317,341.388,209.632,122.359,293,392.346,492.979,0,392.346,492.979,293,0.271138,122.359,292.974,392.373,4.10816,11.6832,122.214,133.897,-0.00152648,0,870,14.5,16,1,999,212.513,69.2076,9.26563,1.5,0.580431,0,0,0,-273.15,0,0,0,-273.15,0,64
"Jan 3, 04:00 pm",6,0,0,0.112453,416.053,0.72357,0.911861,0.990561,0.896281,43.65,0.06,1,0,0.101621,0.62485,0,1.79761,225.63,163.259,90.3357,293,392.428,363.634,0,392.428,363.634,293,0.199999,90.3357,292.996,392.496,3.03028,11.691,90.3214,102.012,-0.00112996,0,575,13.7,17,1,999,224.821,76.4543,8.62187,1.9,0.361619,0,0,0,-273.15,0,0,0,-273.15,0,65
"Jan 3, 05:00 pm",6,0,0,-39.5182,239.416,0.82843,0.961098,0.992526,0,34.0622,0.00741749,1,0,0.016127,0,0,0.545324,113.404,93.947,34.2408,293,361.689,204,0,361.689,204,293,0.1122,34.2408,292.999,297.559,1.7,6.57836,-6.57836,0,-8.18933e-05,0,289,12.4,18,1,999,235.511,85.2731,8.025,3.3,0.135744,0,0,0,-273.15,0,0,0,-273.15,0,66
"Jan 3, 06:00 pm",6,0,0,-19.4886,0,1,1,1,0,0,0,1,0,0.0158612,0,0,0.542128,0,0,13.6616,293,321.136,204,0,321.136,204,293,0.1122,13.6616,292.999,280.928,1.7,6.30181,-6.30181,0,-1.55809e-05,0,0,11.6,19,1,999,244.968,94.9732,8.24063,5,0.128061,0,0,0,-273.15,0,0,0,-273.15,0,67
