;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd;NO0_tin;NO0_tout;NO0_mf;NE0_tin;NE0_tout;NE0_mf;SO0_tin;SO0_tout;SO0_mf;SE0_tin;SE0_tout;SE0_mf;PTLoop_mf;PTLoop_tin;PTLoop_tout;Pthermal;Tin;Tout;MF;Pmec;Cycle.pr;HE.pr;Pelec
1907-03-27 11:00:00+01:00;957,0;287,25;273,15;83000,0;0,0;21,0;563,15;656,5297211051763;5,90253979818614;563,15;656,5297211051763;5,90253979818614;563,15;656,5297211051763;5,90253979818614;563,15;656,5297211051763;5,90253979818614;5,90253979818614;563,15;656,5297211051763;679,9;94,0;657,0;708,0;108,71;0,27;0,8;107,63
