date;DNI;SF_POWER;IDP_POWER;SF_MF;IDP_T_OUT;SF_T_IN;SF_T_OUT;IDP_T_IN;COLD_PIPE_LOSSES;HOT_PIPE_LOSSES;;;;;;
05/04/2016 20:00;0,140972533;-2,926671625;33,15380955;300,4756083;391,492841;388,9009956;383,5298543;449,4444906;-1,189630936;37,27011211;;;;;;
05/04/2016 21:00;0,1789914;-5,253767749;23,43713595;228,4405367;395,0879208;391,7294502;379,0331018;448,859612;-1,229730244;29,92063394;;;;;;
05/04/2016 22:00;0,177511067;-3,7275157;24,64997378;228,8150823;391,81271;385,4781824;376,4311199;448,4231018;-2,461724059;30,83921354;;;;;;
05/04/2016 23:00;0,1568533;-3,924796134;26,21678074;230,5285024;387,9621176;382,3757801;372,878631;447,9081178;-2,155790059;32,29736693;;;;;;
06/04/2016 0:00;0,19143945;-3,776786288;27,46211512;230,8960504;384,5243082;379,1300699;369,9682976;447,3931398;-2,069463934;33,30836535;;;;;;
06/04/2016 1:00;0,2403254;-3,642861261;28,44070663;230,6571601;381,3709929;375,9330168;367,0512738;446,723658;-2,076778813;34,16034671;;;;;;
06/04/2016 2:00;0,252370167;-3,526203248;29,36779017;231,1292224;378,2479428;372,6980963;364,0834618;445,7863861;-2,118795426;35,01278884;;;;;;
06/04/2016 3:00;0,24930845;-3,447203178;30,13836552;230,7805573;375,33917;369,6600558;361,1931695;444,9383759;-2,160916656;35,74648535;;;;;;
06/04/2016 4:00;0,263785583;-3,311313192;30,87991207;230,8208828;372,4292579;366,7426262;358,5818872;443,9255777;-2,156811137;36,3480364;;;;;;
06/04/2016 5:00;0,35986315;-3,098037071;31,95226757;232,2804551;369,5508424;363,8137493;356,2007573;443,2482944;-2,183812695;37,23411734;;;;;;
06/04/2016 6:00;425,9208486;11,65521096;32,88452317;234,0734407;366,8152954;361,0926854;388,9609274;442,2776245;-2,187911553;23,41722377;;;;;;
06/04/2016 7:00;757,0763041;96,99804386;41,02030407;276,2616727;361,1234095;358,3596966;535,77734;441,2525638;-1,139966647;-54,83777315;;;;;;
06/04/2016 8:00;887,736909;210,9707679;35,06931657;396,4318636;378,8884581;365,8566273;618,8628328;426,5491439;-8,898269775;-167,0031815;;;;;;
06/04/2016 9:00;948,9674561;280,5171392;33,61951497;566,7033929;468,836498;448,3692966;665,0534824;497,3882484;-22,92171181;-223,9759124;;;;;;
06/04/2016 10:00;973,4652852;156,8525013;70,86807016;519,8606641;551,2340691;541,774854;666,541683;609,3386412;-10,70506865;-75,27936246;;;;;;
06/04/2016 11:00;978,5583862;158,4451319;132,3959426;612,5955737;563,762234;560,6235613;666,4157244;652,7935251;-3,950066833;-22,09912244;;;;;;
06/04/2016 12:00;865,5656247;137,3905681;137,763625;571,8085536;567,9119;567,1888077;665,1765672;666,0818028;-0,517289764;0,890346625;;;;;;
06/04/2016 13:00;368,4354912;79,00679253;137,5241621;571,236646;567,9739944;567,2170286;625,1151088;666,068598;-0,56151559;59,07888517;;;;;;
06/04/2016 14:00;80,64388787;24,26273677;139,2543653;581,8205497;567,1034849;566,6992996;584,5750176;664,7581435;-0,097536899;115,0891655;;;;;;
06/04/2016 15:00;295,7844914;84,6810036;91,99787682;532,0023804;554,7710954;556,8127686;623,8884676;627,5175926;2,873611069;4,443262148;;;;;;
06/04/2016 16:00;453,2914568;136,650479;67,13191009;518,9941631;541,5662468;546,6098899;655,9839818;597,4164143;6,256925154;-75,7754941;;;;;;
06/04/2016 17:00;591,3929026;146,4678346;88,69579697;566,3157623;538,3258448;536,258583;645,1077536;605,7406859;-2,210422118;-55,5616155;;;;;;
06/04/2016 18:00;145,6741969;6,316986282;134,9541168;634,1586464;562,1955756;560,7995983;565,1320653;650,0917295;-1,550208493;130,187339;;;;;;
06/04/2016 19:00;0,022207333;-66,54983181;115,8519876;596,7652939;563,1247767;565,3789837;515,5569449;643,5901113;3,551709749;178,8501097;;;;;;
06/04/2016 20:00;0,269697917;-44,71677097;46,64704072;394,1374784;532,1766858;540,0532507;487,6385526;583,9841553;7,18512608;84,17868561;;;;;;
06/04/2016 21:00;0,189017567;-12,4032505;10,60082653;240,0945102;509,6224022;505,2203805;480,6850491;529,8829706;-2,114905226;25,11898225;;;;;;
06/04/2016 22:00;0,109346933;-9,446199053;3,518032588;230,5947414;503,7667297;493,4202934;473,7134543;510,8792328;-4,915913021;17,88014466;;;;;;
06/04/2016 23:00;0,162986183;-10,691466;6,054992322;220,8277927;496,4024567;490,0279891;466,5664737;509,259894;-2,826649763;19,57310809;;;;;;
07/04/2016 0:00;0,134570767;-8,979776246;8,818898788;222,0307741;490,1711487;480,2076342;460,3892746;508,8765165;-4,470251651;22,26892668;;;;;;
07/04/2016 1:00;0,185922283;-8,743376713;11,61795912;224,65446;483,9398407;473,5377193;454,2947234;508,401587;-4,685021043;25,04635688;;;;;;
07/04/2016 2:00;0,266433967;-7,993686503;14,07416379;220,7506152;477,5389841;466,5784814;448,5125424;507,8351043;-4,811004949;26,87885524;;;;;;
07/04/2016 3:00;0,212558767;-7,697848585;16,78694645;222,6350532;471,1682343;460,3628573;442,9684375;507,165625;-4,736646717;29,22144175;;;;;;
07/04/2016 4:00;0,245117267;-7,534137755;19,23023556;223,2302098;465,091422;454,3271598;437,2052039;506,4060235;-4,687251967;31,45162528;;;;;;
07/04/2016 5:00;9,2045235;-7,136946012;21,66951147;223,3203393;459,0661087;448,6921779;432,3581458;505,8095002;-4,473156191;33,27961368;;;;;;
07/04/2016 6:00;510,1874184;5,599735882;23,91000791;223,230059;453,2982872;443,0874874;455,7476374;505,1204023;-4,359524354;22,66979638;;;;;;
07/04/2016 7:00;800,7124085;88,28109998;32,53712728;254,9813384;442,1375506;437,3757816;596,806752;504,3767878;-2,196209922;-53,54776278;;;;;;
07/04/2016 8:00;916,4453562;196,0075257;40,21836209;377,7639289;446,0988468;436,6667431;665,397022;498,1074796;-6,721529394;-149,0676342;;;;;;
07/04/2016 9:00;974,7845439;240,7810215;78,35462337;616,9935603;515,3546163;501,6759712;666,8612768;571,9276702;-17,74161116;-144,684787;;;;;;
07/04/2016 10:00;1000,288382;158,3124889;141,6337078;637,8272238;568,1478713;565,7184556;666,9003335;659,0268566;-3,08990918;-13,58887196;;;;;;
07/04/2016 11:00;993,7238577;139,4456293;138,0075745;570,3133498;567,7765412;567,1202846;666,724758;666,3678039;-0,427805618;-1,010249268;;;;;;
07/04/2016 12:00;1022,688274;138,0445991;137,0255643;568,5586367;568,4487366;567,8945773;666,755118;666,5875202;-0,292583704;-0,726451034;;;;;;
07/04/2016 13:00;1013,828845;138,723493;137,4885685;569,6069859;568,1672071;567,6456606;666,8194144;666,4796268;-0,250091253;-0,98483321;;;;;;
07/04/2016 14:00;984,3249786;139,0470795;138,0877153;569,6364739;567,8165709;567,5977203;666,9880267;666,5672335;0,148482189;-1,107846409;;;;;;
07/04/2016 15:00;935,8705668;138,7912996;138,6605585;568,9535082;567,4006934;567,4683136;666,8152348;666,696234;0,52484253;-0,655583649;;;;;;
07/04/2016 16:00;853,3782003;138,8142548;138,6592739;568,4946548;567,3435868;567,139006;666,6165771;666,7201764;0,166818328;-0,321799181;;;;;;
07/04/2016 17:00;655,3897008;112,0477178;137,4513401;569,1883769;568,3261153;568,1845697;649,308467;666,663259;0,250240221;25,1533821;;;;;;
07/04/2016 18:00;191,30784;2,640427429;138,7898028;569,6320952;567,2505341;567,2006796;569,2046043;666,5391435;0,37074641;135,778629;;;;;;
07/04/2016 19:00;0,041888717;-64,18355808;116,3586133;589,1078863;562,7365584;565,6286543;517,0041371;644,5728926;4,370786591;176,1713848;;;;;;
07/04/2016 20:00;0,183442133;-47,18772295;48,6806142;408,9084271;534,6310247;542,5347527;489,3665198;586,5855785;7,503564925;88,36477222;;;;;;
07/04/2016 21:00;0,242781767;-13,10222426;12,29425817;241,7187842;509,5953294;506,7950093;481,0855592;532,8907777;-1,299573806;26,69605624;;;;;;
07/04/2016 22:00;0,135185583;-9,243752356;4,756387365;230,2401516;501,8308186;493,6031615;474,2991894;511,4701044;-3,869128319;17,86926804;;;;;;
07/04/2016 23:00;0,114662367;-11,04516065;6,489262584;223,2427633;494,8711188;491,3219717;467,3815166;508,5217495;-1,528973565;19,0633968;;;;;;
08/04/2016 0:00;0,160150033;-9,087750401;9,233450094;224,466238;488,8150238;480,9702292;461,152357;508,2127595;-3,527015446;21,84821594;;;;;;
08/04/2016 1:00;0,198505183;-8,772163829;12,01966123;224,4605775;482,3830866;474,3082207;455,0053313;507,7492738;-3,600148018;24,39197307;;;;;;
08/04/2016 2:00;0,2301308;-8,811059708;14,80974038;224,7043236;475,7925868;467,4099163;447,8494523;507,1613334;-3,709346164;27,33014625;;;;;;
08/04/2016 3:00;0,238542217;-8,883032525;17,51629037;224,6333286;469,2479156;461,1903434;441,28441;506,5382805;-3,5241129;29,92343579;;;;;;
08/04/2016 4:00;0,215058433;-8,774767705;20,13095078;225,3087063;462,9917893;454,9256554;435,1478811;505,9167885;-3,503978267;32,40969676;;;;;;
08/04/2016 5:00;0,265390983;-8,256756798;22,70374631;225,2496117;456,680288;448,159792;429,3780548;505,3288483;-3,670334841;34,63083795;;;;;;
08/04/2016 6:00;107,0091107;-5,630760676;25,28971137;225,2324325;450,2034784;441,525327;428,6485626;504,6593689;-3,701500949;34,62197299;;;;;;
08/04/2016 7:00;771,8939801;81,88888155;35,60957291;267,5197293;438,8494696;435,1051573;577,9684119;503,9383911;-1,762427356;-44,51688128;;;;;;
08/04/2016 8:00;927,8888387;187,9946531;53,97359951;356,5112343;428,3465545;430,3175257;663,9331367;502,9599213;1,611608561;-135,6326622;;;;;;
08/04/2016 9:00;996,1720988;242,9140408;86,39708013;593,6682141;500,5940214;492,644022;666,7854847;566,2459037;-9,613094885;-146,9038657;;;;;;
08/04/2016 10:00;1033,950714;164,1852906;134,0234562;631,9159619;563,7114694;560,8730559;667,0787971;651,173499;-3,639308284;-26,52252609;;;;;;
08/04/2016 11:00;1045,540898;139,1589332;137,199077;569,732341;567,9599994;567,4034607;666,8766453;666,0811362;-0,296166261;-1,663689955;;;;;;
08/04/2016 12:00;1048,40103;138,3312945;137,3896311;564,2572735;567,5300441;567,0521265;666,911336;666,7248745;-0,190720028;-0,750943336;;;;;;
08/04/2016 13:00;1039,203689;139,5488382;138,6455921;564,4983612;566,5014186;566,3676761;667,090161;666,6275898;0,257703832;-1,160949921;;;;;;
08/04/2016 14:00;999,3765432;138,7739012;137,4758593;563,8877549;567,3930028;566,9974638;667,2219292;666,7233006;-0,083277906;-1,214763987;;;;;;
08/04/2016 15:00;907,3842138;137,0964329;137,8151224;563,7688813;567,3255635;567,0668751;666,1736463;666,9137024;0,094956822;0,62373273;;;;;;
08/04/2016 16:00;874,1205974;137,9072326;139,0972186;564,8511456;566,6230357;566,8081796;666,3148834;666,9823669;0,673818898;0,516167143;;;;;;
08/04/2016 17:00;663,9030823;114,5693323;136,2490316;570,415937;566,6193774;566,5893139;649,4298765;664,1433396;0,39699128;21,282708;;;;;;
08/04/2016 18:00;74,52583305;-10,01154313;134,5605791;567,8798772;568,295461;567,6577152;559,9976006;664,8980533;-0,401918304;144,9740405;;;;;;
08/04/2016 19:00;0,06687035;-65,16899367;120,5019161;585,5009173;562,7847041;563,9552644;514,1421049;647,8788666;2,021816802;183,649093;;;;;;
08/04/2016 20:00;0,283660067;-44,60873388;46,54211464;397,0295584;536,9042034;538,1519011;486,1296692;587,9509241;1,384148511;89,76670001;;;;;;
08/04/2016 21:00;0,212837633;-9,68741075;7,575711175;219,5673414;514,7187256;501,9651595;480,9683417;530,4944045;-5,875886574;23,1390085;;;;;;
08/04/2016 22:00;0,18974745;-10,59329199;4,051348639;251,3309404;505,4364725;493,1256557;472,8326685;512,9334472;-6,41097621;21,05561684;;;;;;
08/04/2016 23:00;0,218826233;-11,56816037;9,175933277;266,9947474;496,3001852;487,2645397;466,223312;512,384131;-4,904305884;25,64839953;;;;;;
09/04/2016 0:00;0,285779783;-10,44749345;12,80230371;266,8183109;489,5338558;478,9654059;459,7529209;512,0923065;-5,700677798;28,95047495;;;;;;
09/04/2016 1:00;0,310205833;-9,922336529;16,10688147;268,1233433;483,1897325;471,8811488;453,552843;511,5601562;-6,082861959;32,11207995;;;;;;
09/04/2016 2:00;0,365171667;-9,333142838;19,35988158;266,9244337;476,470425;465,2145209;447,7438015;510,8906768;-5,967914318;34,66093873;;;;;;
09/04/2016 3:00;0,43771935;-8,81637927;22,47423814;266,4370915;470,0012183;458,8750413;442,2016034;510,2211976;-5,830238366;37,12085577;;;;;;
09/04/2016 4:00;0,426885833;-8,329465059;25,63012128;268,2537975;463,7524638;452,7752924;437,0032947;509,5208192;-5,734762757;39,6943491;;;;;;
09/04/2016 5:00;28,10762457;-7,904260775;28,38669661;267,1996115;457,695778;447,0553075;431,9134643;508,8173888;-5,481274482;41,77223187;;;;;;
09/04/2016 6:00;510,5045609;16,3642345;31,02628365;267,166053;451,976495;441,5981146;472,1838293;508,1011794;-5,29440211;19,95645126;;;;;;
09/04/2016 7:00;790,7707123;108,3214641;39,2983958;287,1200356;440,7016807;436,4809265;608,9833835;507,3887849;-2,164538096;-66,85853016;;;;;;
09/04/2016 8:00;904,5611847;207,2401231;29,2725768;411,016031;457,3102886;444,039287;665,3105617;491,9811741;-10,55634693;-167,4111994;;;;;;
09/04/2016 9:00;963,4191803;235,6108582;86,22225902;634,9378034;524,6949469;510,3778291;666,6618995;584,3919977;-19,34702224;-130,0415769;;;;;;
09/04/2016 10:00;997,5433086;153,501113;143,6712366;608,4657062;564,989954;563,7509162;666,7246333;661,643684;-1,271656056;-8,558220416;;;;;;
09/04/2016 11:00;1013,949201;139,6957481;138,2600638;571,2506609;567,5528215;566,8477257;666,4997824;666,1869898;-0,492846637;-0,942837645;;;;;;
09/04/2016 12:00;1015,579664;138,3538472;137,033679;568,2264084;568,0465586;567,3315755;666,5216952;666,2907904;-0,503476232;-0,816691936;;;;;;
09/04/2016 13:00;1007,099866;139,2547687;137,4463468;570,5186496;568,0475846;567,3719272;666,7850395;666,1976052;-0,453661269;-1,35476065;;;;;;
09/04/2016 14:00;975,9298278;138,9471783;138,2076449;570,1130982;567,4616769;567,3179719;666,5989267;666,2561072;0,247519098;-0,987052443;;;;;;
09/04/2016 15:00;877,4510862;130,6979202;138,7045317;568,7043647;567,1675644;567,2859502;661,2688812;666,560553;0,59116358;7,415447904;;;;;;
09/04/2016 16:00;848,9166799;139,7089527;138,7500401;569,980002;566,8557115;566,8740985;666,7385337;666,1062456;0,460600515;-1,419513159;;;;;;
09/04/2016 17:00;678,9076884;122,5124709;134,4639439;596,5578064;568,2953787;568,3033878;652,7350855;660,4507116;0,46864163;11,48283132;;;;;;
09/04/2016 18:00;210,3378697;3,897742964;136,9298529;573,7475921;568,1371012;568,216397;571,1483511;665,4121532;0,545242889;132,4868671;;;;;;
09/04/2016 19:00;0,126875567;-63,52099389;120,0862975;586,2644199;563,1924594;566,034119;517,7109134;647,8631638;4,283899062;179,3233924;;;;;;
09/04/2016 20:00;0,217054183;-49,42595372;52,20524341;400,8743997;534,6436939;544,2304331;487,4135481;591,314023;8,871996566;92,75920056;;;;;;
09/04/2016 21:00;0,184037617;-11,96062475;11,51385069;206,5457458;510,5430626;507,4456467;479,9709333;536,009839;-1,243461716;24,71793715;;;;;;
09/04/2016 22:00;0,242512467;-9,862164258;6,821756536;249,8741751;502,0642528;491,2719057;472,2372283;514,7739558;-5,548996276;22,23291707;;;;;;
09/04/2016 23:00;0,320299317;-12,60456805;10,68015556;269,7571653;493,0751856;488,1095491;465,4186329;511,651709;-2,642877506;25,92760111;;;;;;
10/04/2016 0:00;0,219566983;-10,53551616;14,04004974;268,6885854;486,6520905;478,2589999;458,9998103;511,2786314;-4,512894585;29,08846049;;;;;;
10/04/2016 1:00;0,263127133;-10,04609756;17,67901331;269,5827016;479,6983333;471,2944813;452,8208587;510,7567811;-4,487988462;32,21309934;;;;;;
10/04/2016 2:00;0,31794425;-9,478692714;21,1646402;270,2213391;472,9121688;464,4561451;446,9096819;510,1868651;-4,481358711;35,12469163;;;;;;
10/04/2016 3:00;0,291230117;-8,954866013;24,55839349;270,1434555;466,1509956;458,0681038;441,3453863;509,6261048;-4,231338927;37,74459843;;;;;;
10/04/2016 4:00;0,243723383;-8,459185807;27,58533895;270,4284965;459,8950665;452,0273311;436,1200879;508,9051269;-4,07828088;40,12280564;;;;;;
10/04/2016 5:00;0,284904867;-8,008525817;30,44284418;270,851375;453,9328422;446,2412755;431,0889008;508,1784272;-3,951355627;42,40272563;;;;;;
10/04/2016 6:00;0,324865367;-7,150677306;33,09993022;270,7866363;448,1656119;440,755072;427,1313581;507,420256;-3,764290897;44,01489843;;;;;;
10/04/2016 7:00;0,768985333;-6,64271361;40,80202668;292,1477399;438,4620007;435,4750746;423,6714524;506,6472076;-1,493651172;48,93839146;;;;;;
10/04/2016 8:00;9,733734467;-4,970797293;53,68356387;347,6277869;429,6839251;430,7822499;423,3325736;505,5863404;0,987210915;57,66715025;;;;;;
10/04/2016 9:00;0,760035967;-3,809242639;57,81768458;362,4735441;425,7794105;426,2582324;420,7555662;504,4502542;0,597490872;61,02943634;;;;;;
10/04/2016 10:00;72,21539312;-0,115162217;58,18103604;363,7237536;423,3207204;423,3218995;423,1560496;502,4557455;0,268416372;58,02778189;;;;;;
10/04/2016 11:00;117,4495198;27,18442303;55,02250077;365,8118483;423,5267333;423,41354;461,2928288;498,1493724;0,189906459;27,64817128;;;;;;
10/04/2016 12:00;3,404332633;28,05264927;54,19480944;372,0967861;420,2895238;419,8758441;458,4781407;492,9706705;-0,016612272;26,15877245;;;;;;
10/04/2016 13:00;12,86260137;9,241913192;24,58592212;367,4376436;450,759074;444,7865505;457,4500444;483,6651825;-4,090826511;19,43483544;;;;;;
10/04/2016 14:00;250,2767324;31,78989563;16,08792227;364,7197873;455,133215;456,4775163;498,754988;476,8621584;1,222259828;-16,92423319;;;;;;
10/04/2016 15:00;281,8476149;81,63175404;12,76472841;365,7447254;456,332401;455,2015645;559,2441727;473,5496457;-0,585205888;-68,28181975;;;;;;
10/04/2016 16:00;204,2503237;126,196847;29,71391412;453,0148922;473,2375782;465,8140361;592,1366117;504,5626139;-6,568726184;-89,91420672;;;;;;
10/04/2016 17:00;397,756409;79,1381759;35,24998028;393,3544478;515,5100041;511,5011967;599,7812689;555,8237846;-3,155809322;-40,73238629;;;;;;
10/04/2016 18:00;7,3873206;13,919516;64,68349471;394,2364015;520,5069765;517,3267865;533,3972061;592,4632508;-2,470903399;53,23488211;;;;;;
10/04/2016 19:00;0,1290625;-18,26215324;63,62445818;379,4910803;528,5741523;524,6854739;502,4479313;601,3537021;-2,988802757;84,87541417;;;;;;
10/04/2016 20:00;0,184172433;-26,76667313;18,99160698;275,3762972;530,4593856;529,1036217;483,7621792;561,1022931;-0,63582584;46,39410596;;;;;;
10/04/2016 21:00;0,266893583;-8,051231203;5,909659501;224,9982869;508,2814239;494,4744044;477,3150062;520,4166986;-6,471796738;20,43268744;;;;;;
10/04/2016 22:00;0,24725635;-14,57299726;8,672547968;268,7999194;499,1147064;495,3913373;469,2654645;514,1694092;-1,950717689;25,19626291;;;;;;
10/04/2016 23:00;0,2523365;-11,72760721;12,07407173;266,6353428;492,4172942;482,9092946;461,412432;513,6458419;-5,133083204;28,93476215;;;;;;
11/04/2016 0:00;0,310609633;-11,1349844;15,11664591;267,0261444;486,2401032;475,2985531;454,7122835;512,899115;-5,883241187;32,1348715;;;;;;
11/04/2016 1:00;0,298295583;-10,21612056;18,47263638;267,8217238;479,4423126;467,482065;448,4628527;512,0854402;-6,397881832;35,08663878;;;;;;
11/04/2016 2:00;0,29042265;-9,281620494;21,87801224;267,4290414;472,4385285;460,2701187;442,8067637;511,3541626;-6,434704492;37,59433723;;;;;;
11/04/2016 3:00;0,223671017;-8,791647874;25,23281959;268,0740135;465,5792049;453,6548824;437,0070582;510,5816864;-6,253476504;40,27794397;;;;;;
11/04/2016 4:00;0,258897383;-8,377331179;28,23278434;267,6658677;459,0661087;447,557447;431,5388082;509,7439788;-5,962109794;42,57222532;;;;;;
11/04/2016 5:00;11,68266873;-7,883718297;30,98601953;267,8480514;452,9343648;441,8158948;426,6369521;508,781883;-5,704715365;44,57445319;;;;;;
11/04/2016 6:00;38,44859713;-4,957197787;33,5017401;268,839265;446,9977015;436,2282718;426,6814644;507,4525447;-5,490151499;43,94908938;;;;;;
11/04/2016 7:00;0,672644033;-4,25686989;41,86892224;289,3774487;435,3027545;431,0580094;423,3959241;506,1184906;-2,173032359;48,29882449;;;;;;
11/04/2016 8:00;0,840497467;-5,206042336;54,96177715;350,3262974;427,3458134;427,268386;419,4857989;504,6310952;0,202715769;59,96510372;;;;;;
11/04/2016 9:00;1,751576917;-5,078274322;57,58302948;363,8404446;424,9596149;425,7770896;418,4544234;503,1315826;0,835997723;61,82530608;;;;;;
11/04/2016 10:00;1,823133767;-3,111588807;59,70159769;366,3299581;420,9092206;421,7417723;417,269;501,7102264;0,851911727;61,96127477;;;;;;
11/04/2016 11:00;1,876127017;-1,713486124;59,7644808;366,9286067;419,3069677;419,0320294;416,5670598;500,2329577;0,081283049;61,39668387;;;;;;
11/04/2016 12:00;2,223720333;-2,755334636;59,80943177;367,0296377;417,8377345;417,9938371;414,0211783;498,9561721;0,382362553;62,18240385;;;;;;
11/04/2016 13:00;1,4457174;-1,868807204;59,21160897;367,889979;417,129241;416,7356644;414,0451698;497,3762448;0,000920216;61,07949596;;;;;;
11/04/2016 14:00;9,935914467;-1,9137094;59,61214393;368,4850001;415,3035704;415,4839652;412,7283041;496,1346649;0,401941957;61,12391137;;;;;;
11/04/2016 15:00;302,4188766;38,93579411;59,05571131;369,0271103;414,5960087;414,2153701;468,0819969;494,6755432;0,012411405;20,10750579;;;;;;
11/04/2016 16:00;688,5591131;150,4799858;59,85287351;370,2020784;412,0969221;412,3807171;601,9903207;493,2224297;0,476968461;-91,10408076;;;;;;
11/04/2016 17:00;143,643028;177,2208025;49,494362;436,9834192;447,7536023;427,2433145;613,2778351;502,8441279;-17,16375674;-110,5626838;;;;;;
11/04/2016 18:00;0,168561617;11,59023313;56,80238038;524,8018903;541,7696212;513,5374448;523,6763984;588,7423883;-32,26962106;77,4817683;;;;;;
11/04/2016 19:00;0,1111637;-61,67331406;60,3132383;405,85449;556,7056575;562,2170078;493,2389376;619,4575589;5,426451846;116,5601005;;;;;;
11/04/2016 20:00;0,172262517;-22,20748783;15,86793829;259,0992134;518,1572006;516,5759683;476,0520705;545,8331348;-0,720683402;38,79610952;;;;;;
11/04/2016 21:00;0,2038212;-8,032451312;5,770966802;233,7703945;503,2517456;486,9223965;470,2787298;514,7358914;-7,91294438;21,71636249;;;;;;
11/04/2016 22:00;0,235321933;-13,75103996;7,486537113;268,6132076;492,2251343;487,5471065;462,628868;505,3631805;-2,467062777;23,70463985;;;;;;
11/04/2016 23:00;0,244295483;-10,66283406;11,45491833;269,7030372;484,721723;475,3886568;455,8883026;504,8481963;-5,038681818;27,15643421;;;;;;
12/04/2016 0:00;0,2212487;-10,42818992;15,33217716;270,6772241;477,2443604;468,6591469;449,4797103;504,2302155;-4,589676491;30,35004357;;;;;;
12/04/2016 1:00;0,142217817;-9,676339362;18,81352134;270,6341702;470,3739524;461,6352861;443,6733563;503,6568664;-4,62499385;33,11485455;;;;;;
12/04/2016 2:00;0,283660133;-9,008318247;22,12210583;270,459644;463,5118959;455,0819586;438,2058372;502,8740906;-4,406213503;35,53663758;;;;;;
12/04/2016 3:00;0,2919368;-8,414143568;25,28102685;269,9713214;456,8648042;448,7765786;432,8536476;502,1531127;-4,169405816;37,86457624;;;;;;
12/04/2016 4:00;0,272994533;-7,986584914;28,18519315;269,9868079;450,739388;442,9931493;427,7629082;501,4607453;-3,947178829;40,11895689;;;;;;
12/04/2016 5:00;0,285510467;-7,732939121;33,63477005;273,4488696;440,5638274;437,4234411;422,7537935;500,769522;-1,485927486;42,85363665;;;;;;
12/04/2016 6:00;148,4732283;-4,418349467;35,90875893;267,6572947;433,7288912;432,924855;424,343916;499,7498535;-0,225938918;40,55304732;;;;;;
12/04/2016 7:00;288,7282583;52,73862835;40,89275549;287,443012;428,1772899;427,2183781;516,8918333;498,5138916;-0,320994458;-11,52487841;;;;;;
12/04/2016 8:00;468,795074;139,1806348;61,2861085;401,8233169;421,3410716;422,3034412;584,629214;497,1749329;1,03395489;-78,92848123;;;;;;
12/04/2016 9:00;323,8733943;108,3059435;30,34743513;372,2993929;468,5351625;458,9043947;591,4614188;507,5100222;-7,011789698;-70,94671866;;;;;;
12/04/2016 10:00;117,5615787;43,13620972;53,54632889;467,6830563;512,3525411;509,3528257;551,0821166;563,708805;-2,723189432;13,1333086;;;;;;
12/04/2016 11:00;74,27233922;-28,1593445;88,18468296;575,1212493;539,4393532;534,1512089;511,7977633;605,4091052;-6,369804897;122,7138324;;;;;;
12/04/2016 12:00;1,53217505;-9,509582295;36,29638203;416,7094207;518,4598888;523,037016;512,5493358;557,5316134;4,440229033;41,36573529;;;;;;
12/04/2016 13:00;20,45717012;-1,733032241;10,45646883;334,4511224;507,8222658;506,7529095;504,3331434;522,2546593;-0,554075496;12,74357657;;;;;;
12/04/2016 14:00;198,6947372;35,48790306;1,962070811;333,3142308;513,5705828;513,8200059;561,548485;516,2883069;0,395996113;-33,92182836;;;;;;
12/04/2016 15:00;67,37399682;17,41596573;10,81851653;333,0166852;503,4166898;507,5266052;531,5084338;518,4914611;3,141306008;-9,738755206;;;;;;
12/04/2016 16:00;585,3010761;69,3744371;55,92351371;447,1341977;519,9475604;521,1292302;589,2396116;575,3906675;1,449396568;-14,90031996;;;;;;
12/04/2016 17:00;433,5085792;102,2974722;17,75238292;366,7602546;513,4022016;511,5573084;631,6415442;535,4826551;-1,224606606;-83,32048268;;;;;;
12/04/2016 18:00;4,380092183;7,987314624;55,34287812;581,7583423;544,1815097;533,8528453;540,0123823;585,4881326;-13,00783102;60,36339452;;;;;;
12/04/2016 19:00;0,176501667;-65,04185716;99,24393733;540,142357;557,2429946;561,0759095;506,8450438;634,1127156;5,144855689;159,1409388;;;;;;
12/04/2016 20:00;0,139829;-31,62358414;29,36353094;283,0508492;521,4869571;532,7815514;480,6843056;567,6483818;7,227754819;53,75936026;;;;;;
12/04/2016 21:00;0,222585133;-9,936960751;17,19562226;238,2018126;491,5443566;496,4861422;476,4980177;525,1552863;2,630803116;24,5017799;;;;;;
12/04/2016 22:00;0,201230417;-12,51285674;9,068308359;224,7158425;494,4626831;494,5180024;467,6383709;513,3591676;0,166736112;21,41442899;;;;;;
12/04/2016 23:00;0,29088405;-10,60573513;14,71075517;226,5881736;482,2638015;483,8596895;460,9918185;512,9162812;0,892860336;24,42362996;;;;;;
13/04/2016 0:00;0,2817999;-9,774675182;15,73301531;226,5834613;479,4947389;475,4702574;454,1678139;512,3497985;-1,737553395;27,24524389;;;;;;
13/04/2016 1:00;0,3037124;-8,950910378;17,57898759;226,6768786;474,710783;468,0973151;448,4167762;511,5410827;-2,920917527;29,45081549;;;;;;
13/04/2016 2:00;0,262800317;-8,263145197;20,12280304;227,9808926;468,7708846;460,9903037;442,7618166;510,8735107;-3,446809662;31,8327579;;;;;;
13/04/2016 3:00;0,349099517;-7,510465065;22,61924741;226,6884908;462,3292124;454,4799245;437,6796276;510,1525329;-3,423642112;33,55335459;;;;;;
13/04/2016 4:00;0,276570517;-7,11400693;25,02161267;226,9817222;456,3195267;448,5789136;432,5610209;509,3937898;-3,346286563;35,48190617;;;;;;
13/04/2016 5:00;26,97920483;-6,658107358;27,24393992;227,4240016;450,4778043;443,1955166;428,1284867;508,418753;-3,116333127;37,01838041;;;;;;
