date;DNI;DryBulb;Pressure;Wspd;Elev;Azimuth;SB.NO.SAM;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
19/05/2007 19:00;9;18;993;2,2;0;297,8072647;204;204;323,954;319,504;-0,3703;-0,3703;0;21,86974723;18,266662;400,4504674;0;0;0,3703
19/05/2007 20:00;0;17,6;993;2;0;304,5771181;204;204;305,696;301,911;-0,3703;-0,3703;0;17,64941478;14,91692207;389,9034312;0;0;0,3703
19/05/2007 21:00;0;17,2;993;1,9;0;304,8200993;204;204;290,055;286,78;-0,3703;-0,3703;0;12,86688719;12,08422604;375,607047;0;0;0,3703
19/05/2007 22:00;0;16,8;993;2;0;304,8462633;204;204;276,441;273,566;-0,3703;-0,3703;0;12,00469973;11,25157081;318,5879824;0;0;0,3703
19/05/2007 23:00;0;16,4;993;1,6;0;304,8588737;204;204;264,463;261,918;-0,3703;-0,3703;0;12,10541011;11,40913886;253,4314179;0;0;0,3703
20/05/2007 0:00;0;16,5;993;1,1;0;94,66658362;204;204;253,845;251,578;-0,3703;-0,3703;0;11,99625188;11,25187255;253,385348;0;0;0,3703
20/05/2007 1:00;0;16,5;993;1;0;55,11451605;204;204;244,304;242,258;-0,3703;-0,3703;0;11,89944163;11,12225463;253,8167513;0;0;0,3703
20/05/2007 2:00;0;16,5;993;0,9;0;55,10100175;204;204;235,651;233,793;-0,3703;-0,3703;0;11,85084288;11,09741508;255,5398351;0;0;0,3703
20/05/2007 3:00;0;16,5;993;0,7;0;55,08728585;204;204;227,755;226,059;-0,3703;-0,3703;0;11,75362597;11,01011436;257,2244652;0;0;0,3703
20/05/2007 4:00;0;16,5;993;0,5;0;58,9267165;204;204;220,498;218,941;-0,3703;-0,3703;0;11,65886946;10,93000602;241,8095637;0;0;0,3703
20/05/2007 5:00;0;16,4;993;1;5,274704267;68,37575963;204;204;213,71;212,254;-0,3703;-0,3703;0;11,57406731;10,85563785;189,0179505;0;0;0,3703
20/05/2007 6:00;36;17,7;993;0,5;16,23706133;77,25890418;204;204;218,822;222,781;-0,3703;-0,3703;0;11,4326554;10,62207553;180,9757056;0;0;0,3703
20/05/2007 7:00;507;20,4;993;0,5;27,68966135;86,10864908;239,822;239,822;293;393;12,5727;-1,71995;14,2927;11,92548754;10,6679052;211,6717969;39,5903;0;1,71995
20/05/2007 8:00;306;22,2;993;0,8;39,29190237;95,79700013;300,804;300,804;293;393;26,8722;-2,39962;29,2718;13,22050532;11,62115069;235,598572;73,4752;0;2,39962
20/05/2007 9:00;475;24,2;993;1,3;50,64498337;107,7717768;496,264;496,264;293;393;47,3544;-2,8301;50,1845;19,58239048;15,88885487;274,8069946;121,219;0;2,8301
20/05/2007 10:00;98;25,2;993;0,9;61,02984913;125,1288183;44,6276;204;293;393;-0,375707;-0,375707;0;21,61123027;18,08513396;258,0387149;0;0;0,375707
20/05/2007 11:00;742;27,3;993;2;68,60690955;153,7833641;777,323;777,323;293;393;52,1727;-3,2367;55,4094;20,80645367;17,663448;340,1765106;133,082;56,7884;3,2367
20/05/2007 12:00;614;28,8;993;1,9;69,96396108;193,7722265;629,476;629,476;293;393;52,3669;-3,0425;55,4094;21,07086769;17,79665819;360,0006236;133,082;20,6749;3,0425
20/05/2007 13:00;597;29,8;993;2,2;64,0537293;227,0765047;620,436;620,436;293;393;52,3776;-3,03174;55,4094;20,96702778;17,919338;364,64154;133,082;18,4668;3,03174
20/05/2007 14:00;206;29,9;993;1,6;54,29267707;247,3653829;175,091;204;293;393;13,9817;-1,70278;15,6845;21,03261263;17,94448;359,7876994;42,7682;0;1,70278
20/05/2007 15:00;48;29,2;993;1,4;43,15279283;260,635381;204;204;293;393;-0,3703;-0,3703;0;21,08675762;17,9661219;383,9159729;0;0;0,3703
20/05/2007 16:00;316;28,9;993;2,2;31,59255213;270,8718902;314,493;314,493;293;393;28,3196;-2,42797;30,7476;21,03524333;17,95757693;376,4560308;76,8187;0;2,42797
20/05/2007 17:00;414;27,9;993;1,9;20,0601532;279,8851166;413,335;413,335;293;393;38,6837;-2,64033;41,324;20,91219675;17,8824888;347,8376633;100,962;0;2,64033
20/05/2007 18:00;189;26,6;993;2,3;8,8837877;288,7006729;204;204;293;393;-0,3703;-0,3703;0;20,95305269;17,87148707;353,0365494;0;0;0,3703
20/05/2007 19:00;2;25,1;993;3,2;0;297,9622477;204;204;324,29;319,92;-0,3703;-0,3703;0;20,9394345;17,7147955;412,7807856;0;0;0,3703
20/05/2007 20:00;0;23,8;993;1,5;0;304,8376077;204;204;306,399;302,691;-0,3703;-0,3703;0;18,74261835;16,00398856;436,463128;0;0;0,3703
20/05/2007 21:00;0;22,5;993;1,3;0;305,1335235;204;204;291,027;287,806;-0,3703;-0,3703;0;14,42956031;13,20532513;387,4946213;0;0;0,3703
20/05/2007 22:00;0,00E+00;21,1;993;1,2;0;305,161655;204;204;277,606;274,769;-0,3703;-0,3703;0;12,54288427;11,7159822;358,1157334;0;0;0,3703
20/05/2007 23:00;0;19,8;993;1;0;305,1740989;204;204;265,738;263,213;-0,3703;-0,3703;0;12,87030986;12,11199696;272,9390765;0;0;0,3703
21/05/2007 0:00;0;18,8;993;1,2;0;94,45871113;204;204;255,096;252,82;-0,3703;-0,3703;0;12,74314068;11,99232496;250,9427256;0;0;0,3703
21/05/2007 1:00;0;17,8;993;1,6;0;54,7999002;204;204;245,438;243,366;-0,3703;-0,3703;0;12,66065233;11,91679867;257,5095042;0;0;0,3703
21/05/2007 2:00;0;17,2;993;1,7;0;54,78685985;204;204;236,635;234,744;-0,3703;-0,3703;0;12,57449086;11,82704763;255,4353872;0;0;0,3703
21/05/2007 3:00;0;16,7;993;2,6;0;54,77351245;204;204;228,5;226,752;-0,3703;-0,3703;0;12,51612596;11,76490919;253,7639644;0;0;0,3703
21/05/2007 4:00;0;16,3;993;2;0;58,75615983;204;204;221,02;219,416;-0,3703;-0,3703;0;12,42734379;11,68242044;254,6129018;0;0;0,3703
21/05/2007 5:00;0;16,2;993;3;5,389104983;68,1970347;204;204;214,027;212,53;-0,3703;-0,3703;0;12,313583;11,56445876;192,496887;0;0;0,3703
21/05/2007 6:00;113;17,6;993;2,6;16,34383702;77,07455023;204;204;240,209;258,933;-0,3703;-0,3703;0;12,25120796;11,45199463;179,2969271;0;0;0,3703
21/05/2007 7:00;554;19,5;993;2,3;27,8041502;85,9083453;363,405;363,405;293;393;25,2118;-2,42472;27,6365;12,76835331;11,44888181;208,9403445;69,7769;0;2,42472
21/05/2007 8:00;714;21,5;993;2,5;39,39967188;95,56309423;794,507;794,507;293;393;52,1479;-3,26148;55,4094;17,49625458;14,82582778;215,4511867;133,082;60,9857;3,26148
21/05/2007 9:00;755;23,2;993;3,6;50,75489335;107,4944016;829,61;829,61;293;393;52,0958;-3,31354;55,4094;22,84112995;18,53840852;229,7254613;133,082;69,5601;3,31354
21/05/2007 10:00;346;24,3;993;2,2;61,16709357;124,8316776;332,772;332,772;293;393;30,2477;-2,46623;32,7139;21,0313305;17,72280567;242,0955487;81,2837;0;2,46623
21/05/2007 11:00;255;25;993;2,6;68,79622382;153,5551621;221,377;221,377;293;393;18,8846;-1,79074;20,6754;20,42162686;17,3750005;257,1286476;54,0739;0;1,79074
21/05/2007 12:00;301;25,6;993;2,2;70,15933592;193,8391421;273,152;273,152;293;393;24,3896;-1,89342;26,2831;20,46848947;17,457914;250,6908246;66,7206;0;1,89342
21/05/2007 13:00;414;26,3;993;4,2;64,22630195;227,3258687;408,432;408,432;293;393;38,1724;-2,62947;40,8019;20,61438124;17,5335352;226,9248743;99,7646;0;2,62947
21/05/2007 14:00;579;26,7;993;4,8;54,43740087;247,6163521;615,246;615,246;293;393;52,3838;-3,02561;55,4094;20,76016856;17,76753263;352,0188078;133,082;17,1992;3,02561
21/05/2007 15:00;682;26,8;993;5,2;43,27955012;260,8576597;753,492;753,492;293;393;52,2063;-3,20309;55,4094;20,94202238;17,93486808;387,3939697;133,082;50,9675;3,20309
21/05/2007 16:00;645;26,4;993;4,2;31,7203225;271,0628499;712,673;712,673;293;393;52,2618;-3,14758;55,4094;20,977353;17,97594867;373,7162888;133,082;40,9968;3,14758
21/05/2007 17:00;342;25,5;993;3,6;20,19892288;280,0592911;330,912;330,912;293;393;30,0517;-2,46231;32,5141;20,91540165;17,8921015;371,2780543;80,8293;0;2,46231
21/05/2007 18:00;111;24,3;993;2,2;9,021742967;288,844016;204;204;324,253;319,873;-0,3703;-0,3703;0;20,72879582;17,77733558;326,5895594;0;0;0,3703
21/05/2007 19:00;0;23,1;993;1,7;0;298,1025895;204;204;306,306;302,587;-0,3703;-0,3703;0;20,94023488;17,81001459;367,0702255;0;0;0,3703
21/05/2007 20:00;0,00E+00;21,7;993;1,7;0;305,1412068;204;204;290,862;287,626;-0,3703;-0,3703;0;18,54202665;15,95963864;430,6700903;0;0;0,3703
21/05/2007 21:00;0;20,4;993;1,9;0;305,4497181;204;204;277,353;274,499;-0,3703;-0,3703;0;14,22268326;13,18017242;403,8711619;0;0;0,3703
21/05/2007 22:00;0;19,1;993;2;0;305,469436;204;204;265,377;262,829;-0,3703;-0,3703;0;12,51734667;11,87508378;395,6120402;0;0;0,3703
21/05/2007 23:00;0;17,8;993;3;0;305,4825285;204;204;254,575;252,264;-0,3703;-0,3703;0;12,87329613;12,20148148;388,6789856;0;0;0,3703
22/05/2007 0:00;0;16,7;993;3,4;0;94,2491537;204;204;244,775;242,675;-0,3703;-0,3703;0;12,74488632;12,0362884;371,7100083;0;0;0,3703
22/05/2007 1:00;0;15,6;993;3,7;0;54,4930188;204;204;235,818;233,896;-0,3703;-0,3703;0;12,65459929;11,93869521;376,5658366;0;0;0,3703
22/05/2007 2:00;0;15;993;5,2;0;54,48018105;204;204;227,527;225,746;-0,3703;-0,3703;0;12,615079;11,90433528;340,126031;0;0;0,3703
22/05/2007 3:00;0;14,5;993;3,9;0;54,46713423;204;204;219,919;218,291;-0,3703;-0,3703;0;12,53822339;11,81924425;252,9212136;0;0;0,3703
22/05/2007 4:00;0;14,5;993;3,9;0;58,58125438;204;204;212,878;211,374;-0,3703;-0,3703;0;12,441261;11,71690693;250,1198537;0;0;0,3703
22/05/2007 5:00;0;14,4;993;4,2;5,5083072;68,0392612;204;204;206,299;204,899;-0,3703;-0,3703;0;12,35643513;11,65163909;185,4275403;0;0;0,3703
22/05/2007 6:00;105;15,5;993;4,8;16,45756795;76,89438028;204;204;231,317;248,933;-0,3703;-0,3703;0;12,2565369;11,45008577;180,8166817;0;0;0,3703
22/05/2007 7:00;541;17,2;993;4,6;27,90151235;85,70359972;323,843;323,843;293;393;21,4628;-1,89061;23,3535;12,85517134;11,5646345;231,4249236;60,1134;0;1,89061
22/05/2007 8:00;687;19,1;993;5,8;39,50283927;95,33003872;760,536;760,536;293;393;52,1964;-3,21293;55,4094;14,61500576;13,06244977;243,844234;133,082;52,688;3,21293
22/05/2007 9:00;860;21;993;5,8;50,87469928;107,2332512;954,527;954,527;293;393;51,895;-3,51439;55,4094;20,30375249;16,59968846;255,6857867;133,082;100,073;3,51439
22/05/2007 10:00;840;22,7;993;7,7;61,31651085;124,5181232;907,419;907,419;293;393;51,9736;-3,43579;55,4094;22,20505632;18,92905093;244,5028305;133,082;88,5659;3,43579
22/05/2007 11:00;580;23,9;993;9,5;68,97876267;153,3241575;592,05;592,05;293;393;52,4106;-2,99875;55,4094;21,03439936;17,88752364;249,2480136;133,082;11,5331;2,99875
22/05/2007 12:00;627;24,8;993;10;70,3652074;193,8896205;643,785;643,785;293;393;52,3496;-3,05981;55,4094;20,95115526;17,77053663;347,0631808;133,082;24,1702;3,05981
22/05/2007 13:00;190;25,1;993;7,7;64,39434323;227,5806399;148,768;204;293;393;11,2217;-1,65462;12,8763;20,62080213;17,55350917;390,8776901;36,3385;0;1,65462
22/05/2007 14:00;528;25,5;993;8,6;54,57378865;247,8671577;554,372;554,372;293;393;52,4524;-2,95692;55,4094;20,67522114;17,60983671;400,7666209;133,082;2,3299;2,95692
22/05/2007 15:00;90;25,1;993;6,7;43,40621743;261,0729324;37,7798;204;293;393;-0,373789;-0,373789;0;22,1820855;19,30071454;396,5659195;0;0;0,373789
22/05/2007 16:00;51;24,5;993;6,9;31,85138557;271,243839;204;204;293;393;-0,3703;-0,3703;0;22,2063273;19,01895601;386,0809906;0;0;0,3703
22/05/2007 17:00;384;23,7;993;6,2;20,32826152;280,219809;381,975;381,975;293;393;27,1767;-2,46511;29,6418;22,359102;18,28536106;357,2710572;74,3129;0;2,46511
22/05/2007 18:00;17;22,6;993;6,9;9,168092433;288,9897455;204;204;323,924;319,467;-0,3703;-0,3703;0;20,83588813;18,18400747;322,5489125;0;0;0,3703
22/05/2007 19:00;2;21,4;993;5,4;0;298,2351812;204;204;305,643;301,854;-0,3703;-0,3703;0;16,14015789;14,33495796;395,6913864;0;0;0,3703
22/05/2007 20:00;0;20,6;993;4,2;0;305,4130461;204;204;290,015;286,743;-0,3703;-0,3703;0;14,20410059;13,39933329;428,0264298;0;0;0,3703
22/05/2007 21:00;0;19,8;993;2,7;0;305,7573141;204;204;276,494;273,639;-0,3703;-0,3703;0;12,60964663;11,95423305;385,3146393;0;0;0,3703
22/05/2007 22:00;0;19;993;3,2;0;305,7694889;204;204;264,514;261,966;-0,3703;-0,3703;0;12,99309464;12,26832973;280,6480184;0;0;0,3703
22/05/2007 23:00;0;18,1;993;3,2;0;305,7816666;204;204;253,791;251,5;-0,3703;-0,3703;0;12,90170358;12,14961428;251,1091754;0;0;0,3703
23/05/2007 0:00;0;17,8;993;4,4;0;98,23020545;204;204;244,057;241,97;-0,3703;-0,3703;0;12,76411914;12,02768477;249,5664029;0;0;0,3703
23/05/2007 1:00;0;17,4;993;4,2;0;54,19390703;204;204;235,206;233,307;-0,3703;-0,3703;0;12,6725435;11,95960681;248,1885531;0;0;0,3703
23/05/2007 2:00;0;17,3;993;5,6;0;54,18140702;204;204;227,038;225,285;-0,3703;-0,3703;0;12,60700293;11,84921456;247,4446765;0;0;0,3703
23/05/2007 3:00;0;17,2;993;6,2;0;54,16883603;204;204;219,471;217,849;-0,3703;-0,3703;0;12,52722684;11,75358207;255,2863698;0;0;0,3703
23/05/2007 4:00;0;17,3;993;6,9;0;58,41251183;204;204;212,431;210,927;-0,3703;-0,3703;0;12,42332059;11,69591762;229,0309624;0;0;0,3703
23/05/2007 5:00;0;17;993;7,2;5,618539733;67,87964023;204;204;205,847;204,446;-0,3703;-0,3703;0;12,35247571;11,62619692;160,9337481;0;0;0,3703
23/05/2007 6:00;0;17,7;993;6,9;16,55970648;76,71432892;204;204;199,709;198,411;-0,3703;-0,3703;0;12,34908325;11,49626483;159,1555636;0;0;0,3703
23/05/2007 7:00;0;18,2;993;6,9;28,00377763;85,51826897;204;204;193,951;192,741;-0,3703;-0,3703;0;11,79440113;10,75156646;196,9102259;0;0;0,3703
23/05/2007 8:00;6;19,1;993;8,3;39,60064353;95,11463788;204;204;188,492;187,352;-0,3703;-0,3703;0;12,91111769;11,60267038;202,3414423;0;0;0,3703
23/05/2007 9:00;23;20,1;993;8,6;50,98227617;106,9643323;204;204;192,886;196,1;-0,3703;-0,3703;0;15,63235537;13,79193993;203,2750076;0;0;0,3703
23/05/2007 10:00;426;21,9;993;8,3;61,43892997;124,2023865;60,5569;204;293;393;-0,380454;-0,380454;0;15,6797064;13,78177633;210,7096785;0;0;0,380454
23/05/2007 11:00;850;24;993;8;69,14781627;153,0706978;902,704;902,704;293;393;51,9813;-3,42811;55,4094;18,95430759;15,93751228;213,3843704;133,082;83,2169;3,42811
23/05/2007 12:00;197;24,7;993;7,4;70,55389488;193,9445053;153,906;204;293;393;11,758;-1,66391;13,4219;21,12001008;18,50179879;216,4162857;37,5934;0;1,66391
23/05/2007 13:00;5;24,6;993;7,4;64,56056977;227,8139546;204;204;324,023;319,59;-0,3703;-0,3703;0;19,73168174;16,78277094;228,0712784;0;0;0,3703
23/05/2007 14:00;0;23,9;993;5,8;54,71787495;248,1021434;204;204;305,854;302,088;-0,3703;-0,3703;0;21,11613013;17,98661075;242,881424;0;0;0,3703
23/05/2007 15:00;0;23,5;993;6,4;43,5349284;261,2849274;204;204;290,239;286,968;-0,3703;-0,3703;0;20,80089351;17,89649931;368,7841319;0;0;0,3703
23/05/2007 16:00;18;23,2;993;6,2;31,97432953;271,417777;204;204;276,644;273,773;-0,3703;-0,3703;0;21,55524816;17,69719296;369,9097077;0;0;0,3703
23/05/2007 17:00;5;22,7;993;8,9;20,46031502;280,3781433;204;204;264,533;261,956;-0,3703;-0,3703;0;20,51549976;17,35968341;336,5877854;0;0;0,3703
23/05/2007 18:00;0;22,1;993;7,7;9,2960849;289,138739;204;204;253,746;251,443;-0,3703;-0,3703;0;20,78766237;17,69563534;373,0318252;0;0;0,3703
23/05/2007 19:00;0;21,7;993;8,6;0;298,3532989;204;204;243,988;241,897;-0,3703;-0,3703;0;21,67621271;18,65699797;391,622375;0;0;0,3703
23/05/2007 20:00;0;20,7;993;9,2;0;305,6616909;204;204;235,063;233,147;-0,3703;-0,3703;0;18,53911982;15,50058124;394,3303069;0;0;0,3703
23/05/2007 21:00;0;19,8;993;8,9;0;306,0424072;204;204;226,866;225,108;-0,3703;-0,3703;0;14,12942863;13,15706515;366,9516475;0;0;0,3703
23/05/2007 22:00;0;18,8;993;8;0;306,0613002;204;204;219,299;217,678;-0,3703;-0,3703;0;12,68372982;11,86479485;350,3928141;0;0;0,3703
23/05/2007 23:00;0;17,8;993;6;0;306,0733983;204;204;212,322;210,832;-0,3703;-0,3703;0;11,88457046;11,38079562;260,5714434;0;0;0,3703
24/05/2007 0:00;0;16,3;993;6;0;93,8381921;204;204;205,771;204,376;-0,3703;-0,3703;0;11,78515395;11,26498193;255,3151685;0;0;0,3703
24/05/2007 1:00;0;14,7;993;9,5;0;53,90282512;204;204;199,458;198,119;-0,3703;-0,3703;0;11,67879189;11,14633938;253,7748863;0;0;0,3703
24/05/2007 2:00;0;13,9;993;12,5;0;53,890667;204;204;193,393;192,117;-0,3703;-0,3703;0;11,60540538;11,06162196;257,6795918;0;0;0,3703
24/05/2007 3:00;0;13,3;993;10,5;0;53,87833982;204;204;187,686;186,498;-0,3703;-0,3703;0;11,51077624;10,92681605;255,3772641;0;0;0,3703
24/05/2007 4:00;0;13,2;993;10,8;0;58,26547947;204;204;182,268;181,148;-0,3703;-0,3703;0;11,42341911;10,90064179;255,6906504;0;0;0,3703
24/05/2007 5:00;0;13,5;993;11,8;5,72715885;67,71596412;204;204;177,095;176,036;-0,3703;-0,3703;0;11,34418215;10,80224092;197,7147187;0;0;0,3703
24/05/2007 6:00;532;14,9;993;11,3;16,65770205;76,54754257;46,755;204;293;393;-0,376318;-0,376318;0;11,92342593;11,30599733;193,0257525;0;0;0,376318
24/05/2007 7:00;725;16,6;993;8,9;28,09731317;85,32094668;805,254;805,254;293;393;52,1322;-3,27722;55,4094;12,13778397;11,02679206;213,7776571;133,082;56,0421;3,27722
24/05/2007 8:00;462;18;993;9,8;39,69187893;94,89060543;486,984;486,984;293;393;46,3777;-2,80824;49,186;12,45305267;11,18220272;189,4579793;118,952;0;2,80824
24/05/2007 9:00;726;19,5;993;9,5;51,07665747;106,7089616;794,74;794,74;293;393;52,1475;-3,26182;55,4094;12,47577629;11,2172724;188,2045048;133,082;61,0427;3,26182
24/05/2007 10:00;70;19,9;993;9,2;61,56873852;123,9189582;9,12071;204;293;393;-0,366552;-0,366552;0;12,76988753;11,48692545;197,0908735;0;0;0,366552
24/05/2007 11:00;62;20;993;8,6;69,32090527;152,8316052;204;204;293;393;-0,3703;-0,3703;0;16,1561232;14,4153753;210,620966;0;0;0,3703
24/05/2007 12:00;591;21,1;993;6,7;70,7316225;194,0419899;604,286;604,286;293;393;50,4801;-2,98806;53,4682;22,47906405;19,3023088;223,5469308;128,615;0;2,98806
24/05/2007 13:00;151;21,4;993;8,3;64,72323778;228,0606583;103,041;204;293;393;6,52054;-1,57479;8,09533;22,26270064;18,4154959;249,8014453;25,169;0;1,57479
24/05/2007 14:00;785;22,1;993;7,7;54,8487464;248,3384375;859,607;859,607;293;393;52,0498;-3,35955;55,4094;20,343819;17,03334454;291,8890378;133,082;76,8872;3,35955
24/05/2007 15:00;818;22,5;993;7,4;43,66628367;261,4736341;917,204;917,204;293;393;51,9575;-3,45183;55,4094;21,66939019;17,89853661;379,763033;133,082;90,956;3,45183
24/05/2007 16:00;304;22,2;993;7,4;32,10060913;271,5956828;297,178;297,178;293;393;26,4882;-2,39215;28,8803;20,8722716;17,75873707;375,2616913;72,5893;0;2,39215
24/05/2007 17:00;12;21,4;993;8,3;20,58595895;280,522698;204;204;323,791;319,303;-0,3703;-0,3703;0;22,62539915;18,39423082;352,9749481;0;0;0,3703
24/05/2007 18:00;229;20,5;993;7,2;9,429982683;289,2757848;204;204;325,88;329,402;-0,3703;-0,3703;0;21,08470309;17,70298137;339,8439586;0;0;0,3703
24/05/2007 19:00;79;19,4;993;5,6;0;298,4856934;204;204;310,617;306,611;-0,3703;-0,3703;0;15,51765732;13,8357593;404,3430186;0;0;0,3703
24/05/2007 20:00;0;18,2;993;5;0;305,8788131;204;204;294,112;290,666;-0,3703;-0,3703;0;13,25961972;12,30910513;397,7677165;0;0;0,3703
24/05/2007 21:00;0;17,1;993;3,4;0;306,3243275;204;204;279,879;276,883;-0,3703;-0,3703;0;11,91288765;11,36079143;358,9113328;0;0;0,3703
24/05/2007 22:00;0;15,9;993;2,6;0;306,3451825;204;204;267,392;264,742;-0,3703;-0,3703;0;12,05334782;11,44602733;248,8347038;0;0;0,3703
24/05/2007 23:00;0,00E+00;14,7;993;2,5;0;306,35684;204;204;256,255;253,879;-0,3703;-0,3703;0;11,86999229;11,3227565;239,5889002;0;0;0,3703
25/05/2007 0:00;0;14,2;993;3;0;93,64599265;204;204;246,202;244,05;-0,3703;-0,3703;0;11,77794375;11,20900241;251,789147;0;0;0,3703
25/05/2007 1:00;0;13,6;993;1,9;0;53,62009615;204;204;237,147;235,206;-0,3703;-0,3703;0;11,68368286;11,09058736;255,2043302;0;0;0,3703
25/05/2007 2:00;0;13,3;993;2,5;0;53,60826243;204;204;228,831;227,046;-0,3703;-0,3703;0;11,613828;11,03871894;252,9736816;0;0;0,3703
25/05/2007 3:00;0;13,1;993;2,2;0;53,59629215;204;204;221,182;219,543;-0,3703;-0,3703;0;11,49950952;10,92453152;257,9419365;0;0;0,3703
25/05/2007 4:00;0;13;993;1;0;58,10428018;204;204;214,198;212,706;-0,3703;-0,3703;0;11,40627757;10,85749517;256,4864296;0;0;0,3703
25/05/2007 5:00;0;13,4;993;1,5;5,829241717;67,56567432;204;204;207,674;206,282;-0,3703;-0,3703;0;11,33761357;10,75558758;196,0692261;0;0;0,3703
25/05/2007 6:00;4;14,1;993;1,5;16,75200828;76,38256657;204;204;201,583;200,292;-0,3703;-0,3703;0;11,42893715;10,63421079;212,6958809;0;0;0,3703
25/05/2007 7:00;161;14,8;993;1,3;28,18823568;85,13713577;204;204;252,329;288,322;-0,3703;-0,3703;0;12,1783845;10,92795005;211,9262364;0;0;0,3703
25/05/2007 8:00;521;16,9;993;2,6;39,78140168;94,68112;373,15;373,15;293;393;26,2435;-2,44585;28,6894;12,60647818;11,3543192;234,1864622;72,1573;0;2,44585
25/05/2007 9:00;766;19,2;993;3;51,18255895;106,4576924;844,389;844,389;293;393;52,0733;-3,33603;55,4094;13,86820575;12,30612318;234,3515947;133,082;73,1702;3,33603
25/05/2007 10:00;770;21,2;993;2,6;61,68942727;123,6018798;829,537;829,537;293;393;52,0959;-3,31343;55,4094;17,97810828;14,99133123;256,1674088;133,082;69,5424;3,31343
25/05/2007 11:00;283;22,3;993;2,5;69,48062727;152,577965;254,571;254,571;293;393;22,4149;-1,8561;24,271;19,84144093;16,67575302;251,8677009;62,1821;0;1,8561
25/05/2007 12:00;870;23,7;993;2,6;70,91977438;194,0647906;926,404;926,404;293;393;51,9423;-3,46705;55,4094;21,86042092;17,94477938;360,2876648;133,082;93,2032;3,46705
25/05/2007 13:00;531;24,5;993;4,6;64,8859471;228,2771998;546,015;546,015;293;393;52,4614;-2,94794;55,4094;21,31113827;17,95487777;390,8946925;133,082;0,288573;2,94794
25/05/2007 14:00;232;24,8;993;4,8;54,98628643;248,5612417;204,835;204,835;293;393;17,1279;-1,75886;18,8867;21,04181002;17,61748957;382,1050379;50,0335;0;1,75886
25/05/2007 15:00;673;25,1;993;6;43,78619693;261,6739814;743,003;743,003;293;393;52,2208;-3,18858;55,4094;21,61137294;17,87989224;376,0834763;133,082;48,4054;3,18858
25/05/2007 16:00;162;24,6;993;5,2;32,21821237;271,7568425;125,839;204;293;393;8,84612;-1,61394;10,4601;20,05295833;16,71065933;335,4983017;30,7377;0;1,61394
25/05/2007 17:00;279;23,9;993;5,2;20,7089048;280,6729868;262,484;262,484;293;393;23,2562;-1,87193;25,1281;18,99567028;16,04774116;348,3315378;64,1149;0;1,87193
25/05/2007 18:00;133;22,9;993;4,8;9,558015483;289,4041179;204;204;323,979;319,535;-0,3703;-0,3703;0;18,27851432;15,63518203;351,1469681;0;0;0,3703
25/05/2007 19:00;59;21,7;993;3;0;298,5958115;204;204;305,829;302,069;-0,3703;-0,3703;0;14,40083692;13,26408344;353,7648122;0;0;0,3703
25/05/2007 20:00;0;21;993;2;0;306,0744305;204;204;290,364;287,127;-0,3703;-0,3703;0;13,77884972;12,67051764;376,8254537;0;0;0,3703
25/05/2007 21:00;0;20,3;993;1,3;0;306,5876263;204;204;276,961;274,131;-0,3703;-0,3703;0;12,66661543;11,81979326;275,2260936;0;0;0,3703
25/05/2007 22:00;0;19,6;993;1,6;0;306,6205066;204;204;265,092;262,566;-0,3703;-0,3703;0;11,6742221;11,0955788;247,7118963;0;0;0,3703
25/05/2007 23:00;0;18,9;993;1,7;0;306,6316985;204;204;254,467;252,195;-0,3703;-0,3703;0;11,53846164;11,00081984;256,9457047;0;0;0,3703
26/05/2007 0:00;0;18,5;993;2,7;0;97,68011988;204;204;244,811;242,739;-0,3703;-0,3703;0;11,4689917;10,96545105;250,4565437;0;0;0,3703
26/05/2007 1:00;0;18,1;993;2,5;0;53,34589705;204;204;236,033;234,148;-0,3703;-0,3703;0;11,36218019;10,80376933;248,9790685;0;0;0,3703
26/05/2007 2:00;0;17,9;993;3,4;0;53,33456875;204;204;227,941;226,202;-0,3703;-0,3703;0;11,29339344;10,74491239;235,2340902;0;0;0,3703
26/05/2007 3:00;0;17,8;993;2,2;0;53,3229781;204;204;220,542;218,956;-0,3703;-0,3703;0;11,20312556;10,64985417;239,0240171;0;0;0,3703
26/05/2007 4:00;0;17,8;993;1,4;0;57,94808083;204;204;213,748;212,295;-0,3703;-0,3703;0;11,14262322;10,58922042;233,7823609;0;0;0,3703
26/05/2007 5:00;0;17,7;993;1,4;5,91960285;67,41231532;204;204;207,416;206,065;-0,3703;-0,3703;0;11,05413587;10,49249707;170,6054949;0;0;0,3703
26/05/2007 6:00;0;18,1;993;1,4;16,83908332;76,20700518;204;204;201,493;200,235;-0,3703;-0,3703;0;11,13553929;10,4017042;166,3381368;0;0;0,3703
26/05/2007 7:00;0;18,6;993;1,7;28,26690928;84,95823092;204;204;195,91;194,731;-0,3703;-0,3703;0;12,15616832;10,97568803;191,2935602;0;0;0,3703
26/05/2007 8:00;6;19,5;993;2;39,86718717;94,47529092;204;204;190,635;189,529;-0,3703;-0,3703;0;14,02294011;12,46939347;220,0998708;0;0;0,3703
