date;DNI;DryBulb;Pressure;Wspd;Elev;Azimuth;SB.NO.SAM;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
01/01/2007 0:00;0;9,4;998;2,3;0;151,8690975;204;204;94,6596;94,2421;-0,3703;-0,3703;0;7,544584357;6,8957498;263,6989335;0;0;0,3703
01/01/2007 1:00;0;9,4;999;1,8;0;112,484158;204;204;92,0145;91,6103;-0,3703;-0,3703;0;7,55248075;6,880483607;265,2121471;0;0;0,3703
01/01/2007 2:00;0;9,2;999;1,5;0;112,4801625;204;204;89,4181;89,0245;-0,3703;-0,3703;0;7,435636429;6,866565923;273,0233258;0;0;0,3703
01/01/2007 3:00;0;9,2;999;1,8;0;112,4759704;204;204;86,8616;86,4767;-0,3703;-0,3703;0;7,412044;6,803465;265,2837726;0;0;0,3703
01/01/2007 4:00;0;9,1;999;1,8;0;112,4716285;204;204;84,3483;83,9726;-0,3703;-0,3703;0;7,386656;6,7161465;264,5484541;0;0;0,3703
01/01/2007 5:00;0;9;999;2,1;0;112,46755;204;204;81,8746;81,5068;-0,3703;-0,3703;0;7,351408;6,703144154;269,8989934;0;0;0,3703
01/01/2007 6:00;0;9;999;1,6;0;112,6656181;204;204;79,4542;79,0972;-0,3703;-0,3703;0;7,3049449;6,732631895;277,265068;0;0;0,3703
01/01/2007 7:00;0;9;999;2,3;0;118,9531036;204;204;77,0736;76,7237;-0,3703;-0,3703;0;7,322568833;6,6999245;256,9268974;0;0;0,3703
01/01/2007 8:00;0;9,5;999;2;8,207061483;128,8533007;204;204;74,7559;74,4184;-0,3703;-0,3703;0;6,684623951;6,259111843;215,0537463;0;0;0,3703
01/01/2007 9:00;200;10,4;999;3,7;16,42884007;140,1651256;204;204;128,576;158,545;-0,3703;-0,3703;0;8,268840426;7,459224847;214,034638;0;0;0,3703
01/01/2007 10:00;18;11,1;999;3;22,80375265;153,1395205;204;204;144,332;144,791;-0,3703;-0,3703;0;8,900725079;7,810641355;212,4233493;0;0;0,3703
01/01/2007 11:00;30;11,9;999;2,8;26,6808482;167,7063807;204;204;146,263;147,276;-0,3703;-0,3703;0;8,891591964;7,793437803;224,5694064;0;0;0,3703
01/01/2007 12:00;112;12,6;999;3,3;27,65363022;183,1587728;204;204;158,914;166,269;-0,3703;-0,3703;0;8,886043066;7,769646806;233,7487885;0;0;0,3703
01/01/2007 13:00;223;13,3;999;3,7;25,52375363;198,3630501;204;204;193,164;212,66;-0,3703;-0,3703;0;8,87593136;7,752183726;228,8193172;0;0;0,3703
01/01/2007 14:00;398;13,8;999;3,3;20,55785405;212,3185387;204;204;266,376;311,621;-0,3703;-0,3703;0;8,853663527;7,759169111;233,5845184;0;0;0,3703
01/01/2007 15:00;714;14,2;999;4,7;13,3370466;224,6142728;286,347;286,347;293;393;17,4813;-1,81289;19,2942;8,960082435;7,837803948;210,2582344;50,9547;0;1,81289
01/01/2007 16:00;98;13,6;999;3,5;4,604490017;235,2869135;204;204;323,542;318,995;-0,3703;-0,3703;0;9,6881199;8,735694304;227,6029208;0;0;0,3703
01/01/2007 17:00;0;13;999;4;0;244,5983212;204;204;304,894;301,028;-0,3703;-0,3703;0;8,4488965;7,690855167;236,7600591;0;0;0,3703
01/01/2007 18:00;0;12,4;999;3;0;247,5822415;204;204;288,982;285,651;-0,3703;-0,3703;0;8,727994925;8,02527327;231,476462;0;0;0,3703
01/01/2007 19:00;0;11,9;999;3;0;247,5931412;204;204;275,15;272,231;-0,3703;-0,3703;0;8,835995217;8,136081927;232,6222244;0;0;0,3703
01/01/2007 20:00;0;11,3;999;3,3;0;247,5977702;204;204;262,923;260,324;-0,3703;-0,3703;0;8,726146907;8,059016;232,8904106;0;0;0,3703
01/01/2007 21:00;0;10,7;999;2,3;0;247,6023421;204;204;252,069;249,754;-0,3703;-0,3703;0;8,664833778;7,945920956;234,0151834;0;0;0,3703
01/01/2007 22:00;0;10,1;999;1,8;0;247,606645;204;204;242,322;240,236;-0,3703;-0,3703;0;8,609434089;7,895900256;226,8828985;0;0;0,3703
01/01/2007 23:00;0;9,6;999;1,6;0;247,6112828;204;204;233,471;231,573;-0,3703;-0,3703;0;8,5306072;7,857023953;230,0817561;0;0;0,3703
02/01/2007 0:00;0;8,9;999;1,8;0;151,8255525;204;204;225,327;223,581;-0,3703;-0,3703;0;8,470335;7,767005566;237,4218516;0;0;0,3703
02/01/2007 1:00;0;7,9;999;3;0;112,3794596;204;204;217,691;216,055;-0,3703;-0,3703;0;8,390328133;7,699501158;235,2838244;0;0;0,3703
02/01/2007 2:00;0;7,4;999;4,5;0;112,3750397;204;204;210,502;208,968;-0,3703;-0,3703;0;8,390989286;7,699198185;237,4878697;0;0;0,3703
02/01/2007 3:00;0;7;999;4;0;112,3704146;204;204;203,801;202,381;-0,3703;-0,3703;0;8,3330593;7,6232739;242,158636;0;0;0,3703
02/01/2007 4:00;0;6,6;999;4,7;0;112,365643;204;204;197,479;196,145;-0,3703;-0,3703;0;8,231253737;7,558889361;246,8460752;0;0;0,3703
02/01/2007 5:00;0;6,3;999;3,7;0;112,361202;204;204;191,557;190,318;-0,3703;-0,3703;0;8,2111339;7,500457653;249,3037877;0;0;0,3703
02/01/2007 6:00;0;6;999;4,5;0;112,5544835;204;204;185,916;184,743;-0,3703;-0,3703;0;8,174924744;7,453489306;250,2278854;0;0;0,3703
02/01/2007 7:00;0;6;999;2,6;0;118,8102021;204;204;180,646;179,562;-0,3703;-0,3703;0;8,131666125;7,425941877;227,6464643;0;0;0,3703
02/01/2007 8:00;5;6,4;999;2,8;8,19505115;128,7149465;204;204;175,633;174,609;-0,3703;-0,3703;0;8,189794906;7,381239;193,3565837;0;0;0,3703
02/01/2007 9:00;202;7,6;999;2,7;16,44288488;140,0116511;204;204;216,79;244,34;-0,3703;-0,3703;0;7,805357111;7,000953737;206,2749593;0;0;0,3703
02/01/2007 10:00;465;8,4;999;3;22,82650658;152,9880173;204;204;290,253;334,696;-0,3703;-0,3703;0;8,306423943;7,2230885;206,6301392;0;0;0,3703
02/01/2007 11:00;743;9,8;999;2,3;26,7399402;167,5441397;155,615;204;293;393;-0,417009;-0,417009;0;8,442258893;7,382798815;190,3350055;0;0;0,417009
02/01/2007 12:00;356;10,3;999;3,3;27,74098817;183,0238241;61,8133;204;293;393;-0,380845;-0,380845;0;9,33210887;8,10065269;188,8965696;0;0;0,380845
02/01/2007 13:00;4;9,8;999;3,7;25,6359698;198,2520441;204;204;323,345;318,752;-0,3703;-0,3703;0;10,24868892;9,320727923;191,7010935;0;0;0,3703
02/01/2007 14:00;350;10,2;999;2,7;20,67104947;212,2607206;84,3561;204;293;393;-0,388283;-0,388283;0;10,6792744;9,739443124;211,8348237;0;0;0,388283
02/01/2007 15:00;50;9,8;999;3,5;13,48084227;224,5641899;204;204;323,338;318,743;-0,3703;-0,3703;0;11,95036408;10,91115559;206,87805;0;0;0,3703
02/01/2007 16:00;29;9,1;999;2,7;4,7335644;235,2649656;204;204;304,553;300,66;-0,3703;-0,3703;0;14,96124747;13,37175235;189,4478157;0;0;0,3703
02/01/2007 17:00;0;8,6;999;3;0;244,6037501;204;204;288,469;285,102;-0,3703;-0,3703;0;14,35056424;13,05583891;244,325854;0;0;0,3703
02/01/2007 18:00;0;8,1;999;2,1;0;247,6723375;204;204;274,56;271,626;-0,3703;-0,3703;0;11,87872961;11,03176202;243,6582912;0;0;0,3703
02/01/2007 19:00;0;7,5;999;1,6;0;247,7056067;204;204;262,34;259,745;-0,3703;-0,3703;0;11,50146237;10,84701142;261,3263822;0;0;0,3703
02/01/2007 20:00;0;7;999;1,3;0;247,7102719;204;204;251,467;249,147;-0,3703;-0,3703;0;11,06818175;10,40446279;269,8425964;0;0;0,3703
02/01/2007 21:00;0;6,5;999;1;0;247,7152903;204;204;241,696;239,605;-0,3703;-0,3703;0;10,88696627;10,28248696;293,7298563;0;0;0,3703
02/01/2007 22:00;0;5,9;999;0,7;0;247,7202938;204;204;232,838;230,941;-0,3703;-0,3703;0;10,75037489;10,125865;266,0012069;0;0;0,3703
02/01/2007 23:00;0;5,4;999;0,4;0;247,7250182;204;204;224,759;223,029;-0,3703;-0,3703;0;10,61371;10,03626488;270,6936208;0;0;0,3703
03/01/2007 0:00;0;5;999;0,2;0;154,0355336;204;204;217,332;215,744;-0,3703;-0,3703;0;10,48708843;9,884880091;257,2673215;0;0;0,3703
03/01/2007 1:00;0;4,7;999;0,2;0;112,2648988;204;204;210,435;208,964;-0,3703;-0,3703;0;10,39428226;9,794256387;257,722461;0;0;0,3703
03/01/2007 2:00;0;4,4;999;0,5;0;112,2600629;204;204;203,936;202,555;-0,3703;-0,3703;0;10,26736283;9,705534111;285,1564275;0;0;0,3703
03/01/2007 3:00;0;4,3;999;0,3;0;112,2550678;204;204;197,863;196,582;-0,3703;-0,3703;0;10,22397987;9,589352091;284,4854307;0;0;0,3703
03/01/2007 4:00;0;4,1;999;0,2;0;112,249893;204;204;192,157;190,96;-0,3703;-0,3703;0;10,17817422;9,505644;286,9396596;0;0;0,3703
03/01/2007 5:00;0;4;999;0,2;0;112,245009;204;204;186,755;185,63;-0,3703;-0,3703;0;10,05010737;9,403599;290,3752014;0;0;0,3703
03/01/2007 6:00;0;4;999;0,3;0;112,4345972;204;204;181,603;180,539;-0,3703;-0,3703;0;9,9661534;9,327749846;307,2760127;0;0;0,3703
03/01/2007 7:00;0;4;999;0,4;0;118,6676041;204;204;176,673;175,664;-0,3703;-0,3703;0;9,878568417;9,233783056;274,2371071;0;0;0,3703
03/01/2007 8:00;112;6;999;0,6;8,184372667;128,5620891;204;204;184,64;190,032;-0,3703;-0,3703;0;9,822464395;9,093198629;222,2206268;0;0;0,3703
03/01/2007 9:00;680;8,4;999;0,7;16,44616253;139,8616585;38,3334;204;293;393;-0,373941;-0,373941;0;9,826017467;9,019393192;193,1157638;0;0;0,373941
03/01/2007 10:00;772;10,5;999;1,5;22,87088803;152,8405879;352,661;352,661;293;393;28,1597;-2,45438;30,6141;10,27667029;9,242739708;182,6929992;76,516;0;2,45438
03/01/2007 11:00;884;12,3;999;1,6;26,80989285;167,4091393;298,18;298,18;293;393;26,5943;-2,39422;28,9885;10,23700508;9,199888267;184,4855259;72,8342;0;2,39422
03/01/2007 12:00;806;13,6;999;2,2;27,82341425;182,8988228;236,093;236,093;293;393;20,4496;-1,8195;22,2691;10,19378508;9,159023114;187,3759555;57,6686;0;1,8195
03/01/2007 13:00;882;14,3;999;2;25,75606257;198,1570785;335,706;335,706;293;393;30,5566;-2,47241;33,029;10,17418316;9,130490581;181,327415;82,0002;0;2,47241
03/01/2007 14:00;870;14,5;999;1,5;20,81117782;212,1754569;465,323;465,323;293;393;44,1075;-2,75787;46,8654;10,12692826;9,070792439;185,8505389;113,661;0;2,75787
03/01/2007 15:00;575;13,7;999;1,9;13,62461147;224,525011;337,811;337,811;293;393;30,7782;-2,47685;33,255;10,08029455;9,04113965;183,1815941;82,5144;0;2,47685
03/01/2007 16:00;289;12,4;999;3,3;4,876470383;235,2402456;204;204;323,381;318,797;-0,3703;-0,3703;0;10,01764431;8,946180381;212,6470692;0;0;0,3703
03/01/2007 17:00;0;11,6;999;5;0;244,6132144;204;204;304,599;300,706;-0,3703;-0,3703;0;9,293654903;8,521528333;245,8393683;0;0;0,3703
03/01/2007 18:00;0;10,8;999;4,5;0;247,7488608;204;204;288,529;285,165;-0,3703;-0,3703;0;9,659693903;8,994169198;245,0444506;0;0;0,3703
03/01/2007 19:00;0;10,1;999;2,7;0;247,8275916;204;204;274,666;271,743;-0,3703;-0,3703;0;9,712095143;9,033566288;256,4744349;0;0;0,3703
03/01/2007 20:00;0;9,3;999;2,4;0;247,8326573;204;204;262,456;259,862;-0,3703;-0,3703;0;9,638901681;8,967688903;257,512568;0;0;0,3703
03/01/2007 21:00;0;8,5;999;2,7;0;247,8381528;204;204;251,522;249,188;-0,3703;-0,3703;0;9,577512667;8,9008872;265,3498696;0;0;0,3703
03/01/2007 22:00;0;7,7;999;2,4;0;247,8435756;204;204;241,665;239,556;-0,3703;-0,3703;0;9,516058036;8,835459843;262,5084895;0;0;0,3703
03/01/2007 23:00;0;7;999;2,6;0;247,8486758;204;204;232,674;230,748;-0,3703;-0,3703;0;9,499031704;8,820199979;265,8913767;0;0;0,3703
04/01/2007 0:00;0;6,1;999;2,4;0;153,9878352;204;204;224,422;222,655;-0,3703;-0,3703;0;9,452472769;8,785339872;287,0633145;0;0;0,3703
04/01/2007 1:00;0;5,1;999;2,4;0;112,1404313;204;204;216,77;215,135;-0,3703;-0,3703;0;9,471563275;8,729116462;294,3067485;0;0;0,3703
04/01/2007 2:00;0;4,1;999;3,7;0;112,1352236;204;204;209,558;208,021;-0,3703;-0,3703;0;9,356551667;8,669486455;295,4408758;0;0;0,3703
04/01/2007 3:00;0;3,6;999;4,5;0;112,1297857;204;204;202,765;201,326;-0,3703;-0,3703;0;9,346253702;8,608623245;295,7202881;0;0;0,3703
04/01/2007 4:00;0;3,1;999;4,7;0;112,1241649;204;204;196,368;195,021;-0,3703;-0,3703;0;9,330198244;8,623344753;286,2699224;0;0;0,3703
04/01/2007 5:00;0;2,7;999;3;0;112,1188884;204;204;190,412;189,169;-0,3703;-0,3703;0;9,302747667;8,586845812;296,4097737;0;0;0,3703
04/01/2007 6:00;0;2,4;999;2,1;0;112,3007434;204;204;184,829;183,672;-0,3703;-0,3703;0;9,245450971;8,529275571;299,6664851;0;0;0,3703
04/01/2007 7:00;0;2,3;999;2;0;118,5246944;204;204;179,534;178,445;-0,3703;-0,3703;0;9,221237985;8,485793529;257,0012161;0;0;0,3703
04/01/2007 8:00;112;4;999;2,2;8,196682733;128,4139196;204;204;187,13;192,337;-0,3703;-0,3703;0;10,22850251;9,056455839;217,3579992;0;0;0,3703
04/01/2007 9:00;680;5,9;999;1,9;16,47217487;139,6903872;44,9022;204;293;393;-0,375786;-0,375786;0;10,45699844;9,121654913;218,3878594;0;0;0,375786
04/01/2007 10:00;772;7,7;999;2,4;22,9159179;152,6759058;354,568;354,568;293;393;29,0591;-2,46748;31,5266;9,712136568;8,585081103;229,437118;78,5863;0;2,46748
04/01/2007 11:00;884;9,2;999;2,3;26,88623823;167,2587194;300,099;300,099;293;393;26,7975;-2,39817;29,1957;9,677851917;8,579265778;229,3180287;73,3029;0;2,39817
04/01/2007 12:00;806;10,2;999;3,7;27,94859222;182,772098;236,512;236,512;293;393;20,4941;-1,82032;22,3144;9,611046769;8,540153458;220,3165271;57,7709;0;1,82032
04/01/2007 13:00;882;10,8;999;2,4;25,88374522;198,0665807;335,505;335,505;293;393;30,5355;-2,47199;33,0075;9,549327531;8,430585821;224,9218821;81,9513;0;2,47199
04/01/2007 14:00;870;10,8;999;2;20,95357428;212,1236173;464,437;464,437;293;393;44,0149;-2,75583;46,7707;9,544566108;8,418803435;222,3969876;113,444;0;2,75583
04/01/2007 15:00;575;10;999;2;13,78030375;224,4819661;340,98;340,98;293;393;31,1116;-2,48355;33,5951;9,529193159;8,378934883;222,0460259;83,2885;0;2,48355
04/01/2007 16:00;289;8,8;999;2,2;5,028265583;235,2272346;204;204;323,248;318,632;-0,3703;-0,3703;0;9,420190088;8,271576837;238,2027723;0;0;0,3703
04/01/2007 17:00;0;8,2;999;2,6;0;244,6288203;204;204;304,436;300,54;-0,3703;-0,3703;0;8,941190633;7,982287147;283,4938664;0;0;0,3703
04/01/2007 18:00;0;7,6;999;2,3;0;247,8983593;204;204;288,366;285,003;-0,3703;-0,3703;0;9,005316455;8,310984165;289,9572434;0;0;0,3703
04/01/2007 19:00;0;7;999;2,4;0;247,9593442;204;204;274,391;271,441;-0,3703;-0,3703;0;9,078626595;8,342076164;286,0894002;0;0;0,3703
04/01/2007 20:00;0;6,4;999;1,6;0;247,9647893;204;204;262,129;259,526;-0,3703;-0,3703;0;9,06464217;8,296437079;279,8456227;0;0;0,3703
04/01/2007 21:00;0;5,8;999;1,9;0;247,9706998;204;204;251,162;248,822;-0,3703;-0,3703;0;8,995084786;8,230906676;285,5820653;0;0;0,3703
04/01/2007 22:00;0;5,2;999;1,8;0;247,9764896;204;204;241,274;239,159;-0,3703;-0,3703;0;8,997626018;8,223710124;282,7000631;0;0;0,3703
04/01/2007 23:00;0;4,6;999;1,6;0;247,9819937;204;204;232,291;230,367;-0,3703;-0,3703;0;8,968939534;8,1925131;288,8714508;0;0;0,3703
05/01/2007 0:00;0;4,3;999;3,5;0;156,2027424;204;204;223,927;222,135;-0,3703;-0,3703;0;8,930871826;8,143552;284,2980149;0;0;0,3703
05/01/2007 1:00;0;4;999;4,5;0;112,006267;204;204;216,133;214,469;-0,3703;-0,3703;0;9,018617185;8,037277348;299,7400284;0;0;0,3703
05/01/2007 2:00;0;3,8;999;3,5;0;112,0002599;204;204;208,947;207,42;-0,3703;-0,3703;0;8,138444615;7,640549021;314,1858271;0;0;0,3703
05/01/2007 3:00;0;3,7;999;2,7;0;111,9946138;204;204;202,293;200,886;-0,3703;-0,3703;0;7,107521704;6,444349214;407,2561783;0;0;0,3703
05/01/2007 4:00;0;3,6;999;4,5;0;111,9888036;204;204;195,963;194,628;-0,3703;-0,3703;0;7,576130152;6,992709735;401,301152;0;0;0,3703
05/01/2007 5:00;0;3,5;999;3,7;0;111,9827681;204;204;190,023;188,783;-0,3703;-0,3703;0;7,629545267;6,946181462;416,6228439;0;0;0,3703
05/01/2007 6:00;0;3,4;999;4,7;0;112,162132;204;204;184,358;183,183;-0,3703;-0,3703;0;7,10736504;6,404416933;406,3196004;0;0;0,3703
05/01/2007 7:00;0;3,5;999;3,3;0;118,3571605;204;204;179,039;177,947;-0,3703;-0,3703;0;7,09239;6,366427667;295,5535177;0;0;0,3703
05/01/2007 8:00;2;4,3;999;2,8;8,1914909;128,2564921;204;204;174,022;173,002;-0,3703;-0,3703;0;7,239561143;6,46863204;242,7001068;0;0;0,3703
05/01/2007 9:00;281;4,9;999;2,4;16,50762002;139,5467623;204;204;231,933;271,229;-0,3703;-0,3703;0;9,261660299;8,138178766;243,4698029;0;0;0,3703
05/01/2007 10:00;17;6,1;999;2;22,9762354;152,5258329;204;204;242,745;240,602;-0,3703;-0,3703;0;10,54406966;9,0143988;225,3759982;0;0;0,3703
05/01/2007 11:00;9;6,7;999;1,9;26,97004925;167,1278864;204;204;233,692;231,754;-0,3703;-0,3703;0;11,87402075;10,70444095;210,4877576;0;0;0,3703
05/01/2007 12:00;137;7,4;999;1,8;28,05151218;182,6422999;204;204;241,724;248,063;-0,3703;-0,3703;0;11,40469795;10,34407965;208,2578105;0;0;0,3703
05/01/2007 13:00;623;8,3;999;2,4;26,01745207;197,9696628;204;204;309,058;358,274;-0,3703;-0,3703;0;11,73995869;10,57331002;201,9273361;0;0;0,3703
05/01/2007 14:00;672;9,2;999;2,3;21,1101274;212,058843;317,122;317,122;293;393;20,7488;-1,87651;22,6253;12,47647123;10,90032723;195,3173523;58,4718;0;1,87651
05/01/2007 15:00;731;9,4;999;2,3;13,92372835;224,4552155;458,664;458,664;293;393;43,4115;-2,74256;46,1541;13,24961702;11,60723629;189,4671158;112,034;0;2,74256
05/01/2007 16:00;81;8,7;999;3,3;5,1802787;235,2214877;204;204;323,262;318,65;-0,3703;-0,3703;0;12,18106313;11,12897506;230,2234596;0;0;0,3703
05/01/2007 17:00;0;8;999;4,2;0;244,668346;204;204;304,325;300,399;-0,3703;-0,3703;0;10,24493163;9,554142526;270,1370964;0;0;0,3703
05/01/2007 18:00;0;7,4;999;4,2;0;248,0543338;204;204;288,11;284,716;-0,3703;-0,3703;0;9,902219413;9,471391737;245,4075455;0;0;0,3703
05/01/2007 19:00;0;6,8;999;2,6;0;248,1009209;204;204;274,123;271,175;-0,3703;-0,3703;0;8,930773529;8,355436333;246,792068;0;0;0,3703
05/01/2007 20:00;0;6,1;999;4;0;248,1070921;204;204;261,698;259,057;-0,3703;-0,3703;0;8,806738043;8,280528957;289,9142512;0;0;0,3703
05/01/2007 21:00;0;5,5;999;4,2;0;248,1129272;204;204;250,583;248,213;-0,3703;-0,3703;0;8,7205375;8,170770963;293,1980855;0;0;0,3703
05/01/2007 22:00;0;4,9;999;3,5;0;248,1192657;204;204;240,597;238,463;-0,3703;-0,3703;0;8,621219;8,040452862;298,1286555;0;0;0,3703
05/01/2007 23:00;0;4,2;999;4;0;248,1255537;204;204;231,477;229,525;-0,3703;-0,3703;0;8,561171846;7,998507833;298,6777501;0;0;0,3703
06/01/2007 0:00;0;3,5;999;5;0;156,1523503;204;204;223,047;221,244;-0,3703;-0,3703;0;8,513067737;7,950780867;306,9919642;0;0;0,3703
06/01/2007 1:00;0;2,7;999;5,2;0;111,8622644;204;204;215,223;213,555;-0,3703;-0,3703;0;8,477659238;7,9033565;304,6294851;0;0;0,3703
06/01/2007 2:00;0;1,8;999;6,2;0;111,8558991;204;204;207,887;206,329;-0,3703;-0,3703;0;8,3708478;7,773981188;306,1306686;0;0;0,3703
06/01/2007 3:00;0;1,4;999;5,7;0;111,8498812;204;204;201,046;199,602;-0,3703;-0,3703;0;8,320062941;7,694985167;307,789798;0;0;0,3703
06/01/2007 4:00;0;1;999;4,5;0;111,8436151;204;204;194,673;193,336;-0,3703;-0,3703;0;8,268513759;7,659764718;307,7352366;0;0;0,3703
06/01/2007 5:00;0;0,7;999;4,2;0;111,8371376;204;204;188,677;187,426;-0,3703;-0,3703;0;8,195278315;7,616175628;308,9477707;0;0;0,3703
06/01/2007 6:00;0;0,4;999;4,5;0;112,0094457;204;204;182,978;181,799;-0,3703;-0,3703;0;8,167292636;7,563616944;315,3072403;0;0;0,3703
06/01/2007 7:00;0;0,3;999;4,7;0;118,1934546;204;204;177,55;176,437;-0,3703;-0,3703;0;8,08119775;7,485781565;280,0313901;0;0;0,3703
06/01/2007 8:00;112;2,1;999;4,7;8,19923545;128,0907775;204;204;185,143;190,337;-0,3703;-0,3703;0;8,249953341;7,562020909;244,0589068;0;0;0,3703
06/01/2007 9:00;680;4,1;999;3,7;16,53276353;139,36724;43,6488;204;293;393;-0,375429;-0,375429;0;9,051032925;8,025902218;279,892009;0;0;0,375429
06/01/2007 10:00;772;6;999;4,5;23,02788593;152,3526723;358,763;358,763;293;393;29,3683;-2,47475;31,843;10,08591939;9,038201457;263,7580256;79,3047;0;2,47475
06/01/2007 11:00;884;7,5;999;5,7;27,05769432;166,9530019;304,502;304,502;293;393;27,2634;-2,40725;29,6707;10,03420657;9,012791621;261,1095448;74,3783;0;2,40725
06/01/2007 12:00;806;8,6;999;7;28,15970983;182,5215978;239,37;239,37;293;393;20,7981;-1,82595;22,6241;10,05971697;9,044862904;232,5052442;58,469;0;1,82595
06/01/2007 13:00;882;9,2;999;7,8;26,15321023;197,8749718;336,418;336,418;293;393;30,6316;-2,47391;33,1055;9,969754829;8,979597477;235,0804953;82,1742;0;2,47391
06/01/2007 14:00;870;9,3;999;8,6;21,25852912;212,0089618;463,789;463,789;293;393;43,9471;-2,75434;46,7014;9,896173259;8,919664046;234,4230647;113,286;0;2,75434
06/01/2007 15:00;575;8,4;999;7,5;14,0907037;224,4200416;347,999;347,999;293;393;31,8494;-2,49844;34,3479;9,872537769;8,867373034;228,7424861;85,003;0;2,49844
06/01/2007 16:00;289;7,2;999;5,7;5,340448333;235,2128606;204;204;322,905;318,208;-0,3703;-0,3703;0;9,76643274;8,807536626;242,9689941;0;0;0,3703
06/01/2007 17:00;0;6,6;999;3;0;244,6840169;204;204;303,981;300,067;-0,3703;-0,3703;0;8,575035027;7,841896442;292,426797;0;0;0,3703
06/01/2007 18:00;0;6;999;2,7;0;248,192638;204;204;287,841;284,463;-0,3703;-0,3703;0;7,833174391;7,253065119;297,1459615;0;0;0,3703
06/01/2007 19:00;0;5,4;999;1,8;0;248,2519854;204;204;273,888;270,945;-0,3703;-0,3703;0;7,657074739;7,076391478;310,9114568;0;0;0,3703
06/01/2007 20:00;0;4,8;999;1,8;0;248,2586386;204;204;261,586;258,973;-0,3703;-0,3703;0;7,579145286;7,008880263;306,1023178;0;0;0,3703
06/01/2007 21:00;0;4,3;999;1,1;0;248,2648275;204;204;250,675;248,349;-0,3703;-0,3703;0;7,5596904;6,920957333;313,3454793;0;0;0,3703
06/01/2007 22:00;0;3,7;999;1,1;0;248,2715249;204;204;240,839;238,735;-0,3703;-0,3703;0;7,444145588;6,864347465;310,6455068;0;0;0,3703
06/01/2007 23:00;0;3,1;999;0,7;0;248,2782365;204;204;231,929;230,022;-0,3703;-0,3703;0;6,811780881;6,444578333;301,4550644;0;0;0,3703
07/01/2007 0:00;0;2,8;999;0,7;0;158,3748413;204;204;223,766;222,019;-0,3703;-0,3703;0;6,39575019;6,081285563;284,7864339;0;0;0,3703
07/01/2007 1:00;0;2,4;999;0,5;0;111,7088228;204;204;216,246;214,639;-0,3703;-0,3703;0;7,535057063;6,868810643;289,3267095;0;0;0,3703
07/01/2007 2:00;0;2,1;999;0,7;0;111,7019896;204;204;209,233;207,739;-0,3703;-0,3703;0;7,517645576;6,843519187;290,8310124;0;0;0,3703
07/01/2007 3:00;0;1,9;999;0,9;0;111,6955499;204;204;202,656;201,262;-0,3703;-0,3703;0;7,525899182;6,837644583;294,2461472;0;0;0,3703
07/01/2007 4:00;0;1,7;999;0,7;0;111,6888999;204;204;196,501;195,204;-0,3703;-0,3703;0;7,514829571;6,892749682;302,3935775;0;0;0,3703
07/01/2007 5:00;0;1,6;999;0,6;0;111,6820635;204;204;190,711;189,499;-0,3703;-0,3703;0;7,4731733;6,808317171;315,877475;0;0;0,3703
07/01/2007 6:00;0;1,5;999;0,5;0;111,8520769;204;204;185,24;184,105;-0,3703;-0,3703;0;7,506964394;6,816104222;321,6787521;0;0;0,3703
07/01/2007 7:00;0;1,5;999;0,6;0;118,0300508;204;204;180,03;178,957;-0,3703;-0,3703;0;7,420789043;6,716413389;318,7471914;0;0;0,3703
07/01/2007 8:00;454;3,4;999;0,6;8,20328705;127,9098445;204;204;221,509;249,519;-0,3703;-0,3703;0;7,595824574;6,893453611;268,1944082;0;0;0,3703
07/01/2007 9:00;681;5,7;999;0,7;16,56895463;139,1915838;157,174;204;293;393;-0,417726;-0,417726;0;8,339383196;7,42668874;275,5709465;0;0;0,417726
07/01/2007 10:00;790;7,9;999;1;23,0901252;152,1852048;373,364;373,364;293;393;34,5092;-2,55281;37,062;9,308041381;8,13490815;234,8622297;91,1988;0;2,55281
07/01/2007 11:00;890;9,7;999;1,2;27,15496493;166,8080678;312,084;312,084;293;393;28,0651;-2,42296;30,4881;9,292540481;8,113664574;227,4208003;76,2304;0;2,42296
07/01/2007 12:00;745;10,2;999;1;28,29080655;182,3944293;219,747;219,747;293;393;18,7114;-1,78758;20,499;9,272850182;8,09843402;226,6228397;53,6758;0;1,78758
07/01/2007 13:00;301;10,2;999;1,6;26,30027102;197,7890462;67,6927;204;293;393;-0,382708;-0,382708;0;9,261900329;8,093695377;225,2756635;0;0;0,382708
07/01/2007 14:00;178;9,8;999;1,8;21,41332055;211,9437566;36,9981;204;293;393;-0,373574;-0,373574;0;9,283007563;8,101882175;224,6006296;0;0;0,373574
07/01/2007 15:00;726;9,5;999;1,2;14,25261463;224,3968012;467,015;467,015;293;393;44,2845;-2,76178;47,0462;9,373820133;8,232440426;212,4024139;114,074;0;2,76178
07/01/2007 16:00;301;8,6;999;1,5;5,496777983;235,2198952;204;204;323,298;318,694;-0,3703;-0,3703;0;9,286863019;8,164639712;210,1064667;0;0;0,3703
