date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
17/07/2007 6:00;426;20;994;0,1;204;301,805;371,767;-0,3703;0,3703;0;11,80464689;11,251737;;;;
17/07/2007 7:00;639;22;994;0;686,964;293;393;52,2961;3,11328;55,4094;13,01336504;12,01115688;;;;
17/07/2007 8:00;750;24;994;0,9;840,577;293;393;52,0801;3,32922;55,4094;14,1539298;12,87208566;;;;
17/07/2007 9:00;812;25,9;994;1,1;905,073;293;393;51,9785;3,43084;55,4094;20,74525097;17,23762962;;;;
17/07/2007 10:00;831;27,6;994;1,3;907,023;293;393;51,9754;3,43401;55,4094;22,02277941;18,42690745;;;;
17/07/2007 11:00;834;28,9;994;1,3;892,915;293;393;51,9982;3,41119;55,4094;20,993307;17,72927047;;;;
17/07/2007 12:00;825;29,9;994;2,2;877,553;293;393;52,0227;3,38669;55,4094;20,722972;17,6309475;;;;
17/07/2007 13:00;809;30,7;994;2,4;869,428;293;393;52,0355;3,37388;55,4094;20,74371589;17,63094742;;;;
17/07/2007 14:00;787;31;994;3,8;862,889;293;393;52,0457;3,36364;55,4094;20,89804467;17,81159225;;;;
17/07/2007 15:00;740;31;994;3,3;824,377;293;393;52,1047;3,30471;55,4094;21,09788865;18,02614992;;;;
17/07/2007 16:00;699;30,6;994;2,8;779,389;293;393;52,1706;3,2388;55,4094;21,20662053;18,11365964;;;;
17/07/2007 17:00;610;29,6;994;2,8;663,149;293;393;52,3263;3,0831;55,4094;21,19989157;18,14898417;;;;
17/07/2007 18:00;426;28,4;994;0,4;204;293;393;10,3157;1,64223;11,9579;21,15953231;18,09878325;;;;
17/07/2007 19:00;109;26,9;994;0,4;204;324,618;320,328;-0,3703;0,3703;0;21,26410959;18,1473815;;;;
17/07/2007 20:00;0;25,8;994;0,5;204;306,947;303,285;-0,3703;0,3703;0;19,42020492;16,48265497;;;;
17/07/2007 21:00;0;24,7;994;0,3;204;291,776;288,6;-0,3703;0,3703;0;15,3376117;14,10183268;;;;
17/07/2007 22:00;0;23,6;994;0,1;204;278,586;275,8;-0,3703;0,3703;0;12,98849197;12,50229879;;;;
17/07/2007 23:00;0;22,5;994;0,3;204;266,859;264,364;-0,3703;0,3703;0;12,27236607;11,72569556;;;;
18/07/2007 0:00;0;21,9;994;0,3;204;256,374;254,132;-0,3703;0,3703;0;12,0869725;11,57331122;;;;
18/07/2007 1:00;0,00E+00;21,2;994;0,5;204;246,875;244,837;-0,3703;0,3703;0;11,97314217;11,44285005;;;;
18/07/2007 2:00;0,00E+00;20,8;994;1,7;204;238,109;236,223;-0,3703;0,3703;0;11,95376371;11,3269325;;;;
18/07/2007 3:00;0;20,4;994;2;204;230,044;228,31;-0,3703;0,3703;0;11,802244;11,30328071;;;;
18/07/2007 4:00;0;20,1;994;2,4;204;222,571;220,966;-0,3703;0,3703;0;11,72755808;11,17144514;;;;
18/07/2007 5:00;0;20;994;3,1;204;215,604;214,111;-0,3703;0,3703;0;11,65270733;11,12154929;;;;
18/07/2007 6:00;475;22;994;2,2;204;293;393;-0,372769;0,372769;0;11,67513839;11,04556024;;;;
18/07/2007 7:00;672;24;994;2,2;742,633;293;393;52,2221;3,18729;55,4094;12,68837312;11,71720196;;;;
18/07/2007 8:00;769;26;994;2,2;863,534;293;393;52,0447;3,36465;55,4094;14,33745643;12,92970386;;;;
18/07/2007 9:00;821;27,9;994;3,1;915,177;293;393;51,962;3,44735;55,4094;21,22929935;17,67821814;;;;
18/07/2007 10:00;851;29,5;994;3,8;929,294;293;393;51,9387;3,47068;55,4094;21,70226872;18,18389713;;;;
18/07/2007 11:00;877;30,9;994;4,4;940,845;293;393;51,9194;3,49;55,4094;20,91171715;17,655514;;;;
18/07/2007 12:00;877;32;994;5,4;935,613;293;393;51,9281;3,48122;55,4094;20,74325706;17,65040229;;;;
18/07/2007 13:00;884;32,8;994;6,3;954,822;293;393;51,8957;3,51365;55,4094;20,80438035;17,71426133;;;;
18/07/2007 14:00;860;33,2;994;6,3;948,491;293;393;51,9065;3,5029;55,4094;20,93487408;17,88302433;;;;
18/07/2007 15:00;819;33,2;994;5,2;919,437;293;393;51,955;3,45435;55,4094;21,0491294;17,96282714;;;;
18/07/2007 16:00;769;32,7;994;5,4;864,114;293;393;52,0438;3,36555;55,4094;21,16511136;18,078916;;;;
18/07/2007 17:00;679;31,8;994;5,7;746,145;293;393;52,2172;3,19212;55,4094;21,18752423;18,1724825;;;;
18/07/2007 18:00;479;30,6;994;6;204;293;393;12,4411;1,67972;14,1208;21,18883883;18,1073265;;;;
18/07/2007 19:00;111;29,2;994;3,1;204;324,461;320,134;-0,3703;0,3703;0;21,21735008;18,09130456;;;;
18/07/2007 20:00;0;27,9;994;3,8;204;306,599;302,897;-0,3703;0,3703;0;18,37013995;16,00207236;;;;
18/07/2007 21:00;0;26,7;994;4,2;204;291,192;287,965;-0,3703;0,3703;0;14,1818705;13,26711027;;;;
18/07/2007 22:00;0;25,5;994;3,1;204;277,794;274,966;-0,3703;0,3703;0;12,5629554;11,81506111;;;;
18/07/2007 23:00;0;24,2;994;2,2;204;265,989;263,48;-0,3703;0,3703;0;12,9382294;12,25530194;;;;
19/07/2007 0:00;0;23,4;994;1,7;204;255,472;253,225;-0,3703;0,3703;0;12,9101925;12,19912457;;;;
19/07/2007 1:00;0;22,5;994;1,2;204;246,015;243,986;-0,3703;0,3703;0;12,80781792;12,08202292;;;;
19/07/2007 2:00;0;22;994;2;204;237,343;235,478;-0,3703;0,3703;0;12,70288805;11,97943508;;;;
19/07/2007 3:00;0;21,6;994;1,5;204;229,424;227,722;-0,3703;0,3703;0;12,58154025;11,85439425;;;;
19/07/2007 4:00;0;21,2;994;0,9;204;222,164;220,605;-0,3703;0,3703;0;12,50041826;11,78555895;;;;
19/07/2007 5:00;0;21,1;994;0,4;204;215,496;214,067;-0,3703;0,3703;0;12,42144517;11,68848938;;;;
19/07/2007 6:00;202;22,7;994;0,6;204;259,888;291,979;-0,3703;0,3703;0;12,36582364;11,62953866;;;;
19/07/2007 7:00;421;24,6;994;0,7;267,061;293;393;14,0416;1,75567;15,7973;12,54760199;11,51233435;;;;
19/07/2007 8:00;501;26,4;994;1,5;538,621;293;393;48,9956;2,89477;51,8904;13,80465827;12,54732989;;;;
19/07/2007 9:00;458;27,8;994;2,4;479,716;293;393;43,1163;2,75861;45,8749;19,39016617;16,28555516;;;;
19/07/2007 10:00;533;29,2;994;3,3;555,622;293;393;50,7146;2,93537;53,65;22,11284753;18,69125466;;;;
19/07/2007 11:00;690;30,6;994;3,8;724,592;293;393;52,2466;3,16278;55,4094;20,9818025;17,79828517;;;;
19/07/2007 12:00;735;31,7;994;3,3;772,251;293;393;52,1807;3,22863;55,4094;20,7472499;17,59362706;;;;
19/07/2007 13:00;754;32,4;994;2,6;804,008;293;393;52,1349;3,27448;55,4094;20,85406119;17,73402133;;;;
19/07/2007 14:00;694;32,8;994;2,6;752,183;293;393;52,2089;3,20047;55,4094;21,06551296;17,988233;;;;
19/07/2007 15:00;600;32,9;994;2,2;655,604;293;393;52,3356;3,07372;55,4094;21,25164413;18,11938086;;;;
19/07/2007 16:00;483;32,5;994;2,8;517,622;293;393;46,8888;2,84546;49,7343;21,19213964;18,1115987;;;;
19/07/2007 17:00;283;31,5;994;2,8;271,383;293;393;22,7705;1,87122;24,6417;21,23031717;18,09985083;;;;
19/07/2007 18:00;90;30,3;994;2,2;204;324,598;320,303;-0,3703;0,3703;0;21,15893125;18,0926949;;;;
19/07/2007 19:00;1;29;994;2,4;204;306,885;303,214;-0,3703;0,3703;0;20,99586619;17,7443822;;;;
19/07/2007 20:00;0,00E+00;27,8;994;2,8;204;291,598;288,396;-0,3703;0,3703;0;17,65561521;15,53328174;;;;
19/07/2007 21:00;0;26,5;994;3,3;204;278,198;275,368;-0,3703;0,3703;0;14,11115285;13,18304958;;;;
19/07/2007 22:00;0;25,3;994;4,2;204;266,272;263,735;-0,3703;0,3703;0;12,67307767;12,1502525;;;;
19/07/2007 23:00;0;24;994;3;204;255,647;253,379;-0,3703;0,3703;0;12,80071795;12,09174377;;;;
20/07/2007 0:00;0;23,1;994;2,6;204;246,078;244,027;-0,3703;0,3703;0;12,70724171;11,98435713;;;;
20/07/2007 1:00;0;22,2;994;2,4;204;237,37;235,5;-0,3703;0,3703;0;12,58579132;11,87816146;;;;
20/07/2007 2:00;0;21,6;994;2,4;204;229,381;227,664;-0,3703;0,3703;0;12,53317211;11,79211348;;;;
20/07/2007 3:00;0,00E+00;21,1;994;3,3;204;221,943;220,345;-0,3703;0,3703;0;12,41085533;11,68581938;;;;
20/07/2007 4:00;0,00E+00;20,7;994;3,3;204;215,031;213,552;-0,3703;0,3703;0;12,32942774;11,58333618;;;;
20/07/2007 5:00;0;20,6;994;2,6;204;208,626;207,26;-0,3703;0,3703;0;12,22799413;11,5154941;;;;
20/07/2007 6:00;86;22,2;994;2,2;204;225,862;238,06;-0,3703;0,3703;0;12,26900982;11,47472972;;;;
20/07/2007 7:00;188;23,8;994;2,6;204;285,777;325,625;-0,3703;0,3703;0;12,75713849;11,75320967;;;;
20/07/2007 8:00;293;25,4;994;2,8;204;293;393;6,2461;1,60914;7,85524;13,08497853;11,82801748;;;;
20/07/2007 9:00;354;27,1;994;4,4;354,127;293;393;30,6435;2,48739;33,1309;14,07363022;12,96502828;;;;
20/07/2007 10:00;148;27,7;994;3,6;204;293;393;6,06575;1,56912;7,63487;15,78231444;14,23632024;;;;
20/07/2007 11:00;30;27,8;994;4,7;204;324,327;319,969;-0,3703;0,3703;0;18,79602901;15,86309378;;;;
20/07/2007 12:00;322;28,7;994;5,2;242,883;293;393;19,8903;1,81622;21,7065;18,44624137;15,8351615;;;;
20/07/2007 13:00;349;29,4;994;6;333,473;293;393;28,5748;2,44495;31,0197;20,01634785;16,9208515;;;;
20/07/2007 14:00;80;29,3;994;5,7;204;293;393;-0,370324;0,370324;0;20,63448747;17,498016;;;;
20/07/2007 15:00;522;29,6;994;4,9;559,833;293;393;51,1427;2,94553;54,0882;17,16965558;15,38901972;;;;
20/07/2007 16:00;512;29,6;994;4;551,785;293;393;50,3254;2,92615;53,2516;15,48455043;14,16003127;;;;
20/07/2007 17:00;594;29;994;3,8;644,501;293;393;52,3493;3,06008;55,4094;13,98603894;13,02756642;;;;
20/07/2007 18:00;484;28,2;994;4,2;204;293;393;11,7775;1,66795;13,4454;13,41456321;12,29547712;;;;
20/07/2007 19:00;107;27;994;4,2;204;324,268;319,896;-0,3703;0,3703;0;14,06353611;13,03283142;;;;
20/07/2007 20:00;0;26,1;994;3,6;204;306,332;302,617;-0,3703;0,3703;0;13,99094659;13,36278898;;;;
20/07/2007 21:00;0;25,2;994;2,4;204;290,997;287,789;-0,3703;0,3703;0;12,62730058;11,84345803;;;;
20/07/2007 22:00;0;24,3;994;2,6;204;277,609;274,781;-0,3703;0,3703;0;12,63697552;11,92594448;;;;
20/07/2007 23:00;0;23,4;994;2;204;265,804;263,295;-0,3703;0,3703;0;12,46450153;11,7690909;;;;
21/07/2007 0:00;0;23,1;994;2,2;204;255,253;252,998;-0,3703;0,3703;0;12,38521589;11,70721312;;;;
21/07/2007 1:00;0;22,8;994;2,2;204;245,74;243,7;-0,3703;0,3703;0;12,3248032;11,61806639;;;;
21/07/2007 2:00;0;22,6;994;2,2;204;237,092;235,234;-0,3703;0,3703;0;12,22534769;11,52346526;;;;
21/07/2007 3:00;0;22,5;994;2,2;204;229,174;227,472;-0,3703;0,3703;0;12,15653742;11,4445583;;;;
21/07/2007 4:00;0;22,3;994;0,7;204;221,99;220,448;-0,3703;0,3703;0;12,09199926;11,37846858;;;;
21/07/2007 5:00;0;22,3;994;0,7;204;215,34;213,913;-0,3703;0,3703;0;12,01741532;11,29831016;;;;
21/07/2007 6:00;467;24,3;994;0,9;204;293;393;-0,366641;0,366641;0;11,93885942;11,27848333;;;;
21/07/2007 7:00;645;26,4;994;0,8;711,63;293;393;52,2639;3,14548;55,4094;12,05101724;10,95896017;;;;
21/07/2007 8:00;739;28,5;994;1,5;827,78;293;393;52,0995;3,30983;55,4094;12,4242426;11,16193798;;;;
21/07/2007 9:00;798;30,5;994;2;887;293;393;52,0077;3,40171;55,4094;12,39962498;11,12812946;;;;
21/07/2007 10:00;834;32,3;994;2,4;907,536;293;393;51,9745;3,43485;55,4094;12,48400248;11,18182452;;;;
21/07/2007 11:00;851;33,8;994;2,8;908,193;293;393;51,9734;3,43592;55,4094;12,314451;11,11905171;;;;
21/07/2007 12:00;825;34,9;994;2,4;873,552;293;393;52,029;3,38036;55,4094;12,267431;11,01453353;;;;
21/07/2007 13:00;790;35,7;994;2,2;844,269;293;393;52,0745;3,33486;55,4094;12,26687343;11,05796502;;;;
21/07/2007 14:00;710;36;994;1,7;770,629;293;393;52,183;3,22633;55,4094;12,38348027;11,17147428;;;;
21/07/2007 15:00;713;36,1;994;1,9;792,004;293;393;52,1524;3,25696;55,4094;12,42110358;11,23664832;;;;
21/07/2007 16:00;632;35,6;994;1,9;699,292;293;393;52,2801;3,12926;55,4094;13,79856364;12,51148155;;;;
21/07/2007 17:00;512;34,6;994;0,9;548,417;293;393;49,9844;2,91809;52,9025;14,14528946;13,04020454;;;;
21/07/2007 18:00;278;33,4;994;0,9;204;293;393;-0,381172;0,381172;0;14,6765677;13,47104819;;;;
21/07/2007 19:00;41;31,9;994;0,5;204;324,91;320,689;-0,3703;0,3703;0;14,00366454;13,01275722;;;;
21/07/2007 20:00;0;30,7;994;0,4;204;307,495;303,885;-0,3703;0,3703;0;13,69617582;12,92869793;;;;
21/07/2007 21:00;0;29,4;994;0,6;204;292,448;289,295;-0,3703;0,3703;0;11,96032404;11,10988376;;;;
21/07/2007 22:00;0;28,1;994;0,4;204;279,318;276,545;-0,3703;0,3703;0;10,719575;10,29419875;;;;
21/07/2007 23:00;0;26,9;994;0,3;204;267,706;265,236;-0,3703;0,3703;0;10,530119;10,24706867;;;;
22/07/2007 0:00;0;25,8;994;0,2;204;257,33;255,11;-0,3703;0,3703;0;10,417967;10,0542735;;;;
22/07/2007 1:00;0;24,7;994;0,1;204;247,976;245,967;-0,3703;0,3703;0;11,5123142;10,83483667;;;;
22/07/2007 2:00;0;24,1;994;0,3;204;239,414;237,57;-0,3703;0,3703;0;11,74963896;10,97920735;;;;
22/07/2007 3:00;0;23,5;994;0,6;204;231,511;229,808;-0,3703;0,3703;0;11,62818916;10,88341619;;;;
22/07/2007 4:00;0;23,1;994;0,9;204;224,174;222,595;-0,3703;0,3703;0;11,57021103;10,8196746;;;;
22/07/2007 5:00;0;23;994;0,5;204;217,418;215,968;-0,3703;0,3703;0;11,51011378;10,75374062;;;;
22/07/2007 6:00;335;24,6;994;0,8;204;286,11;337,105;-0,3703;0,3703;0;11,41165968;10,6588046;;;;
22/07/2007 7:00;551;26,3;994;2,6;514,675;293;393;38,4003;2,73275;41,133;11,98559445;10,8344995;;;;
22/07/2007 8:00;693;28,2;994;3,1;771,306;293;393;52,1821;3,22729;55,4094;12,83923375;11,52710267;;;;
22/07/2007 9:00;750;29,9;994;3,6;828,39;293;393;52,0986;3,31074;55,4094;14,6141979;13,36817105;;;;
22/07/2007 10:00;784;31,5;994;2,8;847,763;293;393;52,0691;3,34022;55,4094;17,93313542;15,77157273;;;;
22/07/2007 11:00;826;32,7;994;4,2;877,584;293;393;52,0226;3,38673;55,4094;20,83548809;17,70372326;;;;
22/07/2007 12:00;831;33,7;994;4,4;878,204;293;393;52,0216;3,38772;55,4094;22,05508037;18,34671841;;;;
22/07/2007 13:00;801;34,4;994;5,7;854,624;293;393;52,0586;3,3508;55,4094;20,96771043;17,45508565;;;;
22/07/2007 14:00;770;34,7;994;6,3;839,176;293;393;52,0823;3,32708;55,4094;17,97583938;15,2480223;;;;
22/07/2007 15:00;702;34,7;994;8,8;776,571;293;393;52,1746;3,23478;55,4094;20,96825196;17,35697608;;;;
22/07/2007 16:00;630;34,2;994;8,1;695,245;293;393;52,2854;3,12399;55,4094;21,60047607;18,13336233;;;;
22/07/2007 17:00;512;33,3;994;8,5;546,539;293;393;49,7945;2,9136;52,7081;20,69575818;17,61309457;;;;
22/07/2007 18:00;289;32,1;994;8,8;204;293;393;-0,381158;0,381158;0;20,48495067;17,447018;;;;
22/07/2007 19:00;36;30,7;994;7,1;204;324,363;320,014;-0,3703;0,3703;0;20,71613138;17,51203044;;;;
22/07/2007 20:00;0;29,4;994;5,4;204;306,491;302,789;-0,3703;0,3703;0;18,66722033;15,95297579;;;;
22/07/2007 21:00;0;28;994;7,8;204;290,985;287,734;-0,3703;0,3703;0;14,74963527;13,48540879;;;;
22/07/2007 22:00;0;26,7;994;7,1;204;277,447;274,589;-0,3703;0,3703;0;12,54915622;11,87018884;;;;
22/07/2007 23:00;0;25,3;994;9,1;204;265,369;262,8;-0,3703;0,3703;0;11,75626125;11,27256465;;;;
23/07/2007 0:00;0;24,5;994;10,5;204;254,507;252,188;-0,3703;0,3703;0;11,63409152;11,12022426;;;;
23/07/2007 1:00;0;23,6;994;9,5;204;244,721;242,627;-0,3703;0,3703;0;11,51853585;11,05563043;;;;
23/07/2007 2:00;0;23,1;994;11;204;235,771;233,851;-0,3703;0,3703;0;11,44579829;10,96298348;;;;
23/07/2007 3:00;0;22,6;994;11,5;204;227,543;225,779;-0,3703;0,3703;0;11,34451562;10,85333033;;;;
23/07/2007 4:00;0;22,3;994;7,5;204;220,07;218,472;-0,3703;0,3703;0;11,28095427;10,78240647;;;;
23/07/2007 5:00;0;22,2;994;7,1;204;213,165;211,689;-0,3703;0,3703;0;11,1791985;10,71795419;;;;
23/07/2007 6:00;240;23,8;994;5,7;204;262,504;298,195;-0,3703;0,3703;0;11,27776082;10,67167042;;;;
23/07/2007 7:00;430;25,6;994;4,7;288,307;293;393;16,1729;1,79716;17,97;12,22592037;11,10668682;;;;
23/07/2007 8:00;538;27,3;994;6;582,318;293;393;52,4221;2,98724;55,4094;14,0045634;12,82010437;;;;
23/07/2007 9:00;601;29,1;994;6,8;648,754;293;393;52,3441;3,06528;55,4094;19,47916844;16,8256958;;;;
23/07/2007 10:00;659;30,6;994;9,5;699,248;293;393;52,2802;3,1292;55,4094;22,63340563;19,27951996;;;;
23/07/2007 11:00;673;31,9;994;9,1;700,072;293;393;52,2791;3,13028;55,4094;21,32603845;18,0667388;;;;
23/07/2007 12:00;668;32,9;994;11;689,984;293;393;52,2922;3,11718;55,4094;21,0786455;17,9195534;;;;
23/07/2007 13:00;668;33,6;994;10;699,366;293;393;52,28;3,12935;55,4094;20,75099415;17,61888435;;;;
23/07/2007 14:00;646;33,9;994;10;691,443;293;393;52,2903;3,11906;55,4094;20,64327992;17,52466983;;;;
23/07/2007 15:00;630;34;994;7,5;689,542;293;393;52,2928;3,1166;55,4094;20,74145329;17,60714343;;;;
23/07/2007 16:00;515;33,5;994;6,3;555,934;293;393;50,7463;2,93612;53,6824;20,72534413;17,6232576;;;;
23/07/2007 17:00;220;32,4;994;7,1;204;293;393;15,1048;1,72761;16,8324;20,68682633;17,64143518;;;;
23/07/2007 18:00;162;31,3;994;6,8;204;293;393;-0,3703;0,3703;0;20,71299375;17,74069625;;;;
23/07/2007 19:00;6;30;994;5,2;204;324,437;320,105;-0,3703;0,3703;0;21,52853014;18,27734148;;;;
23/07/2007 20:00;0;28,7;994;3,3;204;306,65;302,965;-0,3703;0,3703;0;18,51860866;16,27278608;;;;
23/07/2007 21:00;0;27,4;994;3,8;204;291,301;288,086;-0,3703;0,3703;0;14,56218653;13,43427518;;;;
23/07/2007 22:00;0;26,1;994;3;204;277,93;275,107;-0,3703;0,3703;0;12,74040428;12,11056398;;;;
23/07/2007 23:00;0;24,8;994;4,2;204;266,013;263,477;-0,3703;0,3703;0;12,18883824;11,65555611;;;;
24/07/2007 0:00;0;23,9;994;4,9;204;255,304;253,016;-0,3703;0,3703;0;12,006406;11,53191345;;;;
24/07/2007 1:00;0;22,9;994;3,8;204;245,676;243,613;-0,3703;0,3703;0;11,94821922;11,42790035;;;;
24/07/2007 2:00;0,00E+00;22,4;994;4;204;236,909;235,026;-0,3703;0,3703;0;11,8589601;11,32712655;;;;
24/07/2007 3:00;0,00E+00;21,8;994;4;204;228,864;227,136;-0,3703;0,3703;0;11,78689626;11,22750064;;;;
24/07/2007 4:00;0,00E+00;21,4;994;1,9;204;221,552;219,985;-0,3703;0,3703;0;11,69358636;11,12379655;;;;
24/07/2007 5:00;0;21,3;994;1,9;204;214,782;213,332;-0,3703;0,3703;0;11,59360544;11,0844698;;;;
24/07/2007 6:00;189;22,8;994;1,3;204;252,623;279,816;-0,3703;0,3703;0;11,61673521;10,97080458;;;;
24/07/2007 7:00;409;24,6;994;2,6;228,421;293;393;10,2037;1,68253;11,8862;12,44919449;11,27122585;;;;
24/07/2007 8:00;564;26,4;994;3,6;614,106;293;393;52,3856;3,02372;55,4094;13,70497655;12,45913961;;;;
24/07/2007 9:00;669;28,2;994;3,8;729,984;293;393;52,2393;3,17005;55,4094;18,80892273;15,6290835;;;;
24/07/2007 10:00;748;29,9;994;4,7;802,861;293;393;52,1366;3,2728;55,4094;22,98031086;19,10056147;;;;
24/07/2007 11:00;801;31,2;994;6;845,481;293;393;52,0726;3,33672;55,4094;21,8824275;18,5847745;;;;
24/07/2007 12:00;828;32,3;994;6,3;871,093;293;393;52,0329;3,37649;55,4094;20,85474757;17,6444052;;;;
24/07/2007 13:00;671;32,8;994;7,5;701,954;293;393;52,2766;3,13274;55,4094;20,90178275;17,661389;;;;
24/07/2007 14:00;630;33,1;994;6,3;672,293;293;393;52,3148;3,09458;55,4094;20,9015162;17,69388964;;;;
24/07/2007 15:00;461;33;994;5,2;485,986;293;393;43,7384;2,77279;46,5112;21,01862779;17,82458271;;;;
24/07/2007 16:00;548;32,5;994;8,5;595,414;293;393;52,4073;3,00208;55,4094;21,14634286;17,98779518;;;;
24/07/2007 17:00;649;31,8;994;6;712,14;293;393;52,2632;3,14616;55,4094;21,22584576;18,08361447;;;;
24/07/2007 18:00;503;30,6;994;6;204;293;393;10,5923;1,64708;12,2394;21,22662394;18,07052536;;;;
24/07/2007 19:00;62;29,3;994;5;204;324,376;320,03;-0,3703;0,3703;0;21,20272428;17,9244654;;;;
24/07/2007 20:00;0,00E+00;27,9;994;4,2;204;306,493;302,788;-0,3703;0,3703;0;19,20803096;16,3000764;;;;
24/07/2007 21:00;0;26,4;994;4;204;291,094;287,87;-0,3703;0,3703;0;15,05392575;13,68805579;;;;
24/07/2007 22:00;0;25;994;3,1;204;277,685;274,855;-0,3703;0,3703;0;12,90453826;12,245244;;;;
24/07/2007 23:00;0;23,6;994;4;204;265,749;263,21;-0,3703;0,3703;0;12,08102133;11,60806005;;;;
25/07/2007 0:00;0;22,6;994;4,6;204;255,024;252,733;-0,3703;0,3703;0;11,94687618;11,49435975;;;;
25/07/2007 1:00;0,00E+00;21,5;994;6,3;204;245,244;243,147;-0,3703;0,3703;0;11,86605178;11,36662095;;;;
25/07/2007 2:00;0,00E+00;20,9;994;7,8;204;236,274;234,349;-0,3703;0,3703;0;11,76615247;11,29494489;;;;
25/07/2007 3:00;0,00E+00;20,4;994;6,3;204;228,103;226,351;-0,3703;0,3703;0;11,6511055;11,15862771;;;;
25/07/2007 4:00;0,00E+00;19,9;994;5,2;204;220,602;218,995;-0,3703;0,3703;0;11,58908496;11,08858971;;;;
25/07/2007 5:00;0;19,8;994;6;204;213,618;212,125;-0,3703;0,3703;0;11,50103489;11,02926366;;;;
25/07/2007 6:00;560;21,7;994;6,3;204;293;393;-0,376847;0,376847;0;11,4903005;10,87922342;;;;
25/07/2007 7:00;764;23,7;994;7,5;854,034;293;393;52,0595;3,34989;55,4094;12,60773578;11,36465361;;;;
25/07/2007 8:00;849;25,6;994;6;958,922;293;393;51,8887;3,52065;55,4094;13,81615907;12,55810568;;;;
25/07/2007 9:00;870;27,4;994;6,8;968,672;293;393;51,872;3,53739;55,4094;19,18261712;15,95442532;;;;
25/07/2007 10:00;895;29;994;5,4;972,662;293;393;51,8651;3,54429;55,4094;22,84698104;19,21210004;;;;
25/07/2007 11:00;910;30,3;994;5,4;968,24;293;393;51,8727;3,53665;55,4094;21,52943419;18,23598709;;;;
25/07/2007 12:00;916;31,3;994;6;969,112;293;393;51,8712;3,53815;55,4094;21,17468633;17,95687529;;;;
25/07/2007 13:00;915;32;994;7,5;980,7;293;393;51,8511;3,55825;55,4094;21,0131341;17,78533927;;;;
25/07/2007 14:00;902;32,3;994;5,4;991,255;293;393;51,8326;3,57675;55,4094;20,95825956;17,733488;;;;
25/07/2007 15:00;874;32,3;994;4,9;982,423;293;393;51,8481;3,56126;55,4094;20,88195606;17,7639285;;;;
25/07/2007 16:00;821;31,9;994;4,6;927,355;293;393;51,9419;3,46745;55,4094;20,9629325;17,76953637;;;;
25/07/2007 17:00;729;31;994;4,4;809;293;393;52,1275;3,28183;55,4094;20,98420088;17,87595669;;;;
25/07/2007 18:00;532;29,7;994;4,7;204;293;393;11,2452;1,65855;12,9038;21,0330009;17,919338;;;;
25/07/2007 19:00;120;28,3;994;3;204;324,412;320,074;-0,3703;0,3703;0;21,18578729;17,9097258;;;;
25/07/2007 20:00;0;26,7;994;2,2;204;306,604;302,915;-0,3703;0,3703;0;18,7547472;16,14236345;;;;
25/07/2007 21:00;0;25,1;994;1,5;204;291,32;288,12;-0,3703;0,3703;0;14,73302937;13,56401696;;;;
25/07/2007 22:00;0;23,5;994;2;204;277,91;275,076;-0,3703;0,3703;0;12,86321334;12,20949597;;;;
25/07/2007 23:00;0;21,9;994;2;204;266,008;263,477;-0,3703;0,3703;0;12,053556;11,57722744;;;;
26/07/2007 0:00;0;20,8;994;1,2;204;255,42;253,159;-0,3703;0,3703;0;11,905851;11,454343;;;;
26/07/2007 1:00;0;19,6;994;1,3;204;245,838;243,784;-0,3703;0,3703;0;11,8049135;11,31658481;;;;
26/07/2007 2:00;0;18,9;994;1,7;204;237,076;235,193;-0,3703;0,3703;0;11,74777;11,24926529;;;;
26/07/2007 3:00;0,00E+00;18,3;994;3,1;204;228,94;227,191;-0,3703;0,3703;0;11,68581933;11,15933473;;;;
26/07/2007 4:00;0,00E+00;17,8;994;1,5;204;221,52;219,931;-0,3703;0,3703;0;11,560545;11,07263885;;;;
26/07/2007 5:00;0;17,7;994;1,9;204;214,622;213,145;-0,3703;0,3703;0;11,491131;11,0024394;;;;
26/07/2007 6:00;562;19,4;994;1,7;204;293;393;-0,375663;0,375663;0;11,53428031;10,90156628;;;;
26/07/2007 7:00;738;21,2;994;1,9;823,481;293;393;52,106;3,30337;55,4094;12,4620473;11,39304863;;;;
26/07/2007 8:00;825;23;994;2,6;929,873;293;393;51,9377;3,47164;55,4094;13,90990901;12,5586202;;;;
26/07/2007 9:00;871;24,8;994;3;969,35;293;393;51,8708;3,53856;55,4094;19,18877391;16,03091116;;;;
26/07/2007 10:00;896;26,3;994;3,6;972,289;293;393;51,8657;3,54364;55,4094;22,58681107;19,20595304;;;;
26/07/2007 11:00;911;27,5;994;2,4;967,766;293;393;51,8735;3,53583;55,4094;21,32925554;18,110914;;;;
26/07/2007 12:00;899;28,5;994;3,6;947,948;293;393;51,9074;3,50198;55,4094;21,01303971;17,87493571;;;;
26/07/2007 13:00;904;29,1;994;5,4;966,234;293;393;51,8762;3,53319;55,4094;20,87251169;17,7046481;;;;
26/07/2007 14:00;888;29,5;994;4,6;973,206;293;393;51,8641;3,54523;55,4094;20,7712065;17,6899072;;;;
