date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
01/01/2007 0:00;0;9,4;998;2,3;204;142,789;142,102;-0,3703;0,3703;0;7,544584357;6,8957498;;;;
01/01/2007 1:00;0;9,4;999;1,8;204;139,214;138,559;-0,3703;0,3703;0;7,55248075;6,880483607;;;;
01/01/2007 2:00;0;9,2;999;1,5;204;135,738;135,109;-0,3703;0,3703;0;7,435636429;6,866565923;;;;
01/01/2007 3:00;0;9,2;999;1,8;204;132,329;131,719;-0,3703;0,3703;0;7,412044;6,803465;;;;
01/01/2007 4:00;0;9,1;999;1,8;204;128,991;128,402;-0,3703;0,3703;0;7,386656;6,7161465;;;;
01/01/2007 5:00;0;9;999;2,1;204;125,709;125,137;-0,3703;0,3703;0;7,351408;6,703144154;;;;
01/01/2007 6:00;0;9;999;1,6;204;122,511;121,962;-0,3703;0,3703;0;7,3049449;6,732631895;;;;
01/01/2007 7:00;0;9;999;2,3;204;119,352;118,814;-0,3703;0,3703;0;7,322568833;6,6999245;;;;
01/01/2007 8:00;0;9,5;999;2;204;116,271;115,755;-0,3703;0,3703;0;6,684623951;6,259111843;;;;
01/01/2007 9:00;200;10,4;999;3,7;204;164,889;194,077;-0,3703;0,3703;0;8,268840426;7,459224847;;;;
01/01/2007 10:00;18;11,1;999;3;204;175,162;174,175;-0,3703;0,3703;0;8,900725079;7,810641355;;;;
01/01/2007 11:00;30;11,9;999;2,8;204;175,347;175,774;-0,3703;0,3703;0;8,891591964;7,793437803;;;;
01/01/2007 12:00;112;12,6;999;3,3;204;186,026;192,689;-0,3703;0,3703;0;8,886043066;7,769646806;;;;
01/01/2007 13:00;223;13,3;999;3,7;204;217,023;235,458;-0,3703;0,3703;0;8,87593136;7,752183726;;;;
01/01/2007 14:00;398;13,8;999;3,3;204;284,945;328,235;-0,3703;0,3703;0;8,853663527;7,759169111;;;;
01/01/2007 15:00;714;14,2;999;4,7;331,074;293;393;20,4841;1,8831;22,3672;8,960082435;7,837803948;;;;
01/01/2007 16:00;98;13,6;999;3,5;204;323,54;318,997;-0,3703;0,3703;0;9,6881199;8,735694304;;;;
01/01/2007 17:00;0;13;999;4;204;304,893;301,03;-0,3703;0,3703;0;8,4488965;7,690855167;;;;
01/01/2007 18:00;0;12,4;999;3;204;288,981;285,653;-0,3703;0,3703;0;8,727994925;8,02527327;;;;
01/01/2007 19:00;0;11,9;999;3;204;275,15;272,232;-0,3703;0,3703;0;8,835995217;8,136081927;;;;
01/01/2007 20:00;0;11,3;999;3,3;204;262,922;260,326;-0,3703;0,3703;0;8,726146907;8,059016;;;;
01/01/2007 21:00;0;10,7;999;2,3;204;252,069;249,755;-0,3703;0,3703;0;8,664833778;7,945920956;;;;
01/01/2007 22:00;0;10,1;999;1,8;204;242,322;240,237;-0,3703;0,3703;0;8,609434089;7,895900256;;;;
01/01/2007 23:00;0;9,6;999;1,6;204;233,47;231,574;-0,3703;0,3703;0;8,5306072;7,857023953;;;;
02/01/2007 0:00;0;8,9;999;1,8;204;225,327;223,582;-0,3703;0,3703;0;8,470335;7,767005566;;;;
02/01/2007 1:00;0;7,9;999;3;204;217,69;216,056;-0,3703;0,3703;0;8,390328133;7,699501158;;;;
02/01/2007 2:00;0;7,4;999;4,5;204;210,502;208,97;-0,3703;0,3703;0;8,390989286;7,699198185;;;;
02/01/2007 3:00;0;7;999;4;204;203,801;202,382;-0,3703;0,3703;0;8,3330593;7,6232739;;;;
02/01/2007 4:00;0;6,6;999;4,7;204;197,479;196,146;-0,3703;0,3703;0;8,231253737;7,558889361;;;;
02/01/2007 5:00;0;6,3;999;3,7;204;191,558;190,319;-0,3703;0,3703;0;8,2111339;7,500457653;;;;
02/01/2007 6:00;0;6;999;4,5;204;185,917;184,744;-0,3703;0,3703;0;8,174924744;7,453489306;;;;
02/01/2007 7:00;0;6;999;2,6;204;180,646;179,563;-0,3703;0,3703;0;8,131666125;7,425941877;;;;
02/01/2007 8:00;5;6,4;999;2,8;204;175,633;174,61;-0,3703;0,3703;0;8,189794906;7,381239;;;;
02/01/2007 9:00;202;7,6;999;2,7;204;216,801;244,33;-0,3703;0,3703;0;7,805357111;7,000953737;;;;
02/01/2007 10:00;465;8,4;999;3;204;290,271;334,68;-0,3703;0,3703;0;8,306423943;7,2230885;;;;
02/01/2007 11:00;743;9,8;999;2,3;204;293;393;-0,416956;0,416956;0;8,442258893;7,382798815;;;;
02/01/2007 12:00;356;10,3;999;3,3;204;293;393;-0,38083;0,38083;0;9,33210887;8,10065269;;;;
02/01/2007 13:00;4;9,8;999;3,7;204;323,343;318,754;-0,3703;0,3703;0;10,24868892;9,320727923;;;;
02/01/2007 14:00;350;10,2;999;2,7;204;293;393;-0,388261;0,388261;0;10,6792744;9,739443124;;;;
02/01/2007 15:00;50;9,8;999;3,5;204;323,336;318,745;-0,3703;0,3703;0;11,95036408;10,91115559;;;;
02/01/2007 16:00;29;9,1;999;2,7;204;304,551;300,662;-0,3703;0,3703;0;14,96124747;13,37175235;;;;
02/01/2007 17:00;0;8,6;999;3;204;288,468;285,104;-0,3703;0,3703;0;14,35056424;13,05583891;;;;
02/01/2007 18:00;0;8,1;999;2,1;204;274,559;271,628;-0,3703;0,3703;0;11,87872961;11,03176202;;;;
02/01/2007 19:00;0;7,5;999;1,6;204;262,34;259,747;-0,3703;0,3703;0;11,50146237;10,84701142;;;;
02/01/2007 20:00;0;7;999;1,3;204;251,466;249,148;-0,3703;0,3703;0;11,06818175;10,40446279;;;;
02/01/2007 21:00;0;6,5;999;1;204;241,695;239,606;-0,3703;0,3703;0;10,88696627;10,28248696;;;;
02/01/2007 22:00;0;5,9;999;0,7;204;232,838;230,942;-0,3703;0,3703;0;10,75037489;10,125865;;;;
02/01/2007 23:00;0;5,4;999;0,4;204;224,759;223,03;-0,3703;0,3703;0;10,61371;10,03626488;;;;
03/01/2007 0:00;0;5;999;0,2;204;217,332;215,745;-0,3703;0,3703;0;10,48708843;9,884880091;;;;
03/01/2007 1:00;0;4,7;999;0,2;204;210,435;208,965;-0,3703;0,3703;0;10,39428226;9,794256387;;;;
03/01/2007 2:00;0;4,4;999;0,5;204;203,936;202,556;-0,3703;0,3703;0;10,26736283;9,705534111;;;;
03/01/2007 3:00;0;4,3;999;0,3;204;197,863;196,583;-0,3703;0,3703;0;10,22397987;9,589352091;;;;
03/01/2007 4:00;0;4,1;999;0,2;204;192,157;190,961;-0,3703;0,3703;0;10,17817422;9,505644;;;;
03/01/2007 5:00;0;4;999;0,2;204;186,755;185,631;-0,3703;0,3703;0;10,05010737;9,403599;;;;
03/01/2007 6:00;0;4;999;0,3;204;181,603;180,54;-0,3703;0,3703;0;9,9661534;9,327749846;;;;
03/01/2007 7:00;0;4;999;0,4;204;176,673;175,665;-0,3703;0,3703;0;9,878568417;9,233783056;;;;
03/01/2007 8:00;112;6;999;0,6;204;184,642;190,03;-0,3703;0,3703;0;9,822464395;9,093198629;;;;
03/01/2007 9:00;680;8,4;999;0,7;204;293;393;-0,373933;0,373933;0;9,826017467;9,019393192;;;;
03/01/2007 10:00;772;10,5;999;1,5;352,662;293;393;26,1058;2,42763;28,5334;10,27667029;9,242739708;;;;
03/01/2007 11:00;884;12,3;999;1,6;298,181;293;393;25,0254;2,37379;27,3992;10,23700508;9,199888267;;;;
03/01/2007 12:00;806;13,6;999;2,2;236,094;293;393;19,2043;1,8033;21,0076;10,19378508;9,159023114;;;;
03/01/2007 13:00;882;14,3;999;2;335,706;293;393;28,7988;2,44951;31,2483;10,17418316;9,130490581;;;;
03/01/2007 14:00;870;14,5;999;1,5;465,323;293;393;41,6895;2,7263;44,4158;10,12692826;9,070792439;;;;
03/01/2007 15:00;575;13,7;999;1,9;337,812;293;393;29,0099;2,45382;31,4637;10,08029455;9,04113965;;;;
03/01/2007 16:00;289;12,4;999;3,3;204;323,38;318,799;-0,3703;0,3703;0;10,01764431;8,946180381;;;;
03/01/2007 17:00;0;11,6;999;5;204;304,598;300,708;-0,3703;0,3703;0;9,293654903;8,521528333;;;;
03/01/2007 18:00;0;10,8;999;4,5;204;288,528;285,167;-0,3703;0,3703;0;9,659693903;8,994169198;;;;
03/01/2007 19:00;0;10,1;999;2,7;204;274,666;271,744;-0,3703;0,3703;0;9,712095143;9,033566288;;;;
03/01/2007 20:00;0;9,3;999;2,4;204;262,456;259,864;-0,3703;0,3703;0;9,638901681;8,967688903;;;;
03/01/2007 21:00;0;8,5;999;2,7;204;251,521;249,189;-0,3703;0,3703;0;9,577512667;8,9008872;;;;
03/01/2007 22:00;0;7,7;999;2,4;204;241,665;239,558;-0,3703;0,3703;0;9,516058036;8,835459843;;;;
03/01/2007 23:00;0;7;999;2,6;204;232,674;230,749;-0,3703;0,3703;0;9,499031704;8,820199979;;;;
04/01/2007 0:00;0;6,1;999;2,4;204;224,422;222,657;-0,3703;0,3703;0;9,452472769;8,785339872;;;;
04/01/2007 1:00;0;5,1;999;2,4;204;216,77;215,136;-0,3703;0,3703;0;9,471563275;8,729116462;;;;
04/01/2007 2:00;0;4,1;999;3,7;204;209,558;208,022;-0,3703;0,3703;0;9,356551667;8,669486455;;;;
04/01/2007 3:00;0;3,6;999;4,5;204;202,765;201,327;-0,3703;0,3703;0;9,346253702;8,608623245;;;;
04/01/2007 4:00;0;3,1;999;4,7;204;196,368;195,022;-0,3703;0,3703;0;9,330198244;8,623344753;;;;
04/01/2007 5:00;0;2,7;999;3;204;190,412;189,17;-0,3703;0,3703;0;9,302747667;8,586845812;;;;
04/01/2007 6:00;0;2,4;999;2,1;204;184,83;183,673;-0,3703;0,3703;0;9,245450971;8,529275571;;;;
04/01/2007 7:00;0;2,3;999;2;204;179,534;178,446;-0,3703;0,3703;0;9,221237985;8,485793529;;;;
04/01/2007 8:00;112;4;999;2,2;204;187,133;192,336;-0,3703;0,3703;0;10,22850251;9,056455839;;;;
04/01/2007 9:00;680;5,9;999;1,9;204;293;393;-0,375777;0,375777;0;10,45699844;9,121654913;;;;
04/01/2007 10:00;772;7,7;999;2,4;354,568;293;393;26,963;2,44019;29,4032;9,712136568;8,585081103;;;;
04/01/2007 11:00;884;9,2;999;2,3;300,1;293;393;25,2188;2,37761;27,5964;9,677851917;8,579265778;;;;
04/01/2007 12:00;806;10,2;999;3,7;236,513;293;393;19,2466;1,8041;21,0507;9,611046769;8,540153458;;;;
04/01/2007 13:00;882;10,8;999;2,4;335,506;293;393;28,7787;2,4491;31,2278;9,549327531;8,430585821;;;;
04/01/2007 14:00;870;10,8;999;2;464,437;293;393;41,6017;2,72432;44,3261;9,544566108;8,418803435;;;;
04/01/2007 15:00;575;10;999;2;340,981;293;393;29,3275;2,46031;31,7878;9,529193159;8,378934883;;;;
04/01/2007 16:00;289;8,8;999;2,2;204;323,246;318,634;-0,3703;0,3703;0;9,420190088;8,271576837;;;;
04/01/2007 17:00;0;8,2;999;2,6;204;304,435;300,542;-0,3703;0,3703;0;8,941190633;7,982287147;;;;
04/01/2007 18:00;0;7,6;999;2,3;204;288,365;285,004;-0,3703;0,3703;0;9,005316455;8,310984165;;;;
04/01/2007 19:00;0;7;999;2,4;204;274,39;271,442;-0,3703;0,3703;0;9,078626595;8,342076164;;;;
04/01/2007 20:00;0;6,4;999;1,6;204;262,128;259,528;-0,3703;0,3703;0;9,06464217;8,296437079;;;;
04/01/2007 21:00;0;5,8;999;1,9;204;251,162;248,823;-0,3703;0,3703;0;8,995084786;8,230906676;;;;
04/01/2007 22:00;0;5,2;999;1,8;204;241,274;239,161;-0,3703;0,3703;0;8,997626018;8,223710124;;;;
04/01/2007 23:00;0;4,6;999;1,6;204;232,291;230,369;-0,3703;0,3703;0;8,968939534;8,1925131;;;;
05/01/2007 0:00;0;4,3;999;3,5;204;223,927;222,136;-0,3703;0,3703;0;8,930871826;8,143552;;;;
05/01/2007 1:00;0;4;999;4,5;204;216,133;214,47;-0,3703;0,3703;0;9,018617185;8,037277348;;;;
05/01/2007 2:00;0;3,8;999;3,5;204;208,947;207,421;-0,3703;0,3703;0;8,138444615;7,640549021;;;;
05/01/2007 3:00;0;3,7;999;2,7;204;202,293;200,887;-0,3703;0,3703;0;7,107521704;6,444349214;;;;
05/01/2007 4:00;0;3,6;999;4,5;204;195,963;194,63;-0,3703;0,3703;0;7,576130152;6,992709735;;;;
05/01/2007 5:00;0;3,5;999;3,7;204;190,023;188,784;-0,3703;0,3703;0;7,629545267;6,946181462;;;;
05/01/2007 6:00;0;3,4;999;4,7;204;184,359;183,184;-0,3703;0,3703;0;7,10736504;6,404416933;;;;
05/01/2007 7:00;0;3,5;999;3,3;204;179,039;177,948;-0,3703;0,3703;0;7,09239;6,366427667;;;;
05/01/2007 8:00;2;4,3;999;2,8;204;174,022;173,003;-0,3703;0,3703;0;7,239561143;6,46863204;;;;
05/01/2007 9:00;281;4,9;999;2,4;204;231,948;271,215;-0,3703;0,3703;0;9,261660299;8,138178766;;;;
05/01/2007 10:00;17;6,1;999;2;204;242,745;240,604;-0,3703;0,3703;0;10,54406966;9,0143988;;;;
05/01/2007 11:00;9;6,7;999;1,9;204;233,692;231,756;-0,3703;0,3703;0;11,87402075;10,70444095;;;;
05/01/2007 12:00;137;7,4;999;1,8;204;241,727;248,061;-0,3703;0,3703;0;11,40469795;10,34407965;;;;
05/01/2007 13:00;623;8,3;999;2,4;204;309,078;358,256;-0,3703;0,3703;0;11,73995869;10,57331002;;;;
05/01/2007 14:00;672;9,2;999;2,3;317,125;293;393;19,0762;1,85473;20,9309;12,47647123;10,90032723;;;;
05/01/2007 15:00;731;9,4;999;2,3;458,664;293;393;41,0299;2,71147;43,7414;13,24961702;11,60723629;;;;
05/01/2007 16:00;81;8,7;999;3,3;204;323,261;318,652;-0,3703;0,3703;0;12,18106313;11,12897506;;;;
05/01/2007 17:00;0;8;999;4,2;204;304,324;300,401;-0,3703;0,3703;0;10,24493163;9,554142526;;;;
05/01/2007 18:00;0;7,4;999;4,2;204;288,109;284,717;-0,3703;0,3703;0;9,902219413;9,471391737;;;;
05/01/2007 19:00;0;6,8;999;2,6;204;274,123;271,176;-0,3703;0,3703;0;8,930773529;8,355436333;;;;
05/01/2007 20:00;0;6,1;999;4;204;261,697;259,059;-0,3703;0,3703;0;8,806738043;8,280528957;;;;
05/01/2007 21:00;0;5,5;999;4,2;204;250,582;248,214;-0,3703;0,3703;0;8,7205375;8,170770963;;;;
05/01/2007 22:00;0;4,9;999;3,5;204;240,596;238,464;-0,3703;0,3703;0;8,621219;8,040452862;;;;
05/01/2007 23:00;0;4,2;999;4;204;231,477;229,526;-0,3703;0,3703;0;8,561171846;7,998507833;;;;
06/01/2007 0:00;0;3,5;999;5;204;223,047;221,246;-0,3703;0,3703;0;8,513067737;7,950780867;;;;
06/01/2007 1:00;0;2,7;999;5,2;204;215,223;213,556;-0,3703;0,3703;0;8,477659238;7,9033565;;;;
06/01/2007 2:00;0;1,8;999;6,2;204;207,887;206,33;-0,3703;0,3703;0;8,3708478;7,773981188;;;;
06/01/2007 3:00;0;1,4;999;5,7;204;201,046;199,603;-0,3703;0,3703;0;8,320062941;7,694985167;;;;
06/01/2007 4:00;0;1;999;4,5;204;194,673;193,337;-0,3703;0,3703;0;8,268513759;7,659764718;;;;
06/01/2007 5:00;0;0,7;999;4,2;204;188,677;187,428;-0,3703;0,3703;0;8,195278315;7,616175628;;;;
06/01/2007 6:00;0;0,4;999;4,5;204;182,978;181,8;-0,3703;0,3703;0;8,167292636;7,563616944;;;;
06/01/2007 7:00;0;0,3;999;4,7;204;177,55;176,438;-0,3703;0,3703;0;8,08119775;7,485781565;;;;
06/01/2007 8:00;112;2,1;999;4,7;204;185,146;190,336;-0,3703;0,3703;0;8,249953341;7,562020909;;;;
06/01/2007 9:00;680;4,1;999;3,7;204;293;393;-0,37542;0,37542;0;9,051032925;8,025902218;;;;
06/01/2007 10:00;772;6;999;4,5;358,763;293;393;27,2576;2,44727;29,7048;10,08591939;9,038201457;;;;
06/01/2007 11:00;884;7,5;999;5,7;304,502;293;393;25,6624;2,38641;28,0488;10,03420657;9,012791621;;;;
06/01/2007 12:00;806;8,6;999;7;239,37;293;393;19,5353;1,80953;21,3449;10,05971697;9,044862904;;;;
06/01/2007 13:00;882;9,2;999;7,8;336,419;293;393;28,8702;2,45097;31,3212;9,969754829;8,979597477;;;;
06/01/2007 14:00;870;9,3;999;8,6;463,789;293;393;41,5375;2,72287;44,2604;9,896173259;8,919664046;;;;
06/01/2007 15:00;575;8,4;999;7,5;347,999;293;393;30,0305;2,47474;32,5052;9,872537769;8,867373034;;;;
06/01/2007 16:00;289;7,2;999;5,7;204;322,903;318,21;-0,3703;0,3703;0;9,76643274;8,807536626;;;;
06/01/2007 17:00;0;6,6;999;3;204;303,98;300,069;-0,3703;0,3703;0;8,575035027;7,841896442;;;;
06/01/2007 18:00;0;6;999;2,7;204;287,84;284,464;-0,3703;0,3703;0;7,833174391;7,253065119;;;;
06/01/2007 19:00;0;5,4;999;1,8;204;273,887;270,947;-0,3703;0,3703;0;7,657074739;7,076391478;;;;
06/01/2007 20:00;0;4,8;999;1,8;204;261,586;258,975;-0,3703;0,3703;0;7,579145286;7,008880263;;;;
06/01/2007 21:00;0;4,3;999;1,1;204;250,675;248,351;-0,3703;0,3703;0;7,5596904;6,920957333;;;;
06/01/2007 22:00;0;3,7;999;1,1;204;240,839;238,736;-0,3703;0,3703;0;7,444145588;6,864347465;;;;
06/01/2007 23:00;0;3,1;999;0,7;204;231,929;230,024;-0,3703;0,3703;0;6,811780881;6,444578333;;;;
07/01/2007 0:00;0;2,8;999;0,7;204;223,766;222,02;-0,3703;0,3703;0;6,39575019;6,081285563;;;;
07/01/2007 1:00;0;2,4;999;0,5;204;216,246;214,641;-0,3703;0,3703;0;7,535057063;6,868810643;;;;
07/01/2007 2:00;0;2,1;999;0,7;204;209,233;207,74;-0,3703;0,3703;0;7,517645576;6,843519187;;;;
07/01/2007 3:00;0;1,9;999;0,9;204;202,656;201,263;-0,3703;0,3703;0;7,525899182;6,837644583;;;;
07/01/2007 4:00;0;1,7;999;0,7;204;196,501;195,206;-0,3703;0,3703;0;7,514829571;6,892749682;;;;
07/01/2007 5:00;0;1,6;999;0,6;204;190,711;189,5;-0,3703;0,3703;0;7,4731733;6,808317171;;;;
07/01/2007 6:00;0;1,5;999;0,5;204;185,24;184,106;-0,3703;0,3703;0;7,506964394;6,816104222;;;;
07/01/2007 7:00;0;1,5;999;0,6;204;180,03;178,958;-0,3703;0,3703;0;7,420789043;6,716413389;;;;
07/01/2007 8:00;454;3,4;999;0,6;204;221,52;249,509;-0,3703;0,3703;0;7,595824574;6,893453611;;;;
07/01/2007 9:00;681;5,7;999;0,7;204;293;393;-0,417671;0,417671;0;8,339383196;7,42668874;;;;
07/01/2007 10:00;790;7,9;999;1;373,365;293;393;32,5644;2,52746;35,0919;9,308041381;8,13490815;;;;
07/01/2007 11:00;890;9,7;999;1,2;312,085;293;393;26,4258;2,40162;28,8274;9,292540481;8,113664574;;;;
07/01/2007 12:00;745;10,2;999;1;219,747;293;393;17,5539;1,77253;19,3265;9,272850182;8,09843402;;;;
07/01/2007 13:00;301;10,2;999;1,6;204;293;393;-0,382692;0,382692;0;9,261900329;8,093695377;;;;
07/01/2007 14:00;178;9,8;999;1,8;204;293;393;-0,373567;0,373567;0;9,283007563;8,101882175;;;;
07/01/2007 15:00;726;9,5;999;1,2;467,015;293;393;41,8572;2,73008;44,5872;9,373820133;8,232440426;;;;
07/01/2007 16:00;301;8,6;999;1,5;204;323,296;318,696;-0,3703;0,3703;0;9,286863019;8,164639712;;;;
07/01/2007 17:00;0;7,8;999;1,6;204;304,551;300,672;-0,3703;0,3703;0;8,094690588;7,348071536;;;;
07/01/2007 18:00;0;7,1;999;1,8;204;288,491;285,131;-0,3703;0,3703;0;7,214841857;6,751220174;;;;
07/01/2007 19:00;0;6,4;999;1,9;204;274,514;271,566;-0,3703;0,3703;0;7,089637692;6,528587696;;;;
07/01/2007 20:00;0;5,7;999;1,5;204;262,216;259,607;-0,3703;0,3703;0;6,9861125;6,453924167;;;;
07/01/2007 21:00;0;4,9;999;1,6;204;251,224;248,88;-0,3703;0,3703;0;6,995914176;6,426701368;;;;
07/01/2007 22:00;0;4,2;999;1,5;204;241,312;239,194;-0,3703;0,3703;0;6,207268118;5,577031148;;;;
07/01/2007 23:00;0;3,5;999;1,5;204;232,288;230,357;-0,3703;0,3703;0;4,964933524;4,449873143;;;;
08/01/2007 0:00;0;2,7;999;1,2;204;224,027;222,261;-0,3703;0,3703;0;4,891635818;4,284849;;;;
08/01/2007 1:00;0;2;999;1,3;204;216,371;214,737;-0,3703;0,3703;0;4,878527136;4,266081048;;;;
08/01/2007 2:00;0;1,2;999;1,9;204;209,19;207,662;-0,3703;0,3703;0;4,873138;4,279241813;;;;
08/01/2007 3:00;0;0,8;999;1,3;204;202,521;201,111;-0,3703;0,3703;0;4,8802166;4,281398462;;;;
08/01/2007 4:00;0;0,3;999;0,7;204;196,318;195,014;-0,3703;0,3703;0;4,888610032;4,252271833;;;;
08/01/2007 5:00;0;0;999;0,4;204;190,508;189,294;-0,3703;0,3703;0;4,871244692;4,256099361;;;;
08/01/2007 6:00;0;-0,2;999;0,2;204;185,041;183,908;-0,3703;0,3703;0;4,8850234;4,22669025;;;;
08/01/2007 7:00;0;-0,3;999;0,3;204;179,827;178,754;-0,3703;0,3703;0;4,896078;4,239989;;;;
08/01/2007 8:00;112;1,5;999;0,6;204;187,619;192,944;-0,3703;0,3703;0;5,193064784;4,44609204;;;;
08/01/2007 9:00;680;3,6;999;0,9;204;293;393;-0,378622;0,378622;0;5,98369783;5,150068986;;;;
08/01/2007 10:00;772;5,5;999;1,8;365,028;293;393;28,9938;2,47465;31,4685;6,742639536;5,521726637;;;;
08/01/2007 11:00;884;7;999;2,4;311,514;293;393;26,3683;2,40047;28,7688;6,875134386;5,659758446;;;;
08/01/2007 12:00;806;8,1;999;3,5;244,64;293;393;20,0679;1,81957;21,8874;7,433388831;6,191993167;;;;
08/01/2007 13:00;882;8,7;999;5,2;340,073;293;393;29,2365;2,45845;31,695;6,613020127;5,671332216;;;;
08/01/2007 14:00;870;8,8;999;4,2;466,448;293;393;41,8009;2,72881;44,5297;6,631775859;5,649275307;;;;
08/01/2007 15:00;575;8;999;2,4;358,586;293;393;31,0893;2,49663;33,5859;6,620643981;5,631843453;;;;
08/01/2007 16:00;289;6,7;999;4;204;322,975;318,299;-0,3703;0,3703;0;6,774581247;5,780651842;;;;
08/01/2007 17:00;0;5,4;999;4,2;204;303,896;299,947;-0,3703;0,3703;0;6,460059386;5,659904293;;;;
08/01/2007 18:00;0;4,9;999;3,3;204;287,645;284,248;-0,3703;0,3703;0;5,1795028;4,662484936;;;;
08/01/2007 19:00;0;4,5;999;2,6;204;273,592;270,63;-0,3703;0,3703;0;5,223722;4,626224023;;;;
08/01/2007 20:00;0;4;999;2,4;204;261,222;258,598;-0,3703;0,3703;0;5,199738545;4,617162224;;;;
08/01/2007 21:00;0;3,5;999;3,7;204;250,096;247,724;-0,3703;0,3703;0;5,188474667;4,567878082;;;;
08/01/2007 22:00;0;3;999;3,7;204;240,055;237,911;-0,3703;0,3703;0;5,138120714;4,548731649;;;;
08/01/2007 23:00;0;2,6;999;5;204;230,852;228,884;-0,3703;0,3703;0;5,05148925;4,521630128;;;;
09/01/2007 0:00;0;2,3;999;4,5;204;222,436;220,641;-0,3703;0,3703;0;5,084715;4,48167397;;;;
09/01/2007 1:00;0;2;999;5,2;204;214,628;212,965;-0,3703;0,3703;0;5,022249438;4,450203889;;;;
09/01/2007 2:00;0;1,7;999;5,5;204;207,358;205,816;-0,3703;0,3703;0;5,067564267;4,470081452;;;;
09/01/2007 3:00;0;1,5;999;5,2;204;200,579;199,15;-0,3703;0,3703;0;5,101957;4,4354535;;;;
09/01/2007 4:00;0;1,3;999;4,5;204;194,248;192,92;-0,3703;0,3703;0;5,04147575;4,430876;;;;
09/01/2007 5:00;0;1,2;999;3,7;204;188,317;187,083;-0,3703;0,3703;0;5,04893319;4,437536525;;;;
09/01/2007 6:00;0;1,1;999;5;204;182,644;181,471;-0,3703;0,3703;0;4,859628875;4,23537432;;;;
09/01/2007 7:00;0;1,1;999;5;204;177,245;176,14;-0,3703;0,3703;0;4,7943405;4,231281065;;;;
09/01/2007 8:00;3;1,9;999;3,5;204;172,182;171,159;-0,3703;0,3703;0;4,69180125;4,119542902;;;;
09/01/2007 9:00;202;3,2;999;4,5;204;214,906;243,338;-0,3703;0,3703;0;5,018566415;4,113653311;;;;
09/01/2007 10:00;68;3,8;999;4,7;204;234,232;237,787;-0,3703;0,3703;0;5,642450325;4,484504769;;;;
09/01/2007 11:00;100;4,4;999;5;204;241,926;246,096;-0,3703;0,3703;0;6,901791416;5,516350851;;;;
09/01/2007 12:00;15;4,8;999;3,7;204;235,639;233,611;-0,3703;0,3703;0;7,393250979;5,940098648;;;;
09/01/2007 13:00;152;5,2;999;3;204;248,364;258,115;-0,3703;0,3703;0;7,227652643;6,219665227;;;;
09/01/2007 14:00;11;5,1;999;3,3;204;244,124;241,917;-0,3703;0,3703;0;9,302737489;8,005140612;;;;
09/01/2007 15:00;4;4,7;999;2,8;204;234,782;232,786;-0,3703;0,3703;0;12,82942838;11,44656119;;;;
09/01/2007 16:00;9;4,2;999;3;204;226,225;224,395;-0,3703;0,3703;0;15,28315386;13,34084648;;;;
09/01/2007 17:00;0;3,6;999;5;204;218,225;216,516;-0,3703;0,3703;0;13,56783776;12,32305627;;;;
09/01/2007 18:00;0;3,4;999;5,5;204;210,772;209,188;-0,3703;0,3703;0;11,18346146;10,59005812;;;;
09/01/2007 19:00;0;3,1;999;5,2;204;203,836;202,368;-0,3703;0,3703;0;10,94302114;10,300761;;;;
09/01/2007 20:00;0;2,8;999;5;204;197,343;195,977;-0,3703;0,3703;0;10,65989454;9,813146219;;;;
09/01/2007 21:00;0;2,5;999;4,7;204;191,239;189,963;-0,3703;0,3703;0;10,05640913;9,509427933;;;;
09/01/2007 22:00;0;1,9;999;3,7;204;185,498;184,307;-0,3703;0,3703;0;9,979710462;9,405685;;;;
09/01/2007 23:00;0;1,8;999;4;204;180,035;178,911;-0,3703;0,3703;0;9,809853;9,277498435;;;;
10/01/2007 0:00;0;1,5;999;3,7;204;174,834;173,775;-0,3703;0,3703;0;9,721250571;9,1222095;;;;
10/01/2007 1:00;0;1,4;999;5,5;204;169,788;168,768;-0,3703;0,3703;0;9,605558467;9,049711214;;;;
10/01/2007 2:00;0;1,2;999;4;204;164,994;164,039;-0,3703;0,3703;0;9,530855846;8,974141917;;;;
10/01/2007 3:00;0;1,1;999;3;204;160,431;159,532;-0,3703;0,3703;0;9,515409444;8,862386973;;;;
10/01/2007 4:00;0;0,9;999;3,5;204;156,008;155,145;-0,3703;0,3703;0;9,542687423;8,99428283;;;;
10/01/2007 5:00;0;0,9;999;4,2;204;151,702;150,872;-0,3703;0,3703;0;9,48809619;8,910252391;;;;
10/01/2007 6:00;0;0,8;999;3,7;204;147,545;146,754;-0,3703;0,3703;0;9,371213833;8,831357893;;;;
10/01/2007 7:00;0;0,8;999;3;204;143,54;142,788;-0,3703;0,3703;0;9,315671933;8,720450632;;;;
10/01/2007 8:00;7;1,4;999;3,5;204;139,643;138,921;-0,3703;0,3703;0;9,100559105;8,433083674;;;;
10/01/2007 9:00;83;2,2;999;5,5;204;158,26;169,676;-0,3703;0,3703;0;9,354925111;8,387295552;;;;
