;Wspd;Wdir;DryBulb;DNI;Pressure
20/06/1989 0:00;2,5;210;21,1;0;1009,15
20/06/1989 1:00;2,1;210;20;0;1009,15
20/06/1989 2:00;1,5;210;18,9;0;1009,15
20/06/1989 3:00;1,5;220;18,3;0;1009,15
20/06/1989 4:00;2,1;220;17,8;0;1009,15
20/06/1989 5:00;2;220;16,7;0;1009,15
20/06/1989 6:00;2;150;16,7;0;1009,15
20/06/1989 7:00;2,1;200;17,2;0;1009,15
20/06/1989 8:00;1,5;200;17,8;504;1009,15
20/06/1989 9:00;4,1;230;19,4;630;1009,15
20/06/1989 10:00;5,1;200;21,7;725;1009,15
20/06/1989 11:00;6,1;250;24,4;804;1009,15
20/06/1989 12:00;4,1;240;27,8;861;1009,15
20/06/1989 13:00;7,2;240;30;895;1009,15
20/06/1989 14:00;6,1;270;32,2;905;1009,15
20/06/1989 15:00;7,2;260;33,9;889;1009,15
20/06/1989 16:00;7,2;250;34,4;851;1009,15
20/06/1989 17:00;5,6;260;34,4;791;1009,15
20/06/1989 18:00;6,1;240;32,8;712;1009,15
20/06/1989 19:00;6,2;230;31,1;611;1009,15
20/06/1989 20:00;5,6;999;28,9;479;1009,15
20/06/1989 21:00;5,1;230;26,1;0;1009,15
20/06/1989 22:00;4,1;230;23,9;0;1009,15
20/06/1989 23:00;5,1;230;22,2;0;1009,15
21/06/1989 0:00;4,1;250;21,1;0;1009,15
21/06/1989 1:00;2,6;230;20;0;1009,15
21/06/1989 2:00;3;210;20;0;1009,15
21/06/1989 3:00;2;230;20;0;1009,15
21/06/1989 4:00;3,1;210;20;0;1009,15
21/06/1989 5:00;2;200;20;0;1009,15
21/06/1989 6:00;3;180;20;0;1009,15
21/06/1989 7:00;2,1;200;20;0;1009,15
21/06/1989 8:00;3;180;20,6;504;1009,15
21/06/1989 9:00;3;180;21,7;630;1009,15
21/06/1989 10:00;4,1;240;23,3;725;1009,15
21/06/1989 11:00;2,5;210;25,6;804;1009,15
21/06/1989 12:00;3;250;27,8;861;1009,15
21/06/1989 13:00;6,2;230;30;895;1009,15
21/06/1989 14:00;6,6;230;31,7;905;1009,15
21/06/1989 15:00;7,2;230;32,8;889;1009,15
21/06/1989 16:00;7,7;240;33,3;851;1009,15
21/06/1989 17:00;7,7;230;32,8;791;1009,15
21/06/1989 18:00;6,1;250;31,7;712;1009,15
21/06/1989 19:00;7,2;250;30,6;611;1009,15
21/06/1989 20:00;6,1;260;28,9;479;1009,15
21/06/1989 21:00;4,1;240;26,7;0;1009,15
21/06/1989 22:00;3,1;230;25,6;0;1009,15
21/06/1989 23:00;3,6;230;24,4;0;1009,15
22/06/1989 0:00;3,6;220;23,3;0;1009,15
22/06/1989 1:00;2,1;240;22,8;0;1009,15
22/06/1989 2:00;1,5;230;22,2;0;1009,15
22/06/1989 3:00;1,5;200;21,7;0;1009,15
22/06/1989 4:00;0;0;21,1;0;1009,15
22/06/1989 5:00;0;0;20,6;0;1009,15
22/06/1989 6:00;1,5;180;20,6;0;1009,15
22/06/1989 7:00;0;0;20,6;0;1009,15
22/06/1989 8:00;1;250;21,7;504;1009,15
22/06/1989 9:00;1,5;240;22,8;630;1009,15
22/06/1989 10:00;3,1;230;24,4;725;1009,15
22/06/1989 11:00;3;240;26,1;801;1009,15
22/06/1989 12:00;3;250;27,8;861;1009,15
22/06/1989 13:00;3,1;250;30;895;1009,15
22/06/1989 14:00;5,1;220;31,7;905;1009,15
22/06/1989 15:00;6,6;260;32,8;889;1009,15
22/06/1989 16:00;6,2;250;33,3;851;1009,15
22/06/1989 17:00;7,7;230;33,3;791;1009,15
22/06/1989 18:00;7,7;240;32,8;712;1009,15
22/06/1989 19:00;5,1;250;31,1;611;1009,15
22/06/1989 20:00;6,1;230;29,4;479;1009,15
22/06/1989 21:00;4,1;230;27,8;0;1009,15
22/06/1989 22:00;4,1;240;26,1;0;1009,15
22/06/1989 23:00;4,1;210;24,4;0;1009,15
23/06/1989 0:00;2,5;190;23,9;0;1009,15
23/06/1989 1:00;3,1;190;23,3;0;1009,15
23/06/1989 2:00;1,5;180;22,2;0;1009,15
23/06/1989 3:00;1;180;21,7;0;1009,15
23/06/1989 4:00;1;180;20,6;0;1009,15
23/06/1989 5:00;2;160;18,9;0;1009,15
23/06/1989 6:00;1,5;180;18,9;0;1009,15
23/06/1989 7:00;0;0;18,9;0;1009,15
23/06/1989 8:00;0;999;19,4;504;1009,15
23/06/1989 9:00;0;0;21,1;630;1009,15
23/06/1989 10:00;0;0;22,8;725;1009,15
23/06/1989 11:00;0;0;25;801;1009,15
23/06/1989 12:00;1,5;270;27,2;858;1009,15
23/06/1989 13:00;3,1;280;29,4;895;1009,15
23/06/1989 14:00;2;270;31,1;905;1009,15
23/06/1989 15:00;3,6;230;32,2;889;1009,15
23/06/1989 16:00;4,1;250;33,3;851;1009,15
23/06/1989 17:00;5,1;230;32,8;791;1009,15
23/06/1989 18:00;8,2;230;31,7;712;1009,15
23/06/1989 19:00;6,2;230;30,6;615;1009,15
23/06/1989 20:00;5,1;240;28,3;479;1009,15
23/06/1989 21:00;3,6;240;26,7;0;1009,15
23/06/1989 22:00;3,1;240;25;0;1009,15
23/06/1989 23:00;2,5;210;23,3;0;1009,15
24/06/1989 0:00;2,5;210;22,2;0;1009,15
24/06/1989 1:00;2,1;190;21,1;0;1009,15
24/06/1989 2:00;2;190;20,6;0;1009,15
24/06/1989 3:00;0;0;20;0;1009,15
24/06/1989 4:00;2,1;180;18,3;0;1009,15
24/06/1989 5:00;1,5;180;17,8;0;1009,15
24/06/1989 6:00;0;0;17,8;0;1009,15
24/06/1989 7:00;0;0;17,8;0;1009,15
24/06/1989 8:00;0;0;18,3;501;1009,15
24/06/1989 9:00;1,5;50;19,4;630;1009,15
24/06/1989 10:00;3,1;80;21,7;725;1009,15
24/06/1989 11:00;2,5;80;24,4;801;1009,15
24/06/1989 12:00;1,5;210;26,7;858;1009,15
24/06/1989 13:00;2,1;360;28,9;895;1009,15
24/06/1989 14:00;3;200;30,6;905;1009,15
24/06/1989 15:00;3,6;200;31,7;889;1009,15
24/06/1989 16:00;3,1;190;32,2;851;1009,15
24/06/1989 17:00;4,6;230;32,2;791;1009,15
24/06/1989 18:00;4,6;280;31,1;712;1009,15
24/06/1989 19:00;3,1;270;30;615;1009,15
24/06/1989 20:00;4,1;250;27,8;479;1009,15
24/06/1989 21:00;3;230;25,6;0;1009,15
24/06/1989 22:00;3,1;230;23,9;0;1009,15
24/06/1989 23:00;3;220;22,8;0;1009,15
25/06/1989 0:00;2,5;200;21,1;0;1009,15
25/06/1989 1:00;2,1;200;20,6;0;1009,15
25/06/1989 2:00;2;250;19,4;0;1009,15
25/06/1989 3:00;1,5;260;18,3;0;1009,15
25/06/1989 4:00;0;0;17,2;0;1009,15
25/06/1989 5:00;1,5;200;16,1;0;1009,15
25/06/1989 6:00;2;90;16,1;0;1009,15
25/06/1989 7:00;3,1;330;16,1;0;1009,15
25/06/1989 8:00;2;360;17,2;501;1009,15
25/06/1989 9:00;2,5;90;18,9;630;1009,15
25/06/1989 10:00;2;20;20,6;725;1009,15
25/06/1989 11:00;3;50;22,8;801;1009,15
25/06/1989 12:00;4,6;50;25,6;858;1009,15
25/06/1989 13:00;4,1;50;28,3;892;1009,15
25/06/1989 14:00;3;30;30;905;1009,15
25/06/1989 15:00;3;360;31,7;889;1009,15
25/06/1989 16:00;2;320;32,2;851;1009,15
25/06/1989 17:00;2;360;32,2;791;1009,15
25/06/1989 18:00;2;340;31,1;712;1009,15
25/06/1989 19:00;5,1;240;29,4;615;1009,15
25/06/1989 20:00;7,2;250;27,2;479;1009,15
25/06/1989 21:00;5,1;260;25;0;1009,15
25/06/1989 22:00;5,1;270;23,3;0;1009,15
25/06/1989 23:00;5,6;280;21,1;0;1009,15
26/06/1989 0:00;3,9;999;20;0;1009,15
26/06/1989 1:00;2,1;280;19,4;0;1009,15
26/06/1989 2:00;2,5;320;18,9;0;1009,15
26/06/1989 3:00;0;0;18,3;0;1009,15
26/06/1989 4:00;0;0;17,8;0;1009,15
26/06/1989 5:00;0;0;17,2;0;1009,15
26/06/1989 6:00;0;0;17,2;0;1009,15
26/06/1989 7:00;0;0;17,8;0;1009,15
26/06/1989 8:00;2;360;18,3;501;1009,15
26/06/1989 9:00;2;340;20;627;1009,15
26/06/1989 10:00;2,1;340;22,2;722;1009,15
26/06/1989 11:00;1;360;25;801;1009,15
26/06/1989 12:00;2;50;27,2;858;1009,15
26/06/1989 13:00;3,1;10;30;892;1009,15
26/06/1989 14:00;1,5;270;32,8;905;1009,15
26/06/1989 15:00;2;230;33,9;889;1009,15
26/06/1989 16:00;4,1;230;34,4;851;1009,15
26/06/1989 17:00;2;210;34,4;791;1009,15
26/06/1989 18:00;5,1;250;33,3;712;1009,15
26/06/1989 19:00;4,1;280;31,1;615;1009,15
26/06/1989 20:00;6,1;260;29,4;482;1009,15
26/06/1989 21:00;5,1;240;26,7;0;1009,15
26/06/1989 22:00;4,1;230;24,4;0;1009,15
26/06/1989 23:00;3;230;22,8;0;1009,15
27/06/1989 0:00;3;230;21,7;0;1009,15
27/06/1989 1:00;2,1;230;20,6;0;1009,15
27/06/1989 2:00;2;230;20;0;1009,15
27/06/1989 3:00;2;230;18,9;0;1009,15
27/06/1989 4:00;0;0;17,8;0;1009,15
27/06/1989 5:00;0,5;999;16,7;0;1009,15
27/06/1989 6:00;1;150;16,1;0;1009,15
27/06/1989 7:00;2,1;180;16,7;0;1009,15
27/06/1989 8:00;0;0;17,2;498;1009,15
27/06/1989 9:00;0;0;18,3;627;1009,15
27/06/1989 10:00;0;0;20,6;722;1009,15
27/06/1989 11:00;2;360;23,3;801;1009,15
27/06/1989 12:00;0;0;26,1;858;1009,15
27/06/1989 13:00;2,6;250;28,9;892;1009,15
27/06/1989 14:00;4,1;260;31,1;905;1009,15
27/06/1989 15:00;2,5;270;32,2;889;1009,15
27/06/1989 16:00;4,1;240;33,3;851;1009,15
27/06/1989 17:00;5,1;240;32,8;791;1009,15
27/06/1989 18:00;7,7;240;31,7;712;1009,15
27/06/1989 19:00;7,2;230;30;615;1009,15
27/06/1989 20:00;7,2;240;27,8;482;1009,15
27/06/1989 21:00;6,6;230;25;0;1009,15
27/06/1989 22:00;8,2;230;23,3;0;1009,15
27/06/1989 23:00;5,1;230;21,7;0;1009,15
28/06/1989 0:00;4,1;230;20,6;0;1009,15
28/06/1989 1:00;4,1;230;19,4;0;1009,15
28/06/1989 2:00;3;210;18,3;0;1009,15
28/06/1989 3:00;4,1;220;17,2;0;1009,15
28/06/1989 4:00;2,1;190;16,7;0;1009,15
28/06/1989 5:00;2;200;15,6;0;1009,15
28/06/1989 6:00;1;360;15,6;0;1009,15
28/06/1989 7:00;0;0;15,6;0;1009,15
28/06/1989 8:00;1,5;330;16,7;501;1009,15
28/06/1989 9:00;1,5;270;18,3;627;1009,15
28/06/1989 10:00;2,1;270;20,6;722;1009,15
28/06/1989 11:00;3,6;270;23,3;801;1009,15
28/06/1989 12:00;3,6;280;26,1;858;1009,15
28/06/1989 13:00;2,6;270;29,4;892;1009,15
28/06/1989 14:00;3,6;250;31,7;905;1009,15
28/06/1989 15:00;6,6;300;33,3;889;1009,15
28/06/1989 16:00;4,6;250;33,9;851;1009,15
28/06/1989 17:00;4,1;220;33,3;791;1009,15
28/06/1989 18:00;7,2;240;32,8;712;1009,15
28/06/1989 19:00;6,7;240;30,6;615;1009,15
28/06/1989 20:00;6,1;260;28,3;482;1009,15
28/06/1989 21:00;5,6;250;25,6;0;1009,15
28/06/1989 22:00;5,1;230;23,3;0;1009,15
28/06/1989 23:00;4,1;250;21,7;0;1009,15
29/06/1989 0:00;3;230;20;0;1009,15
29/06/1989 1:00;3,1;210;18,9;0;1009,15
29/06/1989 2:00;2,5;210;18,3;0;1009,15
29/06/1989 3:00;2,5;200;17,2;0;1009,15
29/06/1989 4:00;2,1;230;16,1;0;1009,15
29/06/1989 5:00;2,5;210;15;0;1009,15
29/06/1989 6:00;2;210;15;0;1009,15
29/06/1989 7:00;0;0;15,6;0;1009,15
29/06/1989 8:00;2;290;16,7;498;1009,15
29/06/1989 9:00;1,5;340;17,8;624;1009,15
29/06/1989 10:00;2,1;360;20,6;722;1009,15
29/06/1989 11:00;2;300;23,3;801;1009,15
29/06/1989 12:00;1,7;999;26,7;858;1009,15
29/06/1989 13:00;1,5;320;29,4;892;1009,15
29/06/1989 14:00;2,5;270;32,2;905;1009,15
29/06/1989 15:00;2,8;999;33,9;889;1009,15
29/06/1989 16:00;3,1;210;34,4;851;1009,15
29/06/1989 17:00;5,4;999;33,9;791;1009,15
29/06/1989 18:00;7,7;230;32,8;712;1009,15
29/06/1989 19:00;3,6;250;30,6;615;1009,15
29/06/1989 20:00;5,1;260;28,3;482;1009,15
29/06/1989 21:00;2;260;25,6;0;1009,15
29/06/1989 22:00;3,1;260;23,3;0;1009,15
29/06/1989 23:00;2;210;21,7;0;1009,15
30/06/1989 0:00;2;210;20;0;1009,15
30/06/1989 1:00;3,1;180;18,9;0;1009,15
30/06/1989 2:00;2;180;18,3;0;1009,15
30/06/1989 3:00;2;190;17,8;0;1009,15
30/06/1989 4:00;2,1;150;17,2;0;1009,15
30/06/1989 5:00;1,5;190;16,7;0;1009,15
30/06/1989 6:00;1,5;180;16,1;0;1009,15
30/06/1989 7:00;1;240;16,7;0;1009,15
30/06/1989 8:00;4,1;330;17,8;381;1009,15
30/06/1989 9:00;1,5;360;19,4;451;1009,15
30/06/1989 10:00;2,1;20;21,1;608;1009,15
30/06/1989 11:00;1;360;23,3;744;1009,15
30/06/1989 12:00;2,5;320;26,1;835;1009,15
30/06/1989 13:00;4,1;260;28,3;864;1009,15
30/06/1989 14:00;2;200;30;883;1009,15
30/06/1989 15:00;4,1;270;31,7;861;1009,15
30/06/1989 16:00;4,1;250;32,2;753;1009,15
30/06/1989 17:00;4,6;230;32,2;671;1009,15
30/06/1989 18:00;3;230;31,1;552;1009,15
30/06/1989 19:00;4,1;280;29,4;492;1009,15
30/06/1989 20:00;5,1;290;27,2;488;1009,15
30/06/1989 21:00;2;260;25;0;1009,15
30/06/1989 22:00;2,1;260;23,3;0;1009,15
30/06/1989 23:00;3;290;21,7;0;1009,15
01/07/1989 0:00;3;300;20,6;0;1009,15
01/07/1989 1:00;3,1;230;23,9;0;1009,15
01/07/1989 2:00;2,6;240;18,9;0;1009,15
01/07/1989 3:00;3,1;240;19,4;0;1009,15
01/07/1989 4:00;2,1;180;20;0;1009,15
01/07/1989 5:00;1,5;200;20,6;0;1009,15
01/07/1989 6:00;1,5;160;20,6;0;1009,15
01/07/1989 7:00;0;0;20,6;0;1009,15
01/07/1989 8:00;0;0;21,1;498;1009,15
01/07/1989 9:00;2,1;30;22,2;624;1009,15
01/07/1989 10:00;3,1;360;23,9;722;1009,15
01/07/1989 11:00;2,1;90;26,1;798;1009,15
01/07/1989 12:00;2,1;280;28,3;858;1009,15
01/07/1989 13:00;1,5;360;30,6;892;1009,15
01/07/1989 14:00;3,1;270;32,2;905;1009,15
01/07/1989 15:00;1;330;33,3;889;1009,15
01/07/1989 16:00;1,5;270;33,3;851;1009,15
01/07/1989 17:00;1;310;33,3;791;1009,15
01/07/1989 18:00;3,6;270;32,8;712;1009,15
01/07/1989 19:00;4,1;230;31,1;615;1009,15
01/07/1989 20:00;4,6;999;29,4;482;1009,15
01/07/1989 21:00;5,1;260;27,2;0;1009,15
01/07/1989 22:00;3,1;270;26,1;0;1009,15
01/07/1989 23:00;3,1;290;25;0;1009,15
02/07/1989 0:00;3,1;310;23,9;0;1009,15
02/07/1989 1:00;2,1;310;23,3;0;1009,15
02/07/1989 2:00;2,1;330;22,2;0;1009,15
02/07/1989 3:00;1,5;320;21,1;0;1009,15
02/07/1989 4:00;0;0;20,6;0;1009,15
02/07/1989 5:00;1;999;19,4;0;1009,15
02/07/1989 6:00;0;0;18,9;0;1009,15
02/07/1989 7:00;2,1;360;19,4;0;1009,15
02/07/1989 8:00;2,1;330;20,6;495;1009,15
02/07/1989 9:00;2,1;20;21,7;624;1009,15
02/07/1989 10:00;4,1;20;23,3;722;1009,15
02/07/1989 11:00;3,6;999;25;798;1009,15
02/07/1989 12:00;3,1;30;27,2;858;1009,15
02/07/1989 13:00;3,1;20;30;892;1009,15
02/07/1989 14:00;3,1;270;31,7;902;1009,15
02/07/1989 15:00;2,1;250;32,8;889;1009,15
02/07/1989 16:00;6,2;290;33,3;851;1009,15
02/07/1989 17:00;7,2;270;33,3;794;1009,15
02/07/1989 18:00;7,2;330;32,2;712;1009,15
02/07/1989 19:00;6,2;310;31,1;615;1009,15
02/07/1989 20:00;7,2;330;28,9;482;1009,15
02/07/1989 21:00;6,1;999;27,2;0;1009,15
02/07/1989 22:00;5,1;310;25,6;0;1009,15
02/07/1989 23:00;4,1;290;23,9;0;1009,15
03/07/1989 0:00;2,1;280;22,8;0;1009,15
03/07/1989 1:00;4,1;300;22,2;0;1009,15
03/07/1989 2:00;4,1;290;21,1;0;1009,15
03/07/1989 3:00;3,6;300;19,4;0;1009,15
03/07/1989 4:00;3,1;280;18,3;0;1009,15
03/07/1989 5:00;2,6;290;17,2;0;1009,15
03/07/1989 6:00;2,6;290;16,7;0;1009,15
03/07/1989 7:00;6,2;290;16,7;0;1009,15
03/07/1989 8:00;6,2;290;17,8;495;1009,15
03/07/1989 9:00;5,1;300;18,9;624;1009,15
03/07/1989 10:00;4,1;300;21,1;722;1009,15
03/07/1989 11:00;4,1;280;23,9;798;1009,15
03/07/1989 12:00;3,6;280;26,7;854;1009,15
03/07/1989 13:00;4,1;290;29,4;892;1009,15
03/07/1989 14:00;5,1;280;31,7;902;1009,15
03/07/1989 15:00;7,2;300;33,3;889;1009,15
03/07/1989 16:00;5,1;290;33,9;851;1009,15
03/07/1989 17:00;8,8;230;33,9;791;1009,15
03/07/1989 18:00;10,8;220;32,8;716;1009,15
03/07/1989 19:00;7,2;230;30,6;615;1009,15
03/07/1989 20:00;8,8;230;28,3;482;1009,15
03/07/1989 21:00;5,7;250;26,1;0;1009,15
03/07/1989 22:00;5,1;230;23,9;0;1009,15
03/07/1989 23:00;6,2;230;22,2;0;1009,15
04/07/1989 0:00;7,2;200;21,1;0;1009,15
04/07/1989 1:00;2,1;190;20;0;1009,15
04/07/1989 2:00;2,1;190;18,9;0;1009,15
04/07/1989 3:00;2,1;200;18,3;0;1009,15
04/07/1989 4:00;3,1;210;17,8;0;1009,15
04/07/1989 5:00;3,1;200;17,2;0;1009,15
04/07/1989 6:00;5,1;240;16,7;0;1009,15
04/07/1989 7:00;3,1;230;16,7;0;1009,15
04/07/1989 8:00;3,1;230;17,8;492;1009,15
04/07/1989 9:00;4,6;220;19,4;621;1009,15
04/07/1989 10:00;4,1;240;21,1;719;1009,15
04/07/1989 11:00;6,2;220;23,3;798;1009,15
04/07/1989 12:00;10,3;240;26,1;854;1009,15
04/07/1989 13:00;9,3;240;28,3;892;1009,15
04/07/1989 14:00;10,3;999;30;905;1009,15
04/07/1989 15:00;11,3;240;31,7;889;1009,15
04/07/1989 16:00;9,3;240;32,8;851;1009,15
04/07/1989 17:00;11,3;220;32,2;794;1009,15
04/07/1989 18:00;10,3;999;31,1;716;1009,15
04/07/1989 19:00;9,3;230;29,4;615;1009,15
04/07/1989 20:00;9,3;230;27,2;482;1009,15
04/07/1989 21:00;7,2;240;25;0;1009,15
04/07/1989 22:00;5,1;240;23,3;0;1009,15
04/07/1989 23:00;3,1;250;21,7;0;1009,15
05/07/1989 0:00;2,6;250;21,1;0;1009,15
05/07/1989 1:00;2,1;270;20;0;1009,15
05/07/1989 2:00;1;270;18,9;0;1009,15
05/07/1989 3:00;0;0;18,3;0;1009,15
05/07/1989 4:00;0;0;17,2;0;1009,15
05/07/1989 5:00;0;999;16,7;0;1009,15
05/07/1989 6:00;0;0;16,7;0;1009,15
05/07/1989 7:00;2,1;150;16,7;0;1009,15
05/07/1989 8:00;0;0;17,2;495;1009,15
05/07/1989 9:00;1,5;100;18,9;621;1009,15
05/07/1989 10:00;2,1;180;21,7;719;1009,15
05/07/1989 11:00;3,1;210;24,4;798;1009,15
05/07/1989 12:00;4,1;230;27,2;854;1009,15
05/07/1989 13:00;3,1;210;30;892;1009,15
05/07/1989 14:00;6,2;230;31,7;902;1009,15
05/07/1989 15:00;6,2;240;33,9;889;1009,15
05/07/1989 16:00;8,2;230;34,4;851;1009,15
05/07/1989 17:00;6,2;240;33,9;791;1009,15
05/07/1989 18:00;6,2;230;33,3;712;1009,15
05/07/1989 19:00;5,1;240;31,7;615;1009,15
05/07/1989 20:00;5,1;999;28,9;482;1009,15
05/07/1989 21:00;5,1;230;26,7;0;1009,15
05/07/1989 22:00;4,1;230;24,4;0;1009,15
05/07/1989 23:00;3,1;240;22,2;0;1009,15
06/07/1989 0:00;0;0;21,1;0;1009,15
06/07/1989 1:00;2,1;230;20;0;1009,15
06/07/1989 2:00;1,5;190;19,4;0;1009,15
06/07/1989 3:00;2,1;160;18,9;0;1009,15
06/07/1989 4:00;2,1;160;18,3;0;1009,15
06/07/1989 5:00;0;0;18,3;0;1009,15
06/07/1989 6:00;0;0;17,8;0;1009,15
06/07/1989 7:00;0;0;18,3;0;1009,15
06/07/1989 8:00;3,1;80;18,9;195;1009,15
06/07/1989 9:00;1;90;20,6;438;1009,15
06/07/1989 10:00;0;0;22,8;615;1009,15
06/07/1989 11:00;2,1;30;25;757;1009,15
06/07/1989 12:00;1,5;240;27,8;735;1009,15
06/07/1989 13:00;2,1;260;30,6;744;1009,15
06/07/1989 14:00;3,1;220;32,8;779;1009,15
06/07/1989 15:00;1,5;310;34,4;744;1009,15
06/07/1989 16:00;3,1;270;35;769;1009,15
06/07/1989 17:00;3,1;240;35;637;1009,15
06/07/1989 18:00;3,6;260;33,9;511;1009,15
06/07/1989 19:00;4,6;230;32,2;479;1009,15
06/07/1989 20:00;5,1;210;30;290;1009,15
06/07/1989 21:00;3,1;260;27,2;0;1009,15
06/07/1989 22:00;4,1;270;25,6;0;1009,15
06/07/1989 23:00;3,1;280;23,9;0;1009,15
07/07/1989 0:00;1,5;210;22,2;0;1009,15
07/07/1989 1:00;3,1;190;21,7;0;1009,15
07/07/1989 2:00;2,1;180;20,6;0;1009,15
07/07/1989 3:00;2,1;180;20;0;1009,15
07/07/1989 4:00;1,5;180;19,4;0;1009,15
07/07/1989 5:00;1,5;180;18,3;0;1009,15
07/07/1989 6:00;1,5;190;17,8;0;1009,15
07/07/1989 7:00;0;0;18,3;0;1009,15
07/07/1989 8:00;1,8;999;18,9;492;1009,15
07/07/1989 9:00;3,6;20;20,6;621;1009,15
07/07/1989 10:00;3,1;20;22,8;719;1009,15
07/07/1989 11:00;3,6;50;25,6;798;1009,15
07/07/1989 12:00;3,6;30;28,3;854;1009,15
07/07/1989 13:00;4,1;330;30,6;889;1009,15
07/07/1989 14:00;3,1;40;32,8;902;1009,15
07/07/1989 15:00;1,5;999;34,4;889;1009,15
07/07/1989 16:00;3,1;280;35;851;1009,15
07/07/1989 17:00;4,1;350;35;794;1009,15
07/07/1989 18:00;2,1;999;33,9;716;1009,15
07/07/1989 19:00;4,1;250;32,2;618;1009,15
07/07/1989 20:00;3,1;250;30;485;1009,15
07/07/1989 21:00;4,1;270;27,2;0;1009,15
07/07/1989 22:00;4,1;270;25,6;0;1009,15
07/07/1989 23:00;4,1;280;23,9;0;1009,15
08/07/1989 0:00;2,6;310;22,2;0;1009,15
08/07/1989 1:00;2,1;350;21,1;0;1009,15
08/07/1989 2:00;2,1;10;21,1;0;1009,15
08/07/1989 3:00;1,5;999;20,6;0;1009,15
08/07/1989 4:00;2,1;20;20,6;0;1009,15
08/07/1989 5:00;3,1;30;20;0;1009,15
08/07/1989 6:00;3,1;50;20;0;1009,15
08/07/1989 7:00;3,1;70;20;0;1009,15
08/07/1989 8:00;4,1;40;21,1;488;1009,15
08/07/1989 9:00;5,1;40;22,2;621;1009,15
08/07/1989 10:00;4,1;20;23,9;719;1009,15
08/07/1989 11:00;3,6;40;26,1;794;1009,15
08/07/1989 12:00;3,6;20;27,8;854;1009,15
08/07/1989 13:00;4,1;360;30;889;1009,15
08/07/1989 14:00;3,6;360;31,7;902;1009,15
08/07/1989 15:00;3,1;10;32,8;889;1009,15
08/07/1989 16:00;4,1;20;33,3;851;1009,15
08/07/1989 17:00;3,1;40;33,3;791;1009,15
08/07/1989 18:00;1;999;32,8;712;1009,15
08/07/1989 19:00;0;0;31,1;615;1009,15
08/07/1989 20:00;0;0;29,4;482;1009,15
08/07/1989 21:00;0;0;27,8;0;1009,15
08/07/1989 22:00;0;0;26,1;0;1009,15
08/07/1989 23:00;0;0;24,4;0;1009,15
09/07/1989 0:00;0;0;23,3;0;1009,15
09/07/1989 1:00;0;0;22,8;0;1009,15
09/07/1989 2:00;1;50;21,7;0;1009,15
09/07/1989 3:00;4,1;60;21,1;0;1009,15
09/07/1989 4:00;3,1;60;20,6;0;1009,15
09/07/1989 5:00;3,6;80;20;0;1009,15
09/07/1989 6:00;2,6;70;19,4;0;1009,15
09/07/1989 7:00;3,1;50;20;0;1009,15
09/07/1989 8:00;3,6;50;20,6;186;1009,15
09/07/1989 9:00;5,1;40;21,7;217;1009,15
09/07/1989 10:00;4,1;50;23,3;223;1009,15
09/07/1989 11:00;4,1;90;26,1;277;1009,15
09/07/1989 12:00;5,7;70;28,3;230;1009,15
09/07/1989 13:00;3,1;100;30,6;126;1009,15
09/07/1989 14:00;5,1;20;32,2;97;1009,15
09/07/1989 15:00;4,6;10;33,9;129;1009,15
09/07/1989 16:00;4,1;350;33,9;252;1009,15
09/07/1989 17:00;3,1;340;33,9;274;1009,15
09/07/1989 18:00;2,6;330;33,3;328;1009,15
09/07/1989 19:00;3,1;310;31,7;539;1009,15
09/07/1989 20:00;2,6;320;29,4;451;1009,15
09/07/1989 21:00;4,1;230;27,8;0;1009,15
09/07/1989 22:00;5,1;250;26,1;0;1009,15
09/07/1989 23:00;3,1;260;24,4;0;1009,15
10/07/1989 0:00;2,1;260;23,3;0;1009,15
10/07/1989 1:00;2,1;260;22,8;0;1009,15
10/07/1989 2:00;0;0;21,7;0;1009,15
10/07/1989 3:00;0;0;20,6;0;1009,15
10/07/1989 4:00;1;60;19,4;0;1009,15
10/07/1989 5:00;0;0;18,3;0;1009,15
10/07/1989 6:00;2,1;70;17,8;0;1009,15
10/07/1989 7:00;3,1;60;18,3;0;1009,15
10/07/1989 8:00;2,6;30;18,9;488;1009,15
10/07/1989 9:00;4,1;40;20,6;618;1009,15
10/07/1989 10:00;3,1;60;22,2;719;1009,15
10/07/1989 11:00;3,1;120;25;794;1009,15
10/07/1989 12:00;2,6;130;28,3;854;1009,15
10/07/1989 13:00;3,1;120;31,7;889;1009,15
10/07/1989 14:00;3,1;90;33,9;902;1009,15
10/07/1989 15:00;3,1;130;35;889;1009,15
10/07/1989 16:00;3,1;80;36,1;851;1009,15
10/07/1989 17:00;3,1;30;36,1;794;1009,15
10/07/1989 18:00;3,1;350;35;716;1009,15
10/07/1989 19:00;3,1;350;32,8;615;1009,15
10/07/1989 20:00;2,6;30;30,6;482;1009,15
10/07/1989 21:00;3,1;230;28,3;0;1009,15
10/07/1989 22:00;2,1;230;25,6;0;1009,15
10/07/1989 23:00;1,8;999;23,9;0;1009,15
11/07/1989 0:00;1,5;190;22,8;0;1009,15
11/07/1989 1:00;2,1;190;21,7;0;1009,15
11/07/1989 2:00;1,4;999;20;0;1009,15
11/07/1989 3:00;0,7;999;18,3;0;1009,15
11/07/1989 4:00;0;0;16,7;0;1009,15
11/07/1989 5:00;1,5;160;14,4;0;1009,15
11/07/1989 6:00;2,1;30;13,9;0;1009,15
