;Wspd;Wdir;DryBulb;DNI;Pressure
04/04/1989 17:00;4,6;230;20,6;791;1009,15
04/04/1989 18:00;5,6;230;20;694;1009,15
04/04/1989 19:00;7,2;250;18,9;561;1009,15
04/04/1989 20:00;4,1;230;17,2;0;1009,15
04/04/1989 21:00;4,1;230;16,1;0;1009,15
04/04/1989 22:00;3,1;230;15;0;1009,15
04/04/1989 23:00;3;200;14,4;0;1009,15
05/04/1989 0:00;3;210;13,9;0;1009,15
05/04/1989 1:00;2,1;190;13,3;0;1009,15
05/04/1989 2:00;1,5;200;12,2;0;1009,15
05/04/1989 3:00;2;90;12,2;0;1009,15
05/04/1989 4:00;0;0;12,2;0;1009,15
05/04/1989 5:00;0;0;11,7;0;1009,15
05/04/1989 6:00;0;0;11,1;0;1009,15
05/04/1989 7:00;0;0;11,1;0;1009,15
05/04/1989 8:00;0;0;11,7;0;1009,15
05/04/1989 9:00;0;0;12,2;577;1009,15
05/04/1989 10:00;2,1;60;12,8;706;1009,15
05/04/1989 11:00;0;0;14,4;798;1009,15
05/04/1989 12:00;1,5;180;16,1;864;1009,15
05/04/1989 13:00;2;230;17,8;905;1009,15
05/04/1989 14:00;3;270;18,9;917;1009,15
05/04/1989 15:00;2;270;20;902;1009,15
05/04/1989 16:00;2,1;270;20,6;858;1009,15
05/04/1989 17:00;1,5;230;20,6;788;1009,15
05/04/1989 18:00;3;240;19,4;694;1009,15
05/04/1989 19:00;6,2;210;18,3;561;1009,15
05/04/1989 20:00;5,6;210;17,2;0;1009,15
05/04/1989 21:00;4,1;210;16,1;0;1009,15
05/04/1989 22:00;3,1;230;15;0;1009,15
05/04/1989 23:00;2;240;14,4;0;1009,15
06/04/1989 0:00;1,5;180;13,3;0;1009,15
06/04/1989 1:00;2,1;180;12,8;0;1009,15
06/04/1989 2:00;2;180;12,2;0;1009,15
06/04/1989 3:00;2,5;190;12,2;0;1009,15
06/04/1989 4:00;0;0;11,7;0;1009,15
06/04/1989 5:00;0;0;11,1;0;1009,15
06/04/1989 6:00;0;0;10,6;0;1009,15
06/04/1989 7:00;0;0;10,6;0;1009,15
06/04/1989 8:00;0;0;10,6;0;1009,15
06/04/1989 9:00;0;0;11,1;211;1009,15
06/04/1989 10:00;3,1;30;12,8;138;1009,15
06/04/1989 11:00;2,5;80;14,4;160;1009,15
06/04/1989 12:00;0;0;16,1;523;1009,15
06/04/1989 13:00;3,1;110;18,3;744;1009,15
06/04/1989 14:00;2;280;19,4;782;1009,15
06/04/1989 15:00;1,5;120;20,6;845;1009,15
06/04/1989 16:00;3,1;300;21,1;813;1009,15
06/04/1989 17:00;2;340;21,1;735;1009,15
06/04/1989 18:00;0;0;20,6;511;1009,15
06/04/1989 19:00;0;0;19,4;198;1009,15
06/04/1989 20:00;1,5;200;17,2;0;1009,15
06/04/1989 21:00;4,1;260;16,1;0;1009,15
06/04/1989 22:00;4,1;310;15;0;1009,15
06/04/1989 23:00;2;330;13,9;0;1009,15
07/04/1989 0:00;0;0;12,8;0;1009,15
07/04/1989 1:00;0;0;12,2;0;1009,15
07/04/1989 2:00;2;190;12,2;0;1009,15
07/04/1989 3:00;0;0;12,2;0;1009,15
07/04/1989 4:00;0;0;12,8;0;1009,15
07/04/1989 5:00;0;0;12,8;0;1009,15
07/04/1989 6:00;2;60;12,8;0;1009,15
07/04/1989 7:00;0;0;12,8;0;1009,15
07/04/1989 8:00;1,5;50;12,8;0;1009,15
07/04/1989 9:00;0;0;13,3;91;1009,15
07/04/1989 10:00;1,5;90;13,9;126;1009,15
07/04/1989 11:00;0;0;15,6;198;1009,15
07/04/1989 12:00;0;0;16,7;164;1009,15
07/04/1989 13:00;0;0;17,8;141;1009,15
07/04/1989 14:00;0;0;18,9;271;1009,15
07/04/1989 15:00;2,5;210;19,4;252;1009,15
07/04/1989 16:00;2,6;270;20;233;1009,15
07/04/1989 17:00;3;230;19,4;242;1009,15
07/04/1989 18:00;1,5;210;19,4;173;1009,15
07/04/1989 19:00;3,1;230;18,3;129;1009,15
07/04/1989 20:00;3;240;17,2;0;1009,15
07/04/1989 21:00;3;220;16,1;0;1009,15
07/04/1989 22:00;3,1;210;15,6;0;1009,15
07/04/1989 23:00;2;190;15;0;1009,15
08/04/1989 0:00;2;200;14,4;0;1009,15
08/04/1989 1:00;0;0;14,4;0;1009,15
08/04/1989 2:00;0;0;13,9;0;1009,15
08/04/1989 3:00;0;0;13,9;0;1009,15
08/04/1989 4:00;0;0;13,9;0;1009,15
08/04/1989 5:00;1,5;200;13,9;0;1009,15
08/04/1989 6:00;0;0;14,4;0;1009,15
08/04/1989 7:00;0;0;13,9;0;1009,15
08/04/1989 8:00;0;0;13,9;0;1009,15
08/04/1989 9:00;0;0;14,4;28;1009,15
08/04/1989 10:00;0;0;15,6;18;1009,15
08/04/1989 11:00;2;240;16,1;22;1009,15
08/04/1989 12:00;3;240;16,7;47;1009,15
08/04/1989 13:00;3,1;240;17,8;50;1009,15
08/04/1989 14:00;3;240;18,9;22;1009,15
08/04/1989 15:00;2,5;240;19,4;9;1009,15
08/04/1989 16:00;5,1;240;19,4;9;1009,15
08/04/1989 17:00;4,1;230;19,4;6;1009,15
08/04/1989 18:00;4,1;240;19,4;6;1009,15
08/04/1989 19:00;6,2;220;18,9;12;1009,15
08/04/1989 20:00;5,1;230;17,8;0;1009,15
08/04/1989 21:00;5,1;220;16,7;0;1009,15
08/04/1989 22:00;4,1;230;16,1;0;1009,15
08/04/1989 23:00;4,1;230;16,1;0;1009,15
09/04/1989 0:00;3;220;15,6;0;1009,15
09/04/1989 1:00;2,1;210;15;0;1009,15
09/04/1989 2:00;2;220;15,6;0;1009,15
09/04/1989 3:00;1,5;210;15,6;0;1009,15
09/04/1989 4:00;0;0;15,6;0;1009,15
09/04/1989 5:00;0;0;15,6;0;1009,15
09/04/1989 6:00;0;0;15,6;0;1009,15
09/04/1989 7:00;0;0;15,6;0;1009,15
09/04/1989 8:00;0;0;16,1;0;1009,15
09/04/1989 9:00;0;0;16,1;9;1009,15
09/04/1989 10:00;1,5;50;16,7;9;1009,15
09/04/1989 11:00;0;0;17,2;15;1009,15
09/04/1989 12:00;1,5;360;18,3;15;1009,15
09/04/1989 13:00;1,5;300;18,9;12;1009,15
09/04/1989 14:00;2;250;19,4;12;1009,15
09/04/1989 15:00;3,6;270;20;18;1009,15
09/04/1989 16:00;3,6;999;20,6;18;1009,15
09/04/1989 17:00;3,6;999;20,6;15;1009,15
09/04/1989 18:00;3,6;260;20;28;1009,15
09/04/1989 19:00;6,2;270;19,4;34;1009,15
09/04/1989 20:00;6,1;290;18,9;0;1009,15
09/04/1989 21:00;4,6;999;18,3;0;1009,15
09/04/1989 22:00;3,1;300;17,8;0;1009,15
09/04/1989 23:00;4,1;300;17,2;0;1009,15
10/04/1989 0:00;3;300;16,7;0;1009,15
10/04/1989 1:00;3,1;290;16,1;0;1009,15
10/04/1989 2:00;3,1;300;16,1;0;1009,15
10/04/1989 3:00;2;200;16,1;0;1009,15
10/04/1989 4:00;2,1;200;15,6;0;1009,15
10/04/1989 5:00;1,5;180;15;0;1009,15
10/04/1989 6:00;2,5;300;15;0;1009,15
10/04/1989 7:00;3,1;300;14,4;0;1009,15
10/04/1989 8:00;2,5;270;15;0;1009,15
10/04/1989 9:00;2,5;300;15,6;593;1009,15
10/04/1989 10:00;3,1;290;16,7;716;1009,15
10/04/1989 11:00;3,6;300;17,8;807;1009,15
10/04/1989 12:00;3,6;270;19,4;873;1009,15
10/04/1989 13:00;3,1;280;20,6;911;1009,15
10/04/1989 14:00;4,6;270;21,7;924;1009,15
10/04/1989 15:00;5,1;250;22,2;908;1009,15
10/04/1989 16:00;7,7;270;22,8;864;1009,15
10/04/1989 17:00;7,7;270;22,8;794;1009,15
10/04/1989 18:00;7,7;260;22,2;700;1009,15
10/04/1989 19:00;8,2;250;21,1;570;1009,15
10/04/1989 20:00;7,7;250;20;0;1009,15
10/04/1989 21:00;6,1;250;18,9;0;1009,15
10/04/1989 22:00;3,1;230;18,3;0;1009,15
10/04/1989 23:00;4,1;270;17,8;0;1009,15
11/04/1989 0:00;3,7;999;17,2;0;1009,15
11/04/1989 1:00;2,6;999;16,7;0;1009,15
11/04/1989 2:00;2,9;999;15,6;0;1009,15
11/04/1989 3:00;1,7;999;15;0;1009,15
11/04/1989 4:00;1,1;999;14,4;0;1009,15
11/04/1989 5:00;0,6;999;13,9;0;1009,15
11/04/1989 6:00;1;999;13,3;0;1009,15
11/04/1989 7:00;0,7;999;13,3;0;1009,15
11/04/1989 8:00;1,3;999;13,3;0;1009,15
11/04/1989 9:00;0,9;999;13,9;529;1009,15
11/04/1989 10:00;1,8;999;15,6;719;1009,15
11/04/1989 11:00;2,4;999;17,8;817;1009,15
11/04/1989 12:00;2,5;270;20;848;1009,15
11/04/1989 13:00;2,1;270;22,2;895;1009,15
11/04/1989 14:00;5,1;250;23,3;839;1009,15
11/04/1989 15:00;4,6;270;25;769;1009,15
11/04/1989 16:00;6,2;260;25,6;709;1009,15
11/04/1989 17:00;7,2;260;25,6;649;1009,15
11/04/1989 18:00;7,2;250;24,4;649;1009,15
11/04/1989 19:00;7,2;240;22,8;586;1009,15
11/04/1989 20:00;7,2;230;21,1;0;1009,15
11/04/1989 21:00;6,6;260;20;0;1009,15
11/04/1989 22:00;6,2;270;18,3;0;1009,15
11/04/1989 23:00;5,6;270;17,2;0;1009,15
12/04/1989 0:00;6,1;270;16,1;0;1009,15
12/04/1989 1:00;4,1;270;15,6;0;1009,15
12/04/1989 2:00;5,1;280;14,4;0;1009,15
12/04/1989 3:00;4,1;240;13,3;0;1009,15
12/04/1989 4:00;3,1;250;12,2;0;1009,15
12/04/1989 5:00;3;270;10,6;0;1009,15
12/04/1989 6:00;3;250;9,4;0;1009,15
12/04/1989 7:00;2,1;270;8,9;0;1009,15
12/04/1989 8:00;4,1;260;9,4;0;1009,15
12/04/1989 9:00;3,6;270;10,6;599;1009,15
12/04/1989 10:00;5,1;280;12,8;719;1009,15
12/04/1989 11:00;6,1;270;15,6;810;1009,15
12/04/1989 12:00;6,6;270;18,3;876;1009,15
12/04/1989 13:00;6,1;270;21,1;914;1009,15
12/04/1989 14:00;5,1;280;23,9;927;1009,15
12/04/1989 15:00;5,1;250;25,6;908;1009,15
12/04/1989 16:00;12,3;300;26,1;867;1009,15
12/04/1989 17:00;7,2;270;26,1;794;1009,15
12/04/1989 18:00;7,7;300;25;700;1009,15
12/04/1989 19:00;6,1;290;22,8;570;1009,15
12/04/1989 20:00;8,2;270;20;0;1009,15
12/04/1989 21:00;6,1;270;17,8;0;1009,15
12/04/1989 22:00;6,2;270;16,1;0;1009,15
12/04/1989 23:00;5,1;260;14,4;0;1009,15
13/04/1989 0:00;5,1;260;13,3;0;1009,15
13/04/1989 1:00;4,1;280;12,8;0;1009,15
13/04/1989 2:00;3;280;11,7;0;1009,15
13/04/1989 3:00;2,5;290;11,1;0;1009,15
13/04/1989 4:00;2,1;180;9,4;0;1009,15
13/04/1989 5:00;2;190;8,9;0;1009,15
13/04/1989 6:00;0;0;7,8;0;1009,15
13/04/1989 7:00;0;999;7,2;0;1009,15
13/04/1989 8:00;0;999;7,8;0;1009,15
13/04/1989 9:00;0;0;8,9;334;1009,15
13/04/1989 10:00;2,1;270;11,1;583;1009,15
13/04/1989 11:00;4,6;280;13,9;813;1009,15
13/04/1989 12:00;5,4;999;17,8;750;1009,15
13/04/1989 13:00;6,2;270;21,1;785;1009,15
13/04/1989 14:00;7,2;270;23,3;684;1009,15
13/04/1989 15:00;4,1;290;25;548;1009,15
13/04/1989 16:00;6,2;270;26,1;618;1009,15
13/04/1989 17:00;6,9;999;25,6;747;1009,15
13/04/1989 18:00;7,5;999;24,4;649;1009,15
13/04/1989 19:00;8,2;240;22,2;353;1009,15
13/04/1989 20:00;8,2;260;19,4;0;1009,15
13/04/1989 21:00;5,1;270;16,7;0;1009,15
13/04/1989 22:00;4,1;310;15;0;1009,15
13/04/1989 23:00;2;330;13,3;0;1009,15
14/04/1989 0:00;0;0;11,7;0;1009,15
14/04/1989 1:00;0;0;11,1;0;1009,15
14/04/1989 2:00;0;0;10,6;0;1009,15
14/04/1989 3:00;0;0;9,4;0;1009,15
14/04/1989 4:00;0;0;8,9;0;1009,15
14/04/1989 5:00;0;0;7,8;0;1009,15
14/04/1989 6:00;0;999;7,2;0;1009,15
14/04/1989 7:00;0;0;6,7;0;1009,15
14/04/1989 8:00;0;0;7,2;0;1009,15
14/04/1989 9:00;0;999;8,9;602;1009,15
14/04/1989 10:00;0;0;11,1;722;1009,15
14/04/1989 11:00;2,5;210;14,4;813;1009,15
14/04/1989 12:00;2,5;230;18,3;876;1009,15
14/04/1989 13:00;6,2;230;21,7;917;1009,15
14/04/1989 14:00;5,1;240;25;927;1009,15
14/04/1989 15:00;2,5;240;26,7;911;1009,15
14/04/1989 16:00;2,6;220;27,2;867;1009,15
14/04/1989 17:00;2;999;27,2;798;1009,15
14/04/1989 18:00;1,5;250;26,1;703;1009,15
14/04/1989 19:00;3,1;280;23,3;574;1009,15
14/04/1989 20:00;2,5;320;20;0;1009,15
14/04/1989 21:00;0;0;17,2;0;1009,15
14/04/1989 22:00;1,5;320;15;0;1009,15
14/04/1989 23:00;0;0;13,3;0;1009,15
15/04/1989 0:00;2;320;11,7;0;1009,15
15/04/1989 1:00;2,1;280;10,6;0;1009,15
15/04/1989 2:00;2;270;10;0;1009,15
15/04/1989 3:00;2,5;280;9,4;0;1009,15
15/04/1989 4:00;1,5;270;8,3;0;1009,15
15/04/1989 5:00;2,5;270;7,8;0;1009,15
15/04/1989 6:00;2,5;260;7,2;0;1009,15
15/04/1989 7:00;0;0;7,2;0;1009,15
15/04/1989 8:00;1;280;7,2;0;1009,15
15/04/1989 9:00;2,5;320;8,9;605;1009,15
15/04/1989 10:00;0;0;11,1;725;1009,15
15/04/1989 11:00;0;0;14,4;813;1009,15
15/04/1989 12:00;1,5;240;17,8;880;1009,15
15/04/1989 13:00;2,1;300;21,1;917;1009,15
15/04/1989 14:00;2;180;23,9;930;1009,15
15/04/1989 15:00;2,5;320;26,1;911;1009,15
15/04/1989 16:00;2,1;340;27,2;867;1009,15
15/04/1989 17:00;2,5;340;26,7;798;1009,15
15/04/1989 18:00;3;30;25;703;1009,15
15/04/1989 19:00;2,7;999;22,2;577;1009,15
15/04/1989 20:00;2,3;999;20;0;1009,15
15/04/1989 21:00;2;350;17,8;0;1009,15
15/04/1989 22:00;2,1;360;15;0;1009,15
15/04/1989 23:00;0;0;13,3;0;1009,15
16/04/1989 0:00;0;0;12,2;0;1009,15
16/04/1989 1:00;2,1;180;11,1;0;1009,15
16/04/1989 2:00;1,5;150;10,6;0;1009,15
16/04/1989 3:00;1,5;140;10,6;0;1009,15
16/04/1989 4:00;1;90;10,6;0;1009,15
16/04/1989 5:00;1;30;9,4;0;1009,15
16/04/1989 6:00;2;60;9,4;0;1009,15
16/04/1989 7:00;3,1;60;9,4;0;1009,15
16/04/1989 8:00;2;30;10;479;1009,15
16/04/1989 9:00;3,5;999;11,7;608;1009,15
16/04/1989 10:00;5,1;60;13,3;728;1009,15
16/04/1989 11:00;6,1;80;15,6;817;1009,15
16/04/1989 12:00;6,6;90;18,3;880;1009,15
16/04/1989 13:00;5,1;110;21,1;917;1009,15
16/04/1989 14:00;4,1;70;23,9;930;1009,15
16/04/1989 15:00;4,1;20;25;911;1009,15
16/04/1989 16:00;2,1;60;25,6;867;1009,15
16/04/1989 17:00;2;360;25;798;1009,15
16/04/1989 18:00;2,5;999;24,4;706;1009,15
16/04/1989 19:00;3,1;50;22,2;577;1009,15
16/04/1989 20:00;1,5;90;20;0;1009,15
16/04/1989 21:00;2;120;17,8;0;1009,15
16/04/1989 22:00;2,1;100;16,1;0;1009,15
16/04/1989 23:00;1,8;999;14,4;0;1009,15
17/04/1989 0:00;1,5;40;13,3;0;1009,15
17/04/1989 1:00;2,1;40;12,8;0;1009,15
17/04/1989 2:00;2;30;12,2;0;1009,15
17/04/1989 3:00;2;30;11,7;0;1009,15
17/04/1989 4:00;2,1;60;10,6;0;1009,15
17/04/1989 5:00;2;60;10;0;1009,15
17/04/1989 6:00;3;50;9,4;0;1009,15
17/04/1989 7:00;3,1;30;9,4;0;1009,15
17/04/1989 8:00;2,5;40;10;201;1009,15
17/04/1989 9:00;5,1;70;11,1;331;1009,15
17/04/1989 10:00;6,2;70;13,3;567;1009,15
17/04/1989 11:00;7,2;90;15,6;586;1009,15
17/04/1989 12:00;6,1;90;18,3;662;1009,15
17/04/1989 13:00;6,2;90;20,6;854;1009,15
17/04/1989 14:00;6,1;60;22,8;848;1009,15
17/04/1989 15:00;6,1;90;24,4;788;1009,15
17/04/1989 16:00;5,1;100;25;697;1009,15
17/04/1989 17:00;4,1;90;25;611;1009,15
17/04/1989 18:00;3;90;23,3;419;1009,15
17/04/1989 19:00;3,1;90;21,7;214;1009,15
17/04/1989 20:00;2;100;19,4;0;1009,15
17/04/1989 21:00;2;120;17,2;0;1009,15
17/04/1989 22:00;2,1;200;15,6;0;1009,15
17/04/1989 23:00;0;0;14,4;0;1009,15
18/04/1989 0:00;2;50;13,3;0;1009,15
18/04/1989 1:00;0;0;12,8;0;1009,15
18/04/1989 2:00;0;0;12,2;0;1009,15
18/04/1989 3:00;1,5;50;12,2;0;1009,15
18/04/1989 4:00;3,1;50;11,7;0;1009,15
18/04/1989 5:00;2;40;11,1;0;1009,15
18/04/1989 6:00;3;50;10,6;0;1009,15
18/04/1989 7:00;3,1;50;10,6;0;1009,15
18/04/1989 8:00;4,1;50;11,1;53;1009,15
18/04/1989 9:00;3,6;60;12,2;182;1009,15
18/04/1989 10:00;6,2;80;13,3;599;1009,15
18/04/1989 11:00;6,1;90;15,6;511;1009,15
18/04/1989 12:00;5,1;90;17,2;151;1009,15
18/04/1989 13:00;5,1;90;19,4;25;1009,15
18/04/1989 14:00;5,6;80;21,1;25;1009,15
18/04/1989 15:00;5,6;80;22,2;25;1009,15
18/04/1989 16:00;5,7;80;22,8;37;1009,15
18/04/1989 17:00;5,5;999;22,8;157;1009,15
18/04/1989 18:00;5,3;999;22,2;129;1009,15
18/04/1989 19:00;5,1;100;20,6;25;1009,15
18/04/1989 20:00;4,6;100;18,9;0;1009,15
18/04/1989 21:00;2,5;150;17,2;0;1009,15
18/04/1989 22:00;3,1;180;15,6;0;1009,15
18/04/1989 23:00;0;0;15;0;1009,15
19/04/1989 0:00;0;0;13,9;0;1009,15
19/04/1989 1:00;0;0;12,8;0;1009,15
19/04/1989 2:00;0;0;12,2;0;1009,15
19/04/1989 3:00;0;0;12,2;0;1009,15
19/04/1989 4:00;1,5;60;12,2;0;1009,15
19/04/1989 5:00;1,7;999;12,2;0;1009,15
19/04/1989 6:00;1,9;999;12,2;0;1009,15
19/04/1989 7:00;2,1;30;12,2;0;1009,15
19/04/1989 8:00;2;30;12,2;9;1009,15
19/04/1989 9:00;5,1;50;12,8;37;1009,15
19/04/1989 10:00;4,1;50;14,4;41;1009,15
19/04/1989 11:00;4,6;100;16,1;59;1009,15
19/04/1989 12:00;2,5;100;17,8;59;1009,15
19/04/1989 13:00;2,2;999;19,4;66;1009,15
19/04/1989 14:00;2;180;20,6;129;1009,15
19/04/1989 15:00;3;240;22,2;110;1009,15
19/04/1989 16:00;3;230;22,2;126;1009,15
19/04/1989 17:00;1,5;240;22,2;145;1009,15
19/04/1989 18:00;0;0;21,7;88;1009,15
19/04/1989 19:00;3,1;220;20,6;47;1009,15
19/04/1989 20:00;2,8;999;18,9;0;1009,15
19/04/1989 21:00;2,5;230;17,2;0;1009,15
19/04/1989 22:00;2,1;210;16,1;0;1009,15
19/04/1989 23:00;0;0;15,6;0;1009,15
20/04/1989 0:00;0;0;15;0;1009,15
20/04/1989 1:00;0;0;13,9;0;1009,15
20/04/1989 2:00;1,5;160;13,9;0;1009,15
20/04/1989 3:00;0;0;13,3;0;1009,15
20/04/1989 4:00;0,7;999;13,3;0;1009,15
20/04/1989 5:00;1,3;999;13,3;0;1009,15
20/04/1989 6:00;2;330;13,3;0;1009,15
20/04/1989 7:00;0;0;13,3;0;1009,15
20/04/1989 8:00;0;0;13,3;18;1009,15
20/04/1989 9:00;0;0;14,4;12;1009,15
20/04/1989 10:00;1,5;999;15;15;1009,15
20/04/1989 11:00;3;220;17,2;15;1009,15
20/04/1989 12:00;3,5;999;18,9;15;1009,15
20/04/1989 13:00;4,1;230;20,6;9;1009,15
20/04/1989 14:00;4,9;999;21,7;12;1009,15
20/04/1989 15:00;5,6;999;22,2;15;1009,15
20/04/1989 16:00;6,4;999;22,8;12;1009,15
20/04/1989 17:00;7,2;250;22,8;12;1009,15
20/04/1989 18:00;7,2;240;22,2;12;1009,15
20/04/1989 19:00;6,6;250;20,6;12;1009,15
20/04/1989 20:00;5,1;250;19,4;0;1009,15
20/04/1989 21:00;5,1;999;17,8;0;1009,15
20/04/1989 22:00;5,1;260;16,7;0;1009,15
20/04/1989 23:00;4,1;230;16,1;0;1009,15
21/04/1989 0:00;4,1;230;15,6;0;1009,15
21/04/1989 1:00;4,1;230;15;0;1009,15
21/04/1989 2:00;3,4;999;15;0;1009,15
21/04/1989 3:00;2,8;999;15;0;1009,15
21/04/1989 4:00;2,1;180;15;0;1009,15
21/04/1989 5:00;2,5;180;14,4;0;1009,15
21/04/1989 6:00;2;190;14,4;0;1009,15
21/04/1989 7:00;3,1;180;14,4;0;1009,15
21/04/1989 8:00;4,1;180;14,4;0;1009,15
21/04/1989 9:00;5,1;230;15;0;1009,15
21/04/1989 10:00;3,1;260;16,1;0;1009,15
21/04/1989 11:00;4,1;280;16,7;0;1009,15
21/04/1989 12:00;3;240;17,2;0;1009,15
21/04/1989 13:00;4,1;280;18,3;0;1009,15
21/04/1989 14:00;4,6;260;19,4;0;1009,15
21/04/1989 15:00;6,1;260;20;0;1009,15
21/04/1989 16:00;5,1;240;20;0;1009,15
21/04/1989 17:00;6,1;240;19,4;0;1009,15
21/04/1989 18:00;6,1;260;19,4;0;1009,15
21/04/1989 19:00;7,2;290;19,4;0;1009,15
21/04/1989 20:00;6,1;320;18,3;0;1009,15
21/04/1989 21:00;4,1;320;17,2;0;1009,15
21/04/1989 22:00;5,1;310;16,7;0;1009,15
21/04/1989 23:00;3,6;300;16,1;0;1009,15
22/04/1989 0:00;3;280;16,1;0;1009,15
22/04/1989 1:00;4,1;290;15,6;0;1009,15
22/04/1989 2:00;2;290;14,4;0;1009,15
22/04/1989 3:00;2,5;280;13,9;0;1009,15
22/04/1989 4:00;2,1;270;13,3;0;1009,15
22/04/1989 5:00;1,5;310;12,8;0;1009,15
22/04/1989 6:00;2;250;11,7;0;1009,15
22/04/1989 7:00;2,1;160;11,7;0;1009,15
22/04/1989 8:00;1;330;12,2;53;1009,15
22/04/1989 9:00;0;0;12,8;63;1009,15
22/04/1989 10:00;0;0;13,3;56;1009,15
22/04/1989 11:00;1,5;90;15;63;1009,15
22/04/1989 12:00;0;0;16,1;113;1009,15
22/04/1989 13:00;1;360;17,8;353;1009,15
22/04/1989 14:00;3;300;19,4;242;1009,15
22/04/1989 15:00;1,5;360;20;72;1009,15
22/04/1989 16:00;3,1;320;20;141;1009,15
22/04/1989 17:00;2,5;270;20;195;1009,15
22/04/1989 18:00;1,5;240;19,4;110;1009,15
22/04/1989 19:00;4,1;230;18,9;28;1009,15
22/04/1989 20:00;5,1;230;17,2;0;1009,15
22/04/1989 21:00;4,1;240;16,1;0;1009,15
22/04/1989 22:00;2,1;220;15;0;1009,15
22/04/1989 23:00;2;210;14,4;0;1009,15
23/04/1989 0:00;1,5;180;13,9;0;1009,15
23/04/1989 1:00;2,1;180;13,3;0;1009,15
23/04/1989 2:00;2;999;13,3;0;1009,15
23/04/1989 3:00;2;180;13,3;0;1009,15
23/04/1989 4:00;0;0;13,3;0;1009,15
23/04/1989 5:00;0;0;12,8;0;1009,15
23/04/1989 6:00;2;90;12,8;0;1009,15
23/04/1989 7:00;0;0;12,8;0;1009,15
23/04/1989 8:00;0;0;12,8;59;1009,15
23/04/1989 9:00;1,5;999;13,9;82;1009,15
23/04/1989 10:00;3;200;15,6;69;1009,15
23/04/1989 11:00;3;220;16,7;214;1009,15
23/04/1989 12:00;3,6;220;18,9;646;1009,15
23/04/1989 13:00;5,1;230;20,6;675;1009,15
23/04/1989 14:00;8,2;230;22,2;567;1009,15
23/04/1989 15:00;7,2;250;23,3;457;1009,15
23/04/1989 16:00;8,2;240;23,9;328;1009,15
23/04/1989 17:00;6,4;999;23,3;223;1009,15
23/04/1989 18:00;4,6;320;22,8;135;1009,15
23/04/1989 19:00;2,1;330;21,1;78;1009,15
23/04/1989 20:00;0;0;20;0;1009,15
23/04/1989 21:00;0;0;18,3;0;1009,15
23/04/1989 22:00;2,1;270;17,2;0;1009,15
23/04/1989 23:00;6,1;280;16,1;0;1009,15
24/04/1989 0:00;6,1;290;15,6;0;1009,15
24/04/1989 1:00;5,1;290;14,4;0;1009,15
24/04/1989 2:00;4,6;280;13,9;0;1009,15
24/04/1989 3:00;4,1;280;13,3;0;1009,15
24/04/1989 4:00;4,1;270;12,8;0;1009,15
24/04/1989 5:00;4,1;260;12,2;0;1009,15
24/04/1989 6:00;1,5;230;12,2;0;1009,15
24/04/1989 7:00;2,1;200;11,7;0;1009,15
24/04/1989 8:00;0;0;12,2;473;1009,15
24/04/1989 9:00;0;0;13,3;624;1009,15
24/04/1989 10:00;3,1;230;14,4;738;1009,15
24/04/1989 11:00;5,2;999;16,1;826;1009,15
24/04/1989 12:00;7,2;999;17,8;889;1009,15
24/04/1989 13:00;9,3;230;19,4;927;1009,15
24/04/1989 14:00;9,6;999;20,6;936;1009,15
24/04/1989 15:00;10;999;21,7;917;1009,15
24/04/1989 16:00;10,3;999;22,2;873;1009,15
24/04/1989 17:00;10,6;999;22,8;804;1009,15
24/04/1989 18:00;11;999;21,7;709;1009,15
24/04/1989 19:00;11,3;280;20,6;586;1009,15
24/04/1989 20:00;9,2;999;18,9;0;1009,15
24/04/1989 21:00;7,2;280;17,2;0;1009,15
24/04/1989 22:00;6,1;270;16,1;0;1009,15
24/04/1989 23:00;5,6;999;15,6;0;1009,15
25/04/1989 0:00;5,1;270;15;0;1009,15
25/04/1989 1:00;4,1;260;14,4;0;1009,15
25/04/1989 2:00;4,1;999;13,3;0;1009,15
25/04/1989 3:00;4,1;260;12,8;0;1009,15
25/04/1989 4:00;5,1;240;12,2;0;1009,15
25/04/1989 5:00;5,1;240;11,1;0;1009,15
25/04/1989 6:00;5,1;230;10,6;0;1009,15
25/04/1989 7:00;5,1;230;10;0;1009,15
25/04/1989 8:00;6,6;260;10,6;353;1009,15
25/04/1989 9:00;7,2;260;12,2;627;1009,15
25/04/1989 10:00;7,2;270;13,9;700;1009,15
25/04/1989 11:00;6,6;270;15,6;820;1009,15
25/04/1989 12:00;6,6;270;17,2;712;1009,15
25/04/1989 13:00;6,2;260;19,4;675;1009,15
25/04/1989 14:00;6,4;999;21,1;583;1009,15
25/04/1989 15:00;6,6;240;22,2;429;1009,15
25/04/1989 16:00;7,2;240;22,8;384;1009,15
25/04/1989 17:00;4,6;270;22,8;318;1009,15
25/04/1989 18:00;3,6;270;21,7;157;1009,15
25/04/1989 19:00;3,1;300;20,6;72;1009,15
25/04/1989 20:00;2;270;18,3;0;1009,15
25/04/1989 21:00;2,5;230;16,7;0;1009,15
25/04/1989 22:00;3,1;270;15,6;0;1009,15
25/04/1989 23:00;2,5;240;13,9;0;1009,15
26/04/1989 0:00;2;230;13,3;0;1009,15
26/04/1989 1:00;2,1;230;12,8;0;1009,15
26/04/1989 2:00;2;220;12,2;0;1009,15
26/04/1989 3:00;2,5;240;12,2;0;1009,15
