date;DNI;DryBulb;Pressure;Humidity;Wspd;Elev;Azimuth;SB.NO.a.mf;SB.NE.a.mf;SB.SO.a.mf;SB.SE.a.mf;SB.NO.a.tin;SB.NE.a.tin;SB.SO.a.tin;SB.SE.a.tin;SB.NO.a.tout;SB.NE.a.tout;SB.SO.a.tout;SB.SE.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NE.a.pin;SB.SO.a.pin;SB.SE.a.pin;SB.NO.a.pout;SB.NE.a.pout;SB.SO.a.pout;SB.SE.a.pout;NoGeneration [kW];5305-FT-5050;Exchanger Tin;Main Pump A tout;Main Pump B tout;3320-TT-3007;MKA01CE074-XE01;SF.a.pwr(2)
01/01/2016 0:00;0,209966917;9,649638233;942,4640032;96,82332692;2,1125;0;151,8690975;61,8530774;51,500763;51,555656;68,704443;91,38219853;90,16638839;89,75141589;90,2835665;87,02629277;85,44929742;84,90656205;85,94053447;-0,53479135;-0,48684;0;7,544584357;7,546873;7,697477333;7,5801984;6,8957498;6,9720132;7,09506025;6,9931622;263,6989335;0,047660817;197,5224358;170,5524177;94,68780052;89,41299729;0;-1,882715157
01/01/2016 1:00;0,229650533;9,619696217;942,0550233;96,87789142;0,318333333;0;112,484158;61,93636789;51,5904054;51,814181;68,797239;88,34379357;87,88030727;87,53830723;88,01607518;84,90713275;83,54957618;82,96640765;83,91950833;-0,522337233;-0,492646333;0;7,55248075;7,519102;7,663297667;7,568235;6,880483607;6,987715;7,0950605;6,98419;265,2121471;0,04208155;196,2408788;168,9635926;92,600995;87,12499804;0;-1,664033425
01/01/2016 2:00;0,21344305;9,72023395;941,7513996;96,9838687;0,491666667;0;112,4801625;61,86687676;51,021797;51,58508514;68,69895808;86,12936195;85,65606838;85,2367225;85,81508919;82,80170578;81,45416473;80,92935853;81,84640885;-0,5173184;-0,485946617;0;7,435636429;7,458219667;7,617369;7,502012;6,866565923;6,889314583;7,018156;6,944456;273,0233258;0,040070533;194,8980844;167,3604191;90,43806162;84,8590676;0;-1,594040656
01/01/2016 3:00;0,242243;9,683282567;941,421997;97,03681008;0,015833333;0;112,4759704;61,98106862;51,542038;51,6514702;68,75258736;84,01792832;83,55172811;83,22360227;83,68768305;80,79326973;79,5693225;79,04175033;79,91722487;-0,796425217;-0,773683817;0;7,412044;7,4360026;7,578917;7,480649667;6,803465;6,877164778;6,9861125;6,87756525;265,2837726;0,04515555;193,7381439;165,8420304;88,37089547;82,7991325;0;-1,534060436
01/01/2016 4:00;0,2442617;9,78010155;941,4116762;97,24010897;0,044166667;0;112,4716285;61,88143588;51,12032167;51,4269698;68,68704;82,0094887;81,52883835;81,16834868;81,68987238;78,89984393;77,62611768;77,10188217;77,99900248;-1,479646417;-1,445111417;0;7,386656;7,383451;7,509489;7,3930645;6,7161465;6,86595;6,9877145;6,857938667;264,5484541;0,037733517;192,4167915;164,3518307;86,2838571;80,79069363;0;-1,483648298
01/01/2016 5:00;0,238071033;9,91802065;941,4260828;97,25109025;0,615;0;112,46755;61,8262317;50,908434;51,73427167;68,59961054;80,02012633;79,57189856;79,26290894;79,716857;76,95348817;75,72153295;75,2377342;76,0644742;-1,285334367;-1,252217717;0;7,351408;7,3289775;7,5244425;7,383909286;6,703144154;6,790648;6,912413;6,795854625;269,8989934;0,040720817;191,323442;162,6950087;84,17977981;78,88525217;0;-1,457099803
01/01/2016 6:00;0,2382056;9,7504978;941,9825804;97,23443683;0,088333333;0;112,6656181;61,89980567;51,268871;51,546347;68,79586283;78,11277605;77,74032233;78,31386551;77,80378557;75,28894802;74,74649812;74,45820112;74,70615773;-0,545945183;-0,493986183;0;7,3049449;7,326173625;7,543669;7,426176;6,732631895;6,74498575;6,918821;6,806669286;277,265068;0,042209467;189,9246984;161,3179369;82,31847889;78,76108977;0;-1,27047745
01/01/2016 7:00;0,240089733;9,6980996;942,3329903;97,32949042;0,293333333;0;118,9531036;61,74724283;51,342171;51,67074312;68,76202775;77,95255913;77,83655756;77,56605125;78,17235341;74,30256193;72,7277597;72,25445152;73,30883393;-0,691803117;-0,674057567;0;7,322568833;7,338591;7,482786;7,405007818;6,6999245;6,752195;6,887312;6,7893658;256,9268974;0,04506965;188,6700462;159,7377511;80,645288;75,65801806;0;-1,898066847
01/01/2016 8:00;4,031959083;10,13419992;942,6068318;97,34380015;0,71;8,207061483;128,8533007;39,90074231;32,27086318;32,50941905;44,7832122;78,59422693;101,8064437;105,3966531;102,8229703;84,0562329;105,1347716;110,0296513;93,8365951;-0,7928009;-0,764428367;0;6,684623951;6,674016602;6,879080851;6,759237879;6,259111843;6,250988732;6,390224462;6,318466278;215,0537463;0,0545004;187,4688651;158,1207001;79,40023686;74,525055;0;0,12462707
01/01/2016 9:00;0,457839233;11,1372084;943,0592112;97,30389212;2,010833333;16,42884007;140,1651256;75,21201928;59,91483474;60,99281615;82,813726;115,4312835;118,6649772;113,2996969;118,6987186;107,1011067;98,5866867;96,77451448;102,6660731;-0,6496687;-0,65388395;0;8,268840426;7,989773781;7,993296727;8,010056161;7,459224847;7,532527462;7,614914234;7,569096758;214,034638;0,0548064;186,3611063;156,7009027;78,67925625;85,51545711;0;-7,495046599
01/01/2016 10:00;0,90845245;12,4784043;943,2283961;97,16609912;5,9875;22,80375265;153,1395205;89,78566184;72,9491379;73,15475923;97,02288772;97,00384879;99,82830359;101,9711071;99,83152327;100,0948734;101,5445521;100,8371166;100,5998425;-0,6100753;-0,584692133;0;8,900725079;8,9774045;9,170147634;9,007623365;7,810641355;7,88080856;8,030610685;7,931275796;212,4233493;0,0637908;184,8573749;163,7133584;99,24285316;104,651429;0;0,696834819
01/01/2016 11:00;1,365528733;13,17452843;942,9987581;92,20443018;6,225;26,6808482;167,7063807;88,51316677;72,89656333;73,191012;96,50880871;102,1682547;100,5602634;99,93093509;100,7755082;100,505139;100,4236026;100,3208942;99,86170057;-0,6139788;-0,5920243;0;8,891591964;8,8659955;9,045706;8,907263455;7,793437803;7,851165;7,995208766;7,893142703;224,5694064;0,08996805;180,4602147;154,9972397;99,65783745;99,69217012;0;-0,396804704
01/01/2016 12:00;18,28929858;13,9658525;942,4423582;84,56654777;5,7;27,65363022;183,1587728;88,62078133;72,950903;73,4421972;96,58069717;100,4230322;100,7034088;100,8836516;100,9069551;102,4013142;103,3744624;103,6585596;102,8543293;-0,601338617;-0,58097005;0;8,886043066;8,866529389;9,030485125;8,883701462;7,769646806;7,852354077;7,968931214;7,887461276;233,7487885;0,088790383;173,6511096;128,8387075;100,7411788;100,7696216;0;1,379608673
01/01/2016 13:00;21,36258728;13,79050848;941,5968581;81,07339667;7,05;25,52375363;198,3630501;88,44411647;72,93830325;73,27144278;96,54433575;100,4868516;100,7205786;101,2619705;100,8333827;101,1892125;102,1856247;102,0795044;101,1016662;-0,623644733;-0,59626725;0;8,87593136;8,864533789;9,0010052;8,882219162;7,752183726;7,828564169;7,956536354;7,865433377;228,8193172;0,07637965;166,7796488;115,7119401;102,2704348;102,2020149;0;0,461520956
01/01/2016 14:00;345,2573975;14,4266373;941,2199083;78,76234723;7,8625;20,55785405;212,3185387;88,53962336;72,9518318;72,95647033;96,44605596;102,920082;102,867665;103,043109;103,0088883;132,3176047;143,4698812;141,251649;128,4951227;-0,611562233;-0,587520633;0;8,853663527;8,887125478;9,047931;8,88141892;7,759169111;7,83421074;7,947702393;7,86476834;233,5845184;0,073156867;160,5988049;112,4313133;102,6990421;102,7110803;0;19,8054269
01/01/2016 15:00;248,2426002;14,91321827;940,5988033;76,61682045;7,525;13,3370466;224,6142728;89,50771911;73,18819471;73,1487786;97,18983631;105,234426;106,9564617;109,5611364;107,0427634;193,5421209;202,9896835;205,9964829;199,6576726;-0,662680833;-0,653624;0;8,960082435;9,017503385;9,2068309;9,043825653;7,837803948;7,954639695;8,106219853;7,97355707;210,2582344;0,073878233;153,4472243;113,2023757;115,8892468;115,0185942;0;59,56014173
01/01/2016 16:00;14,45401592;13,9680348;940,5751879;77,5443184;5,4375;4,604490017;235,2869135;85,13520065;69,74295175;69,03581185;92,07983767;142,4503062;148,9372799;155,6451006;148,9904456;157,0227776;176,1161367;180,3668134;171,4407641;-0,54389975;-0,562583417;0;9,6881199;9,621565318;9,684851192;9,723337527;8,735694304;8,823734778;8,966865327;8,851886036;227,6029208;0,072651783;194,6560882;183,5029152;161,7575865;161,4282671;0;13,40055776
01/01/2016 17:00;0,169133017;12,76062323;940,6177761;82,76712003;4,3125;0;244,5983212;72,89322826;59,82371137;60,3527329;79,42823521;183,0576553;183,3822597;180,4526611;183,7445297;171,3341443;167,3641881;165,4502411;168,9679831;-0,567693217;-0,537906167;0;8,4488965;8,453702909;8,607511571;8,48334325;7,690855167;7,791605;7,875318375;7,795744;236,7600591;0,060614717;204,1816159;196,9963973;178,9383301;179,4486941;0;-7,708865864
01/01/2016 18:00;0,213015733;12,33250737;940,9541547;86,11985738;6,6625;0;247,5822415;68,47637836;54,54433913;55,39420053;73,36564316;171,8458353;169,3145473;168,8268584;169,5573727;161,5756719;158,8618967;158,2544077;159,7881989;-0,539438517;-0,5095817;0;8,727994925;8,61372;8,805860533;8,69806913;8,02527327;8,053360031;8,256101576;8,133268452;231,476462;0,042298083;201,9963;193,6065369;168,8533872;168,9541106;0;-5,009533376
01/01/2016 19:00;0,153556067;12,33455993;941,5513915;85,79205782;6,325;0;247,5931412;68,37560179;55,61072083;56,73370945;74,94699177;166,3123814;164,2696111;163,6754848;164,5970395;156,6555715;153,2395108;152,0896657;154,5398448;-0,529772617;-0,512336;0;8,835995217;8,822034;8,969144857;8,871021765;8,136081927;8,197629886;8,322324647;8,207910706;232,6222244;0,039429417;200,3578127;191,9585876;162,7391544;166,9418053;0;-5,206321554
01/01/2016 20:00;0,18975775;12,40922495;941,898484;86,61221345;7,8375;0;247,5977702;68,30602541;55,7510314;56,36995746;74,14701659;159,4620195;157,5233195;157,195937;157,6778147;150,5040863;147,3584872;146,4271297;148,5631696;-0,531631467;-0,5092464;0;8,726146907;8,730030706;8,90872;8,778944;8,059016;8,111906;8,22090725;8,137718944;232,8904106;0,033435183;198,9344769;189,4523325;156,3311039;163,9464838;0;-4,725044021
01/01/2016 21:00;0,188277317;12,48812425;942,0469422;86,74075048;8,45;0;247,6023421;68,48541708;55,1925105;56,395581;74,44510385;153,1459546;152,2704817;151,765629;152,5279737;145,0072044;142,0786631;141,0706322;143,1801574;-0,533490317;-0,517100317;0;8,664833778;8,680601286;8,8029765;8,682054737;7,945920956;8,050798632;8,145462722;8,057966167;234,0151834;0,0402457;197,7810295;186,443354;150,9691249;160,1840704;0;-4,59571665
01/01/2016 22:00;0,178376217;12,17613768;942,196716;90,15793672;8,2;0;247,606645;68,78173482;56,03719057;56,3541625;74,55401861;147,6356251;147,0691423;146,239662;147,2460867;139,8482114;137,038973;136,139182;138,096788;-0,531631467;-0,51069845;0;8,609434089;8,573017765;8,767054105;8,606799389;7,895900256;7,961869979;8,10674969;8,004958128;226,8828985;0,034004167;196,610611;183,5815136;145,5692879;155,6522097;0;-4,442994032
01/01/2016 23:00;0,22508465;12,09018813;942,499121;90,67059335;8,35;0;247,6112828;68,9457275;56,12665014;56,869291;75,092946;142,7432773;141,9460829;141,1639939;142,0630704;135,1369647;132,4982435;131,5992152;133,4601196;-0,531631467;-0,502435517;0;8,5306072;8,548325294;8,681923556;8,544706533;7,857023953;7,908964133;8,046337581;7,946424357;230,0817561;0,0406445;195,4330139;180,8520989;140,4043925;150,9143578;0;-4,21031614
02/01/2016 0:00;0,168705767;11,9019888;942,4064997;90,35877977;9,05;0;151,8255525;69,01386107;56,17462422;56,842764;75,10213314;137,9973667;136,9625822;136,3231433;137,1442572;130,8059476;128,2793786;127,4611249;129,1974804;-0,5325609;-0,52097115;0;8,470335;8,473142733;8,64155775;8,517179524;7,767005566;7,813673;7,949088217;7,850442737;237,4218516;0,049772283;194,1358262;178,1741814;135,533501;146,1186991;0;-3,876705719
02/01/2016 1:00;0,138045767;10,38764858;942,0610199;82,4667596;7,075208333;0;112,3794596;68,7273645;55,85878618;56,81366607;75,15386058;133,2332386;132,443995;131,4307942;132,5980916;126,843144;124,3749405;123,5898753;125,2209442;-0,540553983;-0,52004025;0;8,390328133;8,3832073;8,559109105;8,436134207;7,699501158;7,731657;7,902223931;7,798996864;235,2838244;0,037789667;192,9689375;175,6507595;130,5978924;141,4097821;0;-3,496060109
02/01/2016 2:00;0,1949389;9,2587986;941,8728104;80,43121237;5,8375;0;112,3750397;69,17223147;56,71604533;56,85786;75,68347964;128,9150967;128,2787208;127,3410928;128,4267197;122,8503002;120,7114005;119,996813;121,3871728;-0,535349;-0,510698433;0;8,390989286;8,3710306;8,561048667;8,427631136;7,699198185;7,769474938;7,888875346;7,777728444;237,4878697;0,032447083;191,677065;173,2117944;126,7723342;136,8724597;0;-3,301222278
02/01/2016 3:00;0,22394015;8,648683417;941,8511209;83,8026605;4,6625;0;112,3704146;69,19502363;55,9746835;56,97924083;75,82241912;125,0350531;124,3158822;123,7635629;124,515042;119,2162297;117,0929686;116,4312138;117,8337826;-0,531073683;-0,5084653;0;8,3330593;8,361417667;8,4607524;8,357999733;7,6232739;7,673444765;7,799838333;7,724957061;242,158636;0,0255945;190,5337982;171,1032923;123,1738822;132,5980917;0;-3,178906409
02/01/2016 4:00;0,167552017;7,499788733;941,9296533;85,72875837;4,275;0;112,365643;69,25694116;56,50990675;57,32895083;75,63199994;121,2674613;120,5229406;119,9809808;120,7362909;115,7904403;113,7170568;113,0810515;114,4088531;-0,53906685;-0,5087259;0;8,231253737;8,24782375;8,444089857;8,301095875;7,558889361;7,610829163;7,758028414;7,654966333;246,8460752;0,020542317;189,3125524;169,0761278;119,4144985;128,6842122;0;-2,985521342
02/01/2016 5:00;0,225276367;6,59147415;941,883011;88,78026825;4,2625;0;112,361202;69,41379229;56,566906;57,4104038;75,919968;117,6716309;116,9526726;116,42759;117,2015385;112,3849658;110,3885435;109,8521026;111,1498617;-0,54594465;-0,521752517;0;8,2111339;8,199573615;8,361359545;8,268367613;7,500457653;7,558951;7,673916;7,563730783;249,3037877;0,027256417;188,0597286;167,2736853;115,9126063;124,8063816;0;-2,863098361
02/01/2016 6:00;0,23302465;6,004665517;942,0518634;87,42385838;3,045;0;112,5544835;69,27173438;56,74588667;57,15422683;75,84914392;114,2474913;113,5472922;113,0801936;113,8011713;109,1997887;107,3206692;106,7065057;107,9440857;-0,553937667;-0,53492865;0;8,174924744;8,178770133;8,337430929;8,216781688;7,453489306;7,49199875;7,6530971;7,526182171;250,2278854;0,01556505;186,7606811;165,6219228;112,5890204;121,2112214;0;-2,73036493
02/01/2016 7:00;0,344018967;6,316545233;942,5295061;90,68233775;3,025;0;118,8102021;69,28907581;56,62912175;57,2902321;75,79436329;110,9515925;110,5052732;109,9022444;110,7891747;106,1732096;104,4464868;103,9329337;105,0521659;-0,5390668;-0,51354525;0;8,131666125;8,150785333;8,3139936;8,173856667;7,425941877;7,468366708;7,635485577;7,511927547;227,6464643;0,033189117;185,6013963;163,9434549;109,3808906;117,6120534;0;-2,615442678
02/01/2016 8:00;3,434888483;6,801756933;942,7115808;90,80566792;3,85;8,19505115;128,7149465;74,27180306;62,18783363;62,69585824;81,83409194;107,7936164;107,2654524;107,1721462;107,5051908;104,2482178;103,0485935;102,4183097;103,1604575;-0,555610783;-0,530759817;0;8,189794906;8,282567148;8,432146318;8,287763643;7,381239;7,504469033;7,628678235;7,506355867;193,3565837;0,0418989;184,49756;162,4499991;106,3030044;110,3290231;0;-2,129496574
02/01/2016 9:00;3,547292533;7,744371567;942,8520272;89,30381632;4,7125;16,44288488;140,0116511;79,12813804;65,88969987;66,47509388;86,62412403;105,4398047;105,2734185;104,3742169;105,5285253;102,1879965;101,2029442;100,6519135;101,2003694;-0,620856867;-0,608140583;0;7,805357111;7,9650404;8,183469833;7,878344833;7,000953737;7,119321571;7,3201655;7,049085;206,2749593;0,04499235;183,325581;161,1527294;103,7915095;103,8397648;0;-2,041381934
02/01/2016 10:00;234,381126;8,888703267;942,8881867;82,76729052;6,4;22,82650658;152,9880173;88,22394406;72,65449417;72,48454875;96,157512;102,5230204;102,3531686;102,231198;102,4715209;115,2904766;126,3400986;122,5838173;117,0997777;-0,607658983;-0,587371767;0;8,306423943;8,31765175;8,440886;8,333248727;7,2230885;7,285813176;7,400587783;7,330506841;206,6301392;0,06401405;182,2910245;159,82358;101,9565385;102,025204;0;10,40254312
02/01/2016 11:00;480,1794817;9,761696583;942,6514633;73,92251643;6,425;26,7399402;167,5441397;88,58611833;72,83014494;73,04401867;96,40879348;101,5139538;102,7590554;105,482241;102,6991623;156,347801;173,7320854;182,7541636;172,9353958;-0,6229015;-0,604753833;0;8,442258893;8,516658706;8,6533337;8,4827556;7,382798815;7,458753444;7,5760327;7,398872344;190,3350055;0,116771483;181,0598067;158,2603231;110,2925466;109,7145402;0;42,11686558
02/01/2016 12:00;559,0438193;10,44088555;942,8101257;66,12813493;6,7875;27,74098817;183,0238241;92,20064584;75,42138065;75,64177285;99,00838666;130,1939317;133,1264054;137,0213079;133,3311598;215,9302613;239,5380969;241,8647469;227,5635707;-0,783692367;-0,76625195;0;9,33210887;9,30332339;9,519846051;9,35132015;8,10065269;8,106363981;8,292088821;8,255869413;188,8965696;0,1015746;179,8993797;159,4401237;144,5969958;144,0667233;0;66,40069655
02/01/2016 13:00;412,0477103;10,79099677;942,0991097;60,57169563;6,0125;25,6359698;198,2520441;85,35522489;69,46035589;68,63365825;91,29790886;169,3753323;175,5702328;180,4105068;175,606737;233,2671445;253,4351702;248,6009351;240,4219818;-1,038726467;-1,016111217;0;10,24868892;10,22552872;10,31462604;10,2514007;9,320727923;9,365226052;9,512004138;9,44162967;191,7010935;0,082381383;205,4906119;196,1513663;186,9369016;186,2960104;0;44,54866363
02/01/2016 14:00;763,8082713;11,32066602;941,4568973;55,92856452;6,975;20,67104947;212,2607206;81,4102418;67,01817146;66,75585141;88,80419664;204,0268862;210,7262309;215,4872317;210,9590498;318,3356903;337,9249094;338,5188873;327,2197464;5,694282217;-1,028617533;6,798144383;10,6792744;10,6797357;10,83284275;10,6926941;9,739443124;9,792386302;9,924778296;9,830211764;211,8348237;0,081398383;238,3363418;235,9553279;216,6765637;216,982087;0;81,58792195
02/01/2016 15:00;627,9138347;11,12468843;941,321486;55,85059978;6,925;13,48084227;224,5641899;81,36662888;65,66508782;65,20044566;85,75288679;220,1430884;220,5859833;221,0499539;220,7244319;330,5286891;341,4756064;345,4372121;338,8307602;24,62088712;-1,540990417;26,31813908;11,95036408;12,0642261;12,26300648;12,04192854;10,91115559;10,99481862;11,10177335;11,03119331;206,87805;0,057120733;300,8342576;287,85471;223,541381;223,3653815;10,16569537;79,86213907
02/01/2016 16:00;167,4301634;9,59096465;941,1815081;63,75695363;4,125;4,7335644;235,2649656;117,8587825;94,43770904;92,52404895;124,9645923;243,9106815;246,1658163;248,4452934;246,4334076;285,0403389;278,3158999;278,8100083;283,2390574;16,60991753;-1,285734317;17,99523383;14,96124747;14,94447372;15,07126639;14,87377703;13,37175235;13,46329609;13,54131952;13,51476519;189,4478157;0,0453933;345,6382111;283,117323;252,5634736;252,5544735;26,13529098;34,0443227
02/01/2016 17:00;0,158131783;7,29437975;941,2544136;75,07068008;3,3;0;244,6037501;102,1098686;83,09435193;82,28536429;110,5513803;256,067909;253,0185381;248,7131145;253,4171925;237,3295479;226,9158821;223,9853691;232,3427849;2,756585117;-0,853682167;3,668266433;14,35056424;14,33483369;14,46606163;14,31124571;13,05583891;13,13051452;13,23987978;13,10370035;244,325854;0,02748415;292,793773;269,8632258;242,2581171;243,0000669;17,89930964;-18,30443284
02/01/2016 18:00;0,216808033;5,704224767;941,4004227;80,35486602;2,9375;0;247,6723375;72,19836678;58,67999333;58,30742668;77,98989006;226,4322259;223,0867304;217,9239174;223,4502563;213,0540543;203,0112025;203,1181984;207,3028738;-0,56880845;-0,53753415;0;11,87872961;11,93440496;12,13656357;11,97075002;11,03176202;11,14535255;11,32554123;11,1695133;243,6582912;-0,009695517;247,3412865;252,7040479;213,9362681;215,2413304;7,615797446;-8,921857729
02/01/2016 19:00;0,274330867;4,634936483;942,0519746;83,52156222;2,85;0;247,7056067;66,67445706;53,4205475;53,491359;72,08798917;215,4446929;216,5399109;218,5357796;216,7833238;203,7122421;200,9300881;199,3975334;202,2278481;-0,54278455;-0,514606467;0;11,50146237;11,468457;11,71011912;11,44033072;10,84701142;10,86550617;11,00400556;10,93954636;261,3263822;-0,142721833;231,8011933;235,1608516;217,4791064;216,62079;0;-7,65479194
02/01/2016 20:00;0,332286633;3,730486267;942,4283588;85,92036228;2,55;0;247,7102719;65,49928188;52,1003915;52,500887;70,5635528;209,8113709;207,2192841;205,0782199;207,5200646;196,4114838;191,3560572;190,4948898;193,5962377;-0,553008233;-0,519370683;0;11,06818175;11,0508245;11,2030315;11,0267925;10,40446279;10,51516489;10,58859775;10,45962225;269,8425964;-0,242398967;231,3377076;230,0036534;212,0667372;203,7735721;0;-7,072728804
02/01/2016 21:00;0,382677133;3,3695496;942,316864;87,32746023;2,875;0;247,7152903;64,78665625;52,37944;53,1776704;70,4380175;200,1811676;198,8892292;197,7532786;199,1320714;188,9799777;184,8176191;183,8170719;186,6648379;-0,574013317;-0,53076015;0;10,88696627;10,88259683;10,98994275;10,88900467;10,28248696;10,28687955;10,46948246;10,35387871;293,7298563;-0,201317383;230,771225;226,836218;206,3266449;196,9049784;0;-6,25464293
02/01/2016 22:00;0,39044905;3,437644833;942,4490244;86,6866404;3,0875;0;247,7202938;64,76947225;52,48399;53,44666533;70,843201;192,9713902;191,7182626;190,6706233;191,9570735;182,0133868;177,9166896;177,0278651;179,734584;-0,536464333;-0,523352617;0;10,75037489;10,778135;10,90182214;10,748014;10,125865;10,21929686;10,30261;10,2468532;266,0012069;-0,202181817;230,1818542;224,5697711;199,8252227;189,5038313;0;-6,108314532
02/01/2016 23:00;0,364710767;2,4967524;942,2655233;88,42957082;1,793333333;0;247,7250182;64,65332033;52,329437;53,147522;70,42618183;185,9161086;184,6546426;183,6985557;185,0057831;175,6387436;171,8062109;170,935318;173,469801;-0,579218433;-0,553128833;0;10,61371;10,63052033;10,722378;10,645475;10,03626488;10,07790481;10,20149444;10,10685382;270,6936208;-0,112852333;229,3807677;222,5143127;192,9651706;182,522338;0;-5,635321778
03/01/2016 0:00;0,4556189;2,21825085;941,8219197;88,9978245;2,4375;0;154,0355336;64,81347567;52,8232825;53,36135487;70,8469842;179,3758112;178,1647684;177,1384918;178,4316741;169,7015482;166,0180781;165,2715413;167,6281659;-0,62364465;-0,608611933;0;10,48708843;10,52477833;10,619839;10,56124657;9,884880091;9,924497429;10,055876;10,008267;257,2673215;-0,089227083;228,6712342;220,4028778;186,3795938;176,0284139;0;-5,265051223
03/01/2016 1:00;0,403402267;1,7030701;941,3908169;89,99670992;1,261666667;0;112,2648988;64,6513735;52,96099;53,53238933;70,6351335;173,1960013;172,0878964;171,0685841;172,3548605;164,0152666;160,627816;159,9712102;162,1218419;-1,4963763;-1,462902417;0;10,39428226;10,420102;10,56109367;10,489743;9,794256387;9,8123456;9,987516667;9,901609;257,722461;-0,2571397;227,9388123;218,188446;180,007083;170,1060971;0;-4,944740078
03/01/2016 2:00;0,45002435;2,077694;940,9645022;90,42161672;0,429166667;0;112,2600629;65,3101136;52,70830429;53,2800812;70,76677383;167,3485917;166,4287302;165,4528034;166,6725464;158,8313792;155,5223203;154,8780177;156,9259379;-1,449905;-1,44689755;0;10,26736283;10,33419514;10,475289;10,35031867;9,705534111;9,7335185;9,888609;9,792661429;285,1564275;-0,31271275;227,2281341;215,9225159;173,8802806;164,5442693;0;-4,639504526
03/01/2016 3:00;0,416837383;3,2004214;940,9858704;90,29410023;1,564166667;0;112,2550678;65,5936795;53,294025;53,608754;70,63943043;161,8841793;160,9908788;160,0982405;161,2849702;153,769753;150,7043573;150,0437474;152,0232893;-0,758907167;-0,740359133;0;10,22397987;10,22017073;10,321835;10,27075524;9,589352091;9,609831;9,797747778;9,663572214;284,4854307;0,031015417;226,2274803;213,4691887;168,1387351;159,2914313;0;-4,39332871
03/01/2016 4:00;0,38160005;4,55137805;940,9920428;89,17891633;2,2125;0;112,249893;65,4607285;53,150501;53,3585242;70,43311675;156,8538392;155,8925361;155,12006;156,1712114;149,1413818;146,2383036;145,5688235;147,3944402;-0,539624467;-0,519221817;0;10,17817422;10,062284;10,25134;10,1471992;9,505644;9,568523909;9,694852667;9,583089273;286,9396596;0,047838683;224,9690705;211,0473328;162,9204929;154,2675983;0;-4,124747557
03/01/2016 5:00;0,355504517;5,8881505;941,157486;91,15431215;3,9;0;112,245009;65,50132223;53,064445;53,949028;70,422844;152,0230027;151,154683;150,3783922;151,3679254;144,4204076;141,6406416;140,9092682;142,7332659;-0,5446434;-0,527670683;0;10,05010737;10,1167585;10,2513405;10,119047;9,403599;9,459425586;9,601316286;9,521818333;290,3752014;0,0408606;223,770874;208,6269074;157,767684;149,5480888;0;-4,055564054
03/01/2016 6:00;0,316329283;5,779165733;941,3697888;93,1670789;2,6625;0;112,4345972;65,38572818;53,0430605;53,742767;70,96130845;147,3921061;146,4683281;145,7309633;146,7601519;140,2613426;137,5831401;136,8401317;138,5564598;-0,538137433;-0,510884367;0;9,9661534;10,00140133;10,106344;10,011472;9,327749846;9,372548375;9,4758895;9,432401714;307,2760127;0,044667033;222,3241647;206,1549835;152,9543246;144,9233765;0;-3,773297128
03/01/2016 7:00;0,328090583;6,01123005;941,6639712;94,44603692;3,1525;0;118,6676041;65,493155;53,58049;53,641308;70,88876657;142,880607;141,9879685;141,3408048;142,3312906;135,8974248;133,3387159;132,5689107;134,1748029;-0,547524733;-0,525902733;0;9,878568417;9,878034667;10,039854;9,927930929;9,233783056;9,331479933;9,479627333;9,3223095;274,2371071;0,037392017;220,9814776;203,6315612;148,279356;140,5702222;0;-3,691768697
03/01/2016 8:00;0,491561067;6,573993467;941,9293844;94,87084853;4,1875;8,184372667;128,5620891;69,32445877;56,11482775;58,115761;75,80154276;138,4517448;137,5368737;137,3381148;137,8740152;132,3500422;130,2077088;129,485874;130,9201024;-0,579404;-0,556218483;0;9,822464395;9,904517353;10,03308906;9,89726025;9,093198629;9,201561556;9,37142756;9,215269056;222,2206268;0,0458926;219,5488625;201,108139;140,190429;136,3918076;0;-3,392602907
03/01/2016 9:00;0,795489667;7,628126267;941,9924091;92,79686385;4,9125;16,44616253;139,8616585;76,52508568;65,4719071;64,5162658;83,7876602;135,0185166;134,0766178;133,0787433;134,5035325;129,3914579;127,729488;127,006793;128,0258906;-0,605242367;-0,57676385;0;9,826017467;9,965085167;10,11584157;9,930550111;9,019393192;9,1439188;9,181089429;9,149961429;193,1157638;0,054580117;218,2399445;198,6671142;132,5294272;132,4264308;0;-3,321021244
03/01/2016 10:00;0,6097676;8,870929017;941,816704;87,48295978;5,35;22,87088803;152,8405879;86,13611231;70,85973867;70,6164285;93,4844178;130,4425815;130,037884;129,6798479;130,3174477;126,1333244;124,7935074;124,2713726;125,12739;-0,5976211;-0,562769;0;10,27667029;10,29620127;10,3987405;10,2609535;9,242739708;9,303922667;9,370146;9,346113278;182,6929992;0,06139165;216,9721026;196,3187866;129,2850265;129,2335279;0;-2,972274956
03/01/2016 11:00;0,602208717;9,577156617;941,4478632;82,26556725;6,4125;26,80989285;167,4091393;86,77627427;70,72848133;71,434896;93,65779965;127,1907578;126,8302702;126,5899438;127,0426219;123,5970269;122,2537755;121,8221414;122,5447428;-0,5901857;-0,561317433;0;10,23700508;10,2192966;10,38271867;10,256438;9,199888267;9,292173667;9,362668333;9,3227212;184,4855259;0,069985233;215,6203919;193,8864769;126,2435003;126,246621;0;-2,570618319
