Time stamp;Field HTF mass flow rate total | (kg/s);Field HTF temperature cold header inlet | (C);Field HTF temperature hot header outlet | (C);Field collector DNI-cosine product | (W/m2);Field collector fraction of time period tracking;Field collector incidence angle modifier;Field collector optical end loss;Field collector row shadowing loss;Field collector solar incidence angle | (deg);Field collector thermal and optical efficiency;Field collector tracking angle | (deg);Field thermal power absorbed | (MWt);Field thermal power incident after cosine | (MWt);Field thermal power pipe losses | (MWt);Field thermal power receiver heat loss | (kJ/hr-m2);Field thermal power receiver total loss | (MWt);Field thermal power total incident | (MWt);Field thermal power total produced | (MWt);Resource Pressure | (mbar);Resource Solar Azimuth | (deg);Resource Solar Zenith | (deg);Resource Wet bulb temperature | (C);Resource Wind Speed | (m/s);Resource Dry bulb temperature | (C);Resource Beam normal irradiance | (W/m2);System power generated | (kW);Cycle electrical power output (gross) | (MWe);"Cycle electrical power output (gross; solar share) | (MWe)";Cycle electrical power output (net) | (MWe);Cycle thermal energy dumped - TES is full | (MWt);Cycle thermal energy dumped - min, load requirement | (MWt);Cycle thermal energy dumped - solar field | (MWt);Cycle thermal power input | (MWt);Field collector cosine efficiency
01/01/2007 0:00;0;94,6596;94,2421;0;0;1,00029;0,995913;0;16,1193;0;0;0;0;0,250906;1,79393;0,703938;0;0;998;10,9753;163,064;8,22812;2,3;9,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,960686
01/01/2007 1:00;0;92,0145;91,6103;0;0;1,0016;0,996356;0;14,4509;0;0;0;0;0,247797;1,7151;0,673006;0;0;999;49,3841;157,017;7,29062;1,8;9,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,968362
01/01/2007 2:00;0;89,4181;89,0245;0;0;1,0034;0,997368;0;10,5421;0;0;0;0;0,244976;1,6509;0,647814;0;0;999;70,1802;146,922;6,93437;1,5;9,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,983121
01/01/2007 3:00;0;86,8616;86,4767;0;0;1,00301;0,998817;0;4,7819;0;0;0;0;0,241934;1,59986;0,627785;0;0;999;83,104;135,615;6,93437;1,8;9,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,996519
01/01/2007 4:00;0;84,3483;83,9726;0;0;1,00183;0,9994;0;2,42901;0;0;0;0;0,239014;1,54585;0,606591;0;0;999;92,9449;124,007;6,75625;1,8;9,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,999102
01/01/2007 5:00;0;81,8746;81,5068;0;0;1,00336;0,997327;0;10,704;0;0;0;0;0,23607;1,49971;0,588487;0;0;999;101,632;112,486;6,73438;2,1;9;0;-355,488;0;0;-0,3703;0;0;0;0;0,9826
01/01/2007 6:00;0;79,4542;79,0972;0;0;0,996353;0,994939;0;19,6916;0;0;0;0;0,232979;1,4378;0,564195;0;0;999;110,129;101,311;6,65625;1,6;9;0;-355,488;0;0;-0,3703;0;0;0;0;0,94152
01/01/2007 7:00;0;77,0736;76,7237;0;0;0,977468;0,992985;0;29,063;0;0;0;0;0,229819;1,3983;0,548695;0;0;999;119,07;90,744;6,5;2,3;9;0;-355,488;0;0;-0,3703;0;0;0;0;0,874086
01/01/2007 8:00;0;74,7559;74,4184;0;0,565218;0,943131;0,992166;0,648386;38,2156;0;-76,7365;0;0;0,22591;1,33074;0,522184;0;0;999;128,971;81,5633;6,92188;2;9,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,785689
01/01/2007 9:00;0;128,576;158,545;135,243;1;0,88315;0,991098;1;47,4513;0,425634;-64,8269;35,156;53,0694;0,341805;3,59447;1,41047;78,48;0;999;140,283;73,331;7,50937;3,7;10,4;200;-355,488;0;0;-0,3703;0;0;0;0;0,676216
01/01/2007 10:00;0;144,332;144,791;10,2527;1;0,797605;0,989848;1;55,278;0,0956855;-46,5414;2,40397;4,02317;0,342848;3,53026;1,38527;7,0632;0;999;153,296;66,9639;7,42813;3;11,1;18;-355,488;0;0;-0,3703;0;0;0;0;0,569595
01/01/2007 11:00;0;146,263;147,276;14,6836;1;0,705307;0,988651;1;60,6953;0,108782;-22,4338;3,0408;5,76186;0,347376;3,60053;1,41285;11,772;0;999;167,91;63,0938;7,91562;2,8;11,9;30;-355,488;0;0;-0,3703;0;0;0;0;0,489455
01/01/2007 12:00;0;158,914;166,269;52,457;1;0,675257;0,98828;1;62,0717;0,187349;6,46775;10,3965;20,5841;0,408233;4,47115;1,75448;43,9488;0;999;183,417;62,2091;8,30313;3,3;12,6;112;-355,488;0;0;-0,3703;0;0;0;0;0,468366
01/01/2007 13:00;0;193,164;212,66;115,49;1;0,741648;0,98911;1;58,809;0,245536;33,9083;25,1605;45,3183;0,6992;7,58329;2,97568;87,5052;0;999;198,662;64,4367;8,6125;3,7;13,3;223;-355,488;0;0;-0,3703;0;0;0;0;0,517893
01/01/2007 14:00;0;266,376;311,621;244,27;1;0,837149;0,990402;1;52,1393;0,319216;55,4432;60,1475;95,8516;2,37206;20,1881;7,92182;156,175;0;999;212,628;69,4686;8,87813;3,3;13,8;398;-355,488;0;0;-0,3703;0;0;0;0;0,613744
01/01/2007 15:00;286,347;293;393;516,658;1;0,911884;0,991577;0,882238;43,6467;0,371935;71,8095;122,402;202,736;4,5017;34,8976;13,6938;280,174;69,9438;999;224,885;76,7291;9,43437;4,7;14,2;714;16782;19,2942;19,2942;17,4813;0;0;0;50,9547;0,72361
01/01/2007 16:00;0;323,542;318,995;81,1963;0,0975878;0,961138;0,99256;0;34,0515;0;79,9568;0;31,8614;3,54387;27,3171;10,7192;38,4552;0;999;235,537;85,5465;9,30313;3,5;13,6;98;-355,488;0;0;-0,3703;0;0;0;0;0,828534
01/01/2007 17:00;0;304,894;301,028;0;0;0,987558;0,993439;0;24,8884;0;0;0;0;2,861;22,905;8,98791;0;0;999;244,965;95,2569;8,97656;4;13;0;-355,488;0;0;-0,3703;0;0;0;0;0,907129
01/01/2007 18:00;0;288,982;285,651;0;0;1,00071;0,996045;0;15,6246;0;0;0;0;2,36354;19,4732;7,64128;0;0;999;253,652;106,123;10,1344;3;12,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,963047
01/01/2007 19:00;0;275,15;272,231;0;0;1,00356;0,998287;0;6,90671;0;0;0;0;1,98458;16,9037;6,63302;0;0;999;262,153;117,478;10,65;3;11,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,992743
01/01/2007 20:00;0;262,923;260,324;0;0;1,00077;0,999771;0;0,927321;0;0;0;0;1,6968;14,9136;5,85211;0;0;999;271,208;129,069;9,65938;3,3;11,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,999869
01/01/2007 21:00;0;252,069;249,754;0;0;1,00363;0,998137;0;7,50536;0;0;0;0;1,47206;13,1471;5,15893;0;0;999;282,083;140,603;9,45;2,3;10,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,991433
01/01/2007 22:00;0;242,322;240,236;0;0;1,00272;0,99687;0;12,4819;0;0;0;0;1,29295;11,7368;4,60552;0;0;999;297,6;151,543;8,92813;1,8;10,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,976364
01/01/2007 23:00;0;233,471;231,573;0;0;1,00086;0,996094;0;15,4411;0;0;0;0;1,14608;10,5904;4,15568;0;0;999;324,867;160,392;8,42813;1,6;9,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,963905
02/01/2007 0:00;0;225,327;223,581;0;0;1,00022;0,99589;0;16,2046;0;0;0;0;1,02789;9,6783;3,79776;0;0;999;10,5493;162,998;7,72812;1,8;8,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,960271
02/01/2007 1:00;0;217,691;216,055;0;0;1,00152;0,996328;0;14,5565;0;0;0;0;0,933397;9,02078;3,53975;0;0;999;49,0242;157,021;6,49375;3;7,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,9679
02/01/2007 2:00;0;210,502;208,968;0;0;1,00337;0,997338;0;10,6606;0;0;0;0;0,84521;8,42903;3,30755;0;0;999;69,9323;146,957;6,30625;4,5;7,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,98274
02/01/2007 3:00;0;203,801;202,381;0;0;1,00305;0,998786;0;4,90855;0;0;0;0;0,769986;7,75098;3,04148;0;0;999;82,9155;135,659;5,90625;4;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,996333
02/01/2007 4:00;0;197,479;196,145;0;0;1,00175;0,999433;0;2,29735;0;0;0;0;0,705676;7,24472;2,84283;0;0;999;92,7867;124,052;5,58437;4,7;6,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,999196
02/01/2007 5:00;0;191,557;190,318;0;0;1,00339;0,997361;0;10,5695;0;0;0;0;0,650214;6,67467;2,61914;0;0;999;101,489;112,527;5,28438;3,7;6,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,983033
02/01/2007 6:00;0;185,916;184,743;0;0;0,996533;0,994977;0;19,5554;0;0;0;0;0,602136;6,29338;2,46952;0;0;999;109,992;101,344;4,98438;4,5;6;0;-355,488;0;0;-0,3703;0;0;0;0;0,942318
02/01/2007 7:00;0;180,646;179,562;0;0;0,977847;0,992996;0;28,9262;0;0;0;0;0,559056;5,75263;2,25733;0;0;999;118,933;90,7653;4,98438;2,6;6;0;-355,488;0;0;-0,3703;0;0;0;0;0,875244
02/01/2007 8:00;0;175,633;174,609;3,93583;0,563144;0,943797;0,99218;0,647592;38,0785;0;-76,7531;0,399172;1,54442;0,518868;5,40835;2,12224;1,962;0;999;128,831;81,5687;5,38438;2,8;6,4;5;-355,488;0;0;-0,3703;0;0;0;0;0,787166
02/01/2007 9:00;0;216,79;244,34;136,945;1;0,884282;0,991116;1;47,3169;0,382248;-64,875;35,6446;53,737;1,1483;10,6969;4,19747;79,2648;0;999;140,139;73,3162;6,19375;2,7;7,6;202;-355,488;0;0;-0,3703;0;0;0;0;0,677943
02/01/2007 10:00;0;290,253;334,696;265,71;1;0,799375;0,989872;1;55,1507;0,268694;-46,634;62,4412;104,265;3,39516;25,5312;10,0184;182,466;0;999;153,152;66,9243;5,5875;3;8,4;465;-355,488;0;0;-0,3703;0;0;0;0;0,571419
02/01/2007 11:00;155,615;293;393;364,888;1;0,707535;0,988679;1;60,587;0,197709;-22,6037;75,8046;143,182;4,72333;34,2472;13,4386;291,553;38,011;999;167,774;63,0269;6,59688;2,3;9,8;743;-400,329;0;0;-0,417009;0;19,0218;0;0;0,491101
02/01/2007 12:00;61,8133;293;393;167,138;1;0,67693;0,988301;1;61,9989;0,108083;6,22583;33,2078;65,5849;4,69776;34,178;13,4114;139,694;15,0987;999;183,3;62,1162;6,8625;3,3;10,3;356;-365,611;0;0;-0,380845;0;15,0987;0;0;0,469488
02/01/2007 13:00;0;323,345;318,752;2,07361;1;0,742258;0,989118;1;58,7749;0;33,6602;0,452129;0,813683;3,69516;27,2924;10,7095;1,5696;0;999;198,573;64,323;7,84688;3,7;9,8;4;-355,488;0;0;-0,3703;0;0;0;0;0,518402
02/01/2007 14:00;84,3561;293;393;214,849;1;0,837239;0,990403;1;52,1314;0,25333;55,2291;52,9087;84,3066;4,70286;34,1833;13,4135;137,34;20,605;999;212,568;69,3412;6,99687;2,7;10,2;350;-372,751;0;0;-0,388283;0;1,61584;0;0;0,613853
02/01/2007 15:00;0;323,338;318,743;36,1775;1;0,91185;0,991577;0,890708;43,6517;0;71,6287;8,65279;14,196;3,69484;27,3059;10,7148;19,62;0;999;224,85;76,5943;6,83125;3,5;9,8;50;-355,488;0;0;-0,3703;0;0;0;0;0,723549
02/01/2007 16:00;0;304,553;300,66;24,0251;0,110422;0,961106;0,992559;0;34,0601;0;79,87;0;9,42744;2,98886;22,7756;8,93715;11,3796;0;999;235,521;85,4121;6,52188;2,7;9,1;29;-355,488;0;0;-0,3703;0;0;0;0;0,828451
02/01/2007 17:00;0;288,469;285,102;0;0;0,987542;0,993437;0;24,8961;0;0;0;0;2,46545;19,4801;7,64398;0;0;999;244,963;95,117;6,56875;3;8,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,907072
02/01/2007 18:00;0;274,56;271,626;0;0;1,00071;0,996045;0;15,6267;0;0;0;0;2,07167;16,7704;6,58072;0;0;999;253,661;105,983;5,75625;2,1;8,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,963037
02/01/2007 19:00;0;262,34;259,745;0;0;1,00356;0,998289;0;6,89953;0;0;0;0;1,7741;14,6764;5,75903;0;0;999;262,171;117,339;5,54688;1,6;7,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,992758
02/01/2007 20:00;0;251,467;249,147;0;0;1,00079;0,999766;0;0,947008;0;0;0;0;1,53814;12,9996;5,10105;0;0;999;271,231;128,93;5,59375;1,3;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,999863
02/01/2007 21:00;0;241,696;239,605;0;0;1,00364;0,998128;0;7,54028;0;0;0;0;1,34974;11,6118;4,55646;0;0;999;282,104;140,463;5,64063;1;6,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,991353
02/01/2007 22:00;0;232,838;230,941;0;0;1,0027;0,996856;0;12,5351;0;0;0;0;1,19886;10,4454;4,09876;0;0;999;297,592;151,403;4,9625;0,7;5,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,976163
02/01/2007 23:00;0;224,759;223,029;0;0;1,00081;0,996075;0;15,5126;0;0;0;0;1,07368;9,44141;3,70481;0;0;999;324,716;160,26;4,85313;0,4;5,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,963572
03/01/2007 0:00;0;217,332;215,744;0;0;1,00014;0,995866;0;16,2963;0;0;0;0;0,969688;8,59537;3,37282;0;0;999;10,1268;162,923;4,76563;0,2;5;0;-355,488;0;0;-0,3703;0;0;0;0;0,959823
03/01/2007 1:00;0;210,435;208,964;0;0;1,00145;0,996298;0;14,6687;0;0;0;0;0,879407;7,91354;3,10527;0;0;999;48,6541;157,018;4,62187;0,2;4,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,967406
03/01/2007 2:00;0;203,936;202,555;0;0;1,00334;0,997306;0;10,7855;0;0;0;0;0,802161;7,40334;2,90507;0;0;999;69,6742;146,985;4,0875;0,5;4,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,982334
03/01/2007 3:00;0;197,863;196,582;0;0;1,0031;0,998753;0;5,04122;0;0;0;0;0,734477;6,82117;2,67663;0;0;999;82,7186;135,697;4,14375;0,3;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,996132
03/01/2007 4:00;0;192,157;190,96;0;0;1,00166;0,999467;0;2,16011;0;0;0;0;0,67756;6,32731;2,48283;0;0;999;92,6214;124,092;3,94375;0,2;4,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,999289
03/01/2007 5:00;0;186,755;185,63;0;0;1,00343;0,997397;0;10,4297;0;0;0;0;0,627454;5,915;2,32105;0;0;999;101,339;112,562;3,76563;0,2;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,983478
03/01/2007 6:00;0;181,603;180,539;0;0;0,996717;0,995016;0;19,4144;0;0;0;0;0,58297;5,5716;2,1863;0;0;999;109,85;101,372;3,96094;0,3;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,943139
03/01/2007 7:00;0;176,673;175,664;0;0;0,978235;0,993007;0;28,7846;0;0;0;0;0,544105;5,25805;2,06326;0;0;999;118,792;90,7807;3,96094;0,4;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,876436
03/01/2007 8:00;0;184,64;190,032;88,333;0,561582;0,94448;0,992194;0,64698;37,937;0,134844;-76,7658;8,932;34,6619;0,61892;6,08273;2,38686;43,9488;0;999;128,687;81,5678;5,76563;0,6;6;112;-355,488;0;0;-0,3703;0;0;0;0;0,788687
03/01/2007 9:00;38,3334;293;393;462,216;1;0,885446;0,991135;1;47,1775;0,383349;-64,9157;120,468;181,374;4,79546;34,1052;13,3829;266,832;9,3634;999;139,992;73,2944;7,30625;0,7;8,4;680;-358,983;0;0;-0,373941;0;0;0;0;0,679729
03/01/2007 10:00;352,661;293;393;442,602;1;0,801205;0,989897;1;55,018;0,284359;-46,7189;104,251;173,677;4,68755;34,204;13,4216;302,933;86,1418;999;153,005;66,8774;7,375;1,5;10,5;772;27033,3;30,6141;30,6141;28,1597;0;0;0;76,516;0,573319
03/01/2007 11:00;298,18;293;393;435,672;1;0,709875;0,988708;1;60,4724;0,209968;-22,7668;90,8119;170,958;4,59646;34,1012;13,3813;346,882;72,8342;999;167,637;62,9526;8,15938;1,6;12,3;884;25530,6;28,9885;28,9885;26,5943;0;0;0;72,8342;0,492842
03/01/2007 12:00;236,093;293;393;379,401;1;0,678758;0,988323;1;61,9189;0,182337;5,98672;75,5867;148,877;4,53147;34,1148;13,3866;316,274;57,6686;999;183,185;62,016;8,83438;2,2;13,6;806;19631,6;22,2691;22,2691;20,4496;0;0;0;57,6686;0,470721
03/01/2007 13:00;335,706;293;393;457,776;1;0,742998;0,989127;1;58,7335;0,236928;33,4102;99,9139;179,631;4,49675;34,1919;13,4169;346,097;82,0002;999;198,487;64,2024;9,3;2;14,3;882;29334,3;33,029;33,029;30,5566;0;0;0;82,0002;0,51902
03/01/2007 14:00;465,323;293;393;534,232;1;0,837409;0,990405;1;52,1164;0,332937;55,0107;131,587;209,632;4,48686;34,2493;13,4394;341,388;113,661;999;212,513;69,2076;9,26563;1,5;14,5;870;42343,2;46,8654;46,8654;44,1075;0;0;0;113,661;0,614059
03/01/2007 15:00;337,811;293;393;416,053;1;0,911861;0,991577;0,899398;43,65;0,365707;71,443;100,482;163,259;4,5265;34,2535;13,4411;225,63;82,5144;999;224,821;76,4543;8,62187;1,9;13,7;575;29547;33,255;33,255;30,7782;0;0;0;82,5144;0,72357
03/01/2007 16:00;0;323,381;318,797;239,416;0,123625;0,961098;0,992559;0,501396;34,0622;0;79,7807;4,20434;93,947;3,58659;27,5021;10,7918;113,404;0;999;235,511;85,2731;8,025;3,3;12,4;289;-355,488;0;0;-0,3703;0;0;0;0;0,82843
03/01/2007 17:00;0;304,599;300,706;0;0;0,98754;0,993437;0;24,8974;0;0;0;0;2,89992;23,0079;9,02831;0;0;999;244,968;94,9732;8,24063;5;11,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,907063
03/01/2007 18:00;0;288,529;285,165;0;0;1,00072;0,996046;0;15,6222;0;0;0;0;2,39842;19,628;7,70204;0;0;999;253,678;105,84;8,02656;4,5;10,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,963058
03/01/2007 19:00;0;274,666;271,743;0;0;1,00356;0,998292;0;6,88558;0;0;0;0;2,01996;16,827;6,6029;0;0;999;262,197;117,196;7,52188;2,7;10,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,992788
03/01/2007 20:00;0;262,456;259,862;0;0;1,00081;0,99976;0;0,973697;0;0;0;0;1,73333;14,7749;5,79768;0;0;999;271,264;128,788;7,19063;2,4;9,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,999856
03/01/2007 21:00;0;251,522;249,188;0;0;1,00364;0,998118;0;7,58244;0;0;0;0;1,50683;13,1846;5,17363;0;0;999;282,137;140,32;6,78125;2,7;8,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,991256
03/01/2007 22:00;0;241,665;239,556;0;0;1,00267;0,99684;0;12,5956;0;0;0;0;1,32579;11,8024;4,63127;0;0;999;297,598;151,258;6,29375;2,4;7,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,975933
03/01/2007 23:00;0;232,674;230,748;0;0;1,00075;0,996056;0;15,5848;0;0;0;0;1,1766;10,7028;4,19979;0;0;999;324,549;160,088;5,90625;2,6;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,963234
04/01/2007 0:00;0;224,422;222,655;0;0;1,00004;0,995838;0;16,3997;0;0;0;0;1,05702;9,7331;3,81927;0;0;999;9,60624;162,82;5,00625;2,4;6,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,959315
04/01/2007 1:00;0;216,77;215,135;0;0;1,00134;0,99626;0;14,8152;0;0;0;0;0,959908;8,93755;3,50709;0;0;999;48,18;157,004;4,1625;2,4;5,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,966756
04/01/2007 2:00;0;209,558;208,021;0;0;1,00329;0,997264;0;10,9511;0;0;0;0;0,875432;8,36427;3,28214;0;0;999;69,3394;147,011;3,31875;3,7;4,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,98179
04/01/2007 3:00;0;202,765;201,326;0;0;1,00316;0,998709;0;5,21519;0;0;0;0;0,797451;7,79677;3,05945;0;0;999;82,4622;135,738;2,975;4,5;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,99586
04/01/2007 4:00;0;196,368;195,021;0;0;1,00154;0,999511;0;1,98193;0;0;0;0;0,730967;7,2532;2,84616;0;0;999;92,4061;124,134;2,70937;4,7;3,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,999402
04/01/2007 5:00;0;190,412;189,169;0;0;1,00347;0,997443;0;10,2493;0;0;0;0;0,673937;6,62824;2,60092;0;0;999;101,145;112,6;2,30938;3;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,984043
04/01/2007 6:00;0;184,829;183,672;0;0;0,99695;0,995066;0;19,2327;0;0;0;0;0,624375;6,11612;2,39996;0;0;999;109,665;101,398;2,0875;2,1;2,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,944189
04/01/2007 7:00;0;179,534;178,445;0;0;0,978729;0,993022;0;28,6021;0;0;0;0;0,579827;5,72297;2,24569;0;0;999;118,609;90,7918;2,14375;2;2,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,877965
04/01/2007 8:00;0;187,13;192,337;88,5509;0,560534;0,945348;0,992212;0,646237;37,7553;0,129875;-76,7813;8,93543;34,7474;0,659684;6,54409;2,5679;43,9488;0;999;128,503;81,5582;3,29688;2,2;4;112;-355,488;0;0;-0,3703;0;0;0;0;0,790633
04/01/2007 9:00;44,9022;293;393;463,762;1;0,886917;0,991158;1;46,9996;0,384506;-64,9661;121,075;181,98;4,92624;34,5316;13,5502;266,832;10,9679;999;139,805;73,2582;4,80625;1,9;5,9;680;-360,754;0;0;-0,375786;0;0;0;0;0,682004
04/01/2007 10:00;354,568;293;393;444,42;1;0,803455;0,989928;1;54,8532;0,285897;-46,8316;104,976;174,39;4,83183;34,4983;13,5371;302,933;86,6075;999;152,82;66,8094;5,90312;2,4;7,7;772;27896,8;31,5266;31,5266;29,0591;0;0;0;78,5863;0,575674
04/01/2007 11:00;300,099;293;393;437,471;1;0,712587;0,988742;1;60,3383;0,21132;-22,9776;91,5384;171,664;4,75415;34,3562;13,4814;346,882;73,3029;999;167,466;62,8501;6,15312;2,3;9,2;884;25725,6;29,1957;29,1957;26,7975;0;0;0;73,3029;0,494877
04/01/2007 12:00;236,512;293;393;380,449;1;0,680674;0,988347;1;61,8344;0,182661;5,69889;76,0113;149,288;4,70286;34,4992;13,5375;316,274;57,7709;999;183,043;61,8814;6,7625;3,7;10,2;806;19674,4;22,3144;22,3144;20,4941;0;0;0;57,7709;0,472021
04/01/2007 13:00;335,505;293;393;458,274;1;0,743674;0,989136;1;58,6956;0,236787;33,131;100,114;179,827;4,67228;34,3805;13,4909;346,097;81,9513;999;198,385;64,0432;7,20625;2,4;10,8;882;29314,1;33,0075;33,0075;30,5355;0;0;0;81,9513;0,519585
04/01/2007 14:00;464,437;293;393;534,378;1;0,837547;0,990407;1;52,1042;0,332303;54,7793;131,645;209,69;4,67228;34,4762;13,5285;341,388;113,444;999;212,451;69,0332;6,97188;2;10,8;870;42254,3;46,7707;46,7707;44,0149;0;0;0;113,444;0,614228
04/01/2007 15:00;340,98;293;393;416,076;1;0,911883;0,991577;0,908378;43,6467;0,369138;71,2508;101,493;163,268;4,71309;34,3827;13,4918;225,63;83,2885;999;224,792;76,2729;6,5625;2;10;575;29867,1;33,5951;33,5951;31,1116;0;0;0;83,2885;0,72361
04/01/2007 16:00;0;323,248;318,632;239,427;0,137187;0,961113;0,99256;0,505863;34,0583;0;79,6886;4,70741;93,9513;3,73362;27,372;10,7408;113,404;0;999;235,508;85,0939;5,675;2,2;8,8;289;-355,488;0;0;-0,3703;0;0;0;0;0,828468
04/01/2007 17:00;0;304,436;300,54;0;0;0,987558;0,993439;0;24,8888;0;0;0;0;3,0176;22,728;8,91846;0;0;999;244,983;94,7889;6,09062;2,6;8,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,907127
04/01/2007 18:00;0;288,366;285,003;0;0;1,00073;0,99605;0;15,605;0;0;0;0;2,49405;19,377;7,60352;0;0;999;253,708;105,657;6,11562;2,3;7,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,963139
04/01/2007 19:00;0;274,391;271,441;0;0;1,00356;0,998299;0;6,85705;0;0;0;0;2,09729;16,8198;6,60011;0;0;999;262,239;117,015;5,59375;2,4;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,992847
04/01/2007 20:00;0;262,129;259,526;0;0;1,00084;0,999749;0;1,01575;0;0;0;0;1,79583;14,6733;5,7578;0;0;999;271,316;128,607;5,38438;1,6;6,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,999843
04/01/2007 21:00;0;251,162;248,822;0;0;1,00364;0,998103;0;7,63893;0;0;0;0;1,55748;13,0931;5,13775;0;0;999;282,191;140,138;4,8625;1,9;5,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,991125
04/01/2007 22:00;0;241,274;239,159;0;0;1,00263;0,996822;0;12,666;0;0;0;0;1,36669;11,7346;4,60466;0;0;999;297,623;151,072;4,34062;1,8;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,975665
04/01/2007 23:00;0;232,291;230,367;0;0;1,00068;0,996033;0;15,6713;0;0;0;0;1,2119;10,5855;4,15375;0;0;999;324,435;159,943;4,20937;1,6;4,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,962827
05/01/2007 0:00;0;223,927;222,135;0;0;0,999945;0,99581;0;16,5042;0;0;0;0;1,07743;9,85142;3,8657;0;0;999;9,19498;162,726;3,3625;3,5;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,958799
05/01/2007 1:00;0;216,133;214,469;0;0;1,00125;0,996226;0;14,9407;0;0;0;0;0,966383;9,11186;3,57549;0;0;999;47,7893;156,984;2,98438;4,5;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,966193
05/01/2007 2:00;0;208,947;207,42;0;0;1,00325;0,997228;0;11,0897;0;0;0;0;0,871424;8,29437;3,25471;0;0;999;69,0595;147,026;2,8625;3,5;3,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,981327
05/01/2007 3:00;0;202,293;200,886;0;0;1,00321;0,998673;0;5,36095;0;0;0;0;0,790845;7,58935;2,97806;0;0;999;82,247;135,764;2,68438;2,7;3,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,995626
05/01/2007 4:00;0;195,963;194,628;0;0;1,00144;0,999548;0;1,83249;0;0;0;0;0,721302;7,18801;2,82058;0;0;999;92,2254;124,162;2,58437;4,5;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,999489
05/01/2007 5:00;0;190,023;188,783;0;0;1,0035;0,997481;0;10,0982;0;0;0;0;0,662323;6,63287;2,60274;0;0;999;100,983;112,623;2,875;3,7;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,984509
05/01/2007 6:00;0;184,358;183,183;0;0;0,997141;0,995108;0;19,081;0;0;0;0;0,611202;6,26571;2,45866;0;0;999;109,511;101,413;2,61875;4,7;3,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,945057
05/01/2007 7:00;0;179,039;177,947;0;0;0,979136;0,993034;0;28,4505;0;0;0;0;0,566087;5,76849;2,26355;0;0;999;118,458;90,7936;2,5625;3,3;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,879229
