Time stamp;Field HTF mass flow rate total | (kg/s);Field HTF temperature cold header inlet | (C);Field HTF temperature hot header outlet | (C);Field collector DNI-cosine product | (W/m2);Field collector fraction of time period tracking;Field collector incidence angle modifier;Field collector optical end loss;Field collector row shadowing loss;Field collector solar incidence angle | (deg);Field collector thermal and optical efficiency;Field collector tracking angle | (deg);Field thermal power absorbed | (MWt);Field thermal power incident after cosine | (MWt);Field thermal power pipe losses | (MWt);Field thermal power receiver heat loss | (kJ/hr-m2);Field thermal power receiver total loss | (MWt);Field thermal power total incident | (MWt);Field thermal power total produced | (MWt);Resource Pressure | (mbar);Resource Solar Azimuth | (deg);Resource Solar Zenith | (deg);Resource Wet bulb temperature | (C);Resource Wind Speed | (m/s);Resource Dry bulb temperature | (C);Resource Beam normal irradiance | (W/m2);System power generated | (kW);Cycle electrical power output (gross) | (MWe);"Cycle electrical power output (gross; solar share) | (MWe)";Cycle electrical power output (net) | (MWe);Cycle thermal energy dumped - TES is full | (MWt);Cycle thermal energy dumped - min, load requirement | (MWt);Cycle thermal energy dumped - solar field | (MWt);Cycle thermal power input | (MWt);Field collector cosine efficiency
21/01/2007 20:00;0;273,485;270,491;0;0;1,00199;0,999337;0;2,6835;0;0;0;0;2,02212;17,3172;6,79526;0;0;999;273,351;125,777;6,06563;9,1;8,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,998903
21/01/2007 21:00;0;261,002;258,354;0;0;1,00358;0,99761;0;9,59407;0;0;0;0;1,72416;15,1663;5,95126;0;0;999;284,498;137,248;5,93437;8,1;8,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,986013
21/01/2007 22:00;0;249,803;247,414;0;0;1,00125;0,996227;0;14,9401;0;0;0;0;1,49092;13,5803;5,32889;0;0;999;299,901;148,014;5,625;9,4;7,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,966196
21/01/2007 23:00;0;239,712;237,558;0;0;0,998187;0,995349;0;18,206;0;0;0;0;1,30339;12,1509;4,76802;0;0;999;324,813;156,68;5,3375;8,8;6,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,94994
22/01/2007 0:00;0;230,486;228,513;0;0;0,996939;0,995064;0;19,2414;0;0;0;0;1,15075;11,0592;4,33963;0;0;999;3,66681;159,942;5,05;9,9;6,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,944139
22/01/2007 1:00;0;222,086;220,294;0;0;0,99846;0,995415;0;17,963;0;0;0;0;1,02691;9,9495;3,90419;0;0;999;40,4837;155,427;4,68437;7,8;5,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,951256
22/01/2007 2:00;0;214,229;212,554;0;0;1,0017;0,996396;0;14,2962;0;0;0;0;0,922621;9,27265;3,63859;0;0;999;63,2005;146,215;4,10625;10,4;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,969032
22/01/2007 3:00;0;206,984;205,449;0;0;1,00366;0,997855;0;8,62622;0;0;0;0;0,832452;8,42476;3,30588;0;0;999;77,5762;135,254;4,19688;8,4;4,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,988688
22/01/2007 4:00;0;200,258;198,839;0;0;1,00115;0,999648;0;1,42412;0;0;0;0;0,757018;7,7288;3,03278;0;0;999;88,2768;123,721;3,89687;7,3;4,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,999691
22/01/2007 5:00;0;193,962;192,642;0;0;1,00356;0,998294;0;6,8776;0;0;0;0;0,692173;7,14682;2,80441;0;0;999;97,4562;112,116;4,0875;6,8;4,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,992804
22/01/2007 6:00;0;188,134;186,922;0;0;1,00048;0,995972;0;15,8988;0;0;0;0;0,637919;6,48466;2,54458;0;0;999;106,222;100,741;3,8875;4;4,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,961747
22/01/2007 7:00;0;182,638;181,502;0;0;0,986704;0,993317;0;25,294;0;0;0;0;0,589674;6,04034;2,37023;0;0;999;115,295;89,7654;3,96562;3,7;4,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,904128
22/01/2007 8:00;0;187,649;191,227;59,3454;0,630633;0,959453;0,992521;0,66951;34,4884;0,138136;-76,2962;7,08626;23,2871;0,634494;6,49601;2,54903;28,2528;0;999;125,265;80,2949;5,30625;2,8;6,4;72;-355,488;0;0;-0,3703;0;0;0;0;0,824241
22/01/2007 9:00;32,7937;293;393;440,375;1;0,911605;0,991572;1;43,688;0,417627;-64,3047;118,219;172,803;4,76961;34,7816;13,6483;238,972;8,01025;999;136,67;71,5458;6,55625;3,7;8,9;609;-357,54;0;0;-0,372438;0;0;0;0;0,723111
22/01/2007 10:00;446,939;293;393;513,603;1;0,843679;0,990497;1;51,5526;0,336818;-46,8381;127,465;201,538;4,65198;34,7674;13,6427;324,122;109,17;999;149,924;64,5899;7,60625;3,7;11,2;826;35962,6;40,1158;40,1158;37,461;0;0;0;98,1914;0,621796
22/01/2007 11:00;328,359;293;393;434,735;1;0,769274;0,989469;1;57,1758;0,25486;-24,4361;98,2744;170,59;4,56138;34,4223;13,5073;314,705;80,2057;999;165,059;60,1213;8,23438;3;13;802;28591,4;32,2397;32,2397;29,7827;0;0;0;80,2057;0,542063
22/01/2007 12:00;306,504;293;393;429,015;1;0,736675;0,989046;1;59,0834;0,228495;2,3306;92,832;168,345;4,48686;34,3467;13,4776;327,654;74,8674;999;181,395;58,7362;8,79688;3;14,5;835;26376,2;29,8866;29,8866;27,4752;0;0;0;74,8674;0,51379
22/01/2007 13:00;351,51;293;393;453,223;1;0,779198;0,9896;1;56,5392;0,266191;28,7133;103,789;177,845;4,43768;34,3807;13,491;322,553;85,8607;999;197,615;60,6524;9,25;3;15,5;822;30929,5;34,7242;34,7242;32,2183;0;0;0;85,8607;0,551367
22/01/2007 14:00;484,205;293;393;541,372;1;0,855426;0,99067;1;50,4383;0,354599;50,3807;136,251;212,434;4,41811;34,5569;13,5601;333,54;118,273;999;212,472;65,5729;9,9625;3;15,9;850;44242,4;48,8876;48,8876;46,0859;0;0;0;118,273;0,636909
22/01/2007 15:00;232,784;293;393;276,029;1;0,920796;0,991736;1;42,2664;0,388482;67,2332;74,8597;108,314;4,44748;34,5362;13,552;146,365;56,8602;999;225,414;72,8677;9,59688;5;15,3;373;19293,6;21,9106;21,9106;20,0976;0;0;0;56,8602;0,740025
22/01/2007 16:00;8,36968;293;393;273,095;0,42936;0,965623;0,992669;0,602881;32,8291;0,0160307;77,6826;20,1239;107,162;4,50665;34,5893;13,5728;127,53;2,0444;999;236,56;81,8428;9,56875;5;14,1;325;-355,488;0;0;-0,3703;0;2,0444;0;0;0,840292
22/01/2007 17:00;0;323,349;318,757;4,58126;0;0,990074;0,993817;0;23,6157;0;0;0;1,79769;3,58504;27,5658;10,8168;1,962;0;999;246,359;91,5932;8,65;6,3;12,4;5;-355,488;0;0;-0,3703;0;0;0;0;0,916253
22/01/2007 18:00;0;304,453;300,535;0;0;1,00175;0,996415;0;14,2248;0;0;0;0;2,89069;23,2253;9,1136;0;0;999;255,358;102,563;9,31719;7,3;11,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,969339
22/01/2007 19:00;0;288,329;284,955;0;0;1,00318;0,998691;0;5,28764;0;0;0;0;2,38897;19,7213;7,73862;0;0;999;264,165;113,988;8,55625;5,7;10,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,995745
22/01/2007 20:00;0;274,313;271,355;0;0;1,00208;0,999298;0;2,84286;0;0;0;0;2,00988;17,1015;6,71064;0;0;999;273,542;125,595;8,14688;5,5;10,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,998769
22/01/2007 21:00;0;262,021;259,412;0;0;1,00355;0,997565;0;9,77094;0;0;0;0;1,72033;14,908;5,84989;0;0;999;284,715;137,059;7,525;4;9,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,985494
22/01/2007 22:00;0;251,041;248,699;0;0;1,0011;0,996175;0;15,1358;0;0;0;0;1,49438;13,2666;5,2058;0;0;999;300,133;147,808;6,88125;4;8,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,96531
22/01/2007 23:00;0;241,141;239,024;0;0;0,997946;0,995292;0;18,415;0;0;0;0;1,31379;11,8846;4,66352;0;0;999;324,955;156,447;6,47188;3,7;7,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,948793
23/01/2007 0:00;0;232,044;230,095;0;0;0,996661;0,995004;0;19,457;0;0;0;0;1,16386;10,8861;4,2717;0;0;999;3,44813;159,714;6,08437;5,2;7,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,942892
23/01/2007 1:00;0;223,765;221,996;0;0;0,998207;0,995354;0;18,1886;0;0;0;0;1,04367;9,77472;3,8356;0;0;999;40,054;155,264;5,675;3,5;6,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,950034
23/01/2007 2:00;0;216,207;214,595;0;0;1,00154;0,996335;0;14,529;0;0;0;0;0,946351;8,8048;3,455;0;0;999;62,8144;146,102;5,1875;1,9;5,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,968021
23/01/2007 3:00;0;209,145;207,64;0;0;1,00365;0,997796;0;8,8583;0;0;0;0;0,856048;8,18264;3,21087;0;0;999;77,2564;135,165;5,16094;2,6;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,988072
23/01/2007 4:00;0;202,561;201,167;0;0;1,00131;0,999592;0;1,65142;0;0;0;0;0,781175;7,52848;2,95417;0;0;999;88,0034;123,639;4,76094;2,2;4,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,999585
23/01/2007 5:00;0;196,365;195,059;0;0;1,00352;0,99835;0;6,65608;0;0;0;0;0,716146;7,01198;2,7515;0;0;999;97,2121;112,031;4,46094;2,4;4,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,99326
23/01/2007 6:00;0;190,536;189,316;0;0;1,00067;0,99603;0;15,6822;0;0;0;0;0,659637;6,50417;2,55223;0;0;999;105,996;100,647;4,14375;2,1;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,962776
23/01/2007 7:00;0;185,053;183,916;0;0;0,987158;0,993382;0;25,08;0;0;0;0;0,609548;6,02406;2,36384;0;0;999;115,081;89,6842;3,90938;1,6;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,905717
23/01/2007 8:00;0;179,828;178,752;2,47893;0,639419;0,960269;0,99254;0,672485;34,2785;0;-76,2341;0,301721;0,972732;0,562088;5,68352;2,23021;1,1772;0;999;125,06;80,1639;4,40938;2,1;4,8;3;-355,488;0;0;-0,3703;0;0;0;0;0,82631
23/01/2007 9:00;0;206,293;223,967;88,5389;1;0,913062;0,991598;1;43,4705;0,405436;-64,1992;23,8069;34,7427;0,932036;8,83156;3,4655;47,8728;0;999;136,478;71,3875;5,2625;2;6,2;122;-355,488;0;0;-0,3703;0;0;0;0;0,725728
23/01/2007 10:00;0;301,485;366,104;354,284;1;0,846097;0,990532;1;51,3296;0,321366;-46,7629;88,1806;139,021;4,38121;31,3417;12,2985;222,491;0;999;149,756;64,402;6,25;2,6;7,5;567;-355,488;0;0;-0,3703;0;0;0;0;0,624839
23/01/2007 11:00;311,243;293;393;441,199;1;0,772838;0,989516;1;56,9505;0,258363;-24,4399;100,203;173,127;4,749;34,2406;13,436;317,452;76,0248;999;164,933;59,9054;6,56563;1,6;9,3;809;19319,2;21,9884;21,9884;20,1241;0;0;0;57,0357;0,545364
23/01/2007 12:00;242,236;293;393;355,177;1;0,740568;0,989096;1;58,869;0,219487;2,20305;77,2647;139,371;4,68755;34,1693;13,408;269,579;59,1691;999;181,33;58,5006;7,29688;2;10,5;687;20258,9;22,9346;22,9346;21,103;0;0;0;59,1691;0,516997
23/01/2007 13:00;0;323,521;318,97;53,7489;1;0,782057;0,989638;1;56,3504;0;28,4904;12,3543;21,0911;3,65653;27,0673;10,6212;38,0628;0;999;197,616;60,4102;7,54062;2;10,9;97;-355,488;0;0;-0,3703;0;0;0;0;0,554112
23/01/2007 14:00;322,837;293;393;440,334;1;0,85707;0,990695;1;50,2759;0,343678;50,1293;111,038;172,787;4,65198;34,3218;13,4679;270,364;78,8568;999;212,527;65,3359;7,52812;1,9;11,2;689;28032,4;31,6458;31,6458;29,2004;0;0;0;78,8568;0,639091
23/01/2007 15:00;14,1098;293;393;78,6222;1;0,921688;0,991753;1;42,1219;0,0828596;66,9891;21,3435;30,8514;4,67737;33,6892;13,2196;41,5944;3,4465;999;225,508;72,6427;7,18437;1,4;10,7;106;-353,011;0;0;-0,36772;0;3,4465;0;0;0,741719
23/01/2007 16:00;0;323,509;318,956;52,1748;0,447516;0,966084;0,99268;0,608935;32,6981;0;77,5569;4,04946;20,4734;3,70301;26,9705;10,5832;24,3288;0;999;236,68;81,6331;6,05;1,4;9,8;62;-355,488;0;0;-0,3703;0;0;0;0;0,841529
23/01/2007 17:00;0;304,914;301,061;3,66877;0;0,990326;0,993857;0;23,4809;0;0;0;1,43963;3,01018;22,4238;8,79911;1,5696;0;999;246,497;91,3933;5,4625;0,8;8,9;4;-355,488;0;0;-0,3703;0;0;0;0;0,917193
23/01/2007 18:00;0;289,031;285,707;0;0;1,00184;0,996452;0;14,0845;0;0;0;0;2,50314;19,0772;7,48591;0;0;999;255,514;102,373;4,5625;0,5;8;0;-355,488;0;0;-0,3703;0;0;0;0;0,969938
23/01/2007 19:00;0;275,247;272,337;0;0;1,00313;0,998729;0;5,1367;0;0;0;0;2,12192;16,4806;6,46697;0;0;999;264,339;113,804;3,79688;0,3;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,995984
23/01/2007 20:00;0;263,054;260,463;0;0;1,00217;0,999257;0;3,00875;0;0;0;0;1,82644;14,5342;5,7032;0;0;999;273,74;125,411;3,05312;0,4;6,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,998622
23/01/2007 21:00;0;252,199;249,883;0;0;1,00352;0,997518;0;9,95435;0;0;0;0;1,59408;12,8476;5,0414;0;0;999;284,941;136,868;2,46562;0,2;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,984946
23/01/2007 22:00;0;242,359;240,251;0;0;1,00095;0,996121;0;15,3378;0;0;0;0;1,4063;11,6033;4,55312;0;0;999;300,374;147,599;1,95625;0,4;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,964383
23/01/2007 23:00;0;233,387;231,464;0;0;0,997692;0,995233;0;18,6304;0;0;0;0;1,2532;10,496;4,11863;0;0;999;325,108;156,21;1,44688;0,4;3,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,947599
24/01/2007 0:00;0;225,215;223,465;0;0;0,99637;0,994943;0;19,6785;0;0;0;0;1,12804;9,44573;3,7065;0;0;999;3,24195;159,479;1,25;0,1;2,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,941597
24/01/2007 1:00;0;217,647;216,028;0;0;0,997941;0,995291;0;18,4191;0;0;0;0;1,0261;8,67046;3,40229;0;0;999;39,6282;155,092;0,40625;0,1;1,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,948771
24/01/2007 2:00;0;210,594;209,09;0;0;1,00138;0,996273;0;14,766;0;0;0;0;0,9383;7,99151;3,13587;0;0;999;62,4262;145,982;-0,359375;0,1;0,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,966975
24/01/2007 3:00;0;203,998;202,599;0;0;1,00364;0,997736;0;9,09411;0;0;0;0;0,857253;7,39076;2,90014;0;0;999;76,9333;135,069;-0,703125;0,1;0;0;-355,488;0;0;-0,3703;0;0;0;0;0,98743
24/01/2007 4:00;0;197,8;196,492;0;0;1,00147;0,999535;0;1,88197;0;0;0;0;0,787868;6,86521;2,69391;0;0;999;87,7266;123,551;-0,96875;0,1;-0,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,999461
24/01/2007 5:00;0;191,903;190,666;0;0;1,00348;0,998406;0;6,43169;0;0;0;0;0,72645;6,47117;2,53929;0;0;999;96,965;111,94;-1,525;0,3;-0,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,993706
24/01/2007 6:00;0;186,309;185,145;0;0;1,00085;0,996088;0;15,4629;0;0;0;0;0,673246;6,05258;2,37503;0;0;999;105,768;100,546;-1,76875;0,3;-1,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,963803
24/01/2007 7:00;0;180,95;179,844;0;0;0,98761;0,993447;0;24,8635;0;0;0;0;0,623854;5,73726;2,2513;0;0;999;114,864;89,5965;-1,7125;0,6;-1,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,907312
24/01/2007 8:00;0;186,473;190,36;59,6441;0,648704;0,961083;0,992559;0,675627;34,0662;0,150461;-76,1684;7,40579;23,4044;0,681285;6,30369;2,47357;28,2528;0;999;124,853;80,0268;-0,28125;0,6;0,5;72;-355,488;0;0;-0,3703;0;0;0;0;0,828391
24/01/2007 9:00;35,1806;293;393;443,578;1;0,91452;0,991624;1;43,25;0,422377;-64,0868;119,466;174,06;5,10275;34,2171;13,4268;238,972;8,5933;999;136,284;71,223;0,803125;0,6;2,6;609;-358,156;0;0;-0,37308;0;0;0;0;0,728371
24/01/2007 10:00;454,686;293;393;518,664;1;0,84852;0,990568;1;51,103;0,342656;-46,6802;129,469;203,524;4,99524;34,177;13,4111;324,122;111,063;999;149,588;64,2076;1,94375;0,5;4,6;826;36978,8;41,1952;41,1952;38,5196;0;0;0;100,667;0,627923
24/01/2007 11:00;336,404;293;393;440,077;1;0,776418;0,989563;1;56,7204;0,261105;-24,4358;100,416;172,686;4,91568;33,9681;13,3291;314,705;82,1709;999;164,809;59,6832;2,89687;0,5;6,1;802;29404,9;33,104;33,104;30,6301;0;0;0;82,1709;0,548725
24/01/2007 12:00;314,679;293;393;434,438;1;0,744507;0,989147;1;58,6486;0,23459;2,08241;95,0147;170,474;4,84747;33,9016;13,303;327,654;76,8642;999;181,268;58,2593;3,80625;0,5;7,4;835;27205,7;30,7676;30,7676;28,3393;0;0;0;76,8642;0,520285
24/01/2007 13:00;358,098;293;393;457,815;1;0,784981;0,989677;1;56,1547;0,27118;28,2714;105,627;179,647;4,80583;34,0254;13,3516;322,553;87,4699;999;197,621;60,1631;4,37187;0,7;8,2;822;31593,3;35,4296;35,4296;32,9096;0;0;0;87,4699;0,556953
24/01/2007 14:00;489,234;293;393;545,161;1;0,858769;0,99072;1;50,1063;0,358282;49,8787;137,748;213,921;4,79546;34,2786;13,4509;333,54;119,501;999;212,588;65,0948;4,72812;0,9;8,4;850;44749,8;49,4279;49,4279;46,6143;0;0;0;119,501;0,641366
24/01/2007 15:00;234,151;293;393;277,322;1;0,922615;0,99177;1;41,9704;0,390764;66,744;75,3614;108,821;4,82662;33,9972;13,3405;146,365;57,1943;999;225,608;72,4146;4,3625;1,1;7,8;373;19433,3;22,0587;22,0587;20,243;0;0;0;57,1943;0,743491
24/01/2007 16:00;16,7852;293;393;273,917;0,465797;0,966563;0,992692;0,615029;32,5606;0,0321493;77,4304;22,3609;107,485;4,88937;34,0764;13,3716;127,53;4,1;999;236,806;81,421;3,94375;1,2;6,6;325;-353,628;0;0;-0,368362;0;4,1;0;0;0,842822
24/01/2007 17:00;0;323,282;318,675;4,59087;0;0,990588;0,993898;0;23,3394;0;0;0;1,80146;3,89775;26,8901;10,5517;1,962;0;999;246,642;91,1917;3,225;1,1;5,1;5;-355,488;0;0;-0,3703;0;0;0;0;0,918174
24/01/2007 18:00;0;304,435;300,529;0;0;1,00193;0,99649;0;13,9378;0;0;0;0;3,15248;22,4568;8,81206;0;0;999;255,676;102,181;2,95937;0,9;4,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,970558
24/01/2007 19:00;0;288,317;284,944;0;0;1,00308;0,998768;0;4,97929;0;0;0;0;2,60604;19,1667;7,52101;0;0;999;264,521;113,618;2,92812;0,9;4,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,996226
24/01/2007 20:00;0;274,307;271,351;0;0;1,00227;0,999214;0;3,18111;0;0;0;0;2,19144;16,6286;6,52505;0;0;999;273,945;125,226;2,74062;1;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,998459
24/01/2007 21:00;0;261,958;259,336;0;0;1,00349;0,99747;0;10,1442;0;0;0;0;1,87417;14,6127;5,73402;0;0;999;285,174;136,675;2,55312;1;3,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,984368
24/01/2007 22:00;0;250,9;248,541;0;0;1,00078;0,996066;0;15,5463;0;0;0;0;1,62292;13,0575;5,12376;0;0;999;300,624;147,388;2,20937;1,4;2,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,963414
24/01/2007 23:00;0;240,96;238,836;0;0;0,997424;0,995172;0;18,8519;0;0;0;0;1,42236;11,6553;4,57352;0;0;999;325,271;155,969;1,94375;1,1;2,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,946357
25/01/2007 0:00;0;231,877;229,932;0;0;0,996065;0,994879;0;19,9057;0;0;0;0;1,24916;10,6359;4,17352;0;0;999;3,04816;159,238;1,94375;1,8;2,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,940254
25/01/2007 1:00;0;223,622;221,858;0;0;0,997663;0,995226;0;18,6544;0;0;0;0;1,10989;9,56621;3,75378;0;0;999;39,2068;154,913;1,6875;1,1;2;0;-355,488;0;0;-0,3703;0;0;0;0;0,947465
25/01/2007 2:00;0;216,011;214,386;0;0;1,0012;0,996209;0;15,0071;0;0;0;0;0,99547;8,76387;3,43894;0;0;999;62,0366;145,854;1,74375;1,1;1,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,965894
25/01/2007 3:00;0;208,984;207,49;0;0;1,00361;0,997676;0;9,33354;0;0;0;0;0,897158;8,00699;3,14194;0;0;999;76,6072;134,966;1,74375;0,8;1,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,986761
25/01/2007 4:00;0;202,407;201,014;0;0;1,00163;0,999478;0;2,11566;0;0;0;0;0,815;7,43548;2,91768;0;0;999;87,4466;123,456;1,33125;1;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,999318
25/01/2007 5:00;0;196,227;194,925;0;0;1,00343;0,998463;0;6,20454;0;0;0;0;0,743834;6,91414;2,71311;0;0;999;96,7148;111,843;1,40937;1,1;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,994142
25/01/2007 6:00;0;190,356;189,127;0;0;1,00102;0,996147;0;15,2411;0;0;0;0;0,683396;6,50614;2,55301;0;0;999;105,536;100,439;1,23125;1,6;1,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,964828
25/01/2007 7:00;0;184,795;183,641;0;0;0,988059;0,993512;0;24,6446;0;0;0;0;0,630428;6,07792;2,38498;0;0;999;114,645;89,5022;0,996875;1,6;1,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,908912
25/01/2007 8:00;0;179,574;178,502;4,15241;0,658484;0,961895;0,992578;0,678937;33,8517;0;-76,0993;0,526381;1,62941;0,576122;5,62173;2,20597;1,962;0;999;124,644;79,8835;1,78437;1,2;2,8;5;-355,488;0;0;-0,3703;0;0;0;0;0,830483
25/01/2007 9:00;0;239,775;281,15;197,38;1;0,915978;0,99165;1;43,0265;0,43;-63,9676;53,2451;77,452;1,83188;14,9227;5,85565;105,948;0;999;136,089;71,0521;2,95937;1,5;4,6;270;-355,488;0;0;-0,3703;0;0;0;0;0,731038
25/01/2007 10:00;0;250,883;248,562;3,78627;1;0,850945;0,990603;1;50,8727;0;-46,5901;0,947865;1,48573;1,56916;12,9116;5,06652;2,3544;0;999;149,419;64,0069;3,20313;1;5;6;-355,488;0;0;-0,3703;0;0;0;0;0,631045
25/01/2007 11:00;0;241,082;238,985;1,65643;1;0,780011;0,989611;1;56,4857;0;-24,4239;0,379728;0,649985;1,36899;11,5962;4,55034;1,1772;0;999;164,686;59,4548;3,65;1,1;4,9;3;-355,488;0;0;-0,3703;0;0;0;0;0,552145
25/01/2007 12:00;0;232,232;230,338;2,09462;1;0,748487;0,989198;1;58,4223;0;1,96868;0,46058;0,821928;1,19878;10,4126;4,08591;1,5696;0;999;181,21;58,0122;3,58125;0,8;5,3;4;-355,488;0;0;-0,3703;0;0;0;0;0,523654
25/01/2007 13:00;0;224,113;222,374;3,35932;1;0,787967;0,989718;1;55,9521;0;28,0564;0,778042;1,3182;1,06496;9,51398;3,73329;2,3544;0;999;197,631;59,911;4,28438;1;5,3;6;-355,488;0;0;-0,3703;0;0;0;0;0,559886
25/01/2007 14:00;0;280,998;323,366;231,743;1;0,86052;0,990747;1;49,9295;0,330534;49,629;58,6763;90,9358;3,06891;22,7187;8,9148;141,264;0;999;212,655;64,85;5,17188;0,9;6,5;360;-355,488;0;0;-0,3703;0;0;0;0;0,64373
25/01/2007 15:00;0;327,53;347,977;145,341;1;0,923577;0,991787;1;41,8118;0,29463;66,4982;39,5378;57,0318;4,63106;31,5043;12,3623;76,518;0;999;225,714;72,1836;5,07188;0,9;6,4;195;-355,488;0;0;-0,3703;0;0;0;0;0,745339
25/01/2007 16:00;30,1111;293;393;339,357;0,484193;0,967061;0,992704;0,62116;32,4167;0,068327;77,303;29,0995;133,164;4,89462;34,2168;13,4267;157,745;7,35501;999;236,938;81,2068;5,17188;1,3;6,5;402;-356,858;0;0;-0,371727;0;0;0;0;0,844171
25/01/2007 17:00;0;323,316;318,717;0,919195;0;0,990858;0,993942;0;23,1913;0;0;0;0,360692;3,86829;26,9028;10,5567;0,3924;0;999;246,794;90,9885;4,55;1,2;5,8;1;-355,488;0;0;-0,3703;0;0;0;0;0,919195
25/01/2007 18:00;0;304,453;300,543;0;0;1,00203;0,996531;0;13,7846;0;0;0;0;3,11513;22,5881;8,86357;0;0;999;255,845;101,989;4,6625;1,5;5,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,971198
25/01/2007 19:00;0;288,376;285,012;0;0;1,00302;0,998809;0;4,81546;0;0;0;0;2,56543;19,196;7,5325;0;0;999;264,709;113,431;4,54063;1,1;5,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,99647
25/01/2007 20:00;0;274,426;271,483;0;0;1,00236;0,99917;0;3,35987;0;0;0;0;2,1463;16,6509;6,5338;0;0;999;274,158;125,04;4,59688;1,2;5,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,998281
25/01/2007 21:00;0;262,148;259,54;0;0;1,00345;0,99742;0;10,3405;0;0;0;0;1,82607;14,6305;5,741;0;0;999;285,415;136,481;4,65312;1,2;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,983759
25/01/2007 22:00;0;251,219;248,888;0;0;1,0006;0,996009;0;15,7612;0;0;0;0;1,57651;12,9784;5,09271;0;0;999;300,883;147,174;4,53125;1,1;5;0;-355,488;0;0;-0,3703;0;0;0;0;0,962402
25/01/2007 23:00;0;241,37;239,263;0;0;0,997143;0,995109;0;19,0796;0;0;0;0;1,37656;11,6551;4,57346;0;0;999;325,444;155,724;4,64375;1,2;4,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,945065
26/01/2007 0:00;0;232,483;230,58;0;0;0,995745;0,994814;0;20,1385;0;0;0;0;1,21372;10,4346;4,09454;0;0;999;2,86664;158,992;4,075;0,7;4,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,938863
26/01/2007 1:00;0;224,343;222,6;0;0;0,997372;0,99516;0;18,8944;0;0;0;0;1,07809;9,51375;3,7332;0;0;999;38,7902;154,726;4,54375;0,8;4,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,946117
26/01/2007 2:00;0;216,749;215,125;0;0;1,00101;0,996144;0;15,2523;0;0;0;0;0,966836;8,84543;3,47095;0;0;999;61,6459;145,719;4,2875;1,6;4,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,964777
