"Time stamp";"Field HTF mass flow rate total | (kg/s)";"Field HTF temperature cold header inlet | (C)";"Field HTF temperature hot header outlet | (C)";"Field collector DNI-cosine product | (W/m2)";"Field collector fraction of time period tracking";"Field collector incidence angle modifier";"Field collector optical end loss";"Field collector row shadowing loss";"Field collector solar incidence angle | (deg)";"Field collector thermal and optical efficiency";"Field collector tracking angle | (deg)";"Field thermal power absorbed | (MWt)";"Field thermal power incident after cosine | (MWt)";"Field thermal power pipe losses | (MWt)";"Field thermal power receiver heat loss | (kJ/hr-m2)";"Field thermal power receiver total loss | (MWt)";"Field thermal power total incident | (MWt)";"Field thermal power total produced | (MWt)";"Resource Pressure | (mbar)";"Resource Solar Azimuth | (deg)";"Resource Solar Zenith | (deg)";"Resource Wet bulb temperature | (C)";"Resource Wind Speed | (m/s)";"Resource Dry bulb temperature | (C)";"Resource Beam normal irradiance | (W/m2)";"System power generated | (kW)";"Cycle electrical power output (gross) | (MWe)";"Cycle electrical power output (gross; solar share) | (MWe)";"Cycle electrical power output (net) | (MWe)";"Cycle thermal energy dumped - TES is full | (MWt)";"Cycle thermal energy dumped - min, load requirement | (MWt)";"Cycle thermal energy dumped - solar field | (MWt)";"Cycle thermal power input | (MWt)";"Field collector cosine efficiency";"Parasitic power total consumption | (MWe)"
"Jan 4; 11:00 am";inf;293;393;444,42;1;0,803455;0,989928;1;54,8532;0,285897;-46,8316;104,976;174,39;4,83183;34,4983;13,5371;302,933;86,6075;999;152,82;66,8094;5,90312;2,4;7,7;772;31237,6;35,0516;35,0516;32,5392;0;0;0;86,6075;0,575674;2,51244
"Jan 4; 12:00 pm";inf;293;393;437,471;1;0,712587;0,988742;1;60,3383;0,21132;-22,9776;91,5384;171,664;4,75415;34,3562;13,4814;346,882;73,3029;999;167,466;62,8501;6,15312;2,3;9,2;884;25725,6;29,1957;29,1957;26,7975;0;0;0;73,3029;0,494877;2,39817
"Jan 4; 01:00 pm";inf;293;393;380,449;1;0,680674;0,988347;1;61,8344;0,182661;5,69889;76,0113;149,288;4,70286;34,4992;13,5375;316,274;57,7709;999;183,043;61,8814;6,7625;3,7;10,2;806;19674,4;22,3144;22,3144;20,4941;0;0;0;57,7709;0,472021;1,82032
"Jan 4; 02:00 pm";inf;293;393;458,274;1;0,743674;0,989136;1;58,6956;0,236787;33,131;100,114;179,827;4,67228;34,3805;13,4909;346,097;81,9513;999;198,385;64,0432;7,20625;2,4;10,8;882;29314,1;33,0075;33,0075;30,5355;0;0;0;81,9513;0,519585;2,47199
"Jan 4; 03:00 pm";inf;293;393;534,378;1;0,837547;0,990407;1;52,1042;0,332303;54,7793;131,645;209,69;4,67228;34,4762;13,5285;341,388;113,444;999;212,451;69,0332;6,97188;2;10,8;870;42254,3;46,7707;46,7707;44,0149;0;0;0;113,444;0,614228;2,75583
"Jan 4; 04:00 pm";inf;293;393;416,076;1;0,911883;0,991577;0,908378;43,6467;0,369138;71,2508;101,493;163,268;4,71309;34,3827;13,4918;225,63;83,2885;999;224,792;76,2729;6,5625;2;10;575;29867,1;33,5951;33,5951;31,1116;0;0;0;83,2885;0,72361;2,48355
"Jan 4; 05:00 pm";-nan(ind);293;393;239,427;0,137187;0,961113;0,99256;0,505863;34,0583;0;79,6886;4,70741;93,9513;4,77477;34,2066;13,4227;113,404;0;999;235,508;85,0939;5,675;2,2;8,8;289;-355,488;0;0;-0,3703;0;0;0;0;0,828468;0,3703
"Jan 4; 06:00 pm";0;50,001;49,999;0;0;0,987558;0,993439;0;24,8888;0;0;0;0;0,181733;0,876056;0,343765;0;0;999;244,983;94,7889;6,09062;2,6;8,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,907127;0,3703
"Jan 4; 07:00 pm";0;50,001;49,999;0;0;1,00073;0,99605;0;15,605;0;0;0;0;0,183231;0,894998;0,351197;0;0;999;253,708;105,657;6,11562;2,3;7,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,963139;0,3703
"Jan 4; 08:00 pm";0;50,001;49,999;0;0;1,00356;0,998299;0;6,85705;0;0;0;0;0,184706;0,911939;0,357845;0;0;999;262,239;117,015;5,59375;2,4;7;0;-355,488;0;0;-0,3703;0;0;0;0;0,992847;0,3703
"Jan 4; 09:00 pm";0;50,001;49,999;0;0;1,00084;0,999749;0;1,01575;0;0;0;0;0,186159;0,932828;0,366042;0;0;999;271,316;128,607;5,38438;1,6;6,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,999843;0,3703
"Jan 4; 10:00 pm";0;50,001;49,999;0;0;1,00364;0,998103;0;7,63893;0;0;0;0;0,187588;0,94864;0,372246;0;0;999;282,191;140,138;4,8625;1,9;5,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,991125;0,3703
"Jan 4; 11:00 pm";0;50,001;49,999;0;0;1,00263;0,996822;0;12,666;0;0;0;0;0,188996;0,966181;0,37913;0;0;999;297,623;151,072;4,34062;1,8;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,975665;0,3703
"Jan 5; 12:00 am";0;50,001;49,999;0;0;1,00068;0,996033;0;15,6713;0;0;0;0;0,190382;0,983946;0,386101;0;0;999;324,435;159,943;4,20937;1,6;4,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,962827;0,3703
"Jan 5; 01:00 am";0;50,001;49,999;0;0;0,999945;0,99581;0;16,5042;0;0;0;0;0,191067;0,987973;0,387681;0;0;999;9,19498;162,726;3,3625;3,5;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,958799;0,3703
"Jan 5; 02:00 am";0;50,001;49,999;0;0;1,00125;0,996226;0;14,9407;0;0;0;0;0,191747;0,995218;0,390524;0;0;999;47,7893;156,984;2,98438;4,5;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,966193;0,3703
"Jan 5; 03:00 am";0;50,001;49,999;0;0;1,00325;0,997228;0;11,0897;0;0;0;0;0,192197;1,00286;0,393522;0;0;999;69,0595;147,026;2,8625;3,5;3,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,981327;0,3703
"Jan 5; 04:00 am";0;50,001;49,999;0;0;1,00321;0,998673;0;5,36095;0;0;0;0;0,192421;1,00722;0,395231;0;0;999;82,247;135,764;2,68438;2,7;3,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,995626;0,3703
"Jan 5; 05:00 am";0;50,001;49,999;0;0;1,00144;0,999548;0;1,83249;0;0;0;0;0,192645;1,00736;0,395286;0;0;999;92,2254;124,162;2,58437;4,5;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,999489;0,3703
"Jan 5; 06:00 am";0;50,001;49,999;0;0;1,0035;0,997481;0;10,0982;0;0;0;0;0,192868;1,0115;0,396912;0;0;999;100,983;112,623;2,875;3,7;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,984509;0,3703
"Jan 5; 07:00 am";0;50,001;49,999;0;0;0,997141;0,995108;0;19,081;0;0;0;0;0,19309;1,01317;0,397569;0;0;999;109,511;101,413;2,61875;4,7;3,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,945057;0,3703
"Jan 5; 08:00 am";0;50,001;49,999;0;0;0,979136;0,993034;0;28,4505;0;0;0;0;0,192868;1,0121;0,397147;0;0;999;118,458;90,7936;2,5625;3,3;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,879229;0,3703
"Jan 5; 09:00 am";0;50,001;49,999;1,58449;0,560002;0,946062;0,992226;0,645984;37,6043;0;-76,7866;0,159795;0,621753;0,191067;0,989492;0,388277;0,7848;0;999;128,35;81,5429;3,12813;2,8;4,3;2;-355,488;0;0;-0,3703;0;0;0;0;0,792244;0,3703
"Jan 5; 10:00 am";inf;293;393;192,178;1;0,88814;0,991178;1;46,8501;0,288572;-64,9923;50,2425;75,4108;4,97926;34,261;13,444;110,264;31,8192;999;139,651;73,221;3,72813;2,4;4,9;281;-389,647;0;0;-0,405882;0;12,8301;0;0;0,683909;0,405882
"Jan 5; 11:00 am";-nan(ind);293;393;9,82128;1;0,805396;0,989955;1;54,7095;0;-46,9008;2,32555;3,85387;4,91568;33,8596;13,2865;6,6708;0;999;152,67;66,7462;4,77187;2;6,1;17;-355,488;0;0;-0,3703;0;0;0;0;0,577722;0,3703
"Jan 5; 12:00 pm";-nan(ind);293;393;4,47125;1;0,715134;0,988774;1;60,2111;0;-23,1261;0,938958;1,75452;4,88412;33,8109;13,2674;3,5316;0;999;167,329;62,7591;5,37187;1,9;6,7;9;-355,488;0;0;-0,3703;0;0;0;0;0,496805;0,3703
"Jan 5; 01:00 pm";-nan(ind);293;393;64,8662;1;0,682804;0,988373;1;61,7398;0;5,46746;13,0007;25,4535;4,84747;33,8372;13,2777;53,7588;0;999;182,932;61,7648;4,9;1,8;7,4;137;-355,488;0;0;-0,3703;0;0;0;0;0,473476;0,3703
"Jan 5; 02:00 pm";inf;293;393;324,229;1;0,744682;0,989149;1;58,6388;0,215469;32,8792;70,928;127,228;4,80065;34,2832;13,4527;244,465;52,6746;999;198,308;63,9075;5,56563;2,4;8,3;623;9652,05;11,7276;11,7276;10,0542;0;0;0;33,6855;0,520432;1,67343
"Jan 5; 03:00 pm";inf;293;393;413,04;1;0,837888;0,990412;1;52,074;0,316796;54,5538;101,795;162,077;4,75415;34,4149;13,5044;263,693;83,5368;999;212,407;68,8863;5,99687;2,3;9,2;672;29969,7;33,7042;33,7042;31,2185;0;0;0;83,5368;0,614644;2,48571
"Jan 5; 04:00 pm";inf;293;393;529,105;1;0,911995;0,991579;0,917463;43,6301;0,390575;71,0562;130,372;207,621;4,74386;34,6424;13,5937;286,844;112,034;999;224,775;76,1214;6,11875;2,3;9,4;731;41675,1;46,1541;46,1541;43,4115;0;0;0;112,034;0,72381;2,74256
"Jan 5; 05:00 pm";-nan(ind);293;393;67,1156;0,151096;0,961159;0,992561;0,51044;34,0461;0;79,5943;1,46658;26,3362;4,77994;34,1423;13,3974;31,7844;0;999;235,512;84,9449;5,41875;3,3;8,7;81;-355,488;0;0;-0,3703;0;0;0;0;0,828588;0,3703
"Jan 5; 06:00 pm";0;50,001;49,999;0;0;0,987586;0,993443;0;24,8753;0;0;0;0;0,182235;0,874984;0,343344;0;0;999;245,003;94,6368;4,71875;4,2;8;0;-355,488;0;0;-0,3703;0;0;0;0;0,907225;0,3703
"Jan 5; 07:00 pm";0;50,001;49,999;0;0;1,00075;0,996055;0;15,5856;0;0;0;0;0,183725;0,893092;0,350449;0;0;999;253,74;105,507;4,275;4,2;7,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,96323;0,3703
"Jan 5; 08:00 pm";0;50,001;49,999;0;0;1,00355;0,998307;0;6,82782;0;0;0;0;0,185193;0,916919;0,359799;0;0;999;262,282;116,866;3,90938;2,6;6,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,992908;0,3703
"Jan 5; 09:00 pm";0;50,001;49,999;0;0;1,00087;0,999739;0;1,05816;0;0;0;0;0,186876;0,932894;0,366067;0;0;999;271,368;128,458;3,6;4;6,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,999829;0,3703
"Jan 5; 10:00 pm";0;50,001;49,999;0;0;1,00365;0,998089;0;7,69718;0;0;0;0;0,188295;0,950433;0,37295;0;0;999;282,248;139,988;3,15625;4,2;5,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,99099;0,3703
"Jan 5; 11:00 pm";0;50,001;49,999;0;0;1,0026;0,996802;0;12,7426;0;0;0;0;0,189692;0,970108;0,380671;0;0;999;297,659;150,919;2,63438;3,5;4,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,975371;0,3703
"Jan 6; 12:00 am";0;50,001;49,999;0;0;1,0006;0,996008;0;15,7649;0;0;0;0;0,191294;0,990022;0,388485;0;0;999;324,337;159,792;2,16875;4;4,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,962385;0,3703
"Jan 6; 01:00 am";0;50,001;49,999;0;0;0,999841;0,99578;0;16,6151;0;0;0;0;0,192868;1,00975;0,396225;0;0;999;8,79013;162,625;1,39063;5;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,958247;0,3703
"Jan 6; 02:00 am";0;50,001;49,999;0;0;1,00115;0,996192;0;15,0724;0;0;0;0;0,194631;1,03406;0,405766;0;0;999;47,3905;156,956;0,590625;5,2;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,965598;0,3703
"Jan 6; 03:00 am";0;50,001;49,999;0;0;1,0032;0,997191;0;11,2343;0;0;0;0;0,196572;1,06133;0,416466;0;0;999;68,7705;147,033;-0,153125;6,2;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,980839;0,3703
"Jan 6; 04:00 am";0;50,001;49,999;0;0;1,00325;0,998635;0;5,51241;0;0;0;0;0,19742;1,07389;0,421394;0;0;999;82,0239;135,784;-0,475;5,7;1,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,995375;0,3703
"Jan 6; 05:00 am";0;50,001;49,999;0;0;1,00133;0,999586;0;1,67778;0;0;0;0;0,198259;1,08625;0,426243;0;0;999;92,0381;124,184;-0,640625;4,5;1;0;-355,488;0;0;-0,3703;0;0;0;0;0,999571;0,3703
"Jan 6; 06:00 am";0;50,001;49,999;0;0;1,00352;0,997521;0;9,94227;0;0;0;0;0,198883;1,0953;0,429794;0;0;999;100,814;112,64;-1,01875;4,2;0,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,984982;0,3703
"Jan 6; 07:00 am";0;50,001;49,999;0;0;0,997335;0,995151;0;18,9249;0;0;0;0;0,199502;1,10445;0,433387;0;0;999;109,352;101,422;-1,1625;4,5;0,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,945945;0,3703
"Jan 6; 08:00 am";0;50,001;49,999;0;0;0,97955;0,993046;0;28,2945;0;0;0;0;0,199707;1,10757;0,434609;0;0;999;118,301;90,7892;-1,18438;4,7;0,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,880523;0,3703
"Jan 6; 09:00 am";0;50,001;49,999;88,9161;0,559989;0,946789;0,992242;0,645914;37,4491;0,190285;-76,788;8,97303;34,8907;0,19593;1,05579;0,414294;43,9488;8,3628;999;128,194;81,5212;0,38125;4,7;2,1;112;-355,488;0;0;-0,3703;0;0;0;0;0,793894;0,3703
"Jan 6; 10:00 am";inf;293;393;466,39;1;0,88939;0,991198;1;46,6961;0,387397;-65,0111;122,106;183,012;5,02197;34,948;13,7136;266,832;103,37;999;139,494;73,177;1,6;3,7;4,1;680;33728,9;37,7374;37,7374;35,1342;0;0;0;92,7436;0,685868;2,60315
"Jan 6; 11:00 am";inf;293;393;447,637;1;0,807386;0,989982;1;54,5607;0,289279;-46,962;106,259;175,653;4,92096;34,9292;13,7062;302,933;87,6321;999;152,517;66,6758;2,71875;4,5;6;772;31660,1;35,5007;35,5007;32,9793;0;0;0;87,6321;0,57984;2,52141
"Jan 6; 12:00 pm";inf;293;393;440,96;1;0,717778;0,988807;1;60,0778;0,21442;-23,2672;92,9467;173,033;4,84225;34,98;13,7262;346,882;74,3783;999;167,192;62,6607;2,96875;5,7;7,5;884;26172,9;29,6707;29,6707;27,2634;0;0;0;74,3783;0,498824;2,40725
"Jan 6; 01:00 pm";inf;293;393;382,881;1;0,685077;0,988401;1;61,6381;0,184868;5,23991;76,9962;150,243;4,78511;35,0206;13,7421;316,274;58,469;999;182,822;61,6411;3,83438;7;8,6;806;19966,2;22,6241;22,6241;20,7981;0;0;0;58,469;0,475039;1,82595
"Jan 6; 02:00 pm";inf;293;393;459,865;1;0,745818;0,989163;1;58,5745;0,237431;32,6265;100,754;180,451;4,75415;35,2348;13,8261;346,097;82,1742;999;198,234;63,7652;4,66875;7,8;9,2;882;29406,3;33,1055;33,1055;30,6316;0;0;0;82,1742;0,521389;2,47391
"Jan 6; 03:00 pm";inf;293;393;535,188;1;0,83831;0,990418;1;52,0366;0,331839;54,3247;131,966;210,008;4,749;35,5026;13,9312;341,388;113,286;999;212,368;68,7335;4,69063;8,6;9,3;870;42189,2;46,7014;46,7014;43,9471;0;0;0;113,286;0,615158;2,75434
"Jan 6; 04:00 pm";inf;293;393;416,353;1;0,912153;0,991582;0,926742;43,6066;0,376736;70,8572;103,645;163,377;4,79546;35,288;13,847;225,63;85,003;999;224,764;75,9649;4,025;7,5;8,4;575;30575,4;34,3479;34,3479;31,8494;0;0;0;85,003;0,724093;2,49844
"Jan 6; 05:00 pm";-nan(ind);293;393;239,515;0,165341;0,961231;0,992562;0,515135;34,0273;0;79,4975;5,78031;93,9856;4,85792;34,8418;13,6719;113,404;0;999;235,522;84,7917;3,37187;5,7;7,2;289;-355,488;0;0;-0,3703;0;0;0;0;0,828771;0,3703
"Jan 6; 06:00 pm";0;50,001;49,999;0;0;0,987627;0,993449;0;24,8552;0;0;0;0;0,185677;0,921246;0,361497;0;0;999;245,03;94,481;3,1625;3;6,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,907373;0,3703
"Jan 6; 07:00 pm";0;50,001;49,999;0;0;1,00077;0,996062;0;15,5594;0;0;0;0;0,187114;0,939923;0,368826;0;0;999;253,779;105,353;2,875;2,7;6;0;-355,488;0;0;-0,3703;0;0;0;0;0,963353;0,3703
"Jan 6; 08:00 pm";0;50,001;49,999;0;0;1,00355;0,998316;0;6,79176;0;0;0;0;0,188529;0,960467;0,376887;0;0;999;262,333;116,714;2,66563;1,8;5,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,992983;0,3703
"Jan 6; 09:00 pm";0;50,001;49,999;0;0;1,00091;0,999727;0;1,10759;0;0;0;0;0,189923;0,977611;0,383614;0;0;999;271,429;128,307;2,3;1,8;4,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,999813;0,3703
"Jan 6; 10:00 pm";0;50,001;49,999;0;0;1,00365;0,998072;0;7,76265;0;0;0;0;0,191067;0,994069;0,390072;0;0;999;282,315;139,835;2,1125;1,1;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,990836;0,3703
"Jan 6; 11:00 pm";0;50,001;49,999;0;0;1,00256;0,99678;0;12,8265;0;0;0;0;0,192421;1,01081;0,396643;0;0;999;297,709;150,762;1,5125;1,1;3,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,975047;0,3703
"Jan 7; 12:00 am";0;50,001;49,999;0;0;1,00051;0,995981;0;15,8656;0;0;0;0;0,193754;1,02855;0,403605;0;0;999;324,255;159,635;0,990625;0,7;3,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,961906;0,3703
"Jan 7; 01:00 am";0;50,001;49,999;0;0;0,99973;0,995749;0;16,7324;0;0;0;0;0,194413;1,03678;0,406833;0;0;999;8,39249;162,515;0,76875;0,7;2,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,95766;0,3703
"Jan 7; 02:00 am";0;50,001;49,999;0;0;1,00104;0,996155;0;15,2103;0;0;0;0;0,195283;1,04815;0,411296;0;0;999;46,9843;156,92;0,68125;0,5;2,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,964969;0,3703
"Jan 7; 03:00 am";0;50,001;49,999;0;0;1,00316;0,997152;0;11,385;0;0;0;0;0,19593;1,05598;0,414367;0;0;999;68,4726;147,034;0,615625;0,7;2,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,980323;0,3703
"Jan 7; 04:00 am";0;50,001;49,999;0;0;1,0033;0,998596;0;5,66949;0;0;0;0;0,196358;1,06125;0,416433;0;0;999;81,7933;135,798;0,18125;0,9;1,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,995108;0,3703
"Jan 7; 05:00 am";0;50,001;49,999;0;0;1,00122;0,999625;0;1,51793;0;0;0;0;0,196785;1,06695;0,418672;0;0;999;91,8443;124,2;0,29375;0,7;1,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,999649;0,3703
"Jan 7; 06:00 am";0;50,001;49,999;0;0;1,00355;0,997562;0;9,78161;0;0;0;0;0,196997;1,06977;0,419779;0;0;999;100,641;112,652;0,428125;0,6;1,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,985462;0,3703
"Jan 7; 07:00 am";0;50,001;49,999;0;0;0,997531;0,995196;0;18,7643;0;0;0;0;0,197209;1,07257;0,420878;0;0;999;109,188;101,425;0,484375;0,5;1,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,94685;0,3703
"Jan 7; 08:00 am";0;50,001;49,999;0;0;0,979971;0,993059;0;28,1343;0;0;0;0;0,197209;1,0725;0,42085;0;0;999;118,141;90,7787;0,40625;0,6;1,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,881845;0,3703
"Jan 7; 09:00 am";inf;293;393;361,193;0,560497;0,947528;0,992257;0,646028;37,2899;0,101507;-76,7857;36,5186;141,732;5,05955;34,0868;13,3757;178,15;18,0834;999;128,034;81,4931;1,8375;0,6;3,4;454;-369,387;0;0;-0,384778;0;0;0;0;0,79558;0,384778
"Jan 7; 10:00 am";inf;293;393;468,445;1;0,890663;0,991219;1;46,5376;0,390936;-65,0224;122,822;183,818;4,93681;34,1929;13,4173;267,224;104,468;999;139,335;73,126;2,96562;0,7;5,7;681;38198,5;42,4574;42,4574;39,7901;0;0;0;103,562;0,687879;2,66731
"Jan 7; 11:00 am";inf;293;393;459,8;1;0,809423;0,99001;1;54,4068;0,294193;-47,0151;109,425;180,426;4,82142;34,1616;13,405;309,996;91,1988;999;152,364;66,5982;4,38438;1;7,9;790;33128,8;37,062;37,062;34,5092;0;0;0;91,1988;0,582026;2,55281
"Jan 7; 12:00 pm";inf;293;393;445,829;1;0,720513;0,988841;1;59,9384;0,218278;-23,4006;94,3343;174,943;4,72845;34,0861;13,3754;349,236;76,2304;999;167,054;62,555;5,48125;1,2;9,7;890;26942,5;30,4881;30,4881;28,0651;0;0;0;76,2304;0,500931;2,42296
"Jan 7; 01:00 pm";inf;293;393;355,148;1;0,687488;0,98843;1;61,5293;0,183609;5,01656;71,6727;139,36;4,70286;33,8788;13,294;292,338;53,6758;999;182,715;61,5102;5,98125;1;10,2;745;17962,9;20,499;20,499;18,7114;0;0;0;53,6758;0,476709;1,78758
"Jan 7; 02:00 pm";inf;293;393;157,259;1;0,747078;0,98918;1;58,5028;0,139992;32,3732;34,5137;61,7086;4,70286;33,8329;13,276;118,112;16,5348;999;198,163;63,6164;5,59062;1,6;10,2;301;-367,4;0;0;-0,382708;0;16,5348;0;0;0,522456;0,382708
"Jan 7; 03:00 pm";inf;293;393;109,608;1;0,838813;0,990426;1;51,9919;0,129386;54,0923;27,0433;43,01;4,72333;33,8501;13,2828;69,8472;9,03723;999;212,334;68,575;5,425;1,8;9,8;178;-358,631;0;0;-0,373574;0;9,03723;0;0;0,615773;0,373574
"Jan 7; 04:00 pm";inf;293;393;525,957;1;0,912357;0,991586;0,936205;43,5761;0,400425;70,654;132,297;206,386;4,73872;34,3629;13,484;284,882;114,074;999;224,759;75,8035;5,20313;1,2;9,5;726;42513,1;47,0462;47,0462;44,2845;0;0;0;114,074;0,724459;2,76178
"Jan 7; 05:00 pm";-nan(ind);293;393;249,534;0,17991;0,961327;0,992565;0,519943;34,0021;0;79,3983;6,61462;97,9173;4,78511;34,0616;13,3658;118,112;0;999;235,539;84,6342;4,85;1,5;8,6;301;-355,488;0;0;-0,3703;0;0;0;0;0,829018;0,3703
"Jan 7; 06:00 pm";0;50,001;49,999;0;0;0,987682;0,993457;0;24,8285;0;0;0;0;0,182734;0,89307;0,350441;0;0;999;245,063;94,3219;4,9875;1,6;7,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,907569;0,3703
"Jan 7; 07:00 pm";0;50,001;49,999;0;0;1,00079;0,996071;0;15,5266;0;0;0;0;0,184462;0,911892;0,357827;0;0;999;253,826;105,197;4,83437;1,8;7,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,963506;0,3703
"Jan 7; 08:00 pm";0;50,001;49,999;0;0;1,00354;0,998327;0;6,74886;0;0;0;0;0,186159;0,931446;0,365499;0;0;999;262,392;116,559;4,2125;1,9;6,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,993071;0,3703
"Jan 7; 09:00 pm";0;50,001;49,999;0;0;1,00096;0,999713;0;1,16405;0;0;0;0;0,187825;0,953133;0,374009;0;0;999;271,499;128,153;3,66875;1,5;5,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,999794;0,3703
"Jan 7; 10:00 pm";0;50,001;49,999;0;0;1,00366;0,998054;0;7,83533;0;0;0;0;0,189692;0,975427;0,382757;0;0;999;282,392;139,679;3,025;1,6;4,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,990664;0,3703
"Jan 7; 11:00 pm";0;50,001;49,999;0;0;1,00251;0,996757;0;12,9178;0;0;0;0;0,191294;0,995595;0,390671;0;0;999;297,771;150,601;2,55937;1,5;4,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,974692;0,3703
"Jan 8; 12:00 am";0;50,001;49,999;0;0;1,00042;0,995952;0;15,9733;0;0;0;0;0,192868;1,01541;0,398447;0;0;999;324,189;159,473;2,01563;1,5;3,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,96139;0,3703
"Jan 8; 01:00 am";0;50,001;49,999;0;0;0,999611;0,995715;0;16,856;0;0;0;0;0,194631;1,03855;0,407525;0;0;999;8,0028;162,397;1,1375;1,2;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,957036;0,3703
"Jan 8; 02:00 am";0;50,001;49,999;0;0;1,00093;0,996117;0;15,3542;0;0;0;0;0,196144;1,05806;0,415182;0;0;999;46,5714;156,877;0,671875;1,3;2;0;-355,488;0;0;-0,3703;0;0;0;0;0,964307;0,3703
"Jan 8; 03:00 am";0;50,001;49,999;0;0;1,0031;0,997112;0;11,5416;0;0;0;0;0,197841;1,08046;0,423972;0;0;999;68,1661;147,029;0,028125;1,9;1,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,97978;0,3703
"Jan 8; 04:00 am";0;50,001;49,999;0;0;1,00334;0,998556;0;5,83208;0;0;0;0;0,198676;1,0918;0,428421;0;0;999;81,5552;135,807;-0,371875;1,3;0,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,994824;0,3703
"Jan 8; 05:00 am";0;50,001;49,999;0;0;1,0011;0,999666;0;1,35302;0;0;0;0;0,199707;1,10535;0,433739;0;0;999;91,6442;124,211;-0,48125;0,7;0,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,999721;0,3703
"Jan 8; 06:00 am";0;50,001;49,999;0;0;1,00358;0,997604;0;9,61632;0;0;0;0;0,20032;1,1131;0,43678;0;0;999;100,461;112,659;-0,78125;0,4;0;0;-355,488;0;0;-0,3703;0;0;0;0;0,985949;0,3703
"Jan 8; 07:00 am";0;50,001;49,999;0;0;0,997729;0,995241;0;18,5994;0;0;0;0;0,200726;1,11797;0,438692;0;0;999;109,019;101,422;-0,746875;0,2;-0,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,947772;0,3703
"Jan 8; 08:00 am";0;50,001;49,999;0;0;0,980398;0,993072;0;27,97;0;0;0;0;0,200928;1,12093;0,439853;0;0;999;117,977;90,762;-0,846875;0,3;-0,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,883194;0,3703
"Jan 8; 09:00 am";0;50,001;49,999;89,2978;0,561526;0,948278;0,992273;0,646326;37,1268;0,19198;-76,7794;9,05654;35,0404;0,197209;1,07556;0,422049;43,9488;8,43728;999;127,87;81,4584;0,40625;0,6;1,5;112;-355,488;0;0;-0,3703;0;0;0;0;0,797302;0,3703
"Jan 8; 10:00 am";inf;293;393;469,159;1;0,891959;0,99124;1;46,3747;0,392276;-65,0263;123,19;184,098;5,0488;34,3265;13,4697;266,832;104,672;999;139,173;73,0682;1,88125;0,9;3,6;680;34294,3;38,3387;38,3387;35,7232;0;0;0;94,1199;0,689939;2,61551
